case,arm,dial,block_days,iv_premium,roll,treasury_leverage,horizon_years,paths,strategy,family,underlying,moneyness,premium_budget,mean_cagr,max_drawdown_median,worst_max_drawdown,prob_negative_cagr,prob_below_own_underlying,prob_below_sp500,cagr_p5,terminal_wealth_p5,cagr_p10,terminal_wealth_p10,cagr_p50,terminal_wealth_p50,cagr_p90,terminal_wealth_p90,cagr_p95,terminal_wealth_p95,max_drawdown_p90,max_drawdown_p95,prob_drawdown_worse_than_40,prob_drawdown_worse_than_50,prob_drawdown_worse_than_60,prob_drawdown_worse_than_75,mean_delta_exposure,mean_option_weight,treasury_notional,gross_notional
iv_premium,iv_6,iv_premium,63,0.06,12m,1,30,3000,NDX_80_35,NDX LEAPS,NASDAQ100_1X,0.8,0.35,0.1503096863,-0.5043382514,-0.8628918729,0,0.506,0.134,0.06844156661,7.287233382,0.08479918512,11.49553354,0.1485405485,63.74884993,0.2169865434,361.9845534,0.2362552052,579.9293821,-0.6428433539,-0.6839977398,0.9013333333,0.518,0.1813333333,0.01533333333,0.9669693715,0.3678967538,0.6321032462,1.599198887
iv_premium,iv_6,iv_premium,63,0.06,12m,1,30,3000,NDX_80_40,NDX LEAPS,NASDAQ100_1X,0.8,0.4,0.1587914688,-0.5566797783,-0.9043102241,0.0006666666667,0.321,0.1173333333,0.06742286499,7.081640405,0.0855698633,11.7430841,0.15671158,78.85678329,0.2341637478,551.1997381,0.2562229049,937.8577024,-0.6980047555,-0.745931769,0.9723333333,0.721,0.3373333333,0.04533333333,1.097651177,0.4164901491,0.5835098509,1.68103139
iv_premium,iv_6,iv_premium,63,0.06,12m,1,30,3000,NDX_80_45,NDX LEAPS,NASDAQ100_1X,0.8,0.45,0.1661776933,-0.6076848311,-0.9349265229,0.001666666667,0.221,0.1116666667,0.06520496642,6.65324165,0.08497199812,11.55060595,0.1638669839,94.88351371,0.2510884583,829.4184886,0.2759233884,1495.833469,-0.7504846089,-0.7949457714,0.9956666667,0.8696666667,0.533,0.1013333333,1.227575436,0.4646386697,0.5353613303,1.763134195
iv_premium,iv_6,iv_premium,63,0.06,12m,1,30,3000,NDX_80_50,NDX LEAPS,NASDAQ100_1X,0.8,0.5,0.1724568668,-0.6548970785,-0.9575152333,0.003,0.1846666667,0.1123333333,0.06121833233,5.945353081,0.08264984083,10.83149033,0.1697894985,110.4904704,0.2669341127,1209.933779,0.2943598732,2300.406676,-0.7973540158,-0.8409806198,0.9996666667,0.9486666667,0.698,0.203,1.35775603,0.5122095322,0.4877904678,1.845053091
iv_premium,iv_6,iv_premium,63,0.06,12m,1,30,3000,NDX_85_20,NDX LEAPS,NASDAQ100_1X,0.85,0.2,0.1203889184,-0.3718149063,-0.7166270331,0,0.8323333333,0.3873333333,0.06376765396,6.389112688,0.07581584843,8.957393995,0.1195355325,29.59400155,0.1650023772,97.70013016,0.1786036322,138.3984161,-0.4896075565,-0.5297273211,0.3663333333,0.08533333333,0.01166666667,0,0.6024975997,0.2177929738,0.7822070262,1.384664397
iv_premium,iv_6,iv_premium,63,0.06,12m,1,30,3000,NDX_85_25,NDX LEAPS,NASDAQ100_1X,0.85,0.25,0.1323661577,-0.4195974201,-0.7712300448,0,0.7666666667,0.24,0.06667811055,6.934895409,0.07999265291,10.06166369,0.1309465017,40.11760564,0.1859368869,166.7050322,0.2015680375,246.9223529,-0.5451615293,-0.5886555678,0.6013333333,0.2003333333,0.04,0.001666666667,0.7452987951,0.2684939252,0.7315060748,1.476955858
iv_premium,iv_6,iv_premium,63,0.06,12m,1,30,3000,NDX_85_30,NDX LEAPS,NASDAQ100_1X,0.85,0.3,0.143074554,-0.4730334619,-0.8336423528,0,0.639,0.1743333333,0.06660344901,6.920349077,0.08207567082,10.66045826,0.1414301226,52.9125302,0.2057646813,274.1498694,0.2237607975,427.5790829,-0.6068705051,-0.6482382217,0.8186666667,0.391,0.1106666667,0.006,0.8862342511,0.31834742,0.68165258,1.568168344
iv_premium,iv_6,iv_premium,63,0.06,12m,1,30,3000,NDX_85_35,NDX LEAPS,NASDAQ100_1X,0.85,0.35,0.1525497794,-0.5264746302,-0.8841414446,0,0.4586666667,0.1383333333,0.06583624466,6.772553607,0.08302599163,10.94495346,0.1502759042,66.70277559,0.2241085196,431.2389779,0.245068852,717.6812316,-0.6689236547,-0.7099281615,0.94,0.6156666667,0.2413333333,0.02533333333,1.026178318,0.3674422087,0.6325577913,1.658696955
iv_premium,iv_6,iv_premium,63,0.06,12m,1,30,3000,NDX_85_40,NDX LEAPS,NASDAQ100_1X,0.85,0.4,0.1608105311,-0.5800801115,-0.9216682407,0.001666666667,0.3113333333,0.1273333333,0.06451950743,6.525983203,0.0833007468,11.02856287,0.1582878968,82.1454806,0.2418208854,663.5865286,0.2658952927,1180.521301,-0.7225030359,-0.7699484449,0.9876666667,0.8033333333,0.427,0.06866666667,1.164547646,0.4158218569,0.5841781431,1.74899269
iv_premium,iv_6,iv_premium,63,0.06,12m,1,30,3000,NDX_85_45,NDX LEAPS,NASDAQ100_1X,0.85,0.45,0.1678599807,-0.6331863093,-0.9485390988,0.002666666667,0.2363333333,0.1226666667,0.06091650573,5.894830895,0.0814486305,10.47667468,0.1656017185,99.21942435,0.2591432225,1005.520587,0.2852099648,1859.395399,-0.7743678737,-0.8200760367,0.9986666667,0.918,0.628,0.1486666667,1.302138279,0.4636998363,0.5363001637,1.838791842
iv_premium,iv_6,iv_premium,63,0.06,12m,1,30,3000,NDX_85_50,NDX LEAPS,NASDAQ100_1X,0.85,0.5,0.17368602,-0.6812103704,-0.9712550181,0.006666666667,0.214,0.1256666667,0.0566336027,5.221140629,0.0780133881,9.522904689,0.1706176195,112.8613823,0.2744584848,1445.156903,0.3041950121,2886.917106,-0.8218133316,-0.8592094674,1,0.974,0.7776666667,0.264,1.43981737,0.5111116091,0.4888883909,1.928495189
iv_premium,iv_6,iv_premium,63,0.06,12m,1,30,3000,NDX_90_20,NDX LEAPS,NASDAQ100_1X,0.9,0.2,0.1221800116,-0.3862589434,-0.729573223,0,0.8286666667,0.3643333333,0.06265970838,6.192452259,0.07498191291,8.751403744,0.1211540005,30.90481403,0.1694291826,109.4739891,0.1837689062,157.800663,-0.5066726688,-0.5492292616,0.4346666667,0.11,0.01733333333,0,0.6384890884,0.2178470715,0.7821529285,1.420541253
iv_premium,iv_6,iv_premium,63,0.06,12m,1,30,3000,NDX_90_25,NDX LEAPS,NASDAQ100_1X,0.9,0.25,0.134174378,-0.43833659,-0.7961233602,0,0.7573333333,0.2353333333,0.06496239013,6.607937156,0.07866827812,9.698001186,0.1326977952,42.02383985,0.1913287129,191.0085879,0.2075764157,286.7827344,-0.5658640297,-0.6087270897,0.6823333333,0.2646666667,0.05833333333,0.003333333333,0.7892990112,0.2683351269,0.7316648731,1.521113306
iv_premium,iv_6,iv_premium,63,0.06,12m,1,30,3000,NDX_90_30,NDX LEAPS,NASDAQ100_1X,0.9,0.3,0.1447645616,-0.4943043961,-0.8557380246,0.0003333333333,0.6096666667,0.1723333333,0.06389217053,6.411582211,0.08047360915,10.19696909,0.1428909416,54.9823276,0.2109800109,312.0491787,0.2305775317,505.1185378,-0.6318181869,-0.6713219856,0.8763333333,0.4766666667,0.1533333333,0.012,0.9380365285,0.3179666884,0.6820333116,1.620350223
iv_premium,iv_6,iv_premium,63,0.06,12m,1,30,3000,NDX_90_35,NDX LEAPS,NASDAQ100_1X,0.9,0.35,0.153994562,-0.5508647911,-0.9025470492,0.001333333333,0.4313333333,0.147,0.06230200859,6.130219402,0.08079083971,10.2871684,0.1514486838,68.77355439,0.2303308839,502.0901536,0.2526601611,861.2567019,-0.6915493973,-0.7318459129,0.9673333333,0.7053333333,0.322,0.039,1.085755935,0.3667387689,0.6332612311,1.718885207
iv_premium,iv_6,iv_premium,63,0.06,12m,1,30,3000,NDX_90_40,NDX LEAPS,NASDAQ100_1X,0.9,0.4,0.161888087,-0.6047150406,-0.9361913826,0.002333333333,0.3163333333,0.14,0.06002901854,5.748692079,0.07940316452,9.898195742,0.1591835746,84.07261551,0.2490516794,789.8498334,0.2739537389,1428.086441,-0.7472087881,-0.791616098,0.9956666667,0.8663333333,0.5206666667,0.096,1.23154069,0.4148527499,0.5851472501,1.816954978
iv_premium,iv_6,iv_premium,63,0.06,12m,1,30,3000,NDX_90_45,NDX LEAPS,NASDAQ100_1X,0.9,0.45,0.1684505465,-0.6584522124,-0.9624341805,0.006333333333,0.2676666667,0.1373333333,0.05580872135,5.100229971,0.07708736439,9.280548707,0.1662294481,100.8350884,0.26515341,1159.940136,0.2932101801,2239.888468,-0.7987002082,-0.8398162325,0.9996666667,0.949,0.706,0.2046666667,1.377020927,0.4624580289,0.5375419711,1.91528712
iv_premium,iv_6,iv_premium,63,0.06,12m,1,30,3000,NDX_90_50,NDX LEAPS,NASDAQ100_1X,0.9,0.5,0.1736695263,-0.7062503862,-0.9807511961,0.01166666667,0.2523333333,0.144,0.04940803385,4.249727412,0.07268749117,8.208017107,0.1700548621,111.2450331,0.2811040889,1689.195455,0.3121341649,3463.450004,-0.8451353436,-0.879622099,1,0.9863333333,0.853,0.342,1.522215865,0.5095971401,0.4904028599,2.012620691
iv_premium,iv_6,iv_premium,63,0.06,12m,1,30,3000,NDX_95_20,NDX LEAPS,NASDAQ100_1X,0.95,0.2,0.1235457527,-0.401328897,-0.7439379544,0.0003333333333,0.8253333333,0.3503333333,0.06128109307,5.955910726,0.07394750823,8.502253637,0.1224116536,31.96197972,0.1739577012,122.9331789,0.1887936196,179.1830113,-0.5235497621,-0.5651178355,0.509,0.1456666667,0.026,0,0.6743969905,0.2177318974,0.7822681026,1.456559328
iv_premium,iv_6,iv_premium,63,0.06,12m,1,30,3000,NDX_95_25,NDX LEAPS,NASDAQ100_1X,0.95,0.25,0.1354206723,-0.4576794363,-0.8186637437,0.0003333333333,0.7396666667,0.234,0.06251434962,6.167091202,0.07687150446,9.224878344,0.1337767186,43.24149416,0.1957426454,213.4214596,0.2132869809,330.385619,-0.5879525518,-0.6308271262,0.7483333333,0.325,0.085,0.004,0.8332179524,0.2679970641,0.7320029359,1.565209894
iv_premium,iv_6,iv_premium,63,0.06,12m,1,30,3000,NDX_95_30,NDX LEAPS,NASDAQ100_1X,0.95,0.3,0.1457507667,-0.5146236436,-0.8753785705,0.001333333333,0.5893333333,0.1813333333,0.06019189432,5.775228007,0.07766670204,9.43144849,0.1434693204,55.82327197,0.216750094,359.8804802,0.2369579465,589.8966747,-0.6551579032,-0.6937551781,0.9216666667,0.5613333333,0.2063333333,0.019,0.9897394299,0.3172827823,0.6827172177,1.672614717
iv_premium,iv_6,iv_premium,63,0.06,12m,1,30,3000,NDX_95_35,NDX LEAPS,NASDAQ100_1X,0.95,0.35,0.1545896919,-0.5741784582,-0.9183233356,0.002333333333,0.429,0.1613333333,0.05838270352,5.486758317,0.07732642921,9.342514553,0.1515915206,69.02996788,0.2355970796,570.7318807,0.2599238249,1024.392437,-0.7168156063,-0.7576504092,0.984,0.7783333333,0.4036666667,0.05733333333,1.14485519,0.3657422508,0.6342577492,1.779350353
iv_premium,iv_6,iv_premium,63,0.06,12m,1,30,3000,NDX_95_40,NDX LEAPS,NASDAQ100_1X,0.95,0.4,0.1619670373,-0.6300820753,-0.9482795655,0.005,0.335,0.1553333333,0.05470492045,4.942668852,0.07492320361,8.737075545,0.1589203105,83.50163397,0.2541630671,892.801443,0.2810299417,1686.27349,-0.7710504266,-0.8122297313,0.9993333333,0.9156666667,0.6096666667,0.1426666667,1.298515812,0.4135897457,0.5864102543,1.884559719
iv_premium,iv_6,iv_premium,63,0.06,12m,1,30,3000,NDX_95_45,NDX LEAPS,NASDAQ100_1X,0.95,0.45,0.1678910103,-0.6836711339,-0.9734957965,0.01066666667,0.3006666667,0.1566666667,0.04932105004,4.23918021,0.07133735955,7.903762177,0.1650964429,97.93707625,0.2702195825,1307.694649,0.3012337357,2696.596635,-0.8226440877,-0.8602548953,1,0.9753333333,0.7783333333,0.276,1.45137988,0.4609056567,0.5390943433,1.990970024
iv_premium,iv_6,iv_premium,63,0.06,12m,1,30,3000,NDX_95_50,NDX LEAPS,NASDAQ100_1X,0.95,0.5,0.1723492174,-0.7314665554,-0.9871760603,0.01533333333,0.3013333333,0.1686666667,0.042402804,3.476096726,0.0653154156,6.674000188,0.1686126233,107.2039143,0.2857812996,1884.355676,0.3187597502,4028.42266,-0.8663333911,-0.8971511353,1,0.9956666667,0.895,0.4276666667,1.60435279,0.5078543262,0.4921456738,2.097000669
block_21,baseline,block,21,0.03,12m,1,30,3000,SP500_1X,index,SP500_1X,,,0.1124904196,-0.4048254067,-0.8222385609,0.0003333333333,0,0,0.05939297142,5.646078905,0.06949611454,7.506133398,0.1128498394,24.72638313,0.1559907403,77.39573196,0.1674494432,104.0481874,-0.5400270292,-0.5825976664,0.5236666667,0.1843333333,0.03666666667,0.001666666667,,,,
block_21,baseline,block,21,0.03,12m,1,30,3000,NASDAQ100_1X,index,NASDAQ100_1X,,,0.1494503623,-0.5356575987,-0.9152409162,0.001333333333,0,0.1016666667,0.0675697651,7.110941954,0.08536531766,11.67689119,0.1486701899,63.96507607,0.2140022239,336.279108,0.2317940788,520.3161906,-0.6893778052,-0.7347217527,0.932,0.6373333333,0.277,0.03633333333,,,,
block_21,baseline,block,21,0.03,12m,1,30,3000,SPX_80_25,SP500 LEAPS,SP500_1X,0.8,0.25,0.1188393207,-0.3641961062,-0.6869807328,0,0.3676666667,0.3676666667,0.06330728422,6.306672228,0.07687309556,9.225286023,0.1188537635,29.05807351,0.1615715833,89.42694826,0.1750097312,126.2816564,-0.4833435129,-0.519087448,0.3223333333,0.07166666667,0.009666666667,0,0.8837789643,0.2664920538,0.7335079462,1.616505834
block_21,baseline,block,21,0.03,12m,1,30,3000,SPX_85_30,SP500 LEAPS,SP500_1X,0.85,0.3,0.1325903823,-0.435145258,-0.7797789091,0.0003333333333,0.14,0.14,0.06434681148,6.494297712,0.07945610263,9.912772292,0.1327476199,42.07933615,0.1874528448,173.2181174,0.204589782,266.2479201,-0.5668871324,-0.6110533078,0.6866666667,0.2493333333,0.059,0.001333333333,1.159271921,0.3170679565,0.6829320435,1.841493214
block_21,baseline,block,21,0.03,12m,1,30,3000,SPX_85_35,SP500 LEAPS,SP500_1X,0.85,0.35,0.1414124209,-0.4857337577,-0.8277492504,0.0006666666667,0.08533333333,0.08533333333,0.06412683596,6.454158985,0.08073904111,10.27239304,0.141036029,52.36718038,0.2037980276,261.0472722,0.224175137,431.9444476,-0.6258895682,-0.670706982,0.8756666667,0.4386666667,0.1416666667,0.012,1.343834065,0.366404475,0.633595525,1.976349019
block_21,baseline,block,21,0.03,12m,1,30,3000,SPX_85_40,SP500 LEAPS,SP500_1X,0.85,0.4,0.1492747832,-0.5369621667,-0.8706036637,0.002,0.06866666667,0.06866666667,0.06326452328,6.299066681,0.0804889247,10.2013024,0.1485266507,63.72574103,0.2193896559,384.0549543,0.2418651548,664.2974395,-0.6812400658,-0.7292585674,0.9626666667,0.6593333333,0.273,0.03166666667,1.526420957,0.4151335989,0.5848664011,2.110540566
block_21,baseline,block,21,0.03,12m,1,30,3000,SPX_85_45,SP500 LEAPS,SP500_1X,0.85,0.45,0.1561751707,-0.5852940784,-0.9194601654,0.003,0.06533333333,0.06533333333,0.06131289807,5.961268791,0.07961692325,9.957174067,0.1550832452,75.59348127,0.2340478348,549.6492859,0.2604855544,1038.182765,-0.732361768,-0.7796007552,0.9926666667,0.8366666667,0.4433333333,0.07933333333,1.708491048,0.4633620065,0.5366379935,2.244623945
block_21,baseline,block,21,0.03,12m,1,30,3000,SPX_85_50,SP500 LEAPS,SP500_1X,0.85,0.5,0.1621009968,-0.6317033198,-0.9537609602,0.005333333333,0.07166666667,0.07166666667,0.05667586398,5.227414819,0.07764550354,9.425891468,0.1607243076,87.49053283,0.2491371598,791.4736382,0.2781588492,1576.488625,-0.7820795529,-0.8264762599,0.998,0.9403333333,0.6293333333,0.157,1.890302997,0.5112944909,0.4887055091,2.379116903
block_21,baseline,block,21,0.03,12m,1,30,3000,SPX_90_30,SP500 LEAPS,SP500_1X,0.9,0.3,0.1357629611,-0.4652935869,-0.809612421,0.001,0.1326666667,0.1326666667,0.06205820206,6.08815773,0.07753332037,9.396491441,0.1353755317,45.10881752,0.195881106,214.1640108,0.2155528712,349.4070546,-0.6015421294,-0.6450853952,0.8113333333,0.3566666667,0.101,0.006,1.269705655,0.3168625385,0.6831374615,1.952241904
block_21,baseline,block,21,0.03,12m,1,30,3000,SPX_90_35,SP500 LEAPS,SP500_1X,0.9,0.35,0.1444387222,-0.5196220927,-0.8554464548,0.002,0.098,0.098,0.06024868771,5.784516905,0.07759970244,9.413872636,0.1435110767,55.88445324,0.2126043145,324.8537598,0.2357744319,573.1945118,-0.6607270244,-0.7094897985,0.9443333333,0.5916666667,0.2243333333,0.022,1.471194618,0.3657785728,0.6342214272,2.10419795
block_21,baseline,block,21,0.03,12m,1,30,3000,SPX_90_40,SP500 LEAPS,SP500_1X,0.9,0.4,0.1519882296,-0.5728739764,-0.9088601579,0.003333333333,0.087,0.087,0.05774043665,5.387755702,0.07713957136,9.294020801,0.1509092467,67.8136284,0.2287731348,483.3641732,0.2541425984,892.3648396,-0.7192373573,-0.7685464176,0.99,0.7943333333,0.3943333333,0.066,1.671025917,0.4141210352,0.5858789648,2.255498903
block_21,baseline,block,21,0.03,12m,1,30,3000,SPX_90_45,SP500 LEAPS,SP500_1X,0.9,0.45,0.1584105005,-0.6242371345,-0.9501828125,0.005333333333,0.09533333333,0.09533333333,0.05424295395,4.878122471,0.07456180747,8.649376336,0.1570068686,79.46297505,0.2447843535,712.7773207,0.2732974409,1406.175865,-0.7724143139,-0.8178951882,0.998,0.926,0.5886666667,0.1383333333,1.869044244,0.4620643606,0.5379356394,2.405967477
block_21,baseline,block,21,0.03,12m,1,30,3000,SPX_90_50,SP500 LEAPS,SP500_1X,0.9,0.5,0.1636912691,-0.6728325761,-0.9736345319,0.009666666667,0.1063333333,0.1063333333,0.04873977559,4.169275447,0.07158619666,7.958925296,0.1617235795,89.77871223,0.2594810032,1013.64521,0.2916602642,2160.735147,-0.8183430026,-0.8609564683,0.9993333333,0.9786666667,0.7706666667,0.253,2.066858756,0.5096170252,0.4903829748,2.557387195
block_21,baseline,block,21,0.03,12m,1,30,3000,SPX_95_30,SP500 LEAPS,SP500_1X,0.95,0.3,0.1375984343,-0.497467887,-0.835234755,0.002,0.1473333333,0.1473333333,0.05730795692,5.322043151,0.07425394489,8.575339702,0.1368005646,46.83868058,0.2036257773,259.9291476,0.2260771715,452.5383253,-0.6362299553,-0.6842866346,0.8993333333,0.492,0.1646666667,0.01566666667,1.382838444,0.3160741697,0.6839258303,2.067419924
block_21,baseline,block,21,0.03,12m,1,30,3000,SPX_95_35,SP500 LEAPS,SP500_1X,0.95,0.35,0.1458241213,-0.5550531029,-0.889861161,0.003666666667,0.1263333333,0.1263333333,0.05450907517,4.915200113,0.07311240984,8.306132111,0.1444540505,57.28370821,0.2213893501,403.4066335,0.2454760692,724.7568055,-0.7002348169,-0.7479224947,0.9803333333,0.7323333333,0.3333333333,0.04733333333,1.601458348,0.3646278422,0.6353721578,2.236130812
block_21,baseline,block,21,0.03,12m,1,30,3000,SPX_95_40,SP500 LEAPS,SP500_1X,0.95,0.4,0.1527428676,-0.6108985707,-0.942206028,0.005666666667,0.1226666667,0.1226666667,0.04968286448,4.283236512,0.07070730136,7.7653968,0.1511788304,68.29163988,0.2386012685,613.8653312,0.2658597142,1179.526528,-0.7602919768,-0.8036683963,0.998,0.897,0.5383333333,0.1143333333,1.818639768,0.4126744075,0.5873255925,2.404687271
block_21,baseline,block,21,0.03,12m,1,30,3000,SPX_95_45,SP500 LEAPS,SP500_1X,0.95,0.45,0.1583559325,-0.6632540298,-0.9710143351,0.01,0.134,0.134,0.04513648573,3.760248505,0.06704378051,7.006585357,0.1561059752,77.62767048,0.2537387879,883.784398,0.2853189412,1864.131456,-0.8108070035,-0.850478113,0.9996666667,0.9713333333,0.7386666667,0.222,2.034102786,0.4600013325,0.5399986675,2.572542102
block_21,baseline,block,21,0.03,12m,1,30,3000,SPX_95_50,SP500 LEAPS,SP500_1X,0.95,0.5,0.1626477107,-0.7120103281,-0.9860644209,0.015,0.1573333333,0.1573333333,0.03788499146,3.051400725,0.0620725539,6.09061828,0.1602560147,86.43770418,0.2679968356,1240.755922,0.3032179377,2822.727958,-0.8549376026,-0.889194248,1,0.9956666667,0.881,0.364,2.24906407,0.5071828342,0.4928171658,2.74048766
block_21,baseline,block,21,0.03,12m,1,30,3000,NDX_80_20,NDX LEAPS,NASDAQ100_1X,0.8,0.2,0.1209836075,-0.3553869284,-0.7388391513,0,0.8346666667,0.3806666667,0.06546028481,6.701248454,0.07565870947,8.918222495,0.1207508658,30.57316396,0.164859268,97.34080687,0.178792003,139.0635984,-0.4669013795,-0.508803978,0.2796666667,0.05866666667,0.007333333333,0,0.5884308175,0.2186263431,0.7813736569,1.36915476
block_21,baseline,block,21,0.03,12m,1,30,3000,NDX_80_25,NDX LEAPS,NASDAQ100_1X,0.8,0.25,0.1333106243,-0.404822818,-0.7987488918,0.0003333333333,0.755,0.2266666667,0.06859098118,7.317871078,0.0807889441,10.28663192,0.1331831116,42.56740669,0.1854007164,164.458645,0.2022065997,250.8896614,-0.5274060918,-0.5698332633,0.5253333333,0.1456666667,0.02833333333,0.0006666666667,0.728246154,0.2696019881,0.7303980119,1.457966238
block_21,baseline,block,21,0.03,12m,1,30,3000,NDX_80_30,NDX LEAPS,NASDAQ100_1X,0.8,0.3,0.1444304298,-0.4568501619,-0.8547630265,0.0006666666667,0.607,0.141,0.07009615124,7.63351409,0.08380753584,11.18440382,0.1437565771,56.24552716,0.2049871925,268.8957123,0.2231121246,420.8311575,-0.5891803594,-0.6345492845,0.7656666667,0.3236666667,0.08533333333,0.003333333333,0.8658482249,0.3194724073,0.6805275927,1.545908486
block_21,baseline,block,21,0.03,12m,1,30,3000,NDX_80_35,NDX LEAPS,NASDAQ100_1X,0.8,0.35,0.1543750946,-0.5104021723,-0.897169595,0.001,0.3913333333,0.108,0.07069140855,7.761937857,0.08595261085,11.8679371,0.1534218058,72.39850583,0.2235905373,425.7976478,0.2432750436,687.2993622,-0.6526278335,-0.6988863296,0.9233333333,0.5493333333,0.1963333333,0.015,1.002377407,0.3685922394,0.6314077606,1.63307292
block_21,baseline,block,21,0.03,12m,1,30,3000,NDX_80_40,NDX LEAPS,NASDAQ100_1X,0.8,0.4,0.1631616329,-0.5635593537,-0.928680846,0.002,0.235,0.09433333333,0.06939590223,7.485061846,0.08634827382,11.99836069,0.1622816539,91.08166267,0.2413355814,655.8501973,0.2638355337,1124.232302,-0.7103906753,-0.7545252462,0.9856666667,0.7473333333,0.3603333333,0.05566666667,1.137897245,0.4171598986,0.5828401014,1.720293304
block_21,baseline,block,21,0.03,12m,1,30,3000,NDX_80_45,NDX LEAPS,NASDAQ100_1X,0.8,0.45,0.1707931217,-0.6139202281,-0.9516527032,0.003333333333,0.172,0.091,0.06538350157,6.686778344,0.08557483839,11.74469903,0.1690061882,108.2925614,0.2588042146,997.4330877,0.282178784,1732.229259,-0.7633005641,-0.8056560345,0.998,0.895,0.5546666667,0.1186666667,1.272838646,0.4650358382,0.5349641618,1.807448062
block_21,baseline,block,21,0.03,12m,1,30,3000,NDX_80_50,NDX LEAPS,NASDAQ100_1X,0.8,0.5,0.1772588113,-0.6622351014,-0.9730222761,0.006,0.1543333333,0.09366666667,0.05959811813,5.678972556,0.08379870629,11.18169036,0.1754141139,127.5921715,0.2756034091,1484.618744,0.2996298318,2598.639097,-0.8090991931,-0.8504889585,1,0.9673333333,0.731,0.217,1.407252932,0.5125268831,0.4874731169,1.894782417
block_21,baseline,block,21,0.03,12m,1,30,3000,NDX_85_20,NDX LEAPS,NASDAQ100_1X,0.85,0.2,0.1239293211,-0.3716776245,-0.7561284185,0.0003333333333,0.8186666667,0.341,0.0647158004,6.562183933,0.07596847405,8.995595846,0.123923825,33.27942437,0.1705244845,112.5923197,0.185393916,164.4303323,-0.4861769611,-0.5274376713,0.3526666667,0.08033333333,0.013,0.0003333333333,0.6283229148,0.2191154487,0.7808845513,1.408585537
block_21,baseline,block,21,0.03,12m,1,30,3000,NDX_85_25,NDX LEAPS,NASDAQ100_1X,0.85,0.25,0.1365218329,-0.4242860288,-0.8174678661,0.0003333333333,0.7196666667,0.2043333333,0.067853412,7.167843376,0.08089922617,10.31816702,0.1361331855,46.02070216,0.1920754575,194.6338204,0.2096377838,301.8377191,-0.5501845556,-0.5949632096,0.6246666667,0.2013333333,0.04466666667,0.001666666667,0.7772440303,0.2698190303,0.7301809697,1.506450074
block_21,baseline,block,21,0.03,12m,1,30,3000,NDX_85_30,NDX LEAPS,NASDAQ100_1X,0.85,0.3,0.1477534433,-0.4793479161,-0.8714366265,0.001333333333,0.5486666667,0.1376666667,0.06905987724,7.414822087,0.083196704,10.99682741,0.1467636454,60.85537332,0.2124931906,323.9618518,0.2322484252,526.1049003,-0.6145488291,-0.6618312804,0.8476666667,0.415,0.1226666667,0.007666666667,0.9234663467,0.3194929821,0.6805070179,1.60310907
block_21,baseline,block,21,0.03,12m,1,30,3000,NDX_85_35,NDX LEAPS,NASDAQ100_1X,0.85,0.35,0.1576639824,-0.5356440488,-0.9113041855,0.001333333333,0.3343333333,0.11,0.06881415882,7.363861881,0.08446448725,11.38959483,0.1564494999,78.32250977,0.2314999006,516.6026742,0.2529404409,867.0575282,-0.6792380327,-0.7245290801,0.9646666667,0.6523333333,0.269,0.029,1.068301772,0.3683724723,0.6316275277,1.699425948
block_21,baseline,block,21,0.03,12m,1,30,3000,NDX_85_40,NDX LEAPS,NASDAQ100_1X,0.85,0.4,0.166274832,-0.5912264382,-0.9401875363,0.003,0.225,0.09966666667,0.06541123491,6.69206602,0.0843741842,11.36117502,0.164742446,97.04826296,0.2502429815,812.7660717,0.2741587369,1434.994893,-0.7380771424,-0.7799381622,0.9953333333,0.8353333333,0.4616666667,0.08466666667,1.212135182,0.4165373413,0.5834626587,1.794914014
block_21,baseline,block,21,0.03,12m,1,30,3000,NDX_85_45,NDX LEAPS,NASDAQ100_1X,0.85,0.45,0.1735904969,-0.6423289928,-0.9642215386,0.005666666667,0.1873333333,0.1023333333,0.06114049821,5.932288568,0.08309833569,10.96693207,0.1717326205,116.1314562,0.2679069572,1238.120631,0.2934516437,2252.47021,-0.790842676,-0.8307038045,1,0.9446666667,0.6623333333,0.164,1.355214764,0.4641971944,0.5358028056,1.89061052
block_21,baseline,block,21,0.03,12m,1,30,3000,NDX_85_50,NDX LEAPS,NASDAQ100_1X,0.85,0.5,0.1795988641,-0.6899930883,-0.9817391016,0.007666666667,0.177,0.1086666667,0.05479813984,4.955784781,0.08005938895,10.08039677,0.1773137981,133.9257622,0.2850573209,1852.785068,0.3115435508,3416.98241,-0.8338016495,-0.8728907548,1,0.9853333333,0.8166666667,0.2966666667,1.498124119,0.5113363424,0.4886636576,1.986917805
block_21,baseline,block,21,0.03,12m,1,30,3000,NDX_90_20,NDX LEAPS,NASDAQ100_1X,0.9,0.2,0.1265443482,-0.3884146429,-0.7721619151,0.0003333333333,0.8026666667,0.309,0.06377218166,6.389923704,0.0762378838,9.063417703,0.1264541061,35.60212366,0.1762754176,130.4268958,0.1915337503,191.9970867,-0.505014445,-0.5492325155,0.4403333333,0.1073333333,0.02133333333,0.0003333333333,0.6690497406,0.2193608279,0.7806391721,1.44864846
