case,arm,dial,block_days,iv_premium,roll,treasury_leverage,horizon_years,paths,strategy,family,underlying,moneyness,premium_budget,mean_cagr,max_drawdown_median,worst_max_drawdown,prob_negative_cagr,prob_below_own_underlying,prob_below_sp500,cagr_p5,terminal_wealth_p5,cagr_p10,terminal_wealth_p10,cagr_p50,terminal_wealth_p50,cagr_p90,terminal_wealth_p90,cagr_p95,terminal_wealth_p95,max_drawdown_p90,max_drawdown_p95,prob_drawdown_worse_than_40,prob_drawdown_worse_than_50,prob_drawdown_worse_than_60,prob_drawdown_worse_than_75,mean_delta_exposure,mean_option_weight,treasury_notional,gross_notional
block_63_matched,baseline,block,63,0.03,12m,1,30,3000,NDX_80_30,NDX LEAPS,NASDAQ100_1X,0.8,0.3,0.1506635783,-0.4604547929,-0.8120692023,0,0.502,0.1116666667,0.07551167409,8.881723353,0.09091672931,13.60818208,0.1492703431,64.97544099,0.211853376,318.8721558,0.2297216342,494.6838837,-0.5898952689,-0.6304693073,0.7746666667,0.3393333333,0.08666666667,0.004666666667,0.8759555249,0.3210709858,0.6789290142,1.554644061
block_63_matched,baseline,block,63,0.03,12m,1,30,3000,NDX_80_35,NDX LEAPS,NASDAQ100_1X,0.8,0.35,0.1615519792,-0.5127755913,-0.8641886597,0,0.2713333333,0.08533333333,0.07614607063,9.040272038,0.09289915407,14.36997025,0.15980785,85.44174586,0.2315919957,517.7615449,0.2516902996,841.4727645,-0.6504644256,-0.690730538,0.9243333333,0.555,0.201,0.01766666667,1.013755479,0.3703533068,0.6296466932,1.642767629
block_63_matched,baseline,block,63,0.03,12m,1,30,3000,NDX_80_40,NDX LEAPS,NASDAQ100_1X,0.8,0.4,0.1712573203,-0.5667883928,-0.9060901004,0,0.1383333333,0.07266666667,0.07554367444,8.889653032,0.09468929133,15.09315205,0.1690780636,108.4927112,0.2507023663,821.7737778,0.2736409957,1417.609966,-0.7047301222,-0.7508736379,0.9836666667,0.761,0.3693333333,0.05066666667,1.149761219,0.4188998265,0.5811001735,1.730527819
block_63_matched,baseline,block,63,0.03,12m,1,30,3000,NDX_80_45,NDX LEAPS,NASDAQ100_1X,0.8,0.45,0.1797811413,-0.6177880444,-0.9366578512,0.0006666666667,0.095,0.073,0.0741536681,8.551365559,0.0943842086,14.96746856,0.1775034331,134.574497,0.2693218663,1280.249839,0.2954606245,2359.830141,-0.7570511982,-0.8012147891,0.998,0.8973333333,0.5683333333,0.1116666667,1.285255257,0.4668646193,0.5331353807,1.818344288
block_63_matched,baseline,block,63,0.03,12m,1,30,3000,NDX_80_50,NDX LEAPS,NASDAQ100_1X,0.8,0.5,0.1871102634,-0.6653942714,-0.9587171757,0.002,0.089,0.07666666667,0.07059634202,7.741288485,0.0931202442,14.45744442,0.1839452383,158.507193,0.2863970536,1911.622677,0.3153929121,3731.022766,-0.8038295072,-0.8455626862,1,0.964,0.734,0.22,1.42045018,0.5143106513,0.4856893487,1.905697697
block_63_matched,baseline,block,63,0.03,12m,1,30,3000,NDX_85_20,NDX LEAPS,NASDAQ100_1X,0.85,0.2,0.1291299544,-0.3781124241,-0.720741376,0,0.772,0.2726666667,0.0701707218,7.649487513,0.08234017659,10.73891577,0.1281321015,37.22807221,0.1757012928,128.5304727,0.1905581111,187.3361721,-0.4954754786,-0.5344794063,0.397,0.09266666667,0.01233333333,0,0.6383401218,0.2204349701,0.7795650299,1.417782382
block_63_matched,baseline,block,63,0.03,12m,1,30,3000,NDX_85_25,NDX LEAPS,NASDAQ100_1X,0.85,0.25,0.1429189568,-0.4280879065,-0.7740519927,0,0.6306666667,0.1616666667,0.07342787359,8.379695115,0.08793590248,12.53572378,0.1416103859,53.16381197,0.1994404553,234.1364952,0.2160760514,353.947158,-0.5505199919,-0.594101481,0.6406666667,0.2223333333,0.04466666667,0.001666666667,0.7884508019,0.2713541127,0.7286458873,1.517491924
block_63_matched,baseline,block,63,0.03,12m,1,30,3000,NDX_85_30,NDX LEAPS,NASDAQ100_1X,0.85,0.3,0.1553172375,-0.4823242153,-0.8349051758,0,0.4013333333,0.1046666667,0.07459125842,8.656490778,0.09119249668,13.71175404,0.1536921756,72.90938152,0.221104113,400.5895171,0.2407257771,646.2527318,-0.6145794642,-0.6557312664,0.8563333333,0.4286666667,0.1216666667,0.007,0.9373506709,0.3212414135,0.6787585865,1.616061715
block_63_matched,baseline,block,63,0.03,12m,1,30,3000,NDX_85_35,NDX LEAPS,NASDAQ100_1X,0.85,0.35,0.1663665009,-0.5366927894,-0.8856897768,0,0.2096666667,0.08233333333,0.07446089953,8.625041189,0.09305542328,14.43173322,0.1641069602,95.47232156,0.2426553039,677.0948578,0.2645518825,1143.507825,-0.6755924608,-0.7177970345,0.9623333333,0.6633333333,0.2696666667,0.028,1.083864833,0.3703998448,0.6296001552,1.713955016
block_63_matched,baseline,block,63,0.03,12m,1,30,3000,NDX_85_40,NDX LEAPS,NASDAQ100_1X,0.85,0.4,0.1760887219,-0.591340478,-0.9235767129,0.0006666666667,0.1266666667,0.07466666667,0.07430932332,8.58861149,0.09407110091,14.83955379,0.1735003702,121.5044456,0.2621150048,1079.210853,0.2881818541,1992.811801,-0.7304618992,-0.7785051126,0.9943333333,0.8436666667,0.4666666667,0.07366666667,1.229134494,0.4186706827,0.5813293173,1.811028617
block_63_matched,baseline,block,63,0.03,12m,1,30,3000,NDX_85_45,NDX LEAPS,NASDAQ100_1X,0.85,0.45,0.1844879264,-0.6432491247,-0.9502948422,0.001666666667,0.103,0.07733333333,0.07165737329,7.974810356,0.09305894243,14.43316073,0.1823517282,152.2302158,0.2808669052,1679.842823,0.3101947051,3313.118953,-0.781316229,-0.8251226047,0.9996666667,0.9403333333,0.6683333333,0.1686666667,1.373991083,0.466343109,0.533656891,1.90780397
block_63_matched,baseline,block,63,0.03,12m,1,30,3000,NDX_85_50,NDX LEAPS,NASDAQ100_1X,0.85,0.5,0.1915505136,-0.6912247013,-0.9725995666,0.003333333333,0.103,0.084,0.06678878728,6.956517697,0.0897336811,13.17232995,0.1880380945,175.7978267,0.2991170884,2568.056671,0.3303424567,5236.893743,-0.8279355796,-0.8662835979,1,0.9836666667,0.8196666667,0.2896666667,1.518363481,0.5134372627,0.4865627373,2.004432582
block_63_matched,baseline,block,63,0.03,12m,1,30,3000,NDX_90_20,NDX LEAPS,NASDAQ100_1X,0.9,0.2,0.1327515178,-0.3932692484,-0.7343139977,0,0.7433333333,0.2376666667,0.0696873938,7.546515667,0.08249049094,10.78375034,0.1315526639,40.76774408,0.1833621427,156.1817491,0.1984308916,228.2955778,-0.5128650976,-0.5531723796,0.4686666667,0.1226666667,0.01966666667,0,0.6822123748,0.2209588175,0.7790411825,1.461331489
block_63_matched,baseline,block,63,0.03,12m,1,30,3000,NDX_90_25,NDX LEAPS,NASDAQ100_1X,0.9,0.25,0.146889766,-0.4484923835,-0.797189885,0,0.571,0.1453333333,0.07255680099,8.17806756,0.08796844181,12.54699822,0.1451667848,58.36370809,0.2074650109,285.9886369,0.2256623371,447.9675145,-0.5754469112,-0.6178335379,0.728,0.2886666667,0.066,0.003666666667,0.8423563444,0.2716910061,0.7283089939,1.570870316
block_63_matched,baseline,block,63,0.03,12m,1,30,3000,NDX_90_30,NDX LEAPS,NASDAQ100_1X,0.9,0.3,0.1594658199,-0.5051841608,-0.8572920926,0,0.3253333333,0.1043333333,0.07305421854,8.292622815,0.09082002955,13.57203085,0.1568785807,79.1990645,0.2306484433,505.9919507,0.2518896957,845.5038255,-0.6400491423,-0.6793359219,0.909,0.5213333333,0.177,0.01433333333,1.000540582,0.3212720359,0.6787279641,1.679089585
block_63_matched,baseline,block,63,0.03,12m,1,30,3000,NDX_90_35,NDX LEAPS,NASDAQ100_1X,0.9,0.35,0.1705328974,-0.5622736329,-0.9043136381,0,0.1796666667,0.08366666667,0.07275568661,8.22378653,0.09224115146,14.11265493,0.1675249899,104.2503977,0.2526838297,861.7436239,0.27700094,1534.202251,-0.7010311225,-0.7423474505,0.981,0.7523333333,0.3566666667,0.04566666667,1.156255754,0.37006867,0.62993133,1.786084612
block_63_matched,baseline,block,63,0.03,12m,1,30,3000,NDX_90_40,NDX LEAPS,NASDAQ100_1X,0.9,0.4,0.1801200602,-0.6165005382,-0.9381840593,0.001666666667,0.1283333333,0.079,0.07137526878,7.912060429,0.09148931396,13.82411573,0.1774982146,134.5565594,0.2733227633,1407.05623,0.3007526654,2666.846799,-0.7548548567,-0.799525078,0.999,0.903,0.5773333333,0.1083333333,1.31065554,0.4180432837,0.5819567163,1.893148729
block_63_matched,baseline,block,63,0.03,12m,1,30,3000,NDX_90_45,NDX LEAPS,NASDAQ100_1X,0.9,0.45,0.1882347783,-0.6688385241,-0.9643058814,0.002666666667,0.1176666667,0.08566666667,0.0674906443,7.095143289,0.08957062609,13.11331831,0.1856086254,165.3262206,0.2922549048,2190.776818,0.3233816988,4474.251532,-0.8057056592,-0.846718605,1,0.9713333333,0.7456666667,0.23,1.46438164,0.4654640585,0.5345359415,1.99949756
block_63_matched,baseline,block,63,0.03,12m,1,30,3000,NDX_90_50,NDX LEAPS,NASDAQ100_1X,0.9,0.5,0.1948635971,-0.7178236565,-0.982044289,0.007,0.1266666667,0.09533333333,0.06164969854,6.018303049,0.0861922241,11.94675569,0.1907885942,188.4273157,0.3107811749,3357.89246,0.3443067774,7163.543195,-0.8508154892,-0.8839271895,1,0.9943333333,0.8816666667,0.381,1.617276498,0.5123127716,0.4876872284,2.105346703
block_63_matched,baseline,block,63,0.03,12m,1,30,3000,NDX_95_20,NDX LEAPS,NASDAQ100_1X,0.95,0.2,0.1360498982,-0.4108445057,-0.74724198,0,0.7103333333,0.2146666667,0.06948835038,7.504499786,0.08261683499,10.82158772,0.1345816383,44.17210465,0.1905629029,187.3588743,0.2063011718,277.8331782,-0.5329251396,-0.5725748649,0.5586666667,0.1686666667,0.029,0,0.7267446335,0.2211983212,0.7788016788,1.50576505
block_63_matched,baseline,block,63,0.03,12m,1,30,3000,NDX_95_25,NDX LEAPS,NASDAQ100_1X,0.95,0.25,0.1503994368,-0.4695451,-0.8205847725,0,0.504,0.137,0.07088521097,7.804200643,0.08722942562,12.29378744,0.1486686192,63.96246164,0.2155060068,349.0031858,0.2351936337,565.1672641,-0.5977852709,-0.6389350983,0.7993333333,0.3713333333,0.09566666667,0.005666666667,0.896783872,0.2716998963,0.7283001037,1.625143914
block_63_matched,baseline,block,63,0.03,12m,1,30,3000,NDX_95_30,NDX LEAPS,NASDAQ100_1X,0.95,0.3,0.1630043112,-0.5287365178,-0.8774688762,0.0003333333333,0.2866666667,0.1053333333,0.07108845092,7.848758308,0.08959246623,13.12120879,0.1605157274,87.02007438,0.2401758753,637.714584,0.262866647,1098.660655,-0.6652016712,-0.7039933685,0.9483333333,0.6143333333,0.236,0.021,1.064128733,0.321107406,0.678892594,1.743277432
block_63_matched,baseline,block,63,0.03,12m,1,30,3000,NDX_95_35,NDX LEAPS,NASDAQ100_1X,0.95,0.35,0.1739315826,-0.587170278,-0.9204806014,0.001333333333,0.177,0.092,0.07056238109,7.733924641,0.09046007331,13.43831891,0.1706390589,112.9234224,0.2620735794,1078.148655,0.2892345542,2042.255487,-0.7238326037,-0.7657727155,0.9936666667,0.8323333333,0.4526666667,0.06633333333,1.229213367,0.3694774683,0.6305225317,1.859945541
block_63_matched,baseline,block,63,0.03,12m,1,30,3000,NDX_95_40,NDX LEAPS,NASDAQ100_1X,0.95,0.4,0.1832189456,-0.6438463205,-0.9502710896,0.002333333333,0.142,0.09433333333,0.06693251803,6.984698169,0.08859159504,12.7643831,0.1799539543,143.2353853,0.282928617,1762.881956,0.3131072107,3541.339273,-0.7791507596,-0.8207206697,1,0.9406666667,0.6656666667,0.1653333333,1.392624778,0.4170678146,0.5829321854,1.975569394
block_63_matched,baseline,block,63,0.03,12m,1,30,3000,NDX_95_45,NDX LEAPS,NASDAQ100_1X,0.95,0.45,0.1908783291,-0.6956918364,-0.9752678478,0.005666666667,0.1383333333,0.09733333333,0.06235808239,6.139962997,0.08528192365,11.65019844,0.1871478291,171.8885157,0.3018506162,2735.215098,0.3363522976,5995.169659,-0.8296409952,-0.8653169477,1,0.9866666667,0.8276666667,0.3003333333,1.555703075,0.4642011062,0.5357988938,2.09173451
block_63_matched,baseline,block,63,0.03,12m,1,30,3000,NDX_95_50,NDX LEAPS,NASDAQ100_1X,0.95,0.5,0.1968970479,-0.7434331826,-0.9883073705,0.01166666667,0.1516666667,0.1066666667,0.05645659905,5.195085296,0.08078635923,10.28588919,0.1923429946,195.9479698,0.3207548298,4215.340331,0.3569513404,9486.590688,-0.8719100383,-0.9028312454,1,0.999,0.925,0.471,1.717412558,0.5108060705,0.4891939295,2.207975819
treasury_leverage,tsy_100,treasury_leverage,63,0.03,12m,1,30,3000,SP500_1X,index,SP500_1X,,,0.1119844398,-0.4157060392,-0.7767613858,0,0,0,0.06231028142,6.131652723,0.07245775549,8.155440994,0.1117870253,24.0276365,0.1514301177,68.74029416,0.1623048874,91.1362953,-0.546522691,-0.588483996,0.575,0.196,0.043,0.001333333333,,,,
treasury_leverage,tsy_100,treasury_leverage,63,0.03,12m,1,30,3000,NASDAQ100_1X,index,NASDAQ100_1X,,,0.1500240492,-0.5631256841,-0.9282673494,0,0,0.108,0.06698958025,6.995905191,0.08513615101,11.60314627,0.1500135923,66.24793169,0.2179794206,370.9503173,0.2360234704,576.6730964,-0.7156025337,-0.7574168851,0.969,0.736,0.377,0.06,,,,
treasury_leverage,tsy_100,treasury_leverage,63,0.03,12m,1,30,3000,SPX_80_25,SP500 LEAPS,SP500_1X,0.8,0.25,0.1203505783,-0.3637292017,-0.7261880101,0,0.3376666667,0.3376666667,0.07055730183,7.732824287,0.0808001293,10.28982272,0.1198978902,29.88272093,0.160394762,86.74835821,0.1720162113,116.9776928,-0.4742626031,-0.5125220781,0.316,0.064,0.006333333333,0,0.8935183683,0.2678882302,0.7321117698,1.625699393
treasury_leverage,tsy_100,treasury_leverage,63,0.03,12m,1,30,3000,SPX_85_30,SP500 LEAPS,SP500_1X,0.85,0.3,0.1353965376,-0.4304494106,-0.8075631966,0,0.1153333333,0.1153333333,0.0736024451,8.420688133,0.08535683162,11.67415222,0.1348480974,44.48435979,0.1876450343,174.0611945,0.2008464516,242.511974,-0.5497947694,-0.5904692975,0.6586666667,0.2066666667,0.04166666667,0.001666666667,1.176939562,0.3189471845,0.6810528155,1.858339822
treasury_leverage,tsy_100,treasury_leverage,63,0.03,12m,1,30,3000,SPX_85_35,SP500 LEAPS,SP500_1X,0.85,0.35,0.1449518212,-0.477386927,-0.8617563665,0,0.05966666667,0.05966666667,0.07424243004,8.57258581,0.08796206183,12.54476891,0.1438457758,56.37729757,0.2048807561,268.1839923,0.2191046163,381.3707802,-0.6036081254,-0.6422708261,0.8566666667,0.391,0.1046666667,0.003666666667,1.364077206,0.3685957572,0.6314042428,1.995898649
treasury_leverage,tsy_100,treasury_leverage,63,0.03,12m,1,30,3000,SPX_85_40,SP500 LEAPS,SP500_1X,0.85,0.4,0.1536126636,-0.5258231743,-0.9024992287,0,0.04133333333,0.04133333333,0.07407791567,8.533301279,0.08890767766,12.87604478,0.152115573,69.97865563,0.2204501549,394.2045023,0.2393580901,625.2189652,-0.6580770415,-0.6959789176,0.9596666667,0.618,0.2206666667,0.01966666667,1.549271701,0.4176347071,0.5823652929,2.131353732
treasury_leverage,tsy_100,treasury_leverage,63,0.03,12m,1,30,3000,SPX_85_45,SP500 LEAPS,SP500_1X,0.85,0.45,0.1613757465,-0.5727644432,-0.9326456997,0.0006666666667,0.037,0.037,0.07175397679,7.996396514,0.08882081099,12.8452627,0.1589973874,83.66839693,0.2356177325,571.0179527,0.2580332688,979.2652763,-0.7104019205,-0.7503974178,0.992,0.8033333333,0.3946666667,0.05033333333,1.733379992,0.4661453716,0.5338546284,2.266984391
treasury_leverage,tsy_100,treasury_leverage,63,0.03,12m,1,30,3000,SPX_85_50,SP500 LEAPS,SP500_1X,0.85,0.5,0.1682285371,-0.6198449663,-0.9545510049,0.001333333333,0.03966666667,0.03966666667,0.06983360372,7.577521755,0.08786610491,12.51161873,0.165308364,98.47295653,0.2497767883,803.7247973,0.2750706433,1466.128571,-0.7578998563,-0.7986841328,0.9983333333,0.9176666667,0.579,0.1103333333,1.916997541,0.5141555684,0.4858444316,2.402370582
treasury_leverage,tsy_100,treasury_leverage,63,0.03,12m,1,30,3000,SPX_90_30,SP500 LEAPS,SP500_1X,0.9,0.3,0.1393670606,-0.4581370789,-0.8446501662,0,0.106,0.106,0.07158043542,7.95767026,0.08431952152,11.34400949,0.1384741495,48.95221342,0.1968619567,219.4972219,0.2121988786,321.6109709,-0.5795011682,-0.6233670451,0.7816666667,0.3176666667,0.075,0.002333333333,1.296678314,0.3191406155,0.6808593845,1.977156036
treasury_leverage,tsy_100,treasury_leverage,63,0.03,12m,1,30,3000,SPX_90_35,SP500 LEAPS,SP500_1X,0.9,0.35,0.1489453003,-0.50908697,-0.8927312204,0,0.064,0.064,0.07074226809,7.773013519,0.08586680702,11.83984036,0.147501694,62.041441,0.2149470407,344.2201432,0.2333093933,539.8660587,-0.6399295213,-0.6799742781,0.932,0.538,0.17,0.01166666667,1.500988875,0.3684514612,0.6315485388,2.132728506
treasury_leverage,tsy_100,treasury_leverage,63,0.03,12m,1,30,3000,SPX_90_40,SP500 LEAPS,SP500_1X,0.9,0.4,0.1574727978,-0.5601027145,-0.9274382466,0.0006666666667,0.052,0.052,0.06939608839,7.485100355,0.08600159186,11.88400715,0.1554294748,76.27622585,0.2312169882,513.0536209,0.2533579545,875.765773,-0.6953476826,-0.7372979192,0.984,0.7453333333,0.3393333333,0.03533333333,1.704299339,0.4171077757,0.5828922243,2.2875693
treasury_leverage,tsy_100,treasury_leverage,63,0.03,12m,1,30,3000,SPX_90_45,SP500 LEAPS,SP500_1X,0.9,0.45,0.1649482781,-0.6094546629,-0.9520488716,0.001333333333,0.05433333333,0.05433333333,0.0671366268,7.024890432,0.0848974246,11.52680846,0.1617889282,89.93038754,0.2467140761,746.6896894,0.2726011909,1383.289873,-0.7468406442,-0.7890029679,0.9983333333,0.8943333333,0.5346666667,0.09466666667,1.905808699,0.4653176031,0.5346823969,2.440664107
treasury_leverage,tsy_100,treasury_leverage,63,0.03,12m,1,30,3000,SPX_90_50,SP500 LEAPS,SP500_1X,0.9,0.5,0.1713585949,-0.6563474678,-0.9691460184,0.002,0.06366666667,0.06366666667,0.0637830799,6.391890731,0.08232981848,10.73583291,0.1679284068,105.3365843,0.2623910069,1086.31387,0.2903890896,2097.839612,-0.7932510449,-0.832501717,1,0.9683333333,0.715,0.1926666667,2.107069127,0.5130235817,0.4869764183,2.593762699
treasury_leverage,tsy_100,treasury_leverage,63,0.03,12m,1,30,3000,SPX_95_30,SP500 LEAPS,SP500_1X,0.95,0.3,0.1419183338,-0.4876602097,-0.8769880794,0,0.116,0.116,0.06681991417,6.962606893,0.08127903641,10.42750782,0.1405223202,51.66451523,0.2051967815,270.3027566,0.2229755112,419.423514,-0.6134074472,-0.6565344447,0.8826666667,0.4446666667,0.1233333333,0.007333333333,1.420335716,0.3185594458,0.6814405542,2.101817326
treasury_leverage,tsy_100,treasury_leverage,63,0.03,12m,1,30,3000,SPX_95_35,SP500 LEAPS,SP500_1X,0.95,0.35,0.1511952745,-0.5417171837,-0.918565734,0.0006666666667,0.08666666667,0.08666666667,0.06574569384,6.755316161,0.08152037434,10.49754518,0.1492061166,64.86654133,0.2232990855,422.7654257,0.2454037251,723.4950565,-0.6750398958,-0.7165785564,0.9713333333,0.681,0.277,0.02633333333,1.643734224,0.3675462468,0.6324537532,2.275324436
treasury_leverage,tsy_100,treasury_leverage,63,0.03,12m,1,30,3000,SPX_95_40,SP500 LEAPS,SP500_1X,0.95,0.4,0.159249857,-0.5945480256,-0.947298848,0.001333333333,0.081,0.081,0.06270215111,6.199875211,0.08040998945,10.1789743,0.156376588,78.17461729,0.2400432582,635.6730648,0.2669588662,1210.64317,-0.7335615874,-0.7754231423,0.9956666667,0.8616666667,0.482,0.07566666667,1.865122687,0.4158798441,0.5841201559,2.448840518
treasury_leverage,tsy_100,treasury_leverage,63,0.03,12m,1,30,3000,SPX_95_45,SP500 LEAPS,SP500_1X,0.95,0.45,0.1660839641,-0.6458397365,-0.9667686012,0.003,0.08766666667,0.08766666667,0.05939521178,5.646439649,0.07830463274,9.600394204,0.1618383432,90.0452092,0.2567527319,949.7986667,0.2863628247,1910.097775,-0.7852873962,-0.8241019991,1,0.9566666667,0.679,0.1683333333,2.08481241,0.4637689205,0.5362310795,2.62166013
treasury_leverage,tsy_100,treasury_leverage,63,0.03,12m,1,30,3000,SPX_95_50,SP500 LEAPS,SP500_1X,0.95,0.5,0.1716843644,-0.6952229948,-0.9796656117,0.005666666667,0.103,0.103,0.05384667638,4.823411699,0.0736102625,8.42251959,0.1675228166,104.2446099,0.2717114023,1354.5664,0.3056374855,2984.261533,-0.8313587787,-0.8653423469,1,0.99,0.8303333333,0.304,2.304139788,0.5110562668,0.4889437332,2.793575252
treasury_leverage,tsy_100,treasury_leverage,63,0.03,12m,1,30,3000,NDX_80_20,NDX LEAPS,NASDAQ100_1X,0.8,0.2,0.1252561741,-0.3631169646,-0.7063843983,0,0.7956666667,0.322,0.069456372,7.497769913,0.08130297287,10.43442175,0.1242902179,33.60644783,0.1687903276,107.6938808,0.1822205235,151.7243557,-0.4769121015,-0.5157902659,0.324,0.06766666667,0.009666666667,0,0.5953474888,0.2197387517,0.7802612483,1.375418419
treasury_leverage,tsy_100,treasury_leverage,63,0.03,12m,1,30,3000,NDX_80_25,NDX LEAPS,NASDAQ100_1X,0.8,0.25,0.1385757664,-0.4090257092,-0.7589672744,0,0.6913333333,0.1816666667,0.07389727322,8.49033228,0.08703028416,12.22641209,0.1370789493,47.18403192,0.1908410443,188.6767253,0.2059019623,275.0878344,-0.5295455686,-0.5701249445,0.548,0.1646666667,0.02766666667,0.0006666666667,0.7363058078,0.2709327624,0.7290672376,1.465640743
treasury_leverage,tsy_100,treasury_leverage,63,0.03,12m,1,30,3000,NDX_80_30,NDX LEAPS,NASDAQ100_1X,0.8,0.3,0.1506635783,-0.4604547929,-0.8120692023,0,0.502,0.1116666667,0.07551167409,8.881723353,0.09091672931,13.60818208,0.1492703431,64.97544099,0.211853376,318.8721558,0.2297216342,494.6838837,-0.5898952689,-0.6304693073,0.7746666667,0.3393333333,0.08666666667,0.004666666667,0.8759555249,0.3210709858,0.6789290142,1.554644061
treasury_leverage,tsy_100,treasury_leverage,63,0.03,12m,1,30,3000,NDX_80_35,NDX LEAPS,NASDAQ100_1X,0.8,0.35,0.1615519792,-0.5127755913,-0.8641886597,0,0.2713333333,0.08533333333,0.07614607063,9.040272038,0.09289915407,14.36997025,0.15980785,85.44174586,0.2315919957,517.7615449,0.2516902996,841.4727645,-0.6504644256,-0.690730538,0.9243333333,0.555,0.201,0.01766666667,1.013755479,0.3703533068,0.6296466932,1.642767629
treasury_leverage,tsy_100,treasury_leverage,63,0.03,12m,1,30,3000,NDX_80_40,NDX LEAPS,NASDAQ100_1X,0.8,0.4,0.1712573203,-0.5667883928,-0.9060901004,0,0.1383333333,0.07266666667,0.07554367444,8.889653032,0.09468929133,15.09315205,0.1690780636,108.4927112,0.2507023663,821.7737778,0.2736409957,1417.609966,-0.7047301222,-0.7508736379,0.9836666667,0.761,0.3693333333,0.05066666667,1.149761219,0.4188998265,0.5811001735,1.730527819
treasury_leverage,tsy_100,treasury_leverage,63,0.03,12m,1,30,3000,NDX_80_45,NDX LEAPS,NASDAQ100_1X,0.8,0.45,0.1797811413,-0.6177880444,-0.9366578512,0.0006666666667,0.095,0.073,0.0741536681,8.551365559,0.0943842086,14.96746856,0.1775034331,134.574497,0.2693218663,1280.249839,0.2954606245,2359.830141,-0.7570511982,-0.8012147891,0.998,0.8973333333,0.5683333333,0.1116666667,1.285255257,0.4668646193,0.5331353807,1.818344288
treasury_leverage,tsy_100,treasury_leverage,63,0.03,12m,1,30,3000,NDX_80_50,NDX LEAPS,NASDAQ100_1X,0.8,0.5,0.1871102634,-0.6653942714,-0.9587171757,0.002,0.089,0.07666666667,0.07059634202,7.741288485,0.0931202442,14.45744442,0.1839452383,158.507193,0.2863970536,1911.622677,0.3153929121,3731.022766,-0.8038295072,-0.8455626862,1,0.964,0.734,0.22,1.42045018,0.5143106513,0.4856893487,1.905697697
treasury_leverage,tsy_100,treasury_leverage,63,0.03,12m,1,30,3000,NDX_85_20,NDX LEAPS,NASDAQ100_1X,0.85,0.2,0.1291299544,-0.3781124241,-0.720741376,0,0.772,0.2726666667,0.0701707218,7.649487513,0.08234017659,10.73891577,0.1281321015,37.22807221,0.1757012928,128.5304727,0.1905581111,187.3361721,-0.4954754786,-0.5344794063,0.397,0.09266666667,0.01233333333,0,0.6383401218,0.2204349701,0.7795650299,1.417782382
treasury_leverage,tsy_100,treasury_leverage,63,0.03,12m,1,30,3000,NDX_85_25,NDX LEAPS,NASDAQ100_1X,0.85,0.25,0.1429189568,-0.4280879065,-0.7740519927,0,0.6306666667,0.1616666667,0.07342787359,8.379695115,0.08793590248,12.53572378,0.1416103859,53.16381197,0.1994404553,234.1364952,0.2160760514,353.947158,-0.5505199919,-0.594101481,0.6406666667,0.2223333333,0.04466666667,0.001666666667,0.7884508019,0.2713541127,0.7286458873,1.517491924
treasury_leverage,tsy_100,treasury_leverage,63,0.03,12m,1,30,3000,NDX_85_30,NDX LEAPS,NASDAQ100_1X,0.85,0.3,0.1553172375,-0.4823242153,-0.8349051758,0,0.4013333333,0.1046666667,0.07459125842,8.656490778,0.09119249668,13.71175404,0.1536921756,72.90938152,0.221104113,400.5895171,0.2407257771,646.2527318,-0.6145794642,-0.6557312664,0.8563333333,0.4286666667,0.1216666667,0.007,0.9373506709,0.3212414135,0.6787585865,1.616061715
treasury_leverage,tsy_100,treasury_leverage,63,0.03,12m,1,30,3000,NDX_85_35,NDX LEAPS,NASDAQ100_1X,0.85,0.35,0.1663665009,-0.5366927894,-0.8856897768,0,0.2096666667,0.08233333333,0.07446089953,8.625041189,0.09305542328,14.43173322,0.1641069602,95.47232156,0.2426553039,677.0948578,0.2645518825,1143.507825,-0.6755924608,-0.7177970345,0.9623333333,0.6633333333,0.2696666667,0.028,1.083864833,0.3703998448,0.6296001552,1.713955016
treasury_leverage,tsy_100,treasury_leverage,63,0.03,12m,1,30,3000,NDX_85_40,NDX LEAPS,NASDAQ100_1X,0.85,0.4,0.1760887219,-0.591340478,-0.9235767129,0.0006666666667,0.1266666667,0.07466666667,0.07430932332,8.58861149,0.09407110091,14.83955379,0.1735003702,121.5044456,0.2621150048,1079.210853,0.2881818541,1992.811801,-0.7304618992,-0.7785051126,0.9943333333,0.8436666667,0.4666666667,0.07366666667,1.229134494,0.4186706827,0.5813293173,1.811028617
treasury_leverage,tsy_100,treasury_leverage,63,0.03,12m,1,30,3000,NDX_85_45,NDX LEAPS,NASDAQ100_1X,0.85,0.45,0.1844879264,-0.6432491247,-0.9502948422,0.001666666667,0.103,0.07733333333,0.07165737329,7.974810356,0.09305894243,14.43316073,0.1823517282,152.2302158,0.2808669052,1679.842823,0.3101947051,3313.118953,-0.781316229,-0.8251226047,0.9996666667,0.9403333333,0.6683333333,0.1686666667,1.373991083,0.466343109,0.533656891,1.90780397
