strategy,horizon_years,block_days,paths,mean_cagr,sd_cagr,mean_terminal_wealth,median_max_drawdown,max_drawdown_p90,max_drawdown_p95,worst_max_drawdown,median_annualized_volatility,median_min_wealth,p5_min_wealth,prob_negative_10y,prob_negative_20y,negative_20y_basis,prob_below_SP500_1X,prob_below_LEAPS_85_30_TSY100,prob_below_LEAPS_95_50_TSY100,cagr_p5,terminal_wealth_p5,cagr_p10,terminal_wealth_p10,cagr_p50,terminal_wealth_p50,cagr_p90,terminal_wealth_p90,cagr_p95,terminal_wealth_p95,prob_drawdown_worse_than_40,prob_drawdown_worse_than_50,prob_drawdown_worse_than_60,prob_drawdown_worse_than_75,mean_delta_exposure_median,mean_delta_exposure_p5,mean_delta_exposure_p95,treasury_notional_median,treasury_notional_p5,treasury_notional_p95,gross_notional_median,gross_notional_p5,gross_notional_p95
LEAPS_80_25_TSY100,30,63,5000,0.1206014259,0.03125966977,42.67204723,-0.3632403868,-0.4734596623,-0.5103451586,-0.7261880101,0.1679704745,0.9288495919,0.7201349017,0.010475,0.0005266666667,pooled overlapping windows,0.3376,0.936,0.8468,0.07014075547,7.643062994,0.08073378531,10.27089129,0.1201350522,30.07316107,0.1611110032,88.36923194,0.1726321753,118.8362349,0.312,0.0618,0.0068,0,0.8930707881,0.8354310588,0.9455112867,0.7321182314,0.7143853665,0.7506175887,1.62483217,1.579604158,1.66630626
LEAPS_85_30_TSY100,30,63,5000,0.1357621138,0.03965812508,77.82085856,-0.430445584,-0.5484459402,-0.5876041496,-0.8075631966,0.2091370594,0.9033905668,0.6539855822,0.01797666667,0.001446666667,pooled overlapping windows,0.1188,0,0.814,0.07277480346,8.228087244,0.08449524715,11.39929084,0.1348371042,44.47142581,0.1880096372,175.6715164,0.2020895915,250.158078,0.6556,0.2042,0.0396,0.0014,1.176290443,1.091181172,1.254724246,0.6810846975,0.6593288382,0.7036106059,1.857357998,1.787697622,1.921699849
LEAPS_95_50_TSY100,30,63,5000,0.1725197918,0.07764889727,850.2060081,-0.6927455064,-0.8302497811,-0.8656775222,-0.9854578474,0.3975969455,0.7581417825,0.3234015111,0.08623166667,0.02512833333,pooled overlapping windows,0.1054,0.186,0,0.05265139301,4.66194992,0.07423361057,8.570470514,0.1681550048,105.9513899,0.2746258714,1450.862621,0.3069114214,3072.86742,1,0.9906,0.8328,0.299,2.30153068,2.117203259,2.47622615,0.4890427387,0.45920288,0.52093204,2.790421706,2.625901466,2.947333093
LEAPS_80_25_TSY125,30,63,5000,0.1234460232,0.03345801714,48.08746456,-0.393402872,-0.5147934299,-0.5582986882,-0.7783248585,0.1788967303,0.9199884827,0.6781300133,0.01411,0.0007733333333,pooled overlapping windows,0.3246,0.8504,0.8264,0.06888806678,7.379152378,0.08074392802,10.27378073,0.1231207336,32.57334873,0.166693066,102.0446314,0.1794087405,141.2629802,0.47,0.1268,0.0222,0.0004,0.8930635984,0.8342490894,0.9469382223,0.9151267815,0.8926250114,0.9387006661,1.807754953,1.764887162,1.847449531
LEAPS_85_30_TSY125,30,63,5000,0.1386412224,0.0410949385,86.61275211,-0.4509898775,-0.5776623521,-0.6198654323,-0.8302967773,0.2159882864,0.897646683,0.6267299665,0.02027416667,0.0017,pooled overlapping windows,0.1306,0.2574,0.7858,0.07312407385,8.308834392,0.08586289633,11.83856008,0.138053283,48.41219476,0.1923212367,195.840723,0.2076015907,286.9607688,0.7514,0.2922,0.0706,0.0028,1.176366789,1.090713912,1.256556509,0.8512982758,0.8239053229,0.8798352167,2.027352099,1.960012187,2.089394826
LEAPS_95_50_TSY125,30,63,5000,0.1752442534,0.07783904187,903.2031677,-0.6950090976,-0.8318213876,-0.8675600121,-0.9850142565,0.3977942572,0.7590638782,0.3250819649,0.08323833333,0.02372833333,pooled overlapping windows,0.0962,0.1636,0.2132,0.05486128058,4.964692044,0.0768803853,9.227161048,0.1705467656,112.6566332,0.2776755969,1558.70419,0.3090337233,3226.154487,1,0.9906,0.8408,0.2982,2.301064926,2.115098285,2.477950544,0.6115756383,0.5737017817,0.6516319734,2.911536577,2.751666453,3.064828728
LEAPS_80_25_TSY150,30,63,5000,0.12569187,0.0360873157,54.01378537,-0.4285933276,-0.5609991939,-0.6063109828,-0.833650987,0.1922574026,0.9095518829,0.6371355338,0.01955833333,0.00146,pooled overlapping windows,0.321,0.7562,0.8068,0.06653428004,6.906895136,0.07930343346,9.870794947,0.1254348824,34.64825894,0.1720613867,117.1130104,0.1853637394,164.3047988,0.6378,0.2364,0.056,0.0028,0.8936228595,0.833505069,0.9488700266,1.097981808,1.070569249,1.126584652,1.99100452,1.950579948,2.028857318
LEAPS_85_30_TSY150,30,63,5000,0.1409813544,0.04292207191,96.11810831,-0.4755151354,-0.6097555827,-0.6529798838,-0.8658291303,0.2249545883,0.8900734045,0.5913261763,0.02393833333,0.002318333333,pooled overlapping windows,0.1472,0.2806,0.7622,0.07166976415,7.977567482,0.08613019249,11.92630018,0.1398572106,50.76817296,0.1963880211,216.9043596,0.2129994,328.044241,0.8408,0.4002,0.1136,0.0066,1.176926333,1.089808162,1.25822556,1.021503895,0.9882767713,1.056251082,2.19781907,2.133738857,2.257739222
LEAPS_95_50_TSY150,30,63,5000,0.1776288856,0.07819485461,957.429052,-0.6992062331,-0.8343177425,-0.8711123257,-0.9847762981,0.398758014,0.7576862242,0.3223295297,0.08106833333,0.02293833333,pooled overlapping windows,0.0912,0.1484,0.2304,0.05655071525,5.208870865,0.07850078795,9.652927611,0.1730798877,120.2050129,0.2806579817,1671.637585,0.3117765758,3435.243344,1,0.993,0.8532,0.3104,2.300300537,2.112626174,2.478437723,0.7339700899,0.6883185055,0.7826642877,3.033524563,2.877733733,3.18372357
LEAPS_80_25_TSY200,30,63,5000,0.1283760972,0.04225632404,67.41082819,-0.5027342509,-0.647594768,-0.6982438603,-0.910736559,0.2239771572,0.8808021152,0.5401035866,0.03579833333,0.004895,pooled overlapping windows,0.3374,0.6432,0.7792,0.05888547792,5.565494821,0.07404250892,8.524849424,0.1280964373,37.19276717,0.1825861963,153.1383269,0.1978544286,225.0238832,0.888,0.5112,0.1918,0.0186,0.895999529,0.8312309923,0.9548499353,1.462727948,1.424957395,1.502344876,2.357688734,2.321157985,2.393104667
LEAPS_85_30_TSY200,30,63,5000,0.1440317285,0.0475214477,117.2419946,-0.5324867385,-0.6760937239,-0.7254209951,-0.9236830317,0.2483358443,0.8695880041,0.5132585932,0.0349475,0.005073333333,pooled overlapping windows,0.1858,0.3216,0.721,0.06670558097,6.940255423,0.08318230714,10.9924453,0.1437681297,56.26257408,0.205515331,272.4540436,0.2232456881,422.2121962,0.9534,0.6394,0.272,0.0306,1.179048192,1.087953711,1.264103915,1.3607949,1.315415688,1.408345656,2.539008596,2.480462639,2.595684002
LEAPS_95_50_TSY200,30,63,5000,0.181360925,0.07938506558,1068.701917,-0.7124715722,-0.8461186725,-0.8815064027,-0.9875549742,0.4033735839,0.7517554544,0.3080396204,0.0800075,0.0228,pooled overlapping windows,0.0916,0.1294,0.2632,0.05721438103,5.307929058,0.08092793822,10.32639421,0.1773509897,134.0527333,0.2872071667,1948.06558,0.3179728148,3956.925606,1,0.9946,0.8856,0.3572,2.300624735,2.110089094,2.481971775,0.9783524743,0.9163708394,1.044812356,3.279372578,3.128280707,3.422684702
SP500_1X,30,126,2000,0.1116408436,0.03200121311,33.39871007,-0.4381204427,-0.5744791569,-0.6261364097,-0.8767657373,0.1822112504,0.9231167797,0.5943917192,0.02522291667,0.004441666667,pooled overlapping windows,0,0.899,0.892,0.0574337764,5.341073506,0.06994429878,7.601079307,0.1127884581,24.68550018,0.1524210486,70.53746687,0.1612645179,88.72050642,0.6405,0.2635,0.0735,0.005,,,,,,,,,
LEAPS_80_25_TSY100,30,126,2000,0.120239152,0.03176571231,42.37801767,-0.3660569588,-0.477304328,-0.5259020959,-0.7110196089,0.1658678559,0.931267975,0.7106705887,0.01376458333,0.0007916666667,pooled overlapping windows,0.333,0.933,0.8405,0.0670527839,7.008359675,0.07948065913,9.919541682,0.1208489974,30.65357732,0.1616834856,89.6857947,0.1716499587,115.88594,0.3385,0.0755,0.0095,0,0.8979716996,0.8312520478,0.9541563325,0.732227026,0.7137777553,0.7518018207,1.629911148,1.578589686,1.673881157
LEAPS_85_30_TSY100,30,126,2000,0.1358549769,0.04063012753,78.18280459,-0.429939933,-0.559772564,-0.5991561736,-0.8037638484,0.2059671222,0.9068931321,0.6463007379,0.02295625,0.002929166667,pooled overlapping windows,0.101,0,0.8175,0.06995119612,7.602549741,0.08299636125,10.93598769,0.1363119591,46.23845338,0.1892846602,181.4170016,0.2036114307,259.8360375,0.648,0.2285,0.0495,0.002,1.186655809,1.087346264,1.270384636,0.680944085,0.6585110257,0.7048569921,1.86677449,1.787916434,1.935982367
LEAPS_95_50_TSY100,30,126,2000,0.1746584937,0.0804813123,839.9185022,-0.6927065471,-0.8387018186,-0.8781973222,-0.9720381797,0.3921416999,0.7638986505,0.3196236739,0.091125,0.03362083333,pooled overlapping windows,0.108,0.1825,0,0.04629113248,3.8869026,0.06993443964,7.598978323,0.173521222,121.5695708,0.2789206576,1604.923871,0.3116649366,3426.520202,1,0.9875,0.8315,0.307,2.334204247,2.116386824,2.525255168,0.4883472213,0.4574813951,0.522092443,2.820852025,2.628435674,2.997437873
LEAPS_80_25_TSY125,30,126,2000,0.1230292704,0.03384136639,47.67194677,-0.3988053861,-0.5231377831,-0.5736915497,-0.7673171042,0.1771293593,0.9233575196,0.6712273572,0.01807916667,0.001458333333,pooled overlapping windows,0.3195,0.851,0.826,0.06654007843,6.908022259,0.08002639198,10.07109928,0.1231334547,32.58442198,0.1669614967,102.7514911,0.1789533402,139.6356756,0.4955,0.1485,0.03,0.001,0.8981955373,0.8315559358,0.9557026039,0.9150561441,0.8917306149,0.9400368378,1.812743055,1.764636241,1.855958221
LEAPS_85_30_TSY125,30,126,2000,0.1386933689,0.04196269631,86.99738136,-0.453347699,-0.5861542652,-0.6332653389,-0.8403207993,0.2132956058,0.9011857727,0.6158272507,0.02544375,0.003254166667,pooled overlapping windows,0.115,0.2555,0.784,0.06911770834,7.426863716,0.0840577429,11.26218459,0.1390000214,49.63515133,0.1935999069,202.2406817,0.2082705953,291.7691901,0.746,0.314,0.0805,0.0035,1.186392061,1.087397284,1.271532824,0.8511398465,0.8230416414,0.8814398272,2.03685188,1.960898896,2.105752101
LEAPS_95_50_TSY125,30,126,2000,0.1773880765,0.08063536966,899.5858922,-0.6928277116,-0.8407854677,-0.8789892188,-0.9743994682,0.3923101552,0.7620426476,0.3193522121,0.0881,0.03200833333,pooled overlapping windows,0.0985,0.1645,0.221,0.04814704535,4.09915572,0.07356796379,8.412566897,0.176666345,131.7336775,0.2823287302,1738.31724,0.3145066839,3656.342188,1,0.989,0.838,0.307,2.332454077,2.113537359,2.524034356,0.6106882703,0.571619549,0.6533524229,2.941555587,2.756313007,3.114874185
LEAPS_80_25_TSY150,30,126,2000,0.1252179868,0.03636310475,53.44658133,-0.4339126269,-0.5721975041,-0.6233199576,-0.8142496749,0.1907504347,0.913566169,0.6309086787,0.02384375,0.00245,pooled overlapping windows,0.312,0.764,0.808,0.06479118944,6.576136176,0.07802543428,9.526096813,0.124859124,34.12039339,0.1732495142,120.727787,0.1862367991,167.9744843,0.6495,0.268,0.0675,0.0035,0.8985172872,0.8309307108,0.9586721743,1.097742956,1.069250897,1.128380815,1.995491826,1.950407606,2.037248262
LEAPS_85_30_TSY150,30,126,2000,0.1409903415,0.043690572,96.51211367,-0.4789800215,-0.6168461967,-0.672436933,-0.8712489327,0.2227404425,0.8949707653,0.5857351695,0.02918958333,0.004008333333,pooled overlapping windows,0.134,0.2785,0.7585,0.06819457091,7.236860879,0.08494851605,11.54309785,0.1415487607,53.07778832,0.1981984846,226.9715742,0.2127532675,326.0532295,0.8215,0.4235,0.1305,0.0085,1.187115707,1.085738581,1.273253027,1.021071544,0.9865969641,1.058041355,2.206712535,2.13425408,2.274447364
LEAPS_95_50_TSY150,30,126,2000,0.1797763505,0.0809554867,961.522895,-0.6965148883,-0.843665589,-0.8808587454,-0.9775924304,0.3934781822,0.7626478424,0.313802697,0.0863125,0.03129166667,pooled overlapping windows,0.0935,0.148,0.233,0.04959667254,4.272727615,0.07642102521,9.109802273,0.1788190547,139.159366,0.285354599,1865.683372,0.3179454397,3954.459984,1,0.9905,0.848,0.315,2.331126487,2.110138642,2.527602041,0.7328004314,0.6855461052,0.7845930072,3.063117727,2.884879418,3.232655471
LEAPS_80_25_TSY200,30,126,2000,0.1277832512,0.04236768639,66.42380448,-0.5099253019,-0.663135656,-0.7128125147,-0.8853141652,0.2233205844,0.8905248159,0.538716866,0.04093541667,0.007558333333,pooled overlapping windows,0.332,0.6435,0.7825,0.05789930989,5.412093506,0.07410506806,8.539757876,0.1272472984,36.3619679,0.1836529992,157.3376487,0.1994136133,233.9804472,0.8695,0.5345,0.224,0.0265,0.9001271669,0.8298011849,0.9639766745,1.46228818,1.422397111,1.504175107,2.361756536,2.320208772,2.401789714
LEAPS_85_30_TSY200,30,126,2000,0.1439502248,0.04811808757,117.5561192,-0.5359615577,-0.6880905478,-0.7445762826,-0.9180219046,0.246562324,0.8756546905,0.5160929546,0.04021666667,0.007183333333,pooled overlapping windows,0.1755,0.323,0.734,0.06413712159,6.45601894,0.08161100168,10.5239681,0.1433077649,55.58712501,0.2072420356,284.4084648,0.2242508114,432.751327,0.929,0.638,0.3005,0.045,1.188662139,1.085417029,1.279993697,1.360118125,1.312306578,1.410539728,2.547356115,2.481578673,2.612434708
LEAPS_95_50_TSY200,30,126,2000,0.1835136364,0.08207623028,1090.970766,-0.7103320646,-0.8561228315,-0.8872731569,-0.9842587388,0.3984432391,0.7569801266,0.2948927202,0.08557291667,0.0313625,pooled overlapping windows,0.096,0.133,0.267,0.04966982796,4.281658586,0.07915759899,9.830946249,0.1835527756,156.9390999,0.2902664268,2091.868463,0.3233247212,4468.475117,1,0.992,0.871,0.366,2.333028894,2.105378581,2.532796465,0.9771951866,0.9124465968,1.047511497,3.307610911,3.136550614,3.472803754
