variant,cell,family,underlying,regime,moneyness,premium_budget,maturity_months,roll_months,cagr,terminal_multiple,annualized_volatility,max_drawdown,mean_delta_exposure,delta_exposure_sd,mean_option_weight,mean_treasury_weight,gross_notional,option_turnover_per_year,cost_drag_bps,theta_burden_per_year,vega_per_nav,mean_entry_years,mean_exit_years,mean_held_years,rolls,mean_premium_fraction_of_nav,mean_exit_premium_ratio,cohort_10y_min_cagr,cohort_20y_min_cagr,cohort_20y_median_cagr,cohort_30y_min_cagr,cohort_30y_median_cagr,cagr_per_volatility_point,delta_exposure_p5,delta_exposure_p50,delta_exposure_p95,sessions_after_major_loss,min_exposure_after_loss,mean_exposure_after_loss,recovery_exposure,recovery_exposure_ratio,underexposed_recovery,1987_crash,1987_crash_trough,1987_crash_mean_delta,1987_crash_min_delta,1987_crash_recovery_delta,2000_2002_bust,2000_2002_bust_trough,2000_2002_bust_mean_delta,2000_2002_bust_min_delta,2000_2002_bust_recovery_delta,2008_2009_gfc,2008_2009_gfc_trough,2008_2009_gfc_mean_delta,2008_2009_gfc_min_delta,2008_2009_gfc_recovery_delta,2020_covid,2020_covid_trough,2020_covid_mean_delta,2020_covid_min_delta,2020_covid_recovery_delta,2022_rates,2022_rates_trough,2022_rates_mean_delta,2022_rates_min_delta,2022_rates_recovery_delta
NDX_85_40_24M_R12,NDX_85_40,NDX,NASDAQ100_1X,24m/12m,0.85,0.4,24,12,0.2029439347,1599.129274,0.2957877952,-0.6950561768,1.321562366,0.3138641959,0.4335747805,0.5664252195,1.887987585,0.4007405884,107.8358534,-0.05574688748,0.4263012681,2.004928131,0.9993155373,1.005844258,40,0.4,1.561671523,-0.02526508754,0.122746069,0.1850353212,0.1816915393,0.2089578962,0.006542293951,0.7337838952,1.315992571,1.875331873,2930,0.1079850833,1.101754687,0.998516995,0.7555579826,False,-0.4589899134,-0.4818234078,1.323159731,1.155624228,1.135377848,-0.6777295008,-0.6946622255,0.6837768664,0.2136127341,0.8138254008,-0.3762507322,-0.4111330092,1.079820622,0.1079850833,1.286310526,-0.2175145352,-0.2905156503,1.19749771,0.8512155768,1.289474687,-0.547954451,-0.5486711515,1.039356968,0.6882901346,1.275631178
NDX_90_20_15M_R6,NDX_90_20,NDX,NASDAQ100_1X,15m/6m,0.9,0.2,15,6,0.1534087033,298.3644277,0.200057816,-0.5263628967,0.855532288,0.2430579145,0.2148417524,0.7851582476,1.640690536,0.4007405884,105.3640601,-0.05233898042,0.2963761286,1.24705681,0.7473292959,0.4997444095,80,0.2,1.315663356,0.02427123445,0.1132061998,0.1507639109,0.1451829634,0.1622632803,0.006007451009,0.4205195322,0.8727746186,1.276665672,563,0.1192646223,0.7483881379,0.8655648599,1.011726702,False,-0.1883655424,-0.2591610998,0.6917359408,0.1834496149,0.5920751684,-0.283936762,-0.3158099787,0.4021790135,0.03917346471,0.5890937171,-0.2088232434,-0.2997414142,0.6689026618,0.1067615763,0.7564056228,-0.1607439911,-0.2497283358,0.9186285083,0.5871835243,0.96613532,-0.4936978442,-0.4897997119,0.6781869899,0.4135634305,0.8645979146
NDX_90_20_15M_R12,NDX_90_20,NDX,NASDAQ100_1X,15m/12m,0.9,0.2,15,12,0.168636061,503.695822,0.2114480915,-0.5248723567,0.9013002335,0.2806385063,0.2286851375,0.7713148625,1.672615096,0.2003702942,61.33425695,-0.05015787274,0.2111325976,1.248596851,0.2491444216,0.9995261412,40,0.2,1.740506487,0.01588873197,0.1181303432,0.1596613034,0.1601420638,0.1762583112,0.005864039444,0.3700449656,0.9228147875,1.366337101,502,0.04321921441,0.7034613842,0.9415930497,1.04470521,False,-0.1825555472,-0.2539319379,0.6920431146,0.1834496149,0.5402602917,-0.3149606041,-0.3377913681,0.4396696027,4.875399937e-05,0.6607487514,-0.1990783542,-0.29111636,0.5743871164,0.1067615763,0.5749046528,-0.1555494028,-0.2497283358,0.9118970722,0.575298119,0.9690155424,-0.492104507,-0.4881941073,0.5708975552,0.1989058423,0.9429275793
NDX_90_20_24M_R12,NDX_90_20,NDX,NASDAQ100_1X,24m/12m,0.9,0.2,24,12,0.14757353,243.6698491,0.1828636754,-0.4868552398,0.7526211971,0.2284555953,0.2318354653,0.7681645347,1.520785732,0.2003702942,57.84188178,-0.03535402626,0.2883010657,2.004928131,0.9993155373,1.005844258,40,0.2,1.60089034,0.0290533501,0.1160864403,0.145965205,0.1440141015,0.1586479909,0.004637480065,0.3356387907,0.7596217331,1.164135977,672,0.07900917956,0.4446354153,0.7957834576,1.057349249,False,-0.3048199519,-0.3261432025,0.8339518107,0.5821965753,0.626554355,-0.3138810219,-0.3705691025,0.3349382116,0.07900917956,0.4178029686,-0.1061746568,-0.1931887506,0.5496698903,0.03500085449,0.7854548583,-0.05426121666,-0.178267491,0.6122330488,0.3823199715,0.7592586089,-0.4362216883,-0.431496095,0.464985733,0.2482898561,0.7448889147
NDX_90_25_15M_R6,NDX_90_25,NDX,NASDAQ100_1X,15m/6m,0.9,0.25,15,6,0.1721352732,567.5582566,0.2380549158,-0.5641017669,1.06065555,0.2911679825,0.2653849072,0.7346150928,1.795270643,0.5009257354,131.1708203,-0.06538965525,0.3707682616,1.24705681,0.7473292959,0.4997444095,80,0.25,1.315663356,0.00817004363,0.1166944921,0.1633162784,0.1637494295,0.1806136561,0.00735068265,0.5372100272,1.084044821,1.573369502,1084,0.139384877,0.7769697603,1.064908826,1.004010044,False,-0.2368593581,-0.3023696115,0.866419392,0.2422894046,0.7497697331,-0.408078846,-0.424337628,0.5048863619,0.05210254175,0.7302246031,-0.3023403251,-0.3784283642,0.84212571,0.1416106844,0.9239826759,-0.2206783807,-0.2974277125,1.138940263,0.7576617829,1.154496341,-0.5333095798,-0.5312585593,0.8619296439,0.539615206,1.064577598
NDX_90_25_15M_R12,NDX_90_25,NDX,NASDAQ100_1X,15m/12m,0.9,0.25,15,12,0.1906973262,1062.800495,0.2508057696,-0.5639076558,1.110556994,0.3325729538,0.2799994228,0.7200005772,1.830557571,0.2504628677,75.03000768,-0.06274997935,0.2646498914,1.248596851,0.2491444216,0.9995261412,40,0.25,1.740506487,0.0008363120462,0.1238070378,0.1744021248,0.1777593211,0.1973130807,0.007139135854,0.4805858579,1.132278163,1.656789788,1108,6.500526128e-05,0.6620442965,1.151569963,1.036930089,False,-0.2282374838,-0.2941410166,0.8458492486,0.2422894046,0.69366963,-0.4235276785,-0.4334938988,0.5385688449,6.500526128e-05,0.8087628776,-0.2933804691,-0.3704456866,0.736109199,0.1416106844,0.7284983338,-0.2147010962,-0.2974277125,1.131375267,0.7414388966,1.171328272,-0.5331017566,-0.5310498227,0.7325312537,0.2635597098,1.15376246
NDX_90_25_24M_R12,NDX_90_25,NDX,NASDAQ100_1X,24m/12m,0.9,0.25,24,12,0.1656897694,455.4046405,0.2142258832,-0.5166455873,0.9270742972,0.2704603322,0.2845311671,0.7154688329,1.64254313,0.2504628677,71.06591247,-0.04393916144,0.3592772235,2.004928131,0.9993155373,1.005844258,40,0.25,1.60089034,0.01563456241,0.1206135455,0.1600256806,0.157393259,0.175643535,0.005625055983,0.4313549488,0.9369849104,1.41553894,1659,0.1045508868,0.6277598077,0.9611712301,1.036779073,False,-0.3590063871,-0.3806299838,1.000452897,0.7382042571,0.7750536549,-0.4316948841,-0.4742145777,0.4225707141,0.1045508868,0.5214174821,-0.1832800085,-0.2545528579,0.6925389187,0.04659460743,0.9423932349,-0.09980577561,-0.1997647923,0.7729520387,0.4946730632,0.9264904398,-0.4668743222,-0.4635036016,0.596539005,0.3268834944,0.9038616461
NDX_90_30_15M_R6,NDX_90_30,NDX,NASDAQ100_1X,15m/6m,0.9,0.3,15,6,0.1888550068,999.0839222,0.2782476764,-0.5999169588,1.263516948,0.336114266,0.31504993,0.68495007,1.948467018,0.6011108825,156.7618658,-0.07849728084,0.44560275,1.24705681,0.7473292959,0.4997444095,80,0.3,1.315663356,-0.009888340831,0.1183868082,0.1736810907,0.1744337886,0.1965965614,0.008629947693,0.6609475636,1.287018086,1.858112919,2227,0.06680080301,1.010175754,1.258948422,0.9963842775,False,-0.2843004848,-0.3444461936,1.043048056,0.3081885048,0.9119486871,-0.5162628891,-0.5228202955,0.6093698258,0.06680080301,0.8692014057,-0.3881167625,-0.4535493645,1.018914242,0.1809983273,1.085179836,-0.2757753757,-0.3411859035,1.356853277,0.9395080475,1.328567943,-0.570694361,-0.5701853521,1.05231751,0.6772246883,1.259611834
NDX_90_30_15M_R12,NDX_90_30,NDX,NASDAQ100_1X,15m/12m,0.9,0.3,15,12,0.210672243,2065.02793,0.2916890155,-0.6015828869,1.315741236,0.3805937702,0.3297432283,0.6702567717,1.985998008,0.3005554413,88.22380901,-0.0754773232,0.3187712284,1.248596851,0.2491444216,0.9995261412,40,0.3,1.740506487,-0.01521642878,0.1280855617,0.1877366922,0.1909431971,0.2150292614,0.008348880622,0.6012856246,1.333080841,1.933897466,1887,8.357808845e-05,0.9042574393,1.354201994,1.029231247,False,-0.2729288743,-0.3332361313,0.9975620328,0.3081885048,0.8560087734,-0.5161757001,-0.5223276157,0.6351836514,8.357808845e-05,0.9511323385,-0.3807982456,-0.4470134635,0.9069574024,0.1809983273,0.8870613296,-0.2691727898,-0.3411859035,1.348865505,0.9182214788,1.361829675,-0.5724819707,-0.5719750813,0.9036534843,0.3364728361,1.357464826
NDX_90_30_24M_R12,NDX_90_30,NDX,NASDAQ100_1X,24m/12m,0.9,0.3,24,12,0.1822416619,799.6055464,0.247396867,-0.5631561997,1.097660393,0.3087426499,0.3357027859,0.6642972141,1.761957607,0.3005554413,83.9307887,-0.05249045756,0.4302157649,2.004928131,0.9993155373,1.005844258,40,0.3,1.60089034,0.0008599486933,0.1236044366,0.1727288639,0.1681398811,0.1907970923,0.006555631155,0.5307533919,1.106016891,1.66067087,2399,0.05980015621,0.8291398583,0.4861020386,0.4428528547,True,-0.4065241091,-0.4292703548,1.156071493,0.8978970427,0.9205894849,-0.5321407035,-0.5631561997,0.5123417896,0.1332735814,0.6250866873,-0.2562222036,-0.3132031091,0.8386659844,0.05980015621,1.088289397,-0.1440262682,-0.2346921721,0.9373494985,0.6151996518,1.086843346,-0.4972807454,-0.4955831523,0.7355301224,0.4143149636,1.055661939
NDX_90_35_15M_R6,NDX_90_35,NDX,NASDAQ100_1X,15m/6m,0.9,0.35,15,6,0.2035559688,1631.937092,0.3199561211,-0.6335352345,1.464630015,0.3785818138,0.3639852153,0.6360147847,2.1006448,0.7012960296,182.1148132,-0.09169765481,0.5210495296,1.24705681,0.7473292959,0.4997444095,80,0.35,1.315663356,-0.02991628026,0.118225543,0.1826293555,0.1830609098,0.2091667201,0.009843066415,0.7891370385,1.479371109,2.139697231,3035,0.08365805506,1.23756541,1.448261707,0.9888242711,False,-0.3307535655,-0.3854661919,1.22239307,0.3824983999,1.078994109,-0.6096708555,-0.6131246626,0.7161310786,0.08365805506,1.006157067,-0.4665771667,-0.5218922207,1.200014742,0.2258728661,1.24080634,-0.3265872215,-0.3814719935,1.572959562,1.133898617,1.490419374,-0.6059413315,-0.6067021775,1.249940087,0.8280578459,1.450284239
NDX_90_35_15M_R12,NDX_90_35,NDX,NASDAQ100_1X,15m/12m,0.9,0.35,15,12,0.2285671393,3709.772328,0.3336033864,-0.6375752029,1.517738792,0.4258062166,0.3781811873,0.6218188127,2.139557604,0.3506480148,100.9519805,-0.0883978913,0.3736694157,1.248596851,0.2491444216,0.9995261412,40,0.35,1.740506487,-0.0331659434,0.1309196859,0.2004230982,0.2021017227,0.2314555724,0.009494679861,0.7337932634,1.543760936,2.191518117,2739,0.0001050082159,1.182971634,1.550474143,1.021568501,False,-0.3168297871,-0.3714453327,1.149074601,0.3824983999,1.02830081,-0.5958060849,-0.6014648721,0.7303894552,0.0001050082159,1.088329729,-0.4615566751,-0.5173923457,1.088170237,0.2258728661,1.051250353,-0.3194987606,-0.3814719935,1.565003604,1.106702153,1.541939325,-0.6102854997,-0.611037958,1.085570102,0.4193358335,1.555023391
NDX_90_35_24M_R12,NDX_90_35,NDX,NASDAQ100_1X,24m/12m,0.9,0.35,24,12,0.1972578627,1323.512737,0.2816725758,-0.6408197806,1.26501064,0.3441385079,0.3855677042,0.6144322958,1.879442935,0.3506480148,96.47378517,-0.06103906544,0.5013123507,2.004928131,0.9993155373,1.005844258,40,0.35,1.60089034,-0.01528819238,0.1250558732,0.1817166264,0.1774066034,0.2044373937,0.007431637906,0.6319816676,1.264795763,1.904844275,2778,0.07497872451,1.003786225,0.5733961133,0.4532737475,True,-0.4485328308,-0.4721847527,1.302603674,1.061995006,1.063291735,-0.6175560442,-0.6408197806,0.6046093351,0.165810969,0.7290440208,-0.325313338,-0.3692328837,0.9886757628,0.07497872451,1.224676526,-0.1869796067,-0.2685167157,1.105787444,0.7448253166,1.241105823,-0.5274439124,-0.5272112427,0.8828074913,0.5121637896,1.201705663
NDX_90_40_15M_R6,NDX_90_40,NDX,NASDAQ100_1X,15m/6m,0.9,0.4,15,6,0.2162049549,2477.347157,0.3628938852,-0.704062747,1.664480937,0.419197575,0.4123253092,0.5876746908,2.252155628,0.8014811767,207.1988933,-0.1050287492,0.5972910359,1.24705681,0.7473292959,0.4997444095,80,0.4,1.315663356,-0.05260186794,0.1161360881,0.1900648202,0.1895958739,0.2210109023,0.01098695282,0.9234736567,1.67365607,2.400783908,3664,0.103187697,1.449644926,1.132456043,0.6803658829,True,-0.3762780567,-0.4254984102,1.405352144,0.4669390746,1.251345073,-0.6895030155,-0.6927578337,0.8257231697,0.103187697,1.141215721,-0.5381278453,-0.5839181134,1.386311185,0.2774666661,1.391564476,-0.3735851847,-0.4186834662,1.787827342,1.342177879,1.641687339,-0.639136694,-0.6409254493,1.455464811,0.9941169924,1.637106254
NDX_90_40_15M_R12,NDX_90_40,NDX,NASDAQ100_1X,15m/12m,0.9,0.4,15,12,0.2443512796,6175.918779,0.3764041349,-0.6725919964,1.71735683,0.4691732838,0.4255413199,0.5744586801,2.29181551,0.4007405884,113.237808,-0.1015746813,0.4295373156,1.248596851,0.2491444216,0.9995261412,40,0.4,1.740506487,-0.05238728487,0.1322452088,0.2109834614,0.2112141118,0.2481309086,0.01057623901,0.8782715957,1.742305769,2.452298584,3545,0.0001300099529,1.429680942,1.741902727,1.014292835,False,-0.3600898099,-0.4089383993,1.302108029,0.4669390746,1.21174543,-0.6645585877,-0.6696249255,0.8250368085,0.0001300099529,1.220769872,-0.535871051,-0.581885059,1.281230269,0.2774666661,1.221837122,-0.3661349415,-0.4186834662,1.780407615,1.308081784,1.712841249,-0.6465513628,-0.6483033644,1.279874795,0.5143345109,1.747270049
NDX_90_40_24M_R12,NDX_90_40,NDX,NASDAQ100_1X,24m/12m,0.9,0.4,24,12,0.2107429388,2069.84789,0.3167340744,-0.7090128803,1.429699212,0.3773878896,0.4343183207,0.5656816793,1.995380892,0.4007405884,108.7227471,-0.06961662179,0.572769603,2.004928131,0.9993155373,1.005844258,40,0.4,1.60089034,-0.03284892395,0.124944211,0.1892506203,0.1852031713,0.2179124849,0.008254147427,0.738531072,1.42269942,2.123206496,3192,0.09260819027,1.163198892,1.033582696,0.7229371655,True,-0.4859380945,-0.5103280696,1.441468146,1.230682973,1.2032823,-0.6899419599,-0.7067768494,0.6997878543,0.2029770545,0.8335587768,-0.3908280591,-0.4280511254,1.143272205,0.09260819027,1.352799957,-0.228719488,-0.3012898444,1.278668375,0.884620871,1.389955165,-0.5573667309,-0.5583973362,1.039369099,0.6224097395,1.343282682
SPX_80_25_15M_R6,SPX_80_25,SPX,SP500_1X,15m/6m,0.8,0.25,15,6,0.1288793739,126.4764624,0.1729836339,-0.4720448457,0.9963493231,0.1619362172,0.2615566614,0.7384433386,1.734792662,0.5009257354,122.3187582,-0.01825922224,0.159060613,1.24705681,0.7473292959,0.4997444095,80,0.25,1.200140877,0.02505837948,0.09234192974,0.1209909696,0.1146045885,0.1320275407,0.0033189706,0.7331855371,1.013383274,1.220639873,401,0.312461577,0.9842225797,1.038169516,1.041973424,False,-0.2151023607,-0.3196402012,0.8135720735,0.3831368871,0.7247871334,-0.2529464583,-0.2974004705,0.8134167281,0.2682079923,0.9276130985,-0.2659710774,-0.3070779092,0.7501657298,0.09258060251,0.8377741249,-0.2086523752,-0.2691258271,0.8952161914,0.4660671613,1.005301112,-0.4569775148,-0.4504901792,0.9620140657,0.7529900529,1.038481759
SPX_80_25_15M_R12,SPX_80_25,SPX,SP500_1X,15m/12m,0.8,0.25,15,12,0.131701454,139.7342887,0.1738613672,-0.482650981,1.010397585,0.1859973516,0.2725737961,0.7274262039,1.737823789,0.2504628677,65.54772791,-0.01646531779,0.1080888948,1.248596851,0.2491444216,0.9995261412,40,0.25,1.417222268,0.02862373541,0.09314447441,0.1184594768,0.1145695393,0.13375698,0.002636470138,0.6290637676,1.039659889,1.272622379,401,0.3648009267,1.03735009,1.08735748,1.076167932,False,-0.2090211534,-0.313808354,0.8009837825,0.3831368871,0.6606507027,-0.248078854,-0.2989535546,0.8181663995,0.05551448742,0.9761016046,-0.2530938587,-0.294921836,0.6685622891,0.09258060251,0.5869350897,-0.1904388729,-0.2691258271,0.8769830122,0.3913062066,0.9544478665,-0.4678863389,-0.4615293279,1.066085107,0.8543707888,1.087845091
SPX_80_25_18M_R6,SPX_80_25,SPX,SP500_1X,18m/6m,0.8,0.25,18,6,0.1192030116,89.68903771,0.1664975929,-0.4523593784,0.9561733028,0.1563915574,0.2576102623,0.7423897377,1.69856304,0.5071873071,122.3570493,-0.01812805167,0.2016462534,1.495880549,0.9992813142,0.4965776865,81,0.25,1.178888189,0.01586205192,0.07985894027,0.1092120284,0.1027279033,0.1217604526,0.003344668672,0.7004733923,0.9737008464,1.184070795,417,0.4421414422,0.9413179098,0.9880653981,1.033353886,False,-0.2234001912,-0.3269585444,0.8177290589,0.4570650905,0.7500062676,-0.2962913144,-0.3613985762,0.7546389798,0.4421414422,0.8169378607,-0.2914588145,-0.3009734278,0.7554980908,0.1148618158,0.7686260845,-0.1219325736,-0.2151625681,0.7182023262,0.3027444727,0.8262906772,-0.4402929619,-0.4323159344,0.9326367913,0.6337088488,0.9901836711
SPX_80_25_18M_R12,SPX_80_25,SPX,SP500_1X,18m/12m,0.8,0.25,18,12,0.1290545883,127.2626045,0.1671612745,-0.4668906729,0.961504715,0.188743068,0.2620254833,0.7379745167,1.699479232,0.2567244394,66.81072916,-0.01696405429,0.1540170836,1.491594464,0.4982888433,0.9951403149,41,0.25,1.402244864,0.02494391279,0.08970455776,0.1173151196,0.1127872481,0.1309903129,0.002926645682,0.6201140445,0.9837028408,1.228226709,357,0.4070188573,1.033939746,1.073518433,1.116498356,False,-0.206820482,-0.3136429911,0.783516283,0.4070188573,0.6735164457,-0.2528791902,-0.3075120595,0.7198205698,0.1912902823,0.8765320879,-0.230660504,-0.2762145321,0.6653784929,0.09329891332,0.6216838587,-0.1714613852,-0.2533721601,0.8189552153,0.3745985309,0.9006425738,-0.4522710676,-0.4455109059,0.9972726077,0.828018699,1.074338016
SPX_80_25_24M_R6,SPX_80_25,SPX,SP500_1X,24m/6m,0.8,0.25,24,6,0.1149560536,77.05780023,0.1579581978,-0.441194777,0.8914473534,0.156869207,0.2582857985,0.7417142015,1.633161555,0.4946641638,118.3722475,-0.01591416899,0.2651518133,2.000433204,1.49756928,0.5029221292,79,0.25,1.169412901,0.01958756247,0.07728507044,0.1057516275,0.09881970108,0.1178772279,0.003303502843,0.6425016255,0.9012047361,1.133975027,338,0.4720976249,0.9046945671,0.908439279,1.019061053,False,-0.1999081323,-0.3106042425,0.7673873978,0.4567276127,0.6818741312,-0.2614441451,-0.3335091913,0.6908333047,0.4278388393,0.748751818,-0.2624450518,-0.273554981,0.7018600809,0.1473705348,0.7005694453,-0.1062895748,-0.1997728362,0.6784954602,0.318219073,0.7608589382,-0.4282993515,-0.4200705972,0.8617126588,0.6042906158,0.9106303603
SPX_80_25_24M_R12,SPX_80_25,SPX,SP500_1X,24m/12m,0.8,0.25,24,12,0.1246550497,108.8935242,0.1625605479,-0.4587386717,0.9172115733,0.1717032886,0.2738215529,0.7261784471,1.64339002,0.2504628677,64.74827883,-0.01429592937,0.2072062134,2.004928131,0.9993155373,1.005844258,40,0.25,1.376151969,0.03713561393,0.09364541465,0.1206036985,0.1116762301,0.1295901317,0.003148444951,0.645251801,0.9351547298,1.190075395,360,0.6042906158,0.9019473068,0.9490089979,1.034667492,False,-0.3006755545,-0.3745446908,0.9746797542,0.7968930042,0.7300517555,-0.2053241593,-0.2945741325,0.6687590009,0.2307963764,0.7253464676,-0.2249948211,-0.2498244908,0.6789428672,0.0655881735,0.8168157101,-0.1062895748,-0.1997728362,0.6784954602,0.318219073,0.7600403841,-0.4362337222,-0.4291428927,0.7725015833,0.6042906158,0.9390658201
SPX_80_25_30M_R12,SPX_80_25,SPX,SP500_1X,30m/12m,0.8,0.25,30,12,0.1206788262,94.53419205,0.1523820433,-0.4450357476,0.8477658505,0.1844353581,0.2609516036,0.7390483964,1.586814247,0.2504628677,63.97597189,-0.01356484535,0.2722674695,2.490759754,1.497604381,0.9950332579,40,0.25,1.349520864,0.03265811538,0.08478104211,0.111126161,0.1055064124,0.1234250528,0.003167443558,0.5500476753,0.8613829432,1.134614395,312,0.7186296814,0.8750929578,0.9104786018,1.073974142,False,-0.1757005946,-0.2924394187,0.7112298435,0.4407108632,0.5939295231,-0.191899228,-0.2634256663,0.5993616301,0.2965236207,0.7138019385,-0.1845756401,-0.2340951364,0.5764339774,0.1566428159,0.5357416421,-0.1289967531,-0.213625721,0.7180353571,0.3773119859,0.7729395301,-0.4287871066,-0.4216050124,0.8409577445,0.7186296814,0.9111844058
SPX_80_25_30M_R18,SPX_80_25,SPX,SP500_1X,30m/18m,0.8,0.25,30,18,0.1298696328,130.9825667,0.1598308451,-0.4456843207,0.8890853653,0.1936073755,0.2876203973,0.7123796027,1.601464968,0.1690624357,46.85992884,-0.01083555196,0.2057706569,2.489010571,0.9992102353,1.489706734,27,0.25,1.567907846,0.05509714657,0.1009080288,0.1279106,0.1188153272,0.1355187959,0.003127863352,0.5657614584,0.9025331434,1.179019168,286,0.7830914789,1.017308608,1.048656322,1.179477656,False,-0.2961355462,-0.3716643381,0.9639446871,0.7830914789,0.7163791785,-0.125565673,-0.2297860649,0.5649372715,0.133039901,0.6503715544,-0.1477971262,-0.2417888377,0.5479308965,0.04208136468,0.8280713978,-0.1391520684,-0.2212832439,0.7406195251,0.3941398941,0.7748088864,-0.4321975708,-0.4268980516,1.005196462,0.8510220171,1.042908911
SPX_80_30_15M_R6,SPX_80_30,SPX,SP500_1X,15m/6m,0.8,0.3,15,6,0.1399904391,187.0002168,0.1991063347,-0.4940205542,1.19047975,0.1875844691,0.3118899159,0.6881100841,1.878589834,0.6011108825,146.6058676,-0.02200900398,0.1914561099,1.24705681,0.7473292959,0.4997444095,80,0.3,1.200140877,0.01131768618,0.09464800603,0.1284630885,0.1242402752,0.1415451467,0.003912634799,0.8916300516,1.20251819,1.449787083,641,0.118594506,1.016036082,1.229466306,1.032748609,False,-0.2577092703,-0.3638141122,0.9794440677,0.4857317093,0.879325017,-0.3537276623,-0.3805389627,0.9783247735,0.3413954237,1.1059431,-0.3497812615,-0.3760393378,0.915428706,0.118594506,0.9868060419,-0.2683255808,-0.3138492462,1.083706022,0.5876200854,1.167961294,-0.4831904138,-0.4779391394,1.165718222,0.9367531908,1.230185433
SPX_80_30_15M_R12,SPX_80_30,SPX,SP500_1X,15m/12m,0.8,0.3,15,12,0.143469813,211.1952147,0.1999509963,-0.5065057599,1.202464986,0.2111281675,0.3233029887,0.6766970113,1.879161997,0.3005554413,77.78122791,-0.02006438603,0.1307765153,1.248596851,0.2491444216,0.9995261412,40,0.3,1.417222268,0.01576641774,0.09583032358,0.1254626286,0.1249599246,0.1433729405,0.003108233776,0.7856950482,1.231554556,1.491814178,720,0.118594506,1.015770029,1.285820458,1.069320499,False,-0.249214182,-0.3556365207,0.9517221985,0.4857317093,0.8141584409,-0.3458289845,-0.3799881533,0.9857660366,0.07131642208,1.158023352,-0.3380278689,-0.3647605877,0.8272797287,0.118594506,0.7161403488,-0.248626294,-0.3138492462,1.062583651,0.4953108929,1.1342637,-0.4959428566,-0.4908211592,1.293160442,1.067521133,1.286656379
SPX_80_30_18M_R6,SPX_80_30,SPX,SP500_1X,18m/6m,0.8,0.3,18,6,0.1295980202,129.7312673,0.1907934427,-0.4756076309,1.143855568,0.1811156975,0.3078305017,0.6921694983,1.836025066,0.6086247686,146.9571868,-0.02181791656,0.2424201091,1.495880549,0.9992813142,0.4965776865,81,0.3,1.178888189,0.0007526703344,0.08104223456,0.1157868641,0.1117046582,0.1298254903,0.003961428271,0.8535470538,1.157942632,1.415137438,709,0.2179463803,1.023537617,1.17557619,1.027731317,False,-0.2669590909,-0.3719173673,0.985125453,0.5717281705,0.9000484197,-0.3936092139,-0.4424994637,0.9150602605,0.5545835578,0.9840621814,-0.3759035405,-0.3822658899,0.9208457504,0.1469519749,0.9150460549,-0.1731060463,-0.2541229004,0.8796319613,0.3837118357,0.9875401998,-0.4657175262,-0.4592945617,1.120232303,0.7943385364,1.17629887
SPX_80_30_18M_R12,SPX_80_30,SPX,SP500_1X,18m/12m,0.8,0.3,18,12,0.1405391981,190.6281045,0.191361886,-0.4881960581,1.147318976,0.2143704468,0.3118312422,0.6881687578,1.835487734,0.3080693273,79.37164069,-0.02060330395,0.186141093,1.491594464,0.4982888433,0.9951403149,41,0.3,1.402244864,0.01139183702,0.09183970647,0.1245258252,0.1228226953,0.1405603299,0.003441687774,0.7688845576,1.168802443,1.451267244,627,0.1194850719,1.012938719,1.276211716,1.11234255,False,-0.2487343657,-0.3576485825,0.9475761793,0.5151781536,0.8232058202,-0.3513052327,-0.3887443103,0.8777500368,0.244721999,1.049015961,-0.3135550608,-0.3439382142,0.818941614,0.1194850719,0.7446307352,-0.2277825927,-0.2963604617,0.9946485787,0.4740373255,1.069434733,-0.4777689536,-0.4722864046,1.20343838,1.030224232,1.276014426
SPX_80_30_24M_R6,SPX_80_30,SPX,SP500_1X,24m/6m,0.8,0.3,24,6,0.1246652268,108.9328735,0.179681629,-0.4614131312,1.066267582,0.1824600126,0.3086338247,0.6913661753,1.757633757,0.5935969965,142.1765331,-0.01912942645,0.3184130754,2.000433204,1.49756928,0.5029221292,79,0.3,1.169412901,0.005531479445,0.07824889265,0.1113826879,0.1070541055,0.1247707108,0.003908189875,0.7801012467,1.07182539,1.35762507,601,0.302303441,0.9615689047,1.080357118,1.013213884,False,-0.2395104549,-0.3529841304,0.9235053478,0.5679813309,0.8183067406,-0.3560755669,-0.4120111083,0.8365964,0.5348293847,0.9016839695,-0.3439303263,-0.3509235058,0.8548177725,0.187962523,0.834316369,-0.154651324,-0.2353743929,0.8303080706,0.401841309,0.9095852634,-0.4515371137,-0.4446772034,1.03464143,0.7546239897,1.081088442
SPX_80_30_24M_R12,SPX_80_30,SPX,SP500_1X,24m/12m,0.8,0.3,24,12,0.1359014842,162.0077495,0.1844836066,-0.4797243289,1.091809901,0.1968752045,0.325227296,0.674772704,1.766582605,0.3005554413,77.0776826,-0.01718943333,0.2488403003,2.004928131,0.9993155373,1.005844258,40,0.3,1.376151969,0.02575077365,0.09704011292,0.128404873,0.1220041631,0.1397276637,0.003707136329,0.7817608011,1.105844109,1.418298883,561,0.2934926999,0.9521875055,1.124771512,1.03018988,False,-0.3425934213,-0.4135314577,1.128833245,0.9593341715,0.8715402446,-0.2990801957,-0.3726367019,0.8124498636,0.2934926999,0.8714049815,-0.303669954,-0.309642237,0.8269456297,0.08410945309,0.9611786285,-0.154651324,-0.2353743929,0.8303080706,0.401841309,0.9124649878,-0.4608380436,-0.4549548245,0.9442863631,0.7546239897,1.114493462
