variant,cell,family,underlying,regime,moneyness,premium_budget,maturity_months,roll_months,cagr,terminal_multiple,annualized_volatility,max_drawdown,mean_delta_exposure,delta_exposure_sd,mean_option_weight,mean_treasury_weight,gross_notional,option_turnover_per_year,cost_drag_bps,theta_burden_per_year,vega_per_nav,mean_entry_years,mean_exit_years,mean_held_years,rolls,mean_premium_fraction_of_nav,mean_exit_premium_ratio,cohort_10y_min_cagr,cohort_20y_min_cagr,cohort_20y_median_cagr,cohort_30y_min_cagr,cohort_30y_median_cagr,cagr_per_volatility_point,delta_exposure_p5,delta_exposure_p50,delta_exposure_p95,sessions_after_major_loss,min_exposure_after_loss,mean_exposure_after_loss,recovery_exposure,recovery_exposure_ratio,underexposed_recovery,1987_crash,1987_crash_trough,1987_crash_mean_delta,1987_crash_min_delta,1987_crash_recovery_delta,2000_2002_bust,2000_2002_bust_trough,2000_2002_bust_mean_delta,2000_2002_bust_min_delta,2000_2002_bust_recovery_delta,2008_2009_gfc,2008_2009_gfc_trough,2008_2009_gfc_mean_delta,2008_2009_gfc_min_delta,2008_2009_gfc_recovery_delta,2020_covid,2020_covid_trough,2020_covid_mean_delta,2020_covid_min_delta,2020_covid_recovery_delta,2022_rates,2022_rates_trough,2022_rates_mean_delta,2022_rates_min_delta,2022_rates_recovery_delta
NDX_80_20_15M_R6,NDX_80_20,NDX,NASDAQ100_1X,15m/6m,0.8,0.2,15,6,0.140783167,192.2629512,0.173824501,-0.4957599847,0.697003971,0.1533414044,0.2134455996,0.7865544004,1.483558371,0.4007405884,103.1555809,-0.02960469264,0.1372300152,1.24705681,0.7473292959,0.4997444095,80,0.2,1.27177081,0.03375917885,0.108182794,0.14289761,0.1336692616,0.1498411948,0.003119297985,0.3966848756,0.7170516722,0.9268689248,433,0.4416442063,0.6812062052,0.7281648045,1.044706823,False,-0.1726549475,-0.2388047112,0.5570845777,0.1990818349,0.5271217464,-0.2600630798,-0.2936248331,0.3810783867,0.04876402451,0.5407175346,-0.1651439393,-0.2560731956,0.5633160259,0.1271584325,0.6644381408,-0.1172358346,-0.2090307126,0.7307207322,0.5384692307,0.7982850128,-0.46266603,-0.457913605,0.6271239619,0.4416442063,0.7286110702
NDX_80_20_15M_R12,NDX_80_20,NDX,NASDAQ100_1X,15m/12m,0.8,0.2,15,12,0.1496200877,261.6359716,0.1801963241,-0.5044603739,0.7200320788,0.1712563163,0.2263513433,0.7736486567,1.493680736,0.2003702942,58.48610675,-0.02721279802,0.09301555581,1.248596851,0.2491444216,0.9995261412,40,0.2,1.607372495,0.02972361137,0.1108350296,0.1490005932,0.1415831112,0.1583451454,0.002635469565,0.3861964863,0.7389628047,0.9546865907,415,0.3192588096,0.6945030852,0.7698517288,1.069190876,False,-0.1694534012,-0.236052828,0.5631487776,0.1990818349,0.4926855969,-0.2742288295,-0.2988451583,0.4025552637,0.000176422414,0.5965057095,-0.1591700258,-0.2507499373,0.5158444371,0.1271584325,0.5295422635,-0.1119020019,-0.2090307126,0.7260395663,0.5217248584,0.7766448634,-0.4719374376,-0.4672670131,0.6027074418,0.3192588096,0.7715343332
NDX_80_20_24M_R12,NDX_80_20,NDX,NASDAQ100_1X,24m/12m,0.8,0.2,24,12,0.1364097484,164.9273835,0.1632163146,-0.4736965438,0.6368033273,0.1576273497,0.2287549335,0.7712450665,1.408048394,0.2003702942,56.12989038,-0.02223210411,0.1540756418,2.004928131,0.9993155373,1.005844258,40,0.2,1.522360845,0.03541937866,0.1108808826,0.1379319842,0.1311076759,0.1465931848,0.002761695633,0.3397462354,0.6488856269,0.8778429373,466,0.1166589971,0.4739088876,0.6945169059,1.090630146,False,-0.2609359588,-0.2834780685,0.6881781172,0.5146216597,0.5559586131,-0.2873625218,-0.3444166097,0.3185939715,0.08797202577,0.3985263997,-0.08454525893,-0.1874097812,0.4879300674,0.04786534225,0.7025678739,-0.04033575768,-0.1763094356,0.5348184096,0.3555113288,0.6398381108,-0.425726957,-0.4200020776,0.4684701772,0.3067741381,0.6591181381
NDX_80_25_15M_R6,NDX_80_25,NDX,NASDAQ100_1X,15m/6m,0.8,0.25,15,6,0.1578368046,347.6875051,0.2038502828,-0.527095667,0.8654386258,0.1832425339,0.2642429505,0.7357570495,1.601195675,0.5009257354,128.7473817,-0.03704545637,0.1720363734,1.24705681,0.7473292959,0.4997444095,80,0.25,1.27177081,0.02058886663,0.1135091903,0.1542369975,0.1511506191,0.1667836688,0.003834808242,0.5040955331,0.8900565875,1.141931093,777,0.1574783088,0.6914248477,0.8973917549,1.036921312,False,-0.2182807489,-0.2780989541,0.6995517155,0.2623226782,0.6664562296,-0.3823181092,-0.4000873508,0.4785759771,0.06480284283,0.6699190876,-0.2527211833,-0.3274412255,0.710063864,0.1683621489,0.8134366499,-0.1709560365,-0.2507277951,0.908242912,0.6907806929,0.9599828316,-0.4964179017,-0.4934997048,0.7945656338,0.573059351,0.8986889156
NDX_80_25_15M_R12,NDX_80_25,NDX,NASDAQ100_1X,15m/12m,0.8,0.25,15,12,0.1687079676,504.9347168,0.2109018859,-0.5386818214,0.8893959036,0.2024921852,0.2781972329,0.7218027671,1.611198671,0.2504628677,71.96323762,-0.03409611687,0.1169295203,1.248596851,0.2491444216,0.9995261412,40,0.25,1.607372495,0.01821222079,0.1182669201,0.1624707884,0.161093273,0.1765158365,0.003223706344,0.4978863341,0.9122766306,1.174230729,828,0.0002352288658,0.6317046168,0.9440690556,1.061472233,False,-0.2134748533,-0.2736153446,0.6944984172,0.2623226782,0.6310264651,-0.3829500413,-0.3943415837,0.4952826052,0.0002352288658,0.7299298649,-0.2473351954,-0.3225937799,0.6596890064,0.1683621489,0.6698445727,-0.1647533253,-0.2507277951,0.9030640352,0.6700178978,0.9445873972,-0.5087556612,-0.5059089602,0.7705442171,0.4204009774,0.9468308202
NDX_80_25_24M_R12,NDX_80_25,NDX,NASDAQ100_1X,24m/12m,0.8,0.25,24,12,0.1526945607,291.0768818,0.1887017006,-0.5001886852,0.7861401871,0.1861970239,0.2815236943,0.7184763057,1.504616493,0.2504628677,69.18206956,-0.02769418211,0.1925099171,2.004928131,0.9993155373,1.005844258,40,0.25,1.522360845,0.02379201219,0.1148449284,0.1501710503,0.1479832741,0.1626257626,0.003363553773,0.4337384877,0.8006694637,1.073250229,1180,0.1162474758,0.5247833578,0.8426295553,1.071856609,False,-0.3110528066,-0.3299090463,0.8312647898,0.6513724829,0.6878500096,-0.4040256081,-0.4468998125,0.4022550845,0.1162474758,0.4969969226,-0.1587568998,-0.2311038517,0.6153766818,0.06366813182,0.8451051026,-0.08316787024,-0.1874548487,0.6753133895,0.4593316155,0.7850952823,-0.4538607522,-0.4498789578,0.5990622519,0.4017418553,0.8036698211
NDX_80_30_15M_R6,NDX_80_30,NDX,NASDAQ100_1X,15m/6m,0.8,0.3,15,6,0.1734225354,592.9837228,0.2364923807,-0.5573778819,1.032299693,0.2110910426,0.3142932412,0.6857067588,1.718006452,0.6011108825,154.2452496,-0.04453661289,0.2071765635,1.24705681,0.7473292959,0.4997444095,80,0.3,1.27177081,0.005634498661,0.1156116501,0.1648886969,0.1653316561,0.1814889572,0.004523371254,0.6218817992,1.056498388,1.350453957,1464,0.08300301176,0.8146758882,1.062584503,1.029337227,False,-0.2632119616,-0.3166515337,0.8443076542,0.3328017879,0.8092874848,-0.4898123335,-0.4979931367,0.5777563066,0.08300301176,0.7970066608,-0.3341983396,-0.3976768899,0.8600819633,0.2147539351,0.9572171418,-0.2210756453,-0.2895836681,1.084432135,0.851316305,1.110822545,-0.5286265089,-0.527293159,0.9668820712,0.7148699384,1.064921784
NDX_80_30_15M_R12,NDX_80_30,NDX,NASDAQ100_1X,15m/12m,0.8,0.3,15,12,0.1863284427,917.7245314,0.243720662,-0.5720792106,1.055879757,0.2313791705,0.3286851808,0.6713148192,1.727194577,0.3005554413,85.07960082,-0.04106701576,0.1412388822,1.248596851,0.2491444216,0.9995261412,40,0.3,1.607372495,0.005797722888,0.1226340552,0.1747782536,0.1764802709,0.1934542565,0.003786372922,0.6192244142,1.078711948,1.371521912,1223,0.0003024356151,0.7344042913,1.113053376,1.05414785,False,-0.2567875705,-0.3103755202,0.8252824384,0.3328017879,0.7766158901,-0.4770462484,-0.4828830558,0.5864596822,0.0003024356151,0.8581713175,-0.3299642173,-0.3938464553,0.8108278701,0.2147539351,0.8141008435,-0.2141534833,-0.2895836681,1.079074505,0.8266628474,1.104295398,-0.5442827908,-0.542993727,0.946737494,0.532964078,1.116830717
NDX_80_30_24M_R12,NDX_80_30,NDX,NASDAQ100_1X,24m/12m,0.8,0.3,24,12,0.1677321228,488.3722131,0.216479596,-0.5360399659,0.9325865047,0.212093071,0.3329618105,0.6670381895,1.599624694,0.3005554413,81.93963774,-0.03315401064,0.2310938645,2.004928131,0.9993155373,1.005844258,40,0.3,1.522360845,0.01086683267,0.1175219575,0.1620558474,0.1600368853,0.176593309,0.003934437285,0.5289841226,0.9429030374,1.267585339,1868,0.1100902858,0.717884528,0.4717590841,0.505860938,True,-0.3558470426,-0.3756800234,0.9663385128,0.7916090924,0.817139989,-0.5044849196,-0.5360399659,0.48803844,0.1479495169,0.595394082,-0.229536406,-0.2873584137,0.7458050687,0.08163634448,0.9781475412,-0.1249416945,-0.2164165376,0.8190086439,0.5703766864,0.9256614951,-0.4817888099,-0.4794437241,0.7360544086,0.5062138899,0.9428288677
NDX_80_35_15M_R6,NDX_80_35,NDX,NASDAQ100_1X,15m/6m,0.8,0.35,15,6,0.1875171675,955.1648723,0.2709369608,-0.5869161494,1.197911507,0.237409197,0.3637086509,0.6362913491,1.834202856,0.7012960296,179.6280986,-0.05209671252,0.2427256037,1.24705681,0.7473292959,0.4997444095,80,0.35,1.27177081,-0.01113562561,0.1161979569,0.1741346359,0.1742399879,0.1943745383,0.005183484493,0.7380984408,1.22077544,1.554930238,2219,0.1038329821,1.01440687,0.9201954776,0.7681664897,False,-0.3074858354,-0.3545051807,0.9919865142,0.4118372869,0.9559105927,-0.5835229005,-0.5869161494,0.6790583122,0.1038329821,0.9221020828,-0.4098425074,-0.4630983213,1.013950409,0.2673794902,1.096395473,-0.2679361859,-0.3258791607,1.259624506,1.020760651,1.252190186,-0.5593455081,-0.5593703972,1.144434321,0.8683602429,1.227698545
NDX_80_35_15M_R12,NDX_80_35,NDX,NASDAQ100_1X,15m/12m,0.8,0.35,15,12,0.2024765732,1574.510439,0.2779702685,-0.6043414681,1.22003281,0.258777171,0.3780134908,0.6219865092,1.842019319,0.3506480148,97.86140373,-0.04815511161,0.1660215811,1.248596851,0.2491444216,0.9995261412,40,0.35,1.607372495,-0.008336240525,0.1259303936,0.1860409702,0.1874019741,0.2078154292,0.004323547132,0.7410912109,1.241234461,1.564378348,1819,0.0003799810371,0.9320239311,1.278021173,1.047530168,False,-0.2995107914,-0.3464703719,0.9567872952,0.4118372869,0.9301933596,-0.5589118567,-0.5643992767,0.6768009542,0.0003799810371,0.9816559814,-0.4071978476,-0.4606923156,0.9701283229,0.2673794902,0.9628084213,-0.2604298272,-0.3258791607,1.254437141,0.9923857252,1.256603255,-0.5785502072,-0.5785740116,1.132257162,0.6589983374,1.282170765
NDX_80_35_24M_R12,NDX_80_35,NDX,NASDAQ100_1X,24m/12m,0.8,0.35,24,12,0.1815349418,780.7417298,0.2457453054,-0.6144118945,1.076571109,0.2359628764,0.383239947,0.616760053,1.693331162,0.3506480148,94.43078847,-0.03862929801,0.2699228399,2.004928131,0.9993155373,1.005844258,40,0.35,1.522360845,-0.003378410606,0.1188957046,0.1715521901,0.1689676257,0.188629585,0.004474962216,0.6252550337,1.079674196,1.461156945,2512,0.1022478028,0.8873558489,0.5562850112,0.5167192455,True,-0.396123835,-0.4167606,1.094572358,0.9354664881,0.9439350933,-0.5907601325,-0.6144118945,0.5762649938,0.1837412087,0.6939474255,-0.2970972229,-0.3418273772,0.8796922681,0.1022478028,1.102944313,-0.1656959739,-0.2481012204,0.9661890995,0.6894278799,1.062002033,-0.5095133786,-0.5086222007,0.8800796574,0.6216921786,1.077663235
NDX_80_40_15M_R6,NDX_80_40,NDX,NASDAQ100_1X,15m/6m,0.8,0.4,15,6,0.2000825417,1454.08325,0.3067738315,-0.6677108004,1.362585384,0.2626904938,0.4125928305,0.5874071695,1.949992553,0.8014811767,204.8688476,-0.05974592376,0.2787663143,1.24705681,0.7473292959,0.4997444095,80,0.4,1.27177081,-0.03042667741,0.1151938111,0.181503454,0.1815240993,0.2055627288,0.005813163575,0.8600082397,1.379908405,1.754812884,2928,0.1279071228,1.200543476,1.043156034,0.7655711313,False,-0.3511370036,-0.3916994053,1.14332887,0.5010880301,1.106664092,-0.6644558023,-0.6677108004,0.7829661971,0.1279071228,1.045319147,-0.4799118072,-0.5235014541,1.172355165,0.3275857799,1.231517317,-0.3118373141,-0.3598592726,1.434147309,1.199876464,1.385215896,-0.5886268306,-0.5898044386,1.327622953,1.035035175,1.38736415
NDX_80_40_15M_R12,NDX_80_40,NDX,NASDAQ100_1X,15m/12m,0.8,0.4,15,12,0.2171255511,2553.330467,0.3133485682,-0.6362136888,1.382365125,0.2854853052,0.4263575403,0.5736424597,1.956007584,0.4007405884,110.3274903,-0.05539310882,0.1913668988,1.248596851,0.2491444216,0.9995261412,40,0.4,1.607372495,-0.02365427529,0.1280912663,0.1966844164,0.1968291788,0.2211370169,0.004834747256,0.8659152107,1.404554472,1.766301556,2440,0.0004704495758,1.139630321,1.43826645,1.0404389,False,-0.3417384269,-0.3820073989,1.090258895,0.5010880301,1.092610424,-0.6303682085,-0.6353790277,0.7670228507,0.0004704495758,1.100758487,-0.4791721111,-0.5228237535,1.138613999,0.3275857799,1.116545548,-0.3038695768,-0.3598592726,1.429512896,1.167999209,1.402230275,-0.6115882824,-0.6127001603,1.328250436,0.8010759425,1.443396839
NDX_80_40_24M_R12,NDX_80_40,NDX,NASDAQ100_1X,24m/12m,0.8,0.4,24,12,0.1940981169,1190.98307,0.2760777519,-0.6816535418,1.218490223,0.258403557,0.4325117937,0.5674882063,1.785978429,0.4007405884,106.6771614,-0.04413852327,0.3090987686,2.004928131,0.9993155373,1.005844258,40,0.4,1.522360845,-0.01898455704,0.1189340755,0.1788330726,0.1766600324,0.1996244941,0.004985039657,0.7252914454,1.212337091,1.647797106,2751,0.1261320725,1.035229168,0.6433619015,0.5279992318,True,-0.4325337476,-0.4538366117,1.216922331,1.083086732,1.068335693,-0.6646051445,-0.6816535418,0.6673063925,0.224468479,0.7929181835,-0.3616310981,-0.3944463993,1.017583875,0.1261320725,1.220521328,-0.2054675833,-0.2789441585,1.117170702,0.8173834133,1.19452898,-0.5370366742,-0.5374219093,1.031867706,0.7500127169,1.209158344
NDX_85_20_15M_R6,NDX_85_20,NDX,NASDAQ100_1X,15m/6m,0.85,0.2,15,6,0.1475316031,243.3146587,0.1862509716,-0.511095721,0.7733626718,0.1937155809,0.2142413339,0.7857586661,1.559121338,0.4007405884,104.4050806,-0.03963413038,0.2052947041,1.24705681,0.7473292959,0.4997444095,80,0.2,1.294025323,0.02966456538,0.1124649575,0.1473994355,0.1401611755,0.1572778257,0.004432703599,0.4087281301,0.7937098399,1.090529193,481,0.1462683778,0.7172046654,0.7954385727,1.028545341,False,-0.1803264598,-0.2488586063,0.6196717895,0.1907269092,0.5597615996,-0.2723360822,-0.3050053249,0.391861371,0.04370909715,0.5653171784,-0.1869427698,-0.2778484508,0.6149796439,0.116522547,0.7100168207,-0.1388062978,-0.2291187389,0.8208565203,0.5661209198,0.8789356728,-0.4784610548,-0.4741526893,0.6551052589,0.4300072658,0.795315439
NDX_85_20_15M_R12,NDX_85_20,NDX,NASDAQ100_1X,15m/12m,0.85,0.2,15,12,0.1592399345,364.913161,0.1947624667,-0.5158466093,0.8061595577,0.2187199681,0.2277597613,0.7722402387,1.578399796,0.2003702942,59.97323497,-0.0370683193,0.1422678655,1.248596851,0.2491444216,0.9995261412,40,0.2,1.672416143,0.02360570616,0.1163621576,0.1546851298,0.1513806389,0.1671867127,0.00401839955,0.3829657869,0.8280525846,1.144092347,443,0.215126716,0.7121568896,0.8522035943,1.05711529,False,-0.1758969246,-0.2449198494,0.6222430451,0.1907269092,0.5179242204,-0.294422571,-0.3179826749,0.4207540061,9.249869955e-05,0.6286475691,-0.1803299429,-0.2719749858,0.5485529911,0.116522547,0.553662708,-0.1335318685,-0.2291187389,0.8152576126,0.5505614664,0.8673792795,-0.4835290678,-0.4792625686,0.5921716267,0.2574762569,0.8538868095
NDX_85_20_24M_R12,NDX_85_20,NDX,NASDAQ100_1X,24m/12m,0.85,0.2,24,12,0.1421732166,201.8418498,0.17255077,-0.4804202713,0.6931156435,0.1903060703,0.2303638858,0.7696361142,1.462751758,0.2003702942,57.0384023,-0.02818982058,0.2135342464,2.004928131,0.9993155373,1.005844258,40,0.2,1.561671523,0.0325942296,0.1138502612,0.1421672574,0.1377058216,0.1526948349,0.00364457187,0.3377590078,0.7040264254,1.015187793,595,0.08341938954,0.4413585655,0.7440613541,1.073502468,False,-0.282220569,-0.3039418595,0.7563419078,0.547989354,0.5911222493,-0.3009048975,-0.35776072,0.3268377268,0.08341938954,0.4085215028,-0.09518718426,-0.1903091787,0.5182797592,0.04088554589,0.7436759962,-0.04749837777,-0.1774778241,0.5733035803,0.3689747374,0.6972141246,-0.4313537499,-0.4261361145,0.4682582348,0.2778110562,0.7011475377
NDX_85_25_15M_R6,NDX_85_25,NDX,NASDAQ100_1X,15m/6m,0.85,0.25,15,6,0.165601963,454.037036,0.2201858755,-0.545873122,0.9595506348,0.2319557163,0.2649425002,0.7350574998,1.694608135,0.5009257354,130.1681838,-0.04955884961,0.2570968035,1.24705681,0.7473292959,0.4997444095,80,0.25,1.294025323,0.01518410859,0.1162316875,0.1598728235,0.1583697963,0.174445857,0.00544022421,0.5231838529,0.9846035145,1.346164737,891,0.1483922581,0.726036457,0.9795160187,1.020807014,False,-0.2273937552,-0.290137974,0.7771419451,0.2516365823,0.7082711566,-0.3955996683,-0.4125051684,0.4920312743,0.05811233317,0.7005475373,-0.2775743028,-0.3527312515,0.7747567714,0.1544315931,0.8682715656,-0.1957174427,-0.2738836071,1.019028214,0.7288619176,1.053702126,-0.5152438743,-0.5127803667,0.8313195385,0.5595671658,0.9801212357
NDX_85_25_15M_R12,NDX_85_25,NDX,NASDAQ100_1X,15m/12m,0.85,0.25,15,12,0.1799190633,739.2260397,0.229659859,-0.552928959,0.9946073154,0.2590756975,0.279409612,0.720590388,1.715197703,0.2504628677,73.59176859,-0.04641733615,0.1785912375,1.248596851,0.2491444216,0.9995261412,40,0.25,1.672416143,0.01050923831,0.1221550592,0.1691020568,0.1714983246,0.1874100047,0.004905668508,0.497497491,1.018997459,1.39422838,964,0.000123331332,0.6468342718,1.043794574,1.049453949,False,-0.2208318948,-0.2839087452,0.7642359907,0.2516365823,0.6642426083,-0.4032089568,-0.4136951691,0.5165639516,0.000123331332,0.7693039341,-0.2718248155,-0.3475799072,0.7023389251,0.1544315931,0.7009635721,-0.1896158718,-0.2738836071,1.012790895,0.708301885,1.051853028,-0.5227756025,-0.5203503708,0.7587004423,0.3402409433,1.046351322
NDX_85_25_24M_R12,NDX_85_25,NDX,NASDAQ100_1X,24m/12m,0.85,0.25,24,12,0.1594486109,367.5450561,0.2009261068,-0.5088706899,0.8547459405,0.2251773232,0.2831212937,0.7168787063,1.571624647,0.2504628677,70.19627233,-0.03507728034,0.2664558601,2.004928131,0.9993155373,1.005844258,40,0.25,1.561671523,0.02015193881,0.1182026169,0.1557029273,0.1540552489,0.1695465563,0.004431463075,0.4310982291,0.8703439547,1.234722308,1392,0.1103129363,0.5690432741,0.9007423369,1.053812945,False,-0.3344536549,-0.3546592151,0.9106544636,0.6939408275,0.7312582543,-0.4182066717,-0.4608891345,0.412516032,0.1103129363,0.5096313097,-0.1708755088,-0.2423985925,0.6533885626,0.05440895284,0.8933972814,-0.09174127617,-0.192047581,0.7238608494,0.4770892667,0.8532450336,-0.4608408808,-0.4571732925,0.5998123022,0.3648447918,0.8528950573
NDX_85_30_15M_R6,NDX_85_30,NDX,NASDAQ100_1X,15m/6m,0.85,0.3,15,6,0.1819573943,791.9650349,0.2565399246,-0.5788628488,1.143845426,0.2676922477,0.3148296468,0.6851703532,1.829015779,0.6011108825,155.7855577,-0.05953931767,0.3092985392,1.24705681,0.7473292959,0.4997444095,80,0.3,1.294025323,-0.001173276204,0.118377622,0.17023354,0.1709111015,0.1904402621,0.006406210572,0.6423461263,1.167915332,1.590628638,1769,0.07447275044,0.8922674561,1.158906865,1.013167373,False,-0.2736047325,-0.3304990676,0.9367581339,0.3197023737,0.8607504839,-0.5034911593,-0.5108172124,0.5939343528,0.07447275044,0.8336296287,-0.3613069248,-0.4257858646,0.9379761155,0.1972032025,1.020737471,-0.248429549,-0.3152786079,1.215379975,0.9012400565,1.21597185,-0.5501517066,-0.54925534,1.013289067,0.7002157749,1.160549322
NDX_85_30_15M_R12,NDX_85_30,NDX,NASDAQ100_1X,15m/12m,0.85,0.3,15,12,0.1988398879,1395.163784,0.2663950575,-0.5886011051,1.179619111,0.2964351215,0.3295896015,0.6704103985,1.85002951,0.3005554413,86.78069349,-0.05587870992,0.2154186212,1.248596851,0.2491444216,0.9995261412,40,0.3,1.672416143,-0.003543451153,0.1267521549,0.1822660312,0.1844772434,0.204742889,0.005751097252,0.6201512513,1.200928095,1.619169327,1459,0.0001585684624,0.8029077748,1.229032759,1.041889494,False,-0.2649286975,-0.3219512463,0.9049946212,0.3197023737,0.8186869187,-0.4967100658,-0.5027088127,0.6104745041,0.0001585684624,0.9045268187,-0.357086456,-0.4219914712,0.8643897865,0.1972032025,0.8527204087,-0.2416548874,-0.3152786079,1.208868851,0.8755336438,1.22644201,-0.5605538712,-0.5596782319,0.9343880234,0.4330402939,1.232645859
NDX_85_30_24M_R12,NDX_85_30,NDX,NASDAQ100_1X,24m/12m,0.85,0.3,24,12,0.1753260113,632.6269147,0.231367206,-0.5499814858,1.013023415,0.2569186794,0.3344502866,0.6655497134,1.678573129,0.3005554413,83.02821615,-0.04195014692,0.3194650173,2.004928131,0.9993155373,1.005844258,40,0.3,1.561671523,0.006378318557,0.1211463002,0.1676070793,0.1646202006,0.1840174682,0.005176000543,0.5303461917,1.02262047,1.45624946,2123,0.06980055974,0.7760469356,0.4792835511,0.4731218883,True,-0.3807131969,-0.4019757222,1.055641995,0.8437585918,0.86860179,-0.5187094932,-0.5499814858,0.5003300165,0.1405128637,0.6107246599,-0.242781367,-0.3000358629,0.7916385575,0.06980055974,1.03286079,-0.1347937439,-0.2258451185,0.8778580054,0.5929095476,1.003572943,-0.4901016501,-0.4880894428,0.73833073,0.4611610097,0.9984158702
NDX_85_35_15M_R6,NDX_85_35,NDX,NASDAQ100_1X,15m/6m,0.85,0.35,15,6,0.1965784318,1293.853945,0.2945574745,-0.6104453039,1.326655935,0.3015196515,0.3640321699,0.6359678301,1.962623765,0.7012960296,181.2350648,-0.06960127168,0.3620128459,1.24705681,0.7473292959,0.4997444095,80,0.35,1.294025323,-0.01943124922,0.1188424485,0.1796977703,0.179918886,0.2031110554,0.007328733616,0.7630819424,1.347566587,1.824088321,2569,0.09321835562,1.127241231,1.334309033,1.005768714,False,-0.3190087213,-0.3699989442,1.099222651,0.3962641212,1.017536822,-0.5970888962,-0.6005162172,0.6980411294,0.09321835562,0.9646913611,-0.4384797344,-0.4928153379,1.105298266,0.2458370657,1.168122818,-0.2973810806,-0.35367046,1.41036189,1.08284098,1.367446457,-0.5832548234,-0.5836755715,1.201482365,0.8534403197,1.337078729
NDX_85_35_15M_R12,NDX_85_35,NDX,NASDAQ100_1X,15m/12m,0.85,0.35,15,12,0.2159996073,2460.701537,0.3043696418,-0.6232004307,1.361894248,0.3317593713,0.3785297343,0.6214702657,1.983364514,0.3506480148,99.57031097,-0.06549400405,0.2528661788,1.248596851,0.2491444216,0.9995261412,40,0.35,1.672416143,-0.01944183089,0.1301020458,0.194414106,0.1957209297,0.2199671121,0.006554963315,0.7510755461,1.386090533,1.845426474,2239,0.0001992264728,1.040199396,1.40931439,1.034819254,False,-0.3083418167,-0.3592242828,1.046074768,0.3962641212,0.9821401106,-0.5775674512,-0.5831447686,0.70327713,0.0001992264728,1.034767989,-0.4362949876,-0.4908419985,1.035754516,0.2458370657,1.009507742,-0.290071293,-0.35367046,1.403978171,1.053139965,1.392237816,-0.5969002438,-0.5973072154,1.120409057,0.5378170336,1.413569382
NDX_85_35_24M_R12,NDX_85_35,NDX,NASDAQ100_1X,24m/12m,0.85,0.35,24,12,0.1898248207,1032.145975,0.2631122004,-0.6280373954,1.168469494,0.2862609871,0.3845439694,0.6154560306,1.783925525,0.3506480148,95.56658493,-0.04883194047,0.3726987479,2.004928131,0.9993155373,1.005844258,40,0.35,1.561671523,-0.008747164873,0.1226704173,0.1771836991,0.1738312278,0.1970591579,0.005879500145,0.6314728663,1.170322919,1.671662139,2629,0.08747621605,0.9440568255,0.5652492242,0.4837518027,True,-0.4219684993,-0.4440930137,1.1927555,0.9975983375,1.003271226,-0.6045911868,-0.6280373954,0.5906192032,0.1746688549,0.7120339409,-0.3111631718,-0.355347202,0.93357586,0.08747621605,1.163454132,-0.176703189,-0.2586535434,1.035617563,0.7172898532,1.148805985,-0.5191386545,-0.5185858996,0.8845569396,0.5683283811,1.138948767
NDX_85_40_15M_R6,NDX_85_40,NDX,NASDAQ100_1X,15m/6m,0.85,0.4,15,6,0.2094278296,1981.95521,0.3338863136,-0.6807531999,1.508371998,0.3339910457,0.4126685264,0.5873314736,2.095703472,0.8014811767,206.4874979,-0.07977235722,0.4153626586,1.24705681,0.7473292959,0.4997444095,80,0.4,1.294025323,-0.04031928377,0.1175500925,0.1877782197,0.1870820393,0.2141311004,0.008205207839,0.8910351661,1.522250953,2.052066634,3241,0.1149117662,1.311225424,1.091427159,0.723579568,True,-0.3636513336,-0.4086900295,1.265355042,0.4830184026,1.179017618,-0.677495442,-0.6807531999,0.8048705399,0.1149117662,1.093852167,-0.5094188897,-0.554185975,1.277505161,0.3016270683,1.311048644,-0.3429515086,-0.3893745348,1.60440918,1.275620199,1.509492783,-0.6146211948,-0.6161345435,1.396424588,1.02100643,1.510131743
NDX_85_40_15M_R12,NDX_85_40,NDX,NASDAQ100_1X,15m/12m,0.85,0.4,15,12,0.2313667359,4062.703048,0.3433560193,-0.6570078941,1.542076735,0.3659157033,0.426430919,0.573569081,2.115645816,0.4007405884,111.9811325,-0.07530879571,0.2910654196,1.248596851,0.2491444216,0.9995261412,40,0.4,1.672416143,-0.03654440181,0.1321385158,0.2051067042,0.2052047599,0.2357010309,0.007316541553,0.8842622801,1.569033281,2.076257287,2919,0.0002466605244,1.271566047,1.584479185,1.027496978,False,-0.3511899696,-0.3958632685,1.188940313,0.4830184026,1.155628529,-0.647759788,-0.6528016777,0.795753095,0.0002466605244,1.160424246,-0.5096236594,-0.5543720589,1.21767945,0.3016270683,1.17199712,-0.335230638,-0.3893745348,1.598595386,1.242117162,1.550166764,-0.6318498989,-0.6332955919,1.318177385,0.6570499684,1.589800241
