series,fund,lag,cost_bps,deployment,cap,harvest,rebalance,entry_close,first_return,last_return,observations,cagr,max_drawdown,terminal_multiple,years,annualized_volatility,sharpe,longest_underwater_calendar_days,max_drawdown_peak,max_drawdown_trough,max_drawdown_recovery,max_drawdown_recovered,max_drawdown_recovery_days_from_trough,max_drawdown_recovery_days_from_peak,worst_calendar_year,worst_calendar_year_return,best_calendar_year,best_calendar_year_return,worst_rolling_1y_cagr,worst_rolling_5y_cagr,worst_rolling_10y_cagr,worst_rolling_20y_cagr,cohort_20y_count,cohort_20y_min_cagr,cohort_20y_median_cagr,worst_rolling_30y_cagr,cohort_30y_count,cohort_30y_min_cagr,cohort_30y_median_cagr,switch_count,switches_per_year,average_reserve_weight,median_reserve_weight,fraction_reserve_zero,fraction_reserve_at_cap,fraction_reserve_above_cap,average_risky_exposure,average_effective_equity_exposure,average_leverage,average_total_safe_asset_weight,average_risky_sleeve_leverage,fraction_at_1x,fraction_at_2x,fraction_at_3x,fraction_sleeve_at_1x,fraction_sleeve_at_2x,fraction_sleeve_at_3x,reserve_accumulation_trades,reserve_deployment_trades,reserve_rebalance_sell_trades,leverage_state_trades,traded_transition_days,total_charged_transitions,reserve_turnover,risky_sleeve_turnover,net_asset_turnover,sum_dollar_costs,direct_log_cost_drag,direct_wealth_cost_drag,total_trading_cost_drag,cost_cagr_drag,rolling_20y_min_terminal_multiple,rolling_20y_median_terminal_multiple,rolling_30y_min_terminal_multiple,rolling_30y_median_terminal_multiple
HWM_RESERVE_HOLD_ONLY,UPRO,LAG1,50,hold,0.15,0.1,rule,1986-09-26,1986-09-29,2026-09-02,10059,0.137217311,-0.7468724276,169.8513857,39.93429158,0.3235226731,0.4641704872,5431,1999-07-16,2009-03-09,2014-05-29,True,1907,5431,2000,-0.470775764,1995,1.093641378,-0.4983804525,-0.1645927168,-0.1210791543,0.01352086492,240,0.02233047239,0.09588947279,0.09644383213,120,0.1002168957,0.1198531822,0,0,0.1417667973,0.1118845727,0.0002982403817,0,0.3452629486,0.8582332027,2.183532491,2.183532491,0.1417667973,2.514862312,0.0002982403817,0,0,0.2425688438,0,0.7574311562,488,0,0,261,748,748,0.5136349681,218.208812,218.7218097,21.06695005,1.095911705,0.6657652555,0.6303021272,0.02869279026,1.555342783,6.242165072,17.55521211,29.84713672
ASYMMETRIC_RESERVE_BAND_HOLD_ONLY,UPRO,LAG1,50,hold,0.2,0.1,rule,1986-09-26,1986-09-29,2026-09-02,10059,0.1368883079,-0.7939740423,167.9000692,39.93429158,0.3383098319,0.4575763247,5451,1999-07-16,2009-03-09,2014-06-18,True,1927,5451,2000,-0.5026722389,1995,1.091997116,-0.5336650609,-0.1874000876,-0.1377352023,0.01102603099,240,0.02019975561,0.09449914146,0.09610217312,120,0.0999147552,0.1192481412,0,0,0.100372244,0.09750882708,0,0,0.009941346058,0.899627756,2.275953365,2.275953365,0.100372244,2.514862312,0,0,0,0.2425688438,0,0.7574311562,7,0,0,261,268,268,0.3532134963,231.4782836,231.8314971,21.1866084,1.161734147,0.6870569791,0.6870569791,0.03355914948,1.491778361,6.087249131,17.41115012,29.38178126
MATCHED_FIXED_FOR_HWM_RESERVE,UPRO,LAG2,0,none,0,0,quarterly,1986-09-26,1986-09-29,2026-09-02,10059,0.1907646498,-0.7329279136,1066.731032,39.93429158,0.377018683,0.5707563519,2863,1999-07-16,2002-10-09,2007-05-18,True,1682,2863,2000,-0.4619522097,1995,1.22788602,-0.541049496,-0.1445556152,-0.09780544068,0.08358870511,240,0.08848370485,0.1563549575,0.1459609602,120,0.1502009958,0.1828338407,0,0,0,0,1,,,1,2.514663485,2.514663485,0,2.514663485,0.2426682573,0,0.7573317427,0.2426682573,0,0.7573317427,0,0,0,261,261,0,0,261,261,0,-0,0,0,0,5.45052877,18.2772059,66.57257759,154.150737
MATCHED_FIXED_FOR_ASYMMETRIC_RESERVE_BAND,UPRO,LAG2,0,none,0.05,0,quarterly,1986-09-26,1986-09-29,2026-09-02,10059,0.1860122555,-0.710228011,909.2824065,39.93429158,0.3577771729,0.570161704,2849,1999-07-16,2002-10-09,2007-05-04,True,1668,2849,2000,-0.4417789693,1995,1.153560789,-0.5202020817,-0.1330158144,-0.08995546975,0.08321739841,240,0.08753757262,0.1529127036,0.1431917854,120,0.1472336499,0.1779137212,0,0,0.04956063501,0.04888297304,0,,,0.950439365,2.392404876,2.392404876,0.04956063501,2.514663485,0,0,0,0.2426682573,0,0.7573317427,104,0,56,261,417,0,1.08807829,246.6386003,247.6930894,0,-0,0,0,-6.661338148e-16,5.356552932,17.21921145,61.60812155,136.0298648
MATCHED_FIXED_FOR_HWM_DRAWDOWN,UPRO,LAG2,0,none,0.05,0,quarterly,1986-09-26,1986-09-29,2026-09-02,10059,0.1860122555,-0.710228011,909.2824065,39.93429158,0.3577771729,0.570161704,2849,1999-07-16,2002-10-09,2007-05-04,True,1668,2849,2000,-0.4417789693,1995,1.153560789,-0.5202020817,-0.1330158144,-0.08995546975,0.08321739841,240,0.08753757262,0.1529127036,0.1431917854,120,0.1472336499,0.1779137212,0,0,0.04956063501,0.04888297304,0,,,0.950439365,2.392404876,2.392404876,0.04956063501,2.514663485,0,0,0,0.2426682573,0,0.7573317427,104,0,56,261,417,0,1.08807829,246.6386003,247.6930894,0,-0,0,0,-6.661338148e-16,5.356552932,17.21921145,61.60812155,136.0298648
MATCHED_FIXED_FOR_BAND_DRAWDOWN,UPRO,LAG2,0,none,0.1,0,quarterly,1986-09-26,1986-09-29,2026-09-02,10059,0.1808730801,-0.6859320158,764.5123965,39.93429158,0.3386554125,0.5695410436,2840,1999-07-16,2002-10-09,2007-04-25,True,1659,2840,2000,-0.4210502918,1995,1.081072433,-0.4986823127,-0.1216845201,-0.08224340494,0.08247254203,240,0.08630163044,0.148966925,0.1400776886,120,0.1439188919,0.1726311542,0,0,0.09907838862,0.09788103635,0,,,0.9009216114,2.26996329,2.26996329,0.09907838862,2.514663485,0,0,0,0.2426682573,0,0.7573317427,104,0,56,261,417,0,2.0592071,232.4530976,234.4493698,0,-0,0,0,4.440892099e-16,5.236108383,16.07498476,56.48549158,118.8689181
FIXED_90_10,UPRO,LAG2,0,none,0.1,0,monthly,1986-09-26,1986-09-29,2026-09-02,10059,0.1805960764,-0.6870807005,757.3833555,39.93429158,0.3384125376,0.5689949062,2840,1999-07-16,2002-10-09,2007-04-25,True,1659,2840,2000,-0.4201248756,1995,1.073315753,-0.5000690908,-0.1229643655,-0.08235223957,0.08180958229,240,0.08621275615,0.1485135762,0.1401072297,120,0.143916736,0.172077717,0,0,0.09979753461,0.09947942136,0,,,0.9002024654,2.265215155,2.265215155,0.09979753461,2.514663485,0,0,0,0.2426682573,0,0.7573317427,287,0,193,261,728,0,3.472936786,233.614419,236.9615081,0,-0,0,0,-6.661338148e-16,5.227547336,15.94860365,56.48229776,117.2001
FIXED_85_15,UPRO,LAG2,0,none,0.15,0,monthly,1986-09-26,1986-09-29,2026-09-02,10059,0.1749611426,-0.6616782859,625.6609278,39.93429158,0.3192326635,0.5681239733,2835,1999-07-16,2002-10-09,2007-04-20,True,1654,2835,2000,-0.3983766055,1995,0.9996910086,-0.4784943223,-0.1123785888,-0.07481832674,0.08047807175,240,0.08465438535,0.1440348214,0.1366634586,120,0.1402563334,0.1662995274,0,0,0.1496747156,0.1492623002,0,,,0.8503252844,2.140410845,2.140410845,0.1496747156,2.514663485,0,0,0,0.2426682573,0,0.7573317427,287,0,193,261,728,0,4.916122873,220.04871,224.7879245,0,-0,0,0,6.661338148e-16,5.079576785,14.74976295,51.30418901,101.0472471
FIXED_90_10,UPRO,LAG2,0,none,0.1,0,annual,1986-09-26,1986-09-29,2026-09-02,10059,0.181762634,-0.6810060601,787.8513978,39.93429158,0.3409402644,0.5703055572,2835,1999-07-16,2002-10-09,2007-04-20,True,1654,2835,2000,-0.4112058479,1995,1.111321115,-0.4954974198,-0.122269303,-0.08035537907,0.08354179369,240,0.08749195867,0.1501403784,0.1404339842,120,0.1443816676,0.1741036445,0,0,0.09635375099,0.09548393756,0,,,0.903646249,2.283609188,2.283609188,0.09635375099,2.514663485,0,0,0,0.2426682573,0,0.7573317427,27,0,13,261,299,0,1.126265781,231.3726423,232.4591425,0,-0,0,0,-6.661338148e-16,5.352061386,16.40654094,57.17510091,123.4206995
FIXED_85_15,UPRO,LAG2,0,none,0.15,0,annual,1986-09-26,1986-09-29,2026-09-02,10059,0.1766691564,-0.6527606393,663.0285005,39.93429158,0.3230061362,0.5698885889,2763,1999-07-16,2002-10-09,2007-02-07,True,1582,2763,2000,-0.3857160022,1995,1.052995633,-0.4718765878,-0.1115467099,-0.07205107386,0.08268978654,240,0.08647474489,0.1465241527,0.137163857,120,0.1409571428,0.1691122036,0,0,0.1444294509,0.143586153,0,,,0.8555705491,2.167284197,2.167284197,0.1444294509,2.514663485,0,0,0,0.2426682573,0,0.7573317427,27,0,13,261,299,0,1.599169713,216.9422646,218.4859338,0,-0,0,0,6.661338148e-16,5.252822334,15.41086271,52.25866885,108.6104585
HWM_GRID,UPRO,LAG2,0,staged,0.1,0.05,rule,1986-09-26,1986-09-29,2026-09-02,10059,0.1908215957,-0.7318998764,1068.770147,39.93429158,0.3740432148,0.572350001,2863,1999-07-16,2002-10-09,2007-05-18,True,1682,2863,2000,-0.461705076,1995,1.216075791,-0.5410084646,-0.141811718,-0.09742650009,0.0833762396,240,0.08809799643,0.1556742146,0.1459576625,120,0.1501401762,0.1823927608,0,0,0.006245360378,0.0004443432432,0.3911919674,0,0,0.9937546396,2.498421146,2.498421146,0.006245360378,2.514663485,0.1064718163,0,0.2933691222,0.2426682573,0,0.7573317427,630,122,0,261,934,0,0.6897816949,259.9371399,260.4153223,0,-0,0,0,-4.440892099e-16,5.412030211,18.06691624,66.46704815,152.443652
HWM_GRID,UPRO,LAG2,0,staged,0.1,0.1,rule,1986-09-26,1986-09-29,2026-09-02,10059,0.1908700326,-0.7308778347,1070.507562,39.93429158,0.3711536338,0.5739329822,2863,1999-07-16,2002-10-09,2007-05-18,True,1682,2863,2000,-0.4614610501,1995,1.204302522,-0.5409610093,-0.1391499712,-0.09704216435,0.08317438787,240,0.08772762664,0.1553060017,0.1459505957,120,0.1500761641,0.1819428566,0,0,0.01243182105,0.0009626575696,0.3909931405,0,0.001988269212,0.987568179,2.482288082,2.482288082,0.01243182105,2.514663485,0.1064718163,0,0.2845213242,0.2426682573,0,0.7573317427,633,122,0,261,937,0,1.377706048,258.8906067,259.8483171,0,-0,0,0,4.440892099e-16,5.375305871,17.95562057,66.35615412,150.7231019
HWM_GRID,UPRO,LAG2,0,staged,0.1,0.15,rule,1986-09-26,1986-09-29,2026-09-02,10059,0.1908110731,-0.7298618516,1068.393067,39.93429158,0.3684143628,0.5752415076,2863,1999-07-16,2002-10-09,2007-05-18,True,1682,2863,2000,-0.4612201012,1995,1.192568731,-0.5409073126,-0.1371457843,-0.09665264327,0.08298252204,240,0.08737148498,0.1544437443,0.1458144527,120,0.1498831999,0.1813196548,0,0,0.01844703727,0.001528663427,0.388308977,0.0006958942241,0.02097624018,0.9815529627,2.466520474,2.466520474,0.01844703727,2.514663485,0.1064718163,0,0.2818371608,0.2426682573,0,0.7573317427,636,122,0,261,940,0,2.040570609,257.9111525,259.3366228,0,-0,0,0,-2.220446049e-16,5.3402157,17.6898749,66.02294555,148.2615398
HWM_GRID,UPRO,LAG2,0,staged,0.15,0.05,rule,1986-09-26,1986-09-29,2026-09-02,10059,0.1908215957,-0.7318998764,1068.770147,39.93429158,0.3740432148,0.572350001,2863,1999-07-16,2002-10-09,2007-05-18,True,1682,2863,2000,-0.461705076,1995,1.216075791,-0.5410084646,-0.141811718,-0.09742650009,0.0833762396,240,0.08809799643,0.1556742146,0.1459576625,120,0.1501401762,0.1823927608,0,0,0.006245360378,0.0004443432432,0.3911919674,0,0,0.9937546396,2.498421146,2.498421146,0.006245360378,2.514663485,0.1064718163,0,0.2933691222,0.2426682573,0,0.7573317427,630,122,0,261,934,0,0.6897816949,259.9371399,260.4153223,0,-0,0,0,-4.440892099e-16,5.412030211,18.06691624,66.46704815,152.443652
HWM_GRID,UPRO,LAG2,0,staged,0.15,0.1,rule,1986-09-26,1986-09-29,2026-09-02,10059,0.1908700326,-0.7308778347,1070.507562,39.93429158,0.3711536338,0.5739329822,2863,1999-07-16,2002-10-09,2007-05-18,True,1682,2863,2000,-0.4614610501,1995,1.204302522,-0.5409610093,-0.1391499712,-0.09704216435,0.08317438787,240,0.08772762664,0.1553060017,0.1459505957,120,0.1500761641,0.1819428566,0,0,0.01243182105,0.0009626575696,0.3909931405,0,0,0.987568179,2.482288082,2.482288082,0.01243182105,2.514663485,0.1064718163,0,0.2845213242,0.2426682573,0,0.7573317427,633,122,0,261,937,0,1.377706048,258.8906067,259.8483171,0,-0,0,0,4.440892099e-16,5.375305871,17.95562057,66.35615412,150.7231019
HWM_GRID,UPRO,LAG2,0,staged,0.15,0.15,rule,1986-09-26,1986-09-29,2026-09-02,10059,0.1909060722,-0.729861213,1071.802079,39.93429158,0.3683451005,0.5754951974,2863,1999-07-16,2002-10-09,2007-05-18,True,1682,2863,2000,-0.4612199512,1995,1.192568731,-0.5409073066,-0.1365855706,-0.09665243889,0.08298252676,240,0.087371542,0.1546276069,0.1459361278,120,0.150005307,0.1814451117,0,0,0.01856200172,0.001528663427,0.388308977,0,0.001888855751,0.9814379983,2.466260182,2.466260182,0.01856200172,2.514663485,0.1064718163,0,0.2818371608,0.2426682573,0,0.7573317427,639,122,0,261,943,0,2.063789615,257.8597688,259.2982469,0,-0,0,0,-4.440892099e-16,5.3402213,17.74631946,66.23361051,148.7346103
HWM_GRID,UPRO,LAG2,0,staged,0.2,0.05,rule,1986-09-26,1986-09-29,2026-09-02,10059,0.1908215957,-0.7318998764,1068.770147,39.93429158,0.3740432148,0.572350001,2863,1999-07-16,2002-10-09,2007-05-18,True,1682,2863,2000,-0.461705076,1995,1.216075791,-0.5410084646,-0.141811718,-0.09742650009,0.0833762396,240,0.08809799643,0.1556742146,0.1459576625,120,0.1501401762,0.1823927608,0,0,0.006245360378,0.0004443432432,0.3911919674,0,0,0.9937546396,2.498421146,2.498421146,0.006245360378,2.514663485,0.1064718163,0,0.2933691222,0.2426682573,0,0.7573317427,630,122,0,261,934,0,0.6897816949,259.9371399,260.4153223,0,-0,0,0,-4.440892099e-16,5.412030211,18.06691624,66.46704815,152.443652
HWM_GRID,UPRO,LAG2,0,staged,0.2,0.1,rule,1986-09-26,1986-09-29,2026-09-02,10059,0.1908700326,-0.7308778347,1070.507562,39.93429158,0.3711536338,0.5739329822,2863,1999-07-16,2002-10-09,2007-05-18,True,1682,2863,2000,-0.4614610501,1995,1.204302522,-0.5409610093,-0.1391499712,-0.09704216435,0.08317438787,240,0.08772762664,0.1553060017,0.1459505957,120,0.1500761641,0.1819428566,0,0,0.01243182105,0.0009626575696,0.3909931405,0,0,0.987568179,2.482288082,2.482288082,0.01243182105,2.514663485,0.1064718163,0,0.2845213242,0.2426682573,0,0.7573317427,633,122,0,261,937,0,1.377706048,258.8906067,259.8483171,0,-0,0,0,4.440892099e-16,5.375305871,17.95562057,66.35615412,150.7231019
HWM_GRID,UPRO,LAG2,0,staged,0.2,0.15,rule,1986-09-26,1986-09-29,2026-09-02,10059,0.1909060722,-0.729861213,1071.802079,39.93429158,0.3683451005,0.5754951974,2863,1999-07-16,2002-10-09,2007-05-18,True,1682,2863,2000,-0.4612199512,1995,1.192568731,-0.5409073066,-0.1365855706,-0.09665243889,0.08298252676,240,0.087371542,0.1546276069,0.1459361278,120,0.150005307,0.1814451117,0,0,0.01856200172,0.001528663427,0.388308977,0,0,0.9814379983,2.466260182,2.466260182,0.01856200172,2.514663485,0.1064718163,0,0.2818371608,0.2426682573,0,0.7573317427,639,122,0,261,943,0,2.063789615,257.8597688,259.2982469,0,-0,0,0,-4.440892099e-16,5.3402213,17.74631946,66.23361051,148.7346103
HWM_RESERVE_HOLD_ONLY,UPRO,LAG2,0,hold,0.15,0.1,rule,1986-09-26,1986-09-29,2026-09-02,10059,0.1736647681,-0.6377309044,598.6776998,39.93429158,0.3233415057,0.5618845786,2848,1999-07-16,2002-10-09,2007-05-03,True,1667,2848,2000,-0.396036895,1995,1.075863621,-0.481984899,-0.1057845184,-0.07204071722,0.07588964074,240,0.07981037949,0.1436438893,0.133016855,120,0.136854474,0.1647724965,0,0,0.1451413538,0.1312423853,0.0003976538423,0,0.3890048713,0.8548586462,2.173200759,2.173200759,0.1451413538,2.514663485,0.0003976538423,0,0,0.2426682573,0,0.7573317427,637,0,0,261,897,0,0.6382899953,218.1681756,218.8058292,0,-0,0,0,-8.881784197e-16,4.644617506,14.64927987,46.90536426,97.12371791
ASYMMETRIC_RESERVE_BAND_HOLD_ONLY,UPRO,LAG2,0,hold,0.2,0.1,rule,1986-09-26,1986-09-29,2026-09-02,10059,0.1783910432,-0.6793116894,702.8991171,39.93429158,0.3409531898,0.561957962,2854,1999-07-16,2002-10-09,2007-05-09,True,1673,2854,2000,-0.4245243664,1995,1.111659341,-0.4931871597,-0.1221603686,-0.08311518054,0.07878455495,240,0.08331024291,0.1463018513,0.1375200404,120,0.1413940293,0.1709603098,0,0,0.09634480909,0.08788282662,0,0,0.007754249925,0.9036551909,2.287054178,2.287054178,0.09634480909,2.514663485,0,0,0,0.2426682573,0,0.7573317427,7,0,0,261,268,0,0.3523207989,233.415784,233.7681048,0,-0,0,0,-6.661338148e-16,4.955152103,15.34546223,52.86235628,113.8814504
MATCHED_FIXED_FOR_HWM_RESERVE,UPRO,LAG2,10,none,0,0,quarterly,1986-09-26,1986-09-29,2026-09-02,10059,0.1830036345,-0.7416017247,821.5752662,39.93429158,0.376988446,0.5534163678,4939,1999-07-16,2002-10-09,2013-01-22,True,3758,4939,2000,-0.4731389357,1995,1.22788602,-0.5442459869,-0.1518855415,-0.1061599761,0.07543435396,240,0.08029251726,0.1481435415,0.1382672577,120,0.1424788267,0.1745012692,0,0,0,0,1,,,1,2.514663485,2.514663485,0,2.514663485,0.2426682573,0,0.7573317427,0.2426682573,0,0.7573317427,0,0,0,261,261,261,0,261,261,17.20090588,0.2611305871,0.2298196625,0.2298196625,0.007761015313,4.686270557,15.85516646,54.39061809,124.6965226
MATCHED_FIXED_FOR_ASYMMETRIC_RESERVE_BAND,UPRO,LAG2,10,none,0.05,0,quarterly,1986-09-26,1986-09-29,2026-09-02,10059,0.1786753198,-0.719125177,709.7026044,39.93429158,0.3577486968,0.5528217373,2919,1999-07-16,2002-10-09,2007-07-13,True,1738,2919,2000,-0.4526883433,1995,1.15348921,-0.523353086,-0.1400459339,-0.09793240951,0.07548505993,240,0.07977561991,0.1452125532,0.1359094555,120,0.1399255726,0.1700410972,0,0,0.04956063501,0.04888297304,0,,,0.950439365,2.392404876,2.392404876,0.04956063501,2.514663485,0,0,0,0.2426682573,0,0.7573317427,104,0,56,261,417,417,1.08807829,246.6386003,247.6930894,14.82476076,0.2478097089,0.219491547,0.219491547,0.007336935702,4.641628174,15.06482571,50.85957839,111.2446284
MATCHED_FIXED_FOR_HWM_DRAWDOWN,UPRO,LAG2,10,none,0.05,0,quarterly,1986-09-26,1986-09-29,2026-09-02,10059,0.1786753198,-0.719125177,709.7026044,39.93429158,0.3577486968,0.5528217373,2919,1999-07-16,2002-10-09,2007-07-13,True,1738,2919,2000,-0.4526883433,1995,1.15348921,-0.523353086,-0.1400459339,-0.09793240951,0.07548505993,240,0.07977561991,0.1452125532,0.1359094555,120,0.1399255726,0.1700410972,0,0,0.04956063501,0.04888297304,0,,,0.950439365,2.392404876,2.392404876,0.04956063501,2.514663485,0,0,0,0.2426682573,0,0.7573317427,104,0,56,261,417,417,1.08807829,246.6386003,247.6930894,14.82476076,0.2478097089,0.219491547,0.219491547,0.007336935702,4.641628174,15.06482571,50.85957839,111.2446284
MATCHED_FIXED_FOR_BAND_DRAWDOWN,UPRO,LAG2,10,none,0.1,0,quarterly,1986-09-26,1986-09-29,2026-09-02,10059,0.1739575827,-0.695024957,604.6714492,39.93429158,0.3386286388,0.5522025897,2875,1999-07-16,2002-10-09,2007-05-30,True,1694,2875,2000,-0.4316585475,1995,1.08094057,-0.5017785892,-0.1284070335,-0.08983792789,0.07501783054,240,0.07896786161,0.1418135143,0.1332050165,120,0.1370230641,0.1652149122,0,0,0.09907838862,0.09788103635,0,,,0.9009216114,2.26996329,2.26996329,0.09907838862,2.514663485,0,0,0,0.2426682573,0,0.7573317427,104,0,56,261,417,417,2.0592071,232.4530976,234.4493698,12.61258456,0.234552989,0.2090756775,0.2090756775,0.006915497443,4.572673339,14.18746519,47.11449848,98.27012035
FIXED_90_10,UPRO,LAG2,10,none,0.1,0,monthly,1986-09-26,1986-09-29,2026-09-02,10059,0.1736083408,-0.6962319735,597.5293402,39.93429158,0.338385484,0.5514582354,2877,1999-07-16,2002-10-09,2007-06-01,True,1696,2877,2000,-0.4308977217,1995,1.073184407,-0.503216158,-0.1297628372,-0.09001834538,0.07443825419,240,0.07881046264,0.1412926685,0.1331640149,120,0.1369503214,0.1647892609,0,0,0.09979753461,0.09947942136,0,,,0.9002024654,2.265215155,2.265215155,0.09979753461,2.514663485,0,0,0,0.2426682573,0,0.7573317427,287,0,193,261,728,728,3.472936786,233.614419,236.9615081,12.66808571,0.2370661518,0.2110609034,0.2110609034,0.00698773561,4.559350653,14.05857583,47.02415164,97.1939981
FIXED_85_15,UPRO,LAG2,10,none,0.15,0,monthly,1986-09-26,1986-09-29,2026-09-02,10059,0.1683632134,-0.6710260496,499.6599555,39.93429158,0.3192072048,0.5504899877,2861,1999-07-16,2002-10-09,2007-05-16,True,1680,2861,2000,-0.4088959856,1995,0.9995108547,-0.4816013604,-0.1188941951,-0.08212708088,0.07350337573,240,0.07765139949,0.1373539052,0.1300997317,120,0.1336718593,0.1594802196,0,0,0.1496747156,0.1492623002,0,,,0.8503252844,2.140410845,2.140410845,0.1496747156,2.514663485,0,0,0,0.2426682573,0,0.7573317427,287,0,193,261,728,728,4.916122873,220.04871,224.7879245,10.66555096,0.2248807975,0.2013885905,0.2013885905,0.006597929207,4.462373779,13.11935473,43.12167106,84.74214435
FIXED_90_10,UPRO,LAG2,10,none,0.1,0,annual,1986-09-26,1986-09-29,2026-09-02,10059,0.1749005077,-0.6900683176,624.3728319,39.93429158,0.3409159206,0.5532284306,2863,1999-07-16,2002-10-09,2007-05-18,True,1682,2863,2000,-0.4216814068,1995,1.111277669,-0.4986140729,-0.1289007167,-0.08790598053,0.0761387041,240,0.08020901121,0.1428305334,0.1336111631,120,0.1375352288,0.1667958033,0,0,0.09635375099,0.09548393756,0,,,0.903646249,2.283609188,2.283609188,0.09635375099,2.514663485,0,0,0,0.2426682573,0,0.7573317427,27,0,13,261,299,299,1.126265781,231.3726423,232.4591425,12.76896794,0.2325618135,0.2074992394,0.2074992394,0.006862126301,4.679030949,14.44502311,47.75537654,102.3382856
FIXED_85_15,UPRO,LAG2,10,none,0.15,0,annual,1986-09-26,1986-09-29,2026-09-02,10059,0.1702463716,-0.6619529369,532.8509399,39.93429158,0.3229844264,0.5529472157,2848,1999-07-16,2002-10-09,2007-05-03,True,1667,2848,2000,-0.3957923673,1995,1.052936462,-0.4749359128,-0.1178262465,-0.07919566404,0.07573886199,240,0.07963899741,0.1398159026,0.1307680538,120,0.1345400048,0.1623530291,0,0,0.1444294509,0.143586153,0,,,0.8555705491,2.167284197,2.167284197,0.1444294509,2.514663485,0,0,0,0.2426682573,0,0.7573317427,27,0,13,261,299,299,1.599169713,216.9422646,218.4859338,10.78796044,0.2185762539,0.1963378053,0.1963378053,0.006422784823,4.629896307,13.7015357,44.12345042,91.26840872
HWM_GRID,UPRO,LAG2,10,staged,0.1,0.05,rule,1986-09-26,1986-09-29,2026-09-02,10059,0.1830650913,-0.7405986577,823.2814144,39.93429158,0.374068204,0.5548578347,4939,1999-07-16,2002-10-09,2013-01-22,True,3758,4939,2000,-0.4728988505,1995,1.216694922,-0.5442459869,-0.1491277975,-0.10583777,0.07519779922,240,0.07989476554,0.1475961534,0.1382643929,120,0.1424206463,0.1740678297,0,0,0.00611413476,0.0001313643473,0.4625708321,0,0,0.9938858652,2.498780333,2.498780333,0.00611413476,2.514663485,0.1470325082,0,0.3247837757,0.2426682573,0,0.7573317427,595,105,0,261,895,895,0.6640483699,259.9680164,260.4266016,17.15831761,0.2605561673,0.2293771286,0.2296927301,0.007756504375,4.651882337,15.69871125,54.30758085,123.3313416
HWM_GRID,UPRO,LAG2,10,staged,0.1,0.1,rule,1986-09-26,1986-09-29,2026-09-02,10059,0.1831173486,-0.739601699,824.7348835,39.93429158,0.3712353479,0.5562865409,4939,1999-07-16,2002-10-09,2013-01-22,True,3758,4939,2000,-0.4726618402,1995,1.205518849,-0.5442459869,-0.1464541752,-0.105518766,0.0749656705,240,0.07950555193,0.1471917949,0.138255024,120,0.142356502,0.1736212452,0,0,0.01216671349,0.0004058927271,0.4618749379,0,0.001988269212,0.9878332865,2.483013109,2.483013109,0.01216671349,2.514663485,0.1470325082,0,0.3148424297,0.2426682573,0,0.7573317427,599,105,0,261,899,899,1.326213707,258.9541563,259.8730071,17.11360176,0.2600015913,0.2289496411,0.2295851865,0.007752683959,4.618464453,15.59429505,54.21617366,121.9411658
HWM_GRID,UPRO,LAG2,10,staged,0.1,0.15,rule,1986-09-26,1986-09-29,2026-09-02,10059,0.1830610804,-0.7386108905,823.1699589,39.93429158,0.3685542539,0.5574395199,4939,1999-07-16,2002-10-09,2013-01-22,True,3758,4939,2000,-0.4724278691,1995,1.194365348,-0.5442459869,-0.1444319306,-0.105202946,0.07473808053,240,0.07912450731,0.146314315,0.1381128526,120,0.1421596389,0.1730395264,0,0,0.01804563832,0.0006914314626,0.4598866687,0.0006958942241,0.02087682672,0.9819543617,2.467617439,2.467617439,0.01804563832,2.514663485,0.1470325082,0,0.3128541605,0.2426682573,0,0.7573317427,603,105,0,261,903,903,1.963314489,258.0090502,259.37673,17.01078854,0.259504416,0.2285661986,0.2295251776,0.007749992661,4.585968979,15.35764009,53.93656689,120.0950705
HWM_GRID,UPRO,LAG2,10,staged,0.15,0.05,rule,1986-09-26,1986-09-29,2026-09-02,10059,0.1830650913,-0.7405986577,823.2814144,39.93429158,0.374068204,0.5548578347,4939,1999-07-16,2002-10-09,2013-01-22,True,3758,4939,2000,-0.4728988505,1995,1.216694922,-0.5442459869,-0.1491277975,-0.10583777,0.07519779922,240,0.07989476554,0.1475961534,0.1382643929,120,0.1424206463,0.1740678297,0,0,0.00611413476,0.0001313643473,0.4625708321,0,0,0.9938858652,2.498780333,2.498780333,0.00611413476,2.514663485,0.1470325082,0,0.3247837757,0.2426682573,0,0.7573317427,595,105,0,261,895,895,0.6640483699,259.9680164,260.4266016,17.15831761,0.2605561673,0.2293771286,0.2296927301,0.007756504375,4.651882337,15.69871125,54.30758085,123.3313416
HWM_GRID,UPRO,LAG2,10,staged,0.15,0.1,rule,1986-09-26,1986-09-29,2026-09-02,10059,0.1831173486,-0.739601699,824.7348835,39.93429158,0.3712353479,0.5562865409,4939,1999-07-16,2002-10-09,2013-01-22,True,3758,4939,2000,-0.4726618402,1995,1.205518849,-0.5442459869,-0.1464541752,-0.105518766,0.0749656705,240,0.07950555193,0.1471917949,0.138255024,120,0.142356502,0.1736212452,0,0,0.01216671349,0.0004058927271,0.4618749379,0,0,0.9878332865,2.483013109,2.483013109,0.01216671349,2.514663485,0.1470325082,0,0.3148424297,0.2426682573,0,0.7573317427,599,105,0,261,899,899,1.326213707,258.9541563,259.8730071,17.11360176,0.2600015913,0.2289496411,0.2295851865,0.007752683959,4.618464453,15.59429505,54.21617366,121.9411658
