series,event,signal_close,delayed_execution_close,waiting_session_leveraged_return,immediate_riskoff_return,additional_loss_simple,additional_loss_relative_wealth
SSO_SMA_TO_TBILL,2000_2002,2002-03-25,2002-03-26,0.01190471851,4.994822406e-05,-0.01185477029,-0.01185417819
SSO_SMA_TO_TBILL,2000_2002,2002-04-03,2002-04-04,0.00161987838,4.910736209e-05,-0.001570771018,-0.001570693886
SSO_SMA_TO_TBILL,2007_2009,2007-08-03,2007-08-06,0.04779284357,0.0003981357304,-0.04739470784,-0.04737584583
SSO_SMA_TO_TBILL,2007_2009,2007-08-14,2007-08-15,-0.02742463772,0.0001267224489,0.02755136017,0.02754786924
SSO_SMA_TO_TBILL,2007_2009,2007-08-28,2007-08-29,0.04417439328,0.0001201892025,-0.04405420408,-0.04404890987
SSO_SMA_TO_TBILL,2007_2009,2007-11-09,2007-11-12,-0.02045867946,0.0002680182765,0.02072669774,0.02072114409
SSO_SMA_TO_TBILL,2007_2009,2007-11-14,2007-11-15,-0.02649300882,9.328522841e-05,0.02658629405,0.02658381417
SSO_SMA_TO_TBILL,2007_2009,2007-12-03,2007-12-04,-0.01323542154,8.368807467e-05,0.01331910961,0.01331799505
SSO_SMA_TO_TBILL,2007_2009,2007-12-14,2007-12-17,-0.03046060201,0.0002358604055,0.03069646241,0.03068922404
SSO_SMA_TO_TBILL,2007_2009,2007-12-27,2007-12-28,0.002771142729,8.650904103e-05,-0.002684633688,-0.002684401463
SSO_SMA_TO_TBILL,2007_2009,2008-05-20,2008-05-21,-0.03206206007,5.106957266e-05,0.03211312964,0.03211148972
SSO_SMA_TO_TBILL,2020,2020-02-27,2020-02-28,-0.01623162388,3.958653812e-05,0.01627121042,0.01627056633
SSO_SMA_TO_TBILL,2020,2020-03-03,2020-03-04,0.0844329396,2.58942063e-05,-0.0844070454,-0.0844048598
SSO_SMA_TO_TBILL,2020,2020-03-05,2020-03-06,-0.03411199882,1.697061219e-05,0.03412896943,0.03412839025
SSO_SMA_TO_TBILL,2022,2022-01-21,2022-01-24,0.005423765381,1.417282397e-05,-0.005409592557,-0.005409515889
SSO_SMA_TO_TBILL,2022,2022-01-25,2022-01-26,-0.003013361966,5.558365618e-06,0.003018920332,0.003018903552
SSO_SMA_TO_TBILL,2022,2022-02-11,2022-02-14,-0.007656554491,3.086251555e-05,0.007687417006,0.007687179761
SSO_SMA_TO_TBILL,2022,2022-02-17,2022-02-18,-0.01407748566,1.028739935e-05,0.01408777306,0.01408762813
SSO_SMA_TO_TBILL,2022,2022-04-11,2022-04-12,-0.006814512468,2.170947051e-05,0.006836221938,0.006836073531
SSO_SMA_TO_TBILL,2022,2022-08-17,2022-08-18,0.004740849132,7.241856476e-05,-0.004668430568,-0.004668092511
SSO_SMA_TO_TBILL,2022,2022-12-05,2022-12-06,-0.02886747222,0.0001199053225,0.02898737754,0.02898390222
SSO_SMA_TO_TBILL,2022,2022-12-14,2022-12-15,-0.04984562573,0.0001187699477,0.04996439568,0.04995846211
UPRO_SMA_TO_SP500,1987,1987-10-16,1987-10-19,-0.6153290455,-0.2046380761,0.4106909695,0.5163573426
UPRO_SMA_TO_SP500,2000_2002,2000-02-18,2000-02-22,0.01212692151,0.004534077845,-0.007592843665,-0.007558572509
UPRO_SMA_TO_SP500,2000_2002,2000-02-24,2000-02-25,-0.04460334414,-0.0147437276,0.02985961654,0.03030644653
UPRO_SMA_TO_SP500,2000_2002,2000-03-07,2000-03-08,0.02447557386,0.008281096919,-0.01619447694,-0.01606147035
UPRO_SMA_TO_SP500,2000_2002,2000-04-14,2000-04-17,0.09807978809,0.03308320181,-0.06499658628,-0.06291515162
UPRO_SMA_TO_SP500,2000_2002,2000-05-23,2000-05-24,0.05474027146,0.01838395908,-0.03635631238,-0.03570000495
UPRO_SMA_TO_SP500,2000_2002,2000-05-25,2000-05-26,-0.007784470444,-0.002455954887,0.005328515557,0.00534163437
UPRO_SMA_TO_SP500,2000_2002,2000-09-25,2000-09-26,-0.02506069602,-0.008215067116,0.0168456289,0.01698516316
UPRO_SMA_TO_SP500,2000_2002,2000-09-29,2000-10-02,-0.001843463581,-0.0001956598541,0.001647803727,0.001648126199
UPRO_SMA_TO_SP500,2000_2002,2001-12-06,2001-12-07,-0.02274070622,-0.007528218665,0.01521248756,0.01532787918
UPRO_SMA_TO_SP500,2000_2002,2001-12-31,2002-01-02,0.01738610988,0.005886440482,-0.0114996694,-0.01143237341
UPRO_SMA_TO_SP500,2000_2002,2002-01-09,2002-01-10,0.003569683852,0.001239503953,-0.002330179899,-0.002327295208
UPRO_SMA_TO_SP500,2000_2002,2002-03-25,2002-03-26,0.01783719763,0.005995527064,-0.01184167057,-0.01177109664
UPRO_SMA_TO_SP500,2000_2002,2002-04-03,2002-04-04,0.0024091041,0.0008539403318,-0.001555163769,-0.001553836885
UPRO_SMA_TO_SP500,2007_2009,2007-08-03,2007-08-06,0.07148420828,0.02417134188,-0.0473128664,-0.04619624126
UPRO_SMA_TO_SP500,2007_2009,2007-08-14,2007-08-15,-0.04119558672,-0.01363040105,0.02756518567,0.02794610225
UPRO_SMA_TO_SP500,2007_2009,2007-08-28,2007-08-29,0.06619240423,0.02217967,-0.04401273422,-0.04305772802
UPRO_SMA_TO_SP500,2007_2009,2007-11-09,2007-11-12,-0.03086182627,-0.009985669638,0.02087615663,0.02108672166
UPRO_SMA_TO_SP500,2007_2009,2007-11-14,2007-11-15,-0.0397989767,-0.01316375327,0.02663522343,0.02699051998
UPRO_SMA_TO_SP500,2007_2009,2007-12-03,2007-12-04,-0.01991148466,-0.006536070737,0.01337541393,0.01346341174
UPRO_SMA_TO_SP500,2007_2009,2007-12-14,2007-12-17,-0.04585429342,-0.01499704758,0.03085724584,0.03132705924
UPRO_SMA_TO_SP500,2007_2009,2007-12-27,2007-12-28,0.004103500624,0.001462072506,-0.002641428117,-0.002637571796
UPRO_SMA_TO_SP500,2007_2009,2008-05-20,2008-05-21,-0.04811630357,-0.01598452889,0.03213177468,0.03265372915
UPRO_SMA_TO_SP500,2020,2020-02-27,2020-02-28,-0.02436495485,-0.008075005245,0.01628994961,0.01642256188
UPRO_SMA_TO_SP500,2020,2020-03-03,2020-03-04,0.1266317515,0.04225741539,-0.0843743361,-0.08095345244
UPRO_SMA_TO_SP500,2020,2020-03-05,2020-03-06,-0.0511787117,-0.01702199827,0.03415671343,0.03474819719
UPRO_SMA_TO_SP500,2022,2022-01-21,2022-01-24,0.008145590993,0.002771802782,-0.005373788212,-0.005358934303
UPRO_SMA_TO_SP500,2022,2022-01-25,2022-01-26,-0.004516728642,-0.001486707619,0.003030021023,0.003034532485
UPRO_SMA_TO_SP500,2022,2022-02-11,2022-02-14,-0.01147488881,-0.003768357154,0.00770653166,0.007735682474
UPRO_SMA_TO_SP500,2022,2022-02-17,2022-02-18,-0.02111291418,-0.007018769465,0.01409414471,0.0141937675
UPRO_SMA_TO_SP500,2022,2022-04-11,2022-04-12,-0.01022192662,-0.003383810648,0.006838115969,0.006861333422
UPRO_SMA_TO_SP500,2022,2022-08-17,2022-08-18,0.007083338006,0.00242164793,-0.004661690076,-0.004650428376
UPRO_SMA_TO_SP500,2022,2022-12-05,2022-12-06,-0.04334997736,-0.01436167941,0.02898829794,0.02941068477
UPRO_SMA_TO_SP500,2022,2022-12-14,2022-12-15,-0.07481720762,-0.02485075617,0.04996645145,0.05123979921
UPRO_SMA_TO_TBILL,1987,1987-10-16,1987-10-19,-0.6153290455,0.0005879119051,0.6159169574,0.6155550653
UPRO_SMA_TO_TBILL,2000_2002,2000-02-18,2000-02-22,0.01212692151,0.0006290185341,-0.01149790298,-0.01149067513
UPRO_SMA_TO_TBILL,2000_2002,2000-02-24,2000-02-25,-0.04460334414,0.0001586466511,0.04476199079,0.04475489058
UPRO_SMA_TO_TBILL,2000_2002,2000-03-07,2000-03-08,0.02447557386,0.0001597901929,-0.02431578367,-0.02431189887
UPRO_SMA_TO_TBILL,2000_2002,2000-04-14,2000-04-17,0.09807978809,0.0004777312336,-0.09760205686,-0.09755545157
UPRO_SMA_TO_TBILL,2000_2002,2000-05-23,2000-05-24,0.05474027146,0.0001646528644,-0.05457561859,-0.05456663404
UPRO_SMA_TO_TBILL,2000_2002,2000-05-25,2000-05-26,-0.007784470444,0.0001600761151,0.007944546559,0.007943275031
UPRO_SMA_TO_TBILL,2000_2002,2000-09-25,2000-09-26,-0.02506069602,0.0001689469808,0.025229643,0.02522538125
UPRO_SMA_TO_TBILL,2000_2002,2000-09-29,2000-10-02,-0.001843463581,0.0005120840452,0.002355547626,0.002354342005
UPRO_SMA_TO_TBILL,2000_2002,2001-12-06,2001-12-07,-0.02274070622,4.798641203e-05,0.02278869263,0.02278759914
UPRO_SMA_TO_TBILL,2000_2002,2001-12-31,2002-01-02,0.01738610988,9.541469607e-05,-0.01729069518,-0.01728904555
UPRO_SMA_TO_TBILL,2000_2002,2002-01-09,2002-01-10,0.003569683852,4.602529718e-05,-0.003523658555,-0.003523496385
UPRO_SMA_TO_TBILL,2000_2002,2002-03-25,2002-03-26,0.01783719763,4.994822406e-05,-0.01778724941,-0.01778636101
UPRO_SMA_TO_TBILL,2000_2002,2002-04-03,2002-04-04,0.0024091041,4.910736209e-05,-0.002359996738,-0.002359880851
UPRO_SMA_TO_TBILL,2007_2009,2007-08-03,2007-08-06,0.07148420828,0.0003981357304,-0.07108607255,-0.07105778191
UPRO_SMA_TO_TBILL,2007_2009,2007-08-14,2007-08-15,-0.04119558672,0.0001267224489,0.04132230917,0.04131707337
UPRO_SMA_TO_TBILL,2007_2009,2007-08-28,2007-08-29,0.06619240423,0.0001201892025,-0.06607221502,-0.06606427481
UPRO_SMA_TO_TBILL,2007_2009,2007-11-09,2007-11-12,-0.03086182627,0.0002680182765,0.03112984454,0.03112150341
UPRO_SMA_TO_TBILL,2007_2009,2007-11-14,2007-11-15,-0.0397989767,9.328522841e-05,0.03989226193,0.03988854091
UPRO_SMA_TO_TBILL,2007_2009,2007-12-03,2007-12-04,-0.01991148466,8.368807467e-05,0.01999517274,0.01999349952
UPRO_SMA_TO_TBILL,2007_2009,2007-12-14,2007-12-17,-0.04585429342,0.0002358604055,0.04609015383,0.04607928555
UPRO_SMA_TO_TBILL,2007_2009,2007-12-27,2007-12-28,0.004103500624,8.650904103e-05,-0.004016991583,-0.004016644107
UPRO_SMA_TO_TBILL,2007_2009,2008-05-20,2008-05-21,-0.04811630357,5.106957266e-05,0.04816737314,0.04816491338
UPRO_SMA_TO_TBILL,2020,2020-02-27,2020-02-28,-0.02436495485,3.958653812e-05,0.02440454139,0.02440357534
UPRO_SMA_TO_TBILL,2020,2020-03-03,2020-03-04,0.1266317515,2.58942063e-05,-0.1266058573,-0.126602579
UPRO_SMA_TO_TBILL,2020,2020-03-05,2020-03-06,-0.0511787117,1.697061219e-05,0.05119568232,0.05119481351
UPRO_SMA_TO_TBILL,2022,2022-01-21,2022-01-24,0.008145590993,1.417282397e-05,-0.008131418169,-0.008131302926
UPRO_SMA_TO_TBILL,2022,2022-01-25,2022-01-26,-0.004516728642,5.558365618e-06,0.004522287008,0.004522261871
UPRO_SMA_TO_TBILL,2022,2022-02-11,2022-02-14,-0.01147488881,3.086251555e-05,0.01150575133,0.01150539624
UPRO_SMA_TO_TBILL,2022,2022-02-17,2022-02-18,-0.02111291418,1.028739935e-05,0.02112320158,0.02112298428
UPRO_SMA_TO_TBILL,2022,2022-04-11,2022-04-12,-0.01022192662,2.170947051e-05,0.01024363609,0.01024341371
UPRO_SMA_TO_TBILL,2022,2022-08-17,2022-08-18,0.007083338006,7.241856476e-05,-0.007010919441,-0.007010411757
UPRO_SMA_TO_TBILL,2022,2022-12-05,2022-12-06,-0.04334997736,0.0001199053225,0.04346988268,0.04346467104
UPRO_SMA_TO_TBILL,2022,2022-12-14,2022-12-15,-0.07481720762,0.0001187699477,0.07493597757,0.07492707848
