series,lag,switch_cost_bps,period,entry_close,first_return,last_return,observations,cagr,max_drawdown,terminal_multiple,years,annualized_volatility,sharpe,longest_underwater_calendar_days,max_drawdown_peak,max_drawdown_trough,max_drawdown_recovery,max_drawdown_recovered,max_drawdown_recovery_days_from_trough,max_drawdown_recovery_days_from_peak,worst_calendar_year,worst_calendar_year_return,best_calendar_year,best_calendar_year_return,worst_rolling_1y_cagr,worst_rolling_5y_cagr,worst_rolling_10y_cagr,switch_count,switches_per_year
UPRO_SMA_TO_SP500,LAG2,25,2000_2009,1999-12-31,2000-01-03,2009-12-31,2515,-0.04612354214,-0.7143370216,0.6235815102,10.00136893,0.3646961256,-0.02204463631,2712,1999-12-31,2002-10-09,2007-06-04,True,1699,2712,2000,-0.4895045875,2003,0.9455504294,-0.54900495,-0.1561188374,-0.04612354214,92,9.198740761
UPRO_SMA_TO_SP500,LAG2,25,2010_2019,2009-12-31,2010-01-04,2019-12-31,2516,0.2333916177,-0.4199958596,8.144889845,9.998631075,0.3506844612,0.7597418154,670,2015-05-21,2016-02-11,2017-03-01,True,384,650,2015,-0.2601637804,2013,1.18798752,-0.3737196323,0.08638168917,0.2333916177,60,6.000821468
UPRO_SMA_TO_SP500,LAG2,25,2020_latest,2019-12-31,2020-01-02,2026-09-02,1676,0.2526666691,-0.5468530264,4.495443367,6.672142368,0.4071146189,0.6893079492,914,2022-01-03,2023-03-22,2024-07-05,True,471,914,2022,-0.4618319467,2021,0.9825793327,-0.4766190596,0.1255384607,,40,5.995075913
VOL_BINARY,LAG2,0,1987_1999,1986-12-31,1987-01-02,1999-12-31,3286,0.314303619,-0.4945666229,34.9110496,12.99931554,0.3921457316,0.7543329048,652,1987-08-25,1987-10-19,1989-06-07,True,597,652,1990,-0.2939794771,1995,1.22788602,-0.456289217,0.07444960821,0.2309097055,58,4.461773378
VOL_BINARY,LAG2,0,2000_2009,1999-12-31,2000-01-03,2009-12-31,2515,-0.1114896967,-0.8543578745,0.3065874731,10.00136893,0.3973029721,-0.1681509246,3457,2000-07-14,2002-10-09,,False,,,2008,-0.60045874,2003,0.8116835568,-0.7090499796,-0.1939389433,-0.1114896967,70,6.999041883
VOL_BINARY,LAG2,0,2010_2019,2009-12-31,2010-01-04,2019-12-31,2516,0.2740622594,-0.4160384056,11.26581235,9.998631075,0.3582000142,0.8423727553,689,2018-01-26,2018-12-24,2019-12-16,True,357,689,2018,-0.229380096,2013,1.18798752,-0.3518117418,0.1245611031,0.2740622594,36,3.600492881
VOL_BINARY,LAG2,0,2020_latest,2019-12-31,2020-01-02,2026-09-02,1676,0.2510334016,-0.4988835866,4.456480221,6.672142368,0.4059725956,0.686953642,767,2022-01-03,2023-01-05,2024-02-09,True,400,767,2022,-0.4757739145,2021,0.9106099957,-0.4924899822,0.13595507,,46,6.8943373
VOL_BINARY,LAG2,25,1987_1999,1986-12-31,1987-01-02,1999-12-31,3286,0.2997066151,-0.4958302064,30.193354,12.99931554,0.3921323531,0.7259327661,689,1987-08-25,1987-10-19,1989-07-14,True,634,689,1990,-0.3045038157,1995,1.22788602,-0.4639891362,0.06699992208,0.2253769075,58,4.461773378
VOL_BINARY,LAG2,25,2000_2009,1999-12-31,2000-01-03,2009-12-31,2515,-0.1269204008,-0.8686320542,0.2573106199,10.00136893,0.3972496615,-0.2123831176,3457,2000-07-14,2009-03-09,,False,,,2008,-0.6190159294,2003,0.77576535,-0.7155356612,-0.2071480001,-0.1269204008,70,6.999041883
VOL_BINARY,LAG2,25,2010_2019,2009-12-31,2010-01-04,2019-12-31,2516,0.262631358,-0.4290469137,10.29501705,9.998631075,0.3580312967,0.8173842254,693,2018-01-26,2018-12-24,2019-12-20,True,361,693,2018,-0.246546662,2013,1.18798752,-0.3630779592,0.1127987548,0.262631358,36,3.600492881
VOL_BINARY,LAG2,25,2020_latest,2019-12-31,2020-01-02,2026-09-02,1676,0.2296290113,-0.5209609624,3.971783652,6.672142368,0.4060335133,0.6442941924,788,2022-01-03,2023-01-05,2024-03-01,True,421,788,2022,-0.4976134524,2021,0.901068887,-0.5148640088,0.1201493152,,46,6.8943373
REL_VOL,LAG2,0,1987_1999,1986-12-31,1987-01-02,1999-12-31,3286,0.3338919042,-0.4740858641,42.3138592,12.99931554,0.3536505875,0.8379882746,524,1987-08-25,1987-12-04,1989-01-30,True,423,524,1994,-0.03387694197,1995,0.9583288065,-0.2964740821,0.1419133487,0.2250152689,182,14.00073715
REL_VOL,LAG2,0,2000_2009,1999-12-31,2000-01-03,2009-12-31,2515,-0.1638977918,-0.9590645577,0.1669118932,10.00136893,0.4534887922,-0.2287878462,3457,2000-07-14,2009-03-09,,False,,,2008,-0.6226035103,2003,0.6328550128,-0.7791759994,-0.3125535232,-0.1638977918,112,11.19846701
REL_VOL,LAG2,0,2010_2019,2009-12-31,2010-01-04,2019-12-31,2516,0.226053442,-0.337987188,7.673135126,9.998631075,0.3048951561,0.8038780237,648,2011-04-29,2011-11-25,2012-02-03,True,70,280,2015,-0.1133076737,2019,0.7321768959,-0.2651474844,0.05409568595,0.226053442,116,11.60158817
REL_VOL,LAG2,0,2020_latest,2019-12-31,2020-01-02,2026-09-02,1676,0.2946758479,-0.4590834311,5.602146598,6.672142368,0.3890040469,0.7876305736,761,2021-11-18,2022-09-30,2023-12-19,True,445,761,2022,-0.3775054191,2023,0.6890005759,-0.4065765654,0.168654769,,82,12.28990562
REL_VOL,LAG2,25,1987_1999,1986-12-31,1987-01-02,1999-12-31,3286,0.2879544274,-0.4819254357,26.83065221,12.99931554,0.3537912989,0.7389490663,525,1987-08-25,1987-12-04,1989-01-31,True,424,525,1994,-0.06011569964,1995,0.8720519259,-0.3069116007,0.1004003985,0.1849093019,182,14.00073715
REL_VOL,LAG2,25,2000_2009,1999-12-31,2000-01-03,2009-12-31,2515,-0.1870093222,-0.9681294232,0.1261050769,10.00136893,0.4535148572,-0.2906204567,3457,2000-07-14,2009-03-09,,False,,,2008,-0.639230234,2003,0.6165875928,-0.7867856109,-0.3368945917,-0.1870093222,112,11.19846701
REL_VOL,LAG2,25,2010_2019,2009-12-31,2010-01-04,2019-12-31,2516,0.19096052,-0.3511121694,5.739443063,9.998631075,0.3052672611,0.7079657219,916,2011-04-29,2011-11-25,2012-02-03,True,70,280,2015,-0.1352272549,2019,0.6767178906,-0.2940161901,0.02034222079,0.19096052,116,11.60158817
REL_VOL,LAG2,25,2020_latest,2019-12-31,2020-01-02,2026-09-02,1676,0.255453823,-0.4724552223,4.562602422,6.672142368,0.3889177072,0.708315399,798,2021-11-18,2022-09-30,2024-01-25,True,482,798,2022,-0.3974357913,2023,0.6472474398,-0.4255889712,0.1317995225,,82,12.28990562
EFFICIENCY,LAG2,0,1987_1999,1986-12-31,1987-01-02,1999-12-31,3286,0.2004951491,-0.3921184567,10.7555099,12.99931554,0.2214014458,0.6887193854,1002,1987-08-25,1987-10-19,1990-05-23,True,947,1002,1990,-0.1130355756,1995,0.9614367153,-0.2777494576,0.03651166759,0.1288544873,112,8.615838248
EFFICIENCY,LAG2,0,2000_2009,1999-12-31,2000-01-03,2009-12-31,2515,0.004388436415,-0.5539316045,1.044767474,10.00136893,0.2391764087,0.02226451703,2246,2007-06-04,2009-03-09,,False,,,2008,-0.3699761113,2009,0.3912623802,-0.4751914483,-0.08935312935,0.004388436415,72,7.199014509
EFFICIENCY,LAG2,0,2010_2019,2009-12-31,2010-01-04,2019-12-31,2516,0.1032173547,-0.2863450107,2.670253243,9.998631075,0.1891859834,0.5851232304,690,2018-01-26,2018-12-24,2019-11-25,True,336,668,2018,-0.05823132102,2019,0.3495924802,-0.1955154137,0.03751455657,0.1032173547,101,10.1013828
EFFICIENCY,LAG2,0,2020_latest,2019-12-31,2020-01-02,2026-09-02,1676,0.1389567327,-0.4039351175,2.38245254,6.672142368,0.2495596953,0.5315469187,576,2020-01-17,2020-03-23,2020-10-09,True,200,266,2022,-0.1811088889,2021,0.2603567357,-0.2008710284,0.09965646458,,83,12.43978252
EFFICIENCY,LAG2,25,1987_1999,1986-12-31,1987-01-02,1999-12-31,3286,0.1748817813,-0.3936381605,8.125990171,12.99931554,0.2215725612,0.5912949024,1288,1987-08-25,1987-10-19,1991-03-05,True,1233,1288,1990,-0.1262571657,1995,0.8750229115,-0.2795464847,0.01444617854,0.1039941808,112,8.615838248
EFFICIENCY,LAG2,25,2000_2009,1999-12-31,2000-01-03,2009-12-31,2515,-0.01354861543,-0.5572687607,0.8724664937,10.00136893,0.2391834507,-0.05321178807,2464,2007-06-04,2009-03-09,,False,,,2008,-0.3699761113,2009,0.3705234414,-0.4751914483,-0.1047244232,-0.01354861543,72,7.199014509
EFFICIENCY,LAG2,25,2010_2019,2009-12-31,2010-01-04,2019-12-31,2516,0.07567212854,-0.295221206,2.073747098,9.998631075,0.1894654697,0.4508617636,1301,2018-01-26,2018-12-24,2019-12-26,True,367,699,2010,-0.09228968074,2019,0.3261510096,-0.2054739008,0.01541575178,0.07567212854,101,10.1013828
EFFICIENCY,LAG2,25,2020_latest,2019-12-31,2020-01-02,2026-09-02,1676,0.1040379267,-0.4083944372,1.935509555,6.672142368,0.2496018695,0.4063166503,761,2020-01-17,2020-03-23,2020-11-13,True,235,301,2022,-0.1831561166,2023,0.1999132001,-0.2048644051,0.0692515624,,83,12.43978252
TREND_QUALITY,LAG2,0,1987_1999,1986-12-31,1987-01-02,1999-12-31,3286,0.1795513793,-0.7874252071,8.555987244,12.99931554,0.4327423628,0.4997181365,3081,1987-08-25,1987-10-26,1996-01-31,True,3019,3081,1987,-0.4007461944,1995,1.024841074,-0.7574408567,-0.1472816703,0.05556810092,30,2.307813816
TREND_QUALITY,LAG2,0,2000_2009,1999-12-31,2000-01-03,2009-12-31,2515,-0.01989043095,-0.6798402892,0.8179642994,10.00136893,0.36629429,0.05338147664,3570,2000-03-23,2003-03-11,,False,,,2000,-0.4022624047,2009,0.6996306393,-0.508415369,-0.1233900468,-0.01989043095,20,1.999726252
TREND_QUALITY,LAG2,0,2010_2019,2009-12-31,2010-01-04,2019-12-31,2516,0.3010470443,-0.3823507562,13.89228056,9.998631075,0.3391394968,0.9313601805,689,2018-01-26,2018-12-24,2019-12-16,True,357,689,2018,-0.1849244788,2013,1.18798752,-0.3032603362,0.1838999477,0.3010470443,12,1.200164294
TREND_QUALITY,LAG2,0,2020_latest,2019-12-31,2020-01-02,2026-09-02,1676,0.121197033,-0.7297055685,2.145284899,6.672142368,0.4655550273,0.4270085941,807,2020-02-19,2020-03-23,2021-08-24,True,519,552,2022,-0.3195347364,2021,0.9825793327,-0.3615649481,0.1103418371,,10,1.498768978
TREND_QUALITY,LAG2,25,1987_1999,1986-12-31,1987-01-02,1999-12-31,3286,0.1727570393,-0.7874252071,7.937016062,12.99931554,0.4327260817,0.4864016946,3087,1987-08-25,1987-10-26,1996-02-06,True,3025,3087,1987,-0.4022443289,1995,1.019778971,-0.7586463749,-0.1515381888,0.04872155798,30,2.307813816
TREND_QUALITY,LAG2,25,2000_2009,1999-12-31,2000-01-03,2009-12-31,2515,-0.02478418487,-0.6869722654,0.7780230006,10.00136893,0.3663057166,0.0397015501,3570,2000-03-23,2003-03-11,,False,,,2000,-0.4067342384,2009,0.6953815627,-0.5120955537,-0.1273313845,-0.02478418487,20,1.999726252
TREND_QUALITY,LAG2,25,2010_2019,2009-12-31,2010-01-04,2019-12-31,2516,0.2971443461,-0.3869715543,13.48119522,9.998631075,0.3390994757,0.9225498505,690,2018-01-26,2018-12-24,2019-12-17,True,358,690,2018,-0.1910222752,2013,1.18798752,-0.3084480683,0.180348651,0.2971443461,12,1.200164294
TREND_QUALITY,LAG2,25,2020_latest,2019-12-31,2020-01-02,2026-09-02,1676,0.1169986149,-0.7303813046,2.092252133,6.672142368,0.4655898848,0.4189211778,807,2020-02-19,2020-03-23,2021-08-25,True,520,553,2022,-0.3212358996,2021,0.9825793327,-0.3647466162,0.1070130099,,10,1.498768978
LOW_CHURN,LAG2,0,1987_1999,1986-12-31,1987-01-02,1999-12-31,3286,0.2277839864,-0.7838791556,14.40537409,12.99931554,0.3711096082,0.6225941843,2870,1987-08-13,1987-12-04,1995-06-22,True,2757,2870,1987,-0.2737649474,1995,1.080836476,-0.6802852337,-0.134803549,0.09613237267,159,12.23141323
LOW_CHURN,LAG2,0,2000_2009,1999-12-31,2000-01-03,2009-12-31,2515,-0.09881120093,-0.8223652845,0.3532612475,10.00136893,0.331942777,-0.2306986225,3408,2000-09-01,2009-03-09,,False,,,2008,-0.5032230848,2009,0.4168715581,-0.6502236235,-0.182362042,-0.09881120093,127,12.6982617
LOW_CHURN,LAG2,0,2010_2019,2009-12-31,2010-01-04,2019-12-31,2516,0.1749564702,-0.5213037721,5.01327949,9.998631075,0.348015022,0.6227891085,566,2011-02-18,2011-10-03,2012-09-06,True,339,566,2018,-0.2973623043,2019,0.6424156442,-0.4166987354,0.009525946859,0.1749564702,131,13.10179354
LOW_CHURN,LAG2,0,2020_latest,2019-12-31,2020-01-02,2026-09-02,1676,0.202751898,-0.577433652,3.427251903,6.672142368,0.3703024794,0.6071966214,826,2022-03-29,2022-09-30,2024-07-02,True,641,826,2022,-0.4110456916,2024,0.6573096247,-0.4748560726,0.1132048563,,119,17.83535084
LOW_CHURN,LAG2,25,1987_1999,1986-12-31,1987-01-02,1999-12-31,3286,0.1905335033,-0.786032273,9.651376066,12.99931554,0.3713199123,0.5397006205,2960,1987-08-13,1987-12-04,1995-09-20,True,2847,2960,1987,-0.2970167722,1995,1.044693812,-0.6950264131,-0.1566052259,0.06503312478,159,12.23141323
LOW_CHURN,LAG2,25,2000_2009,1999-12-31,2000-01-03,2009-12-31,2515,-0.1270053941,-0.8630790518,0.2570602064,10.00136893,0.332255343,-0.3259016014,3408,2000-09-01,2009-03-09,,False,,,2008,-0.5057038645,2009,0.371507665,-0.675544405,-0.2113129235,-0.1270053941,127,12.6982617
LOW_CHURN,LAG2,25,2010_2019,2009-12-31,2010-01-04,2019-12-31,2516,0.1367635774,-0.5331374381,3.602676714,9.998631075,0.3478848091,0.5277626454,657,2011-02-18,2011-10-03,2012-09-13,True,346,573,2018,-0.3130144777,2019,0.5938150572,-0.4296312662,-0.02035088169,0.1367635774,131,13.10179354
LOW_CHURN,LAG2,25,2020_latest,2019-12-31,2020-01-02,2026-09-02,1676,0.1502369608,-0.5858113984,2.544378077,6.672142368,0.370363047,0.486155014,955,2022-03-29,2022-09-30,2024-11-08,True,770,955,2022,-0.4313274514,2024,0.5724420315,-0.4980075057,0.06325276779,,119,17.83535084
AO,LAG2,0,1987_1999,1986-12-31,1987-01-02,1999-12-31,3286,0.2445789739,-0.501909339,17.18806298,12.99931554,0.354234431,0.6421759601,1330,1987-08-25,1988-08-22,1991-04-16,True,967,1330,1994,-0.1041135488,1995,1.177859162,-0.4968850789,-0.003627474173,0.1287941955,153,11.76985046
AO,LAG2,0,2000_2009,1999-12-31,2000-01-03,2009-12-31,2515,-0.04922240221,-0.7335861082,0.6036141264,10.00136893,0.3988764749,0.004219209529,3570,2000-03-23,2003-03-31,,False,,,2000,-0.3831893056,2003,0.4815233328,-0.5590310431,-0.136819945,-0.04922240221,104,10.39857651
AO,LAG2,0,2010_2019,2009-12-31,2010-01-04,2019-12-31,2516,0.1894816934,-0.4416948873,5.668582419,9.998631075,0.3171501246,0.6900324386,733,2018-01-26,2018-12-24,,False,,,2018,-0.2632374517,2013,0.8577988309,-0.3587746335,0.06056144096,0.1894816934,106,10.60145126
AO,LAG2,0,2020_latest,2019-12-31,2020-01-02,2026-09-02,1676,0.2710333683,-0.5385719717,4.953931689,6.672142368,0.4020894979,0.7286521155,938,2021-11-18,2022-11-03,2024-06-13,True,588,938,2022,-0.4681921727,2023,0.5501729669,-0.5248671776,0.1668745146,,58,8.692860074
AO,LAG2,25,1987_1999,1986-12-31,1987-01-02,1999-12-31,3286,0.2084467179,-0.5178566782,11.71929005,12.99931554,0.3545035539,0.5590668986,1942,1987-08-25,1988-08-22,1992-12-18,True,1579,1942,1994,-0.1306236515,1995,1.156162104,-0.512960804,-0.02922051468,0.0973258991,153,11.76985046
AO,LAG2,25,2000_2009,1999-12-31,2000-01-03,2009-12-31,2515,-0.07365088032,-0.7838451907,0.4652661408,10.00136893,0.3991458861,-0.06082714466,3570,2000-03-23,2009-03-09,,False,,,2000,-0.3999411533,2003,0.4412869143,-0.5699100074,-0.1619461763,-0.07365088032,104,10.39857651
AO,LAG2,25,2010_2019,2009-12-31,2010-01-04,2019-12-31,2516,0.1583317779,-0.4568577927,4.347527397,9.998631075,0.3173138543,0.6060670576,782,2018-01-26,2018-12-24,,False,,,2018,-0.2832470497,2013,0.8118728979,-0.3776599489,0.03072128911,0.1583317779,106,10.60145126
AO,LAG2,25,2020_latest,2019-12-31,2020-01-02,2026-09-02,1676,0.2436752221,-0.5522260508,4.28448342,6.672142368,0.4022133803,0.6742383942,960,2021-11-18,2022-11-03,2024-07-05,True,610,960,2022,-0.4800388875,2023,0.5156408371,-0.53893628,0.1391649332,,58,8.692860074
UPRO_ALWAYS,LAG2,0,1987_1999,1986-12-31,1987-01-02,1999-12-31,3286,0.3066344008,-0.806563222,32.35367669,12.99931554,0.4910974009,0.7033660365,2348,1987-08-25,1987-12-04,1994-01-28,True,2247,2348,1987,-0.3732854515,1995,1.22788602,-0.7399986631,-0.0810500447,0.148489041,0,0
UPRO_ALWAYS,LAG2,0,2000_2009,1999-12-31,2000-01-03,2009-12-31,2515,-0.2266489994,-0.9820109229,0.07649159444,10.00136893,0.6668695337,-0.09213035536,3570,2000-03-23,2009-03-09,,False,,,2008,-0.8597747321,2003,0.8731653747,-0.9227273643,-0.3916285461,-0.2266489994,0,0
UPRO_ALWAYS,LAG2,0,2010_2019,2009-12-31,2010-01-04,2019-12-31,2516,0.3281877639,-0.5173312905,17.07756772,9.998631075,0.4432450125,0.8520622248,424,2011-04-29,2011-10-03,2012-04-02,True,182,339,2018,-0.2436814515,2013,1.18798752,-0.3770481292,0.13484204,0.3281877639,0,0
UPRO_ALWAYS,LAG2,0,2020_latest,2019-12-31,2020-01-02,2026-09-02,1676,0.2586669375,-0.7668301233,4.641082026,6.672142368,0.6087706406,0.6415167419,891,2020-02-19,2020-03-23,2021-01-07,True,290,323,2022,-0.5631810077,2021,0.9825793327,-0.5871593323,0.1639153848,,0,0
UPRO_ALWAYS,LAG2,25,1987_1999,1986-12-31,1987-01-02,1999-12-31,3286,0.3066344008,-0.806563222,32.35367669,12.99931554,0.4910974009,0.7033660365,2348,1987-08-25,1987-12-04,1994-01-28,True,2247,2348,1987,-0.3732854515,1995,1.22788602,-0.7399986631,-0.0810500447,0.148489041,0,0
UPRO_ALWAYS,LAG2,25,2000_2009,1999-12-31,2000-01-03,2009-12-31,2515,-0.2266489994,-0.9820109229,0.07649159444,10.00136893,0.6668695337,-0.09213035536,3570,2000-03-23,2009-03-09,,False,,,2008,-0.8597747321,2003,0.8731653747,-0.9227273643,-0.3916285461,-0.2266489994,0,0
UPRO_ALWAYS,LAG2,25,2010_2019,2009-12-31,2010-01-04,2019-12-31,2516,0.3281877639,-0.5173312905,17.07756772,9.998631075,0.4432450125,0.8520622248,424,2011-04-29,2011-10-03,2012-04-02,True,182,339,2018,-0.2436814515,2013,1.18798752,-0.3770481292,0.13484204,0.3281877639,0,0
UPRO_ALWAYS,LAG2,25,2020_latest,2019-12-31,2020-01-02,2026-09-02,1676,0.2586669375,-0.7668301233,4.641082026,6.672142368,0.6087706406,0.6415167419,891,2020-02-19,2020-03-23,2021-01-07,True,290,323,2022,-0.5631810077,2021,0.9825793327,-0.5871593323,0.1639153848,,0,0
SP500_1X,LAG2,0,1987_1999,1986-12-31,1987-01-02,1999-12-31,3286,0.1797352651,-0.3306415614,8.573342392,12.99931554,0.1636973099,0.7574336346,631,1987-08-25,1987-10-19,1989-05-17,True,576,631,1990,-0.03104820291,1995,0.3757620118,-0.2084043343,0.0764684367,0.1291453964,0,0
SP500_1X,LAG2,0,2000_2009,1999-12-31,2000-01-03,2009-12-31,2515,-0.009491800267,-0.5525024107,0.9090234381,10.00136893,0.2222697112,-0.05632058135,2243,2007-10-09,2009-03-09,,False,,,2008,-0.3699761113,2003,0.2868423796,-0.4751914483,-0.08198823669,-0.009491800267,0,0
SP500_1X,LAG2,0,2010_2019,2009-12-31,2010-01-04,2019-12-31,2516,0.1356189194,-0.1936348981,3.566568612,9.998631075,0.1477353441,0.8972367424,280,2018-09-20,2018-12-24,2019-04-12,True,109,204,2018,-0.04384233325,2013,0.3238848467,-0.1060500338,0.07285874511,0.1356189194,0,0
SP500_1X,LAG2,0,2020_latest,2019-12-31,2020-01-02,2026-09-02,1676,0.1553736354,-0.3379046365,2.621157615,6.672142368,0.2029250113,0.6718826412,709,2020-02-19,2020-03-23,2020-08-10,True,140,173,2022,-0.1811088889,2021,0.2870536926,-0.1966703289,0.1142978984,,0,0
SP500_1X,LAG2,25,1987_1999,1986-12-31,1987-01-02,1999-12-31,3286,0.1797352651,-0.3306415614,8.573342392,12.99931554,0.1636973099,0.7574336346,631,1987-08-25,1987-10-19,1989-05-17,True,576,631,1990,-0.03104820291,1995,0.3757620118,-0.2084043343,0.0764684367,0.1291453964,0,0
SP500_1X,LAG2,25,2000_2009,1999-12-31,2000-01-03,2009-12-31,2515,-0.009491800267,-0.5525024107,0.9090234381,10.00136893,0.2222697112,-0.05632058135,2243,2007-10-09,2009-03-09,,False,,,2008,-0.3699761113,2003,0.2868423796,-0.4751914483,-0.08198823669,-0.009491800267,0,0
SP500_1X,LAG2,25,2010_2019,2009-12-31,2010-01-04,2019-12-31,2516,0.1356189194,-0.1936348981,3.566568612,9.998631075,0.1477353441,0.8972367424,280,2018-09-20,2018-12-24,2019-04-12,True,109,204,2018,-0.04384233325,2013,0.3238848467,-0.1060500338,0.07285874511,0.1356189194,0,0
SP500_1X,LAG2,25,2020_latest,2019-12-31,2020-01-02,2026-09-02,1676,0.1553736354,-0.3379046365,2.621157615,6.672142368,0.2029250113,0.6718826412,709,2020-02-19,2020-03-23,2020-08-10,True,140,173,2022,-0.1811088889,2021,0.2870536926,-0.1966703289,0.1142978984,,0,0
