variant,horizon_years,paths,block_days,cell,family,regime,underlying,moneyness,premium_budget,maturity_months,roll_months,mean_cagr,median_max_drawdown,worst_max_drawdown,prob_negative_cagr,prob_below_index,prob_below_canonical,cagr_p5,cagr_p10,cagr_p50,cagr_p90,cagr_p95,terminal_wealth_p5,terminal_wealth_p50,terminal_wealth_p95,prob_drawdown_worse_than_50,prob_drawdown_worse_than_60,prob_drawdown_worse_than_75,mean_delta_exposure,min_exposure_after_loss,underexposed_recovery,delta_p5,delta_p50,delta_p95,mean_option_weight,recovery_exposure_ratio
SPX_80_25_15M_R6,20,5000,63,SPX_80_25,SPX,15m/6m,SP500_1X,0.8,0.25,15,6,0.1220714254,-0.3573707962,-0.7309582728,0.0008,0.3412,0.411,0.05648443058,0.06957169647,0.1213686644,0.1753006753,0.1904240403,3.000972827,9.884809909,32.6613232,0.0666,0.0092,0,0.9858588482,0.4462422294,0.09285888374,0.7626194791,1.004569159,1.157461352,0.2588927065,0.9470869154
SPX_80_25_15M_R12,20,5000,63,SPX_80_25,SPX,15m/12m,SP500_1X,0.8,0.25,15,12,0.1282457066,-0.3670091023,-0.7658187826,0.0014,0.2424,0.1658,0.05953913683,0.07409649819,0.1277759201,0.1826546602,0.199500233,3.179362651,11.07787272,38.01952915,0.0788,0.0106,0.0002,1.002961655,0.4116772906,0.1392554194,0.7326623859,1.027155968,1.193552118,0.2693346087,0.9568175652
SPX_80_25_18M_R6,20,5000,63,SPX_80_25,SPX,18m/6m,SP500_1X,0.8,0.25,18,6,0.1190520047,-0.3470749756,-0.739872316,0.0012,0.3924,0.6658,0.05602969497,0.06840148065,0.1180649582,0.1699380048,0.1851969282,2.975244372,9.318386615,29.90958203,0.0526,0.0078,0,0.9443364203,0.4571987328,0.108751942,0.7219594011,0.9605015823,1.122986603,0.2584162744,0.9383949638
SPX_80_25_18M_R12,20,5000,63,SPX_80_25,SPX,18m/12m,SP500_1X,0.8,0.25,18,12,0.1252157068,-0.3549511313,-0.7458090682,0.001,0.2934,0.2614,0.05940904527,0.07261658792,0.124332657,0.1782552018,0.1933297128,3.171564398,10.42069073,34.29328673,0.0602,0.0088,0,0.9626459943,0.4457706373,0.1673218673,0.690885106,0.9853500806,1.160702138,0.268214317,0.9404888582
SPX_80_25_24M_R6,20,5000,63,SPX_80_25,SPX,24m/6m,SP500_1X,0.8,0.25,24,6,0.1152220455,-0.3323929523,-0.7165290152,0.0008,0.466,0.8994,0.05524820979,0.06739005642,0.1141755434,0.1634628048,0.1773562309,2.931519115,8.691054075,26.19134077,0.0358,0.004,0,0.8767910751,0.4785440255,0.1190612479,0.6575046368,0.8883808298,1.064843954,0.258551279,0.9389009177
SPX_80_25_24M_R12,20,5000,63,SPX_80_25,SPX,24m/12m,SP500_1X,0.8,0.25,24,12,0.1209098052,-0.3379285886,-0.7261880101,0.0008,0.366,0,0.05917441864,0.07246840803,0.1204591217,0.1707685706,0.1848586376,3.157545923,9.725688153,29.73930532,0.0362,0.0044,0,0.8932524923,0.4815108086,0.1765028822,0.6272840597,0.9099094196,1.10302879,0.2677919781,0.9327169026
SPX_80_25_30M_R12,20,5000,63,SPX_80_25,SPX,30m/12m,SP500_1X,0.8,0.25,30,12,0.1175430077,-0.3252922122,-0.6733113944,0.0006,0.4218,0.7044,0.05906215217,0.07049289128,0.1168615178,0.164808103,0.178338044,3.150858927,9.119825872,26.63164524,0.0272,0.0024,0,0.8421298279,0.4804097164,0.196300716,0.5865261552,0.8544259965,1.055082243,0.2669787837,0.92216127
SPX_80_25_30M_R18,20,5000,63,SPX_80_25,SPX,30m/18m,SP500_1X,0.8,0.25,30,18,0.1198292176,-0.3320555721,-0.6780376658,0.0004,0.3876,0.5682,0.06023662882,0.07222129933,0.1195524767,0.1679766582,0.1823670916,3.221484761,9.569496904,28.51324753,0.0306,0.0034,0,0.8568073202,0.4855813929,0.2052014861,0.5700833804,0.8735673627,1.083647122,0.2751052788,0.9231158234
SPX_80_30_15M_R6,20,5000,63,SPX_80_30,SPX,15m/6m,SP500_1X,0.8,0.3,15,6,0.1322366443,-0.4013880188,-0.7928801704,0.0018,0.1908,0.4212,0.05648922955,0.07104206146,0.1312762881,0.1935636601,0.2109986753,3.001245206,11.78619674,46.01223866,0.1524,0.0286,0.001,1.178597867,0.4681919949,0.0908509277,0.9287067115,1.201449713,1.367968636,0.3089993767,0.9409125201
SPX_80_30_15M_R12,20,5000,63,SPX_80_30,SPX,15m/12m,SP500_1X,0.8,0.3,15,12,0.139179294,-0.4139341328,-0.8256508444,0.0016,0.1176,0.1788,0.05982207129,0.07623993035,0.1380871818,0.2020149364,0.2209997444,3.196386396,13.28956111,54.23897938,0.1802,0.0364,0.0006,1.195361275,0.4170345835,0.1349873844,0.9009069713,1.221891196,1.404126183,0.3196688266,0.9514123861
SPX_80_30_18M_R6,20,5000,63,SPX_80_30,SPX,18m/6m,SP500_1X,0.8,0.3,18,6,0.1288241007,-0.3896008765,-0.7898098903,0.0018,0.228,0.6698,0.05544375908,0.07069514109,0.1278622837,0.1869569502,0.2045978661,2.942404089,11.09485108,41.38488859,0.1214,0.0244,0.0006,1.129423172,0.4928634461,0.1017320763,0.8788737009,1.149266874,1.326585725,0.3085599142,0.9324448569
SPX_80_30_18M_R12,20,5000,63,SPX_80_30,SPX,18m/12m,SP500_1X,0.8,0.3,18,12,0.1357807367,-0.3987247818,-0.8064687158,0.0016,0.1464,0.2684,0.05937815452,0.07527699956,0.1350356908,0.1969353104,0.2147836829,3.169715345,12.59477344,48.97551417,0.1372,0.0244,0.0002,1.147140951,0.4674397402,0.168204248,0.8487060238,1.173437926,1.362094296,0.3185676534,0.9328551923
SPX_80_30_24M_R6,20,5000,63,SPX_80_30,SPX,24m/6m,SP500_1X,0.8,0.3,24,6,0.124506413,-0.3704887588,-0.763792489,0.0012,0.2916,0.9028,0.05596649248,0.07020052375,0.1235773961,0.1792260437,0.1955694913,2.971684888,10.28158044,35.60381065,0.0814,0.013,0.0004,1.048333003,0.5210627302,0.1179593721,0.8000700105,1.063193773,1.256352662,0.3087901399,0.9261971271
SPX_80_30_24M_R12,20,5000,63,SPX_80_30,SPX,24m/12m,SP500_1X,0.8,0.3,24,12,0.131029063,-0.3765841081,-0.7723653091,0.001,0.197,0,0.06102122537,0.0749559901,0.1297035893,0.1877230007,0.2040418394,3.269500875,11.4627859,41.00451221,0.0848,0.012,0.0004,1.064438749,0.5142825384,0.1815712022,0.7696495464,1.085979277,1.290098168,0.3184090819,0.9239966888
SPX_80_30_30M_R12,20,5000,63,SPX_80_30,SPX,30m/12m,SP500_1X,0.8,0.3,30,12,0.1272100811,-0.361093585,-0.7297872626,0.001,0.2506,0.7066,0.06037085063,0.07370331106,0.126650134,0.1811370754,0.197009025,3.229651128,10.85879052,36.47106932,0.0606,0.0084,0,1.003748597,0.5288856036,0.1958689459,0.7186166795,1.020406155,1.233211325,0.3176339158,0.9124346944
SPX_80_30_30M_R18,20,5000,63,SPX_80_30,SPX,30m/18m,SP500_1X,0.8,0.3,30,18,0.1297004529,-0.369669356,-0.7372639092,0.0008,0.214,0.5752,0.06209817331,0.07550033968,0.1288496434,0.1842630315,0.2016978104,3.336516204,11.2907302,39.4371388,0.066,0.0086,0,1.018730607,0.5154947181,0.2110306146,0.7020811954,1.040223864,1.259088585,0.3261164551,0.9159143737
SPX_80_35_15M_R6,20,5000,63,SPX_80_35,SPX,15m/6m,SP500_1X,0.8,0.35,15,6,0.1415177436,-0.4488388676,-0.8425269482,0.0036,0.1166,0.4346,0.05409228286,0.07185787032,0.1404286263,0.2121566427,0.2316424505,2.867957908,13.84720761,64.51979994,0.298,0.0802,0.0036,1.37066257,0.5047789376,0.08390758006,1.098018305,1.395726571,1.575958511,0.3587852973,0.937531099
SPX_80_35_15M_R12,20,5000,63,SPX_80_35,SPX,15m/12m,SP500_1X,0.8,0.35,15,12,0.149131618,-0.4625817286,-0.8720198494,0.0026,0.0718,0.1964,0.05841615829,0.07714005574,0.1479338087,0.2208974952,0.2417160771,3.11264303,15.7883577,75.93571455,0.3402,0.1022,0.0046,1.386007268,0.440257183,0.1207349081,1.076760265,1.412248516,1.614282632,0.3692308633,0.9517322803
SPX_80_35_18M_R6,20,5000,63,SPX_80_35,SPX,18m/6m,SP500_1X,0.8,0.35,18,6,0.1377904719,-0.434612441,-0.8314736397,0.0024,0.139,0.6736,0.05486426138,0.07174325441,0.1367058511,0.2049223464,0.2246208405,2.910258582,12.9706559,57.54835906,0.242,0.0578,0.002,1.313659049,0.5389839718,0.08943589744,1.039347222,1.336106095,1.527413033,0.3583857213,0.9310993026
SPX_80_35_18M_R12,20,5000,63,SPX_80_35,SPX,18m/12m,SP500_1X,0.8,0.35,18,12,0.1454517638,-0.4444625243,-0.8543072298,0.002,0.0818,0.2806,0.05833985646,0.0765876601,0.1442267497,0.2150852108,0.2356278823,3.108157886,14.79932599,68.82623294,0.266,0.0678,0.0022,1.329730637,0.5073883317,0.1515151515,1.01351926,1.357373613,1.561591774,0.3682916697,0.9327624426
SPX_80_35_24M_R6,20,5000,63,SPX_80_35,SPX,24m/6m,SP500_1X,0.8,0.35,24,6,0.1330911039,-0.4112558805,-0.8059530952,0.0018,0.1734,0.9076,0.05527189784,0.07155975201,0.1320568135,0.1954483475,0.2139489755,2.932833899,11.94990518,48.30684441,0.1676,0.0348,0.001,1.218713726,0.5754775183,0.106910313,0.9446235149,1.237110139,1.444132419,0.3586603477,0.9251990858
SPX_80_35_24M_R12,20,5000,63,SPX_80_35,SPX,24m/12m,SP500_1X,0.8,0.35,24,12,0.1404000331,-0.4184535773,-0.812509851,0.0014,0.1038,0,0.05979013024,0.0769270666,0.1390642168,0.2045576246,0.2231781526,3.194459694,13.5196121,56.20750523,0.1814,0.0338,0.0012,1.234305181,0.5557714128,0.1736053289,0.9172143195,1.258900271,1.474140097,0.3682350671,0.9218959279
SPX_80_35_30M_R12,20,5000,63,SPX_80_35,SPX,30m/12m,SP500_1X,0.8,0.35,30,12,0.1362030792,-0.400043217,-0.7822313416,0.001,0.1336,0.708,0.05998824968,0.07617413461,0.1351725587,0.1974421789,0.2157165801,3.206424736,12.62518358,49.73324554,0.1242,0.022,0.0002,1.163361599,0.5848522418,0.1877394636,0.8555344498,1.184100462,1.406840927,0.3676057214,0.9054520279
SPX_80_35_30M_R18,20,5000,63,SPX_80_35,SPX,30m/18m,SP500_1X,0.8,0.35,30,18,0.1388594558,-0.4082632625,-0.7902240692,0.0008,0.112,0.5798,0.06168524428,0.07702300476,0.1379644402,0.2009692328,0.2193254127,3.310668016,13.26092682,52.77065755,0.1486,0.0248,0.0004,1.178975782,0.569386285,0.199534982,0.8395294654,1.203223806,1.43097367,0.3761282114,0.9159150882
SPX_85_25_15M_R6,20,5000,63,SPX_85_25,SPX,15m/6m,SP500_1X,0.85,0.25,15,6,0.1275775646,-0.3846863671,-0.7725864615,0.002,0.2656,0.3888,0.05418386519,0.06860302734,0.1264585586,0.1875867762,0.2043622083,2.872944945,10.82192195,41.22329687,0.1172,0.02,0.0008,1.118445764,0.3938089874,0.1332445037,0.8083205122,1.142084212,1.364471285,0.2592431562,0.9396392329
SPX_85_25_15M_R12,20,5000,63,SPX_85_25,SPX,15m/12m,SP500_1X,0.85,0.25,15,12,0.1346053443,-0.4004774452,-0.8071912597,0.0018,0.1808,0.1892,0.05697640652,0.07237733483,0.1335446998,0.1972264075,0.2160724832,3.029045976,12.26797959,50.02524597,0.147,0.028,0.0006,1.147243651,0.3266346712,0.1760396466,0.7558107606,1.183053795,1.419786458,0.2699636354,0.94789251
SPX_85_25_18M_R6,20,5000,63,SPX_85_25,SPX,18m/6m,SP500_1X,0.85,0.25,18,6,0.1239807125,-0.3707180359,-0.7648055938,0.0016,0.3168,0.6206,0.05436325774,0.06839560729,0.1230262582,0.1799411207,0.1973839355,2.882738915,10.18118252,36.70021045,0.0886,0.0136,0.0006,1.058026028,0.4264084125,0.1473317865,0.7624445896,1.076736224,1.305184711,0.2587580204,0.9323108089
SPX_85_25_18M_R12,20,5000,63,SPX_85_25,SPX,18m/12m,SP500_1X,0.85,0.25,18,12,0.1307518925,-0.3826686981,-0.7835939798,0.0014,0.22,0.2798,0.05682658816,0.07165415812,0.1298171157,0.1904079676,0.2081218573,3.020470658,11.48584701,43.87477168,0.1062,0.0178,0.0002,1.086054016,0.388052805,0.1947791165,0.7152930564,1.115952072,1.359488168,0.2687698106,0.9314965302
SPX_85_25_24M_R6,20,5000,63,SPX_85_25,SPX,24m/6m,SP500_1X,0.85,0.25,24,6,0.1195183854,-0.3499305836,-0.7415904088,0.0012,0.3876,0.8664,0.05490031233,0.06801310304,0.1182980144,0.1718467966,0.1876141077,2.912248422,9.357311436,31.15350815,0.053,0.0074,0,0.9653361112,0.4628214552,0.1560988032,0.6903907977,0.9770844801,1.210670786,0.2589313962,0.9316994885
SPX_85_25_24M_R12,20,5000,63,SPX_85_25,SPX,24m/12m,SP500_1X,0.85,0.25,24,12,0.1255701574,-0.3580212407,-0.7548850958,0.0008,0.2892,0,0.05855872021,0.07203298739,0.1244222406,0.1801558471,0.1960591696,3.121039503,10.43730912,35.89659877,0.059,0.0082,0.0002,0.9881250542,0.449176266,0.2060785767,0.6522150366,1.00632726,1.262634887,0.2684510222,0.9214261385
SPX_85_25_30M_R12,20,5000,63,SPX_85_25,SPX,30m/12m,SP500_1X,0.85,0.25,30,12,0.1216375388,-0.3414751178,-0.6991559576,0.0008,0.3526,0.699,0.05809307912,0.07089992167,0.1205624505,0.1732893696,0.187561571,3.093694884,9.743641836,31.12595697,0.0404,0.0042,0,0.9202304906,0.4650844067,0.2296726505,0.6098981271,0.9319664193,1.189076628,0.2676768347,0.9148238024
SPX_85_25_30M_R18,20,5000,63,SPX_85_25,SPX,30m/18m,SP500_1X,0.85,0.25,30,18,0.1241992113,-0.3504969427,-0.7027932743,0.0008,0.3154,0.5758,0.05997506893,0.07250720045,0.1233606042,0.1768658782,0.1928642095,3.205627281,10.24197679,34.02672791,0.0488,0.0052,0,0.9403692842,0.4637499125,0.2401835798,0.5878829927,0.9582410327,1.226032277,0.2760853133,0.9117895973
SPX_85_30_15M_R6,20,5000,63,SPX_85_30,SPX,15m/6m,SP500_1X,0.85,0.3,15,6,0.1381885124,-0.4340025568,-0.8317001862,0.004,0.1588,0.4038,0.05243816333,0.06919671898,0.1368375773,0.2085169894,0.2271342877,2.779277359,13.00075094,59.95726614,0.2488,0.0608,0.0022,1.336548683,0.4030619899,0.1293828173,0.9878714137,1.365850985,1.608518785,0.3092332877,0.9360826422
SPX_85_30_15M_R12,20,5000,63,SPX_85_30,SPX,15m/12m,SP500_1X,0.85,0.3,15,12,0.1459331886,-0.4522531629,-0.863001608,0.0026,0.1036,0.2112,0.05563883065,0.0741550826,0.1441359419,0.2185560812,0.240140067,2.95329776,14.77585462,74.03119947,0.3058,0.0856,0.0034,1.365617522,0.3158628881,0.1597969543,0.9335605317,1.405591387,1.666075565,0.3199000231,0.9487758799
SPX_85_30_18M_R6,20,5000,63,SPX_85_30,SPX,18m/6m,SP500_1X,0.85,0.3,18,6,0.1342069373,-0.4172631483,-0.8163522332,0.0022,0.1914,0.6234,0.05304981578,0.06938644369,0.1329098233,0.1992479297,0.2195315661,2.811761472,12.13128625,52.94939134,0.1938,0.0418,0.0016,1.264582417,0.4437679834,0.1466471694,0.9305380161,1.288571186,1.538163998,0.3087945536,0.9279674989
SPX_85_30_18M_R12,20,5000,63,SPX_85_30,SPX,18m/12m,SP500_1X,0.85,0.3,18,12,0.1417210124,-0.430744312,-0.8414573816,0.0022,0.1242,0.2922,0.05602784698,0.07347710447,0.1401038208,0.2113951322,0.2316359312,2.975140022,13.76854427,64.51297543,0.228,0.0546,0.0014,1.292432079,0.4003188446,0.1885397412,0.8815783903,1.32863418,1.591029235,0.3188654445,0.9272155246
SPX_85_30_24M_R6,20,5000,63,SPX_85_30,SPX,24m/6m,SP500_1X,0.85,0.3,24,6,0.129274112,-0.392079173,-0.786985396,0.0018,0.2356,0.87,0.05450262263,0.0699382113,0.1279906894,0.1890162582,0.2075923607,2.890369005,11.12014112,43.49178023,0.1246,0.0236,0.0006,1.153872315,0.4931731242,0.1607298002,0.8399533368,1.169347833,1.42586559,0.3090850073,0.9233207483
SPX_85_30_24M_R12,20,5000,63,SPX_85_30,SPX,24m/12m,SP500_1X,0.85,0.3,24,12,0.1361413446,-0.4005432031,-0.8012865876,0.0014,0.1546,0,0.05913847757,0.07425518159,0.1343765115,0.1990428506,0.2172541495,3.155403917,12.44928797,51.00647534,0.138,0.0224,0.0008,1.176782813,0.4763642926,0.2091880342,0.8014871649,1.20143181,1.474019921,0.3188260287,0.9155700213
SPX_85_30_30M_R12,20,5000,63,SPX_85_30,SPX,30m/12m,SP500_1X,0.85,0.3,30,12,0.1317486448,-0.3802703396,-0.7556493402,0.001,0.197,0.6972,0.0589451553,0.07373635242,0.1306077109,0.1910275835,0.2082258686,3.143904669,11.64766476,43.95037896,0.0914,0.0138,0.0002,1.096116912,0.5071392256,0.2304270463,0.7475654559,1.113613356,1.385827694,0.3182196687,0.9035899237
SPX_85_30_30M_R18,20,5000,63,SPX_85_30,SPX,30m/18m,SP500_1X,0.85,0.3,30,18,0.1345027553,-0.3919323334,-0.7631336268,0.001,0.167,0.5776,0.06014676316,0.07489254942,0.1333850427,0.1948348222,0.2134145821,3.216028095,12.23346663,47.88331417,0.1076,0.0162,0.0002,1.116587917,0.4900836331,0.2374508948,0.7251221927,1.140636392,1.421185484,0.3269343119,0.9077742436
SPX_85_35_15M_R6,20,5000,63,SPX_85_35,SPX,15m/6m,SP500_1X,0.85,0.35,15,6,0.1476999778,-0.4860445325,-0.877146081,0.0058,0.118,0.4256,0.04865815504,0.06857540079,0.1456215205,0.2284464432,0.2518984395,2.58630198,15.16433334,89.40915152,0.4444,0.1556,0.012,1.55342882,0.4346054917,0.1223425592,1.170713846,1.587165576,1.849171783,0.358765723,0.9320215147
SPX_85_35_15M_R12,20,5000,63,SPX_85_35,SPX,15m/12m,SP500_1X,0.85,0.35,15,12,0.1560115198,-0.5051482622,-0.9043573565,0.005,0.0856,0.2336,0.0517106336,0.07335965193,0.1538537301,0.2392328984,0.2648451661,2.741102672,17.49908712,109.8366594,0.5206,0.193,0.0156,1.581899151,0.3308151387,0.1496094532,1.121370486,1.622705085,1.91199677,0.3689735197,0.9486283917
SPX_85_35_18M_R6,20,5000,63,SPX_85_35,SPX,18m/6m,SP500_1X,0.85,0.35,18,6,0.1434542341,-0.4659844307,-0.8644751877,0.0042,0.1286,0.6304,0.0504118908,0.07010678319,0.1420281793,0.2189736309,0.2423079919,2.674192679,14.24086624,76.66296187,0.365,0.1116,0.0066,1.470223179,0.487703407,0.1363270238,1.10247459,1.498238234,1.766263732,0.3584000148,0.9268946654
SPX_85_35_18M_R12,20,5000,63,SPX_85_35,SPX,18m/12m,SP500_1X,0.85,0.35,18,12,0.1515860149,-0.4811442022,-0.885465934,0.0038,0.0888,0.3046,0.05241665041,0.07326991481,0.1496325421,0.2309562021,0.2547157251,2.778141581,16.26226289,93.52069318,0.4162,0.1292,0.0084,1.497345547,0.4297067373,0.1777465354,1.057706408,1.536268194,1.819912777,0.3681201254,0.9270989671
SPX_85_35_24M_R6,20,5000,63,SPX_85_35,SPX,24m/6m,SP500_1X,0.85,0.35,24,6,0.1382062767,-0.43545392,-0.8279328552,0.0028,0.1428,0.8724,0.05289638578,0.07108448413,0.1367270846,0.2070284373,0.22807096,2.803578523,12.9755029,60.87924429,0.2486,0.058,0.0018,1.34113872,0.5458505654,0.1498876863,0.9939226625,1.361151216,1.636483318,0.3588642715,0.92395562
SPX_85_35_24M_R12,20,5000,63,SPX_85_35,SPX,24m/12m,SP500_1X,0.85,0.35,24,12,0.1458250715,-0.4453545647,-0.8406074168,0.0016,0.0932,0,0.05643454865,0.07555197887,0.1440830603,0.2170333229,0.2378805311,2.998140571,14.76220342,71.37969969,0.2706,0.0626,0.0022,1.363245959,0.5123854171,0.1994713298,0.9567516842,1.392662896,1.678957236,0.3684453249,0.9156802416
SPX_85_35_30M_R12,20,5000,63,SPX_85_35,SPX,30m/12m,SP500_1X,0.85,0.35,30,12,0.1410781667,-0.421560442,-0.807000912,0.0016,0.1126,0.693,0.05766814876,0.07548774414,0.1396029417,0.2081833447,0.2288567148,3.068940929,13.64806972,61.66304106,0.1852,0.0354,0.001,1.270160479,0.5598378613,0.2150360453,0.8915117962,1.292748646,1.576969733,0.3679417209,0.9028572603
SPX_85_35_30M_R18,20,5000,63,SPX_85_35,SPX,30m/18m,SP500_1X,0.85,0.35,30,18,0.1439765188,-0.4342854556,-0.8149280252,0.0018,0.0994,0.5808,0.05896403249,0.07584652496,0.1425034776,0.2122260504,0.2331821693,3.145025698,14.35987694,66.15227074,0.2158,0.0438,0.001,1.290887795,0.5349534859,0.2236545938,0.8702679416,1.320497167,1.61157798,0.3766623127,0.9075065021
SPX_85_40_15M_R6,20,5000,63,SPX_85_40,SPX,15m/6m,SP500_1X,0.85,0.4,15,6,0.1560847558,-0.53780595,-0.9119310735,0.0082,0.113,0.449,0.04444661437,0.06668911208,0.1534844349,0.2474094083,0.2750584716,2.386299566,17.38740828,129.0036576,0.65,0.2856,0.0366,1.769418637,0.4962920606,0.113,1.357916313,1.805901563,2.08876767,0.4079337575,0.9321854872
SPX_85_40_15M_R12,20,5000,63,SPX_85_40,SPX,15m/12m,SP500_1X,0.85,0.4,15,12,0.1648276656,-0.5590748877,-0.9345411797,0.008,0.091,0.262,0.04598338482,0.07069655059,0.1630757035,0.2591527162,0.2880987377,2.457513453,20.51917829,158.1186485,0.731,0.3434,0.0528,1.796788631,0.3567726021,0.1282,1.316362852,1.835433382,2.159906193,0.4173901865,0.9494274902
SPX_85_40_18M_R6,20,5000,63,SPX_85_40,SPX,18m/6m,SP500_1X,0.85,0.4,18,6,0.1517020152,-0.5150949831,-0.9011887105,0.0064,0.1134,0.6404,0.04665603829,0.06845596746,0.1496720865,0.2371481477,0.262445631,2.48931391,16.27345401,105.7435182,0.57,0.22,0.0236,1.675499208,0.5463379059,0.1308785271,1.277245369,1.706510221,1.993798942,0.4077328573,0.9258115239
SPX_85_40_18M_R12,20,5000,63,SPX_85_40,SPX,18m/12m,SP500_1X,0.85,0.4,18,12,0.1603438844,-0.530862889,-0.9185332871,0.0072,0.0868,0.321,0.04864649757,0.07191885525,0.1585284346,0.2499211382,0.2786714106,2.585724723,18.9729111,136.5146108,0.638,0.2534,0.0272,1.700601488,0.4803247787,0.1576946168,1.238464782,1.739535475,2.049586979,0.4168327672,0.9256192699
