return_end,execution_close,signal_close,reason,stage,transfer_to_reserve,net_deployed,asset,favorable,streak,row,series,fund,lag,cost_bps,deployment,cap,harvest,rebalance,remaining_tagged_risky_wealth_at_sample_end
2019-06-05,2019-06-04,2019-06-04,deployment,recovery_1_of_3,-0.0001446201281,0.0001438970334,UPRO,True,1,8237,HWM_RESERVE,UPRO,LAG1,50,staged,0.15,0.1,rule,0.0007737026208
2019-07-03,2019-07-02,2019-07-02,deployment,recovery_2_of_3,-0.0001448640142,0.0001448640117,UPRO,True,21,8257,HWM_RESERVE,UPRO,LAG1,50,staged,0.15,0.1,rule,0.0006548094924
2019-08-29,2019-08-28,2019-08-28,deployment,recovery_3_of_3,-0.0001438784136,0.0001438784108,UPRO,True,61,8297,HWM_RESERVE,UPRO,LAG1,50,staged,0.15,0.1,rule,0.0007203392168
2020-03-03,2020-03-02,2020-03-02,deployment,recovery_1_of_3,-0.140267503,0.1395708476,UPRO,True,1,8424,HWM_RESERVE,UPRO,LAG1,50,staged,0.15,0.1,rule,0.6405755832
2020-03-05,2020-03-04,2020-03-04,deployment,recovery_1_of_3,-0.09259062002,0.0921298254,UPRO,True,1,8426,HWM_RESERVE,UPRO,LAG1,50,staged,0.15,0.1,rule,0.4475178039
2020-05-28,2020-05-27,2020-05-27,deployment,recovery_1_of_3,-0.06113712691,0.0608324892,UPRO,True,1,8484,HWM_RESERVE,UPRO,LAG1,50,staged,0.15,0.1,rule,0.3292037989
2020-06-15,2020-06-12,2020-06-12,deployment,recovery_1_of_3,-0.04035571674,0.04015441546,UPRO,True,1,8496,HWM_RESERVE,UPRO,LAG1,50,staged,0.15,0.1,rule,0.2271854565
2020-06-30,2020-06-29,2020-06-29,deployment,recovery_1_of_3,-0.02663805998,0.02650508461,UPRO,True,1,8507,HWM_RESERVE,UPRO,LAG1,50,staged,0.15,0.1,rule,0.1549882095
2020-07-29,2020-07-28,2020-07-28,deployment,recovery_2_of_3,-0.02664088027,0.02664078771,UPRO,True,21,8527,HWM_RESERVE,UPRO,LAG1,50,staged,0.15,0.1,rule,0.1334514894
2020-09-24,2020-09-23,2020-09-23,deployment,recovery_3_of_3,-0.02637919973,0.02637910957,UPRO,True,61,8567,HWM_RESERVE,UPRO,LAG1,50,staged,0.15,0.1,rule,0.1312788362
2022-02-01,2022-01-31,2022-01-31,deployment,recovery_1_of_3,-1.904529538,1.895394176,UPRO,True,1,8908,HWM_RESERVE,UPRO,LAG1,50,staged,0.15,0.1,rule,4.159038066
2022-02-16,2022-02-15,2022-02-15,deployment,recovery_1_of_3,-1.257704171,1.251595827,UPRO,True,1,8919,HWM_RESERVE,UPRO,LAG1,50,staged,0.15,0.1,rule,2.937082053
2022-03-23,2022-03-22,2022-03-22,deployment,recovery_1_of_3,-0.8306572642,0.8265857887,UPRO,True,1,8943,HWM_RESERVE,UPRO,LAG1,50,staged,0.15,0.1,rule,2.021086497
2022-03-25,2022-03-24,2022-03-24,deployment,recovery_1_of_3,-0.5483736116,0.5456685745,UPRO,True,1,8945,HWM_RESERVE,UPRO,LAG1,50,staged,0.15,0.1,rule,1.378896448
2022-04-08,2022-04-07,2022-04-07,deployment,recovery_1_of_3,-0.3620644411,0.360270723,UPRO,True,1,8955,HWM_RESERVE,UPRO,LAG1,50,staged,0.15,0.1,rule,0.9418209676
2022-12-01,2022-11-30,2022-11-30,deployment,recovery_1_of_3,-0.2428275345,0.2416216612,UPRO,True,1,9118,HWM_RESERVE,UPRO,LAG1,50,staged,0.15,0.1,rule,0.6996892057
2023-01-17,2023-01-13,2023-01-13,deployment,recovery_1_of_3,-0.1611363891,0.1603346086,UPRO,True,1,9148,HWM_RESERVE,UPRO,LAG1,50,staged,0.15,0.1,rule,0.4979914843
2023-01-23,2023-01-20,2023-01-20,deployment,recovery_1_of_3,-0.1064527713,0.1059223046,UPRO,True,1,9152,HWM_RESERVE,UPRO,LAG1,50,staged,0.15,0.1,rule,0.3472996736
2023-02-21,2023-02-17,2023-02-17,deployment,recovery_2_of_3,-0.1068385775,0.1068377296,UPRO,True,21,9172,HWM_RESERVE,UPRO,LAG1,50,staged,0.15,0.1,rule,0.3264960176
2023-03-17,2023-03-16,2023-03-16,deployment,recovery_1_of_3,-0.03520827795,0.03503244465,UPRO,True,1,9190,HWM_RESERVE,UPRO,LAG1,50,staged,0.15,0.1,rule,0.1215901732
2023-03-21,2023-03-20,2023-03-20,deployment,recovery_1_of_3,-0.02324985504,0.02313369973,UPRO,True,1,9192,HWM_RESERVE,UPRO,LAG1,50,staged,0.15,0.1,rule,0.08315124651
2023-04-19,2023-04-18,2023-04-18,deployment,recovery_2_of_3,-0.02334032109,0.02334027975,UPRO,True,21,9212,HWM_RESERVE,UPRO,LAG1,50,staged,0.15,0.1,rule,0.07286266183
2023-06-15,2023-06-14,2023-06-14,deployment,recovery_3_of_3,-0.02329710667,0.0232970707,UPRO,True,61,9252,HWM_RESERVE,UPRO,LAG1,50,staged,0.15,0.1,rule,0.06352294246
2025-03-25,2025-03-24,2025-03-24,deployment,recovery_1_of_3,-1.257893538,1.251735476,UPRO,True,1,9696,HWM_RESERVE,UPRO,LAG1,50,staged,0.15,0.1,rule,2.21835296
2025-05-13,2025-05-12,2025-05-12,deployment,recovery_1_of_3,-0.8352311994,0.8311138618,UPRO,True,1,9730,HWM_RESERVE,UPRO,LAG1,50,staged,0.15,0.1,rule,1.495796697
2025-06-11,2025-06-10,2025-06-10,deployment,recovery_2_of_3,-0.8381294491,0.8381022398,UPRO,True,21,9750,HWM_RESERVE,UPRO,LAG1,50,staged,0.15,0.1,rule,1.377497478
2025-08-08,2025-08-07,2025-08-07,deployment,recovery_3_of_3,-0.8355786894,0.8355549028,UPRO,True,61,9790,HWM_RESERVE,UPRO,LAG1,50,staged,0.15,0.1,rule,1.207003516
2026-04-09,2026-04-08,2026-04-08,deployment,recovery_1_of_3,-1.095912545,1.090508054,UPRO,True,1,9957,HWM_RESERVE,UPRO,LAG1,50,staged,0.15,0.1,rule,1.482691985
2026-05-07,2026-05-06,2026-05-06,deployment,recovery_2_of_3,-1.099017234,1.098987249,UPRO,True,21,9977,HWM_RESERVE,UPRO,LAG1,50,staged,0.15,0.1,rule,1.181171304
2026-07-07,2026-07-06,2026-07-06,deployment,recovery_3_of_3,-3.623900368,3.623590645,UPRO,True,61,10017,HWM_RESERVE,UPRO,LAG1,50,staged,0.15,0.1,rule,3.733110231
1986-10-02,1986-10-01,1986-10-01,deployment,recovery_1_of_3,-0.03335790646,0.03320217975,UPRO,True,1,3,ASYMMETRIC_RESERVE_BAND,UPRO,LAG1,50,staged,0.2,0.1,rule,0.6301370933
1986-10-30,1986-10-29,1986-10-29,deployment,recovery_2_of_3,-0.03349413418,0.03348895495,UPRO,True,21,23,ASYMMETRIC_RESERVE_BAND,UPRO,LAG1,50,staged,0.2,0.1,rule,0.5846335797
1986-11-21,1986-11-20,1986-11-20,deployment,recovery_1_of_3,-0.0372582172,0.03708511784,UPRO,True,1,39,ASYMMETRIC_RESERVE_BAND,UPRO,LAG1,50,staged,0.2,0.1,rule,0.725925191
1986-12-22,1986-12-19,1986-12-19,deployment,recovery_2_of_3,-0.03742427311,0.03741674901,UPRO,True,21,59,ASYMMETRIC_RESERVE_BAND,UPRO,LAG1,50,staged,0.2,0.1,rule,0.8326850675
1987-02-19,1987-02-18,1987-02-18,deployment,recovery_3_of_3,-0.1221740869,0.1221160206,UPRO,True,61,99,ASYMMETRIC_RESERVE_BAND,UPRO,LAG1,50,staged,0.2,0.1,rule,2.088566883
1988-06-07,1988-06-06,1988-06-06,deployment,recovery_1_of_3,-0.04609135671,0.04587827096,UPRO,True,1,427,ASYMMETRIC_RESERVE_BAND,UPRO,LAG1,50,staged,0.2,0.1,rule,0.9336565853
1988-06-09,1988-06-08,1988-06-08,deployment,recovery_1_of_3,-0.03045542515,0.03031078468,UPRO,True,1,429,ASYMMETRIC_RESERVE_BAND,UPRO,LAG1,50,staged,0.2,0.1,rule,0.621081266
1988-07-08,1988-07-07,1988-07-07,deployment,recovery_2_of_3,-0.03061735965,0.03061344922,UPRO,True,21,449,ASYMMETRIC_RESERVE_BAND,UPRO,LAG1,50,staged,0.2,0.1,rule,0.6331618657
1988-08-25,1988-08-24,1988-08-24,deployment,recovery_1_of_3,-0.01015276806,0.01010302042,UPRO,True,1,483,ASYMMETRIC_RESERVE_BAND,UPRO,LAG1,50,staged,0.2,0.1,rule,0.2493068998
1988-09-06,1988-09-02,1988-09-02,deployment,recovery_1_of_3,-0.006714825064,0.006681704481,UPRO,True,1,490,ASYMMETRIC_RESERVE_BAND,UPRO,LAG1,50,staged,0.2,0.1,rule,0.1682792954
1988-10-04,1988-10-03,1988-10-03,deployment,recovery_2_of_3,-0.006757559151,0.006757343546,UPRO,True,21,510,ASYMMETRIC_RESERVE_BAND,UPRO,LAG1,50,staged,0.2,0.1,rule,0.1588509175
1988-11-23,1988-11-22,1988-11-22,deployment,recovery_1_of_3,-0.002242783209,0.002231621382,UPRO,True,1,546,ASYMMETRIC_RESERVE_BAND,UPRO,LAG1,50,staged,0.2,0.1,rule,0.05785425207
1988-12-22,1988-12-21,1988-12-21,deployment,recovery_2_of_3,-0.002257627726,0.002257603758,UPRO,True,21,566,ASYMMETRIC_RESERVE_BAND,UPRO,LAG1,50,staged,0.2,0.1,rule,0.0528693844
1989-02-21,1989-02-17,1989-02-17,deployment,recovery_3_of_3,-0.002265839602,0.002265819525,UPRO,True,61,606,ASYMMETRIC_RESERVE_BAND,UPRO,LAG1,50,staged,0.2,0.1,rule,0.04411163578
1990-03-09,1990-03-08,1990-03-08,deployment,recovery_1_of_3,-0.06739707857,0.06708844337,UPRO,True,1,871,ASYMMETRIC_RESERVE_BAND,UPRO,LAG1,50,staged,0.2,0.1,rule,1.198251283
