series,fund,lag,cost_bps,deployment,cap,harvest,rebalance,start,end,sessions,reserve_cagr,no_reserve_total_return,no_reserve_cagr,cumulative_log_growth_foregone,transferred_to_reserve,fraction_positive_portfolio_gains_transferred,new_hwm_gains_recognized,next_named_stress,next_stress_3y_post_drawdown_relative_growth_benefit,next_stress_3y_carried_opportunity_cost,next_stress_3y_payback_ratio
NO_RESERVE,UPRO,LAG1,0,staged,0.15,0.1,rule,2005-10-28,2006-06-12,154,0.0739318401384,0.0453260823627,0.0739318401384,0,0,0,0,2007_2009,0,0,
NO_RESERVE,UPRO,LAG1,0,staged,0.15,0.1,rule,2006-07-24,2007-08-03,259,0.308195966619,0.317611191399,0.308195966619,0,0,0,0,2007_2009,0,0,
NO_RESERVE,UPRO,LAG1,0,staged,0.15,0.1,rule,2009-05-29,2010-05-20,246,0.513107827151,0.497320089825,0.513107827151,0,0,0,0,2020,0,0,
NO_RESERVE,UPRO,LAG1,0,staged,0.15,0.1,rule,2010-09-10,2011-08-02,225,0.483484473934,0.421925436936,0.483484473934,0,0,0,0,2020,0,0,
NO_RESERVE,UPRO,LAG1,0,staged,0.15,0.1,rule,2011-12-22,2012-11-14,224,0.291007542589,0.257811944159,0.291007542589,0,0,0,0,2020,0,0,
NO_RESERVE,UPRO,LAG1,0,staged,0.15,0.1,rule,2012-11-19,2014-10-13,477,0.618903891463,1.49437377391,0.618903891463,0,0,0,41.8200039521,2020,0,0,
NO_RESERVE,UPRO,LAG1,0,staged,0.15,0.1,rule,2014-10-20,2015-08-20,210,0.268648318279,0.219022177942,0.268648318279,0,0,0,12.0884313324,2020,0,0,
NO_RESERVE,UPRO,LAG1,0,staged,0.15,0.1,rule,2016-03-11,2016-06-27,74,-0.11381210467,-0.0350961954386,-0.11381210467,0,0,0,0,2020,0,0,
NO_RESERVE,UPRO,LAG1,0,staged,0.15,0.1,rule,2016-06-28,2018-10-11,577,0.445199388932,1.32066118345,0.445199388932,0,0,0,112.911124871,2020,0,0,
NO_RESERVE,UPRO,LAG1,0,staged,0.15,0.1,rule,2019-02-12,2019-05-31,75,-0.011643134143,-0.00345694371829,-0.011643134143,0,0,0,0,2020,0,0,
NO_RESERVE,UPRO,LAG1,0,staged,0.15,0.1,rule,2019-06-04,2020-02-27,185,0.207872206482,0.148635960867,0.207872206482,0,0,0,53.9733153331,2020,0,0,
NO_RESERVE,UPRO,LAG1,0,staged,0.15,0.1,rule,2020-05-26,2022-01-21,419,0.910266571557,1.92148717859,0.910266571557,0,0,0,330.679707327,2022,0,0,
NO_RESERVE,UPRO,LAG1,0,staged,0.15,0.1,rule,2023-03-16,2023-10-25,154,0.164533462107,0.0974594263416,0.164533462107,0,0,0,0,,,,
NO_RESERVE,UPRO,LAG1,0,staged,0.15,0.1,rule,2023-11-01,2025-03-10,337,0.638457541664,0.952586675916,0.638457541664,0,0,0,305.788168946,,,,
NO_RESERVE,UPRO,LAG1,0,staged,0.15,0.1,rule,2025-05-12,2026-03-20,215,0.318232361147,0.26618823305,0.318232361147,0,0,0,205.416378314,,,,
NO_RESERVE,UPRO,LAG1,0,staged,0.15,0.1,rule,2026-04-08,2026-09-02,102,1.24018458454,0.38349197411,1.24018458454,0,0,0,234.365501396,,,,
FIXED_90_10,UPRO,LAG1,0,staged,0.15,0.1,quarterly,1987-01-08,1987-10-16,196,0.233823670022,0.169976405348,0.226360357642,-0.00466779149381,0.0684069175265,0.0221251942803,0.69053605199,1987,0.123017589964,0.0761165725207,1.61617353344
FIXED_90_10,UPRO,LAG1,0,staged,0.15,0.1,quarterly,1988-06-01,1990-01-22,415,0.25755555352,0.485697720179,0.272514282983,0.019424877146,0.0853534882362,0.0155899035306,0.268346573495,2000_2002,1.12960874907,3.20679495541,0.352254748052
FIXED_90_10,UPRO,LAG1,0,staged,0.15,0.1,quarterly,1990-05-04,1990-08-06,64,-0.206396238963,-0.0690020605157,-0.242563976192,-0.0120045188966,0.0144773071021,0.0141722682971,0,2000_2002,1.12960874907,3.20679495541,0.352254748052
FIXED_90_10,UPRO,LAG1,0,staged,0.15,0.1,quarterly,1991-01-18,1991-11-22,215,0.385398655879,0.342219751806,0.41769578911,0.0194328255188,0.0674032662347,0.0169753521847,0.0481581034849,2000_2002,1.12960874907,3.20679495541,0.352254748052
FIXED_90_10,UPRO,LAG1,0,staged,0.15,0.1,quarterly,1991-12-02,1992-10-05,213,0.200425655011,0.180808908355,0.217856518908,0.0121565389588,0.0447377128201,0.0129883115702,0.267738153486,2000_2002,1.12960874907,3.20679495541,0.352254748052
FIXED_90_10,UPRO,LAG1,0,staged,0.15,0.1,quarterly,1992-10-13,1994-03-29,369,0.189038850831,0.314778366171,0.206700309746,0.0214756498574,0.0707804265439,0.0115968276163,0.925482654936,2000_2002,1.12960874907,3.20679495541,0.352254748052
FIXED_90_10,UPRO,LAG1,0,staged,0.15,0.1,quarterly,1994-12-14,1996-07-23,405,0.597946186965,1.2643052715,0.662845079842,0.0639807778289,0.383596080688,0.0262198901276,3.83263187582,2000_2002,1.12960874907,3.20679495541,0.352254748052
FIXED_90_10,UPRO,LAG1,0,staged,0.15,0.1,quarterly,1996-07-25,1998-08-27,528,0.686378115091,2.26388225322,0.761675750256,0.0912516349904,1.41693463665,0.0171957567621,17.8896433203,2000_2002,1.12960874907,3.20679495541,0.352254748052
FIXED_90_10,UPRO,LAG1,0,staged,0.15,0.1,quarterly,1998-10-28,1999-09-23,227,0.490174282076,0.466365235256,0.527565497564,0.0223904969459,1.34440849162,0.0169504739912,8.1161478023,2000_2002,1.12960874907,3.20679495541,0.352254748052
FIXED_90_10,UPRO,LAG1,0,staged,0.15,0.1,quarterly,1999-10-28,2000-02-18,78,-0.116408300227,-0.0509502332653,-0.1555164935,-0.014005463569,0.620489590017,0.0257098194935,0,2000_2002,1.12960874907,3.20679495541,0.352254748052
FIXED_90_10,UPRO,LAG1,0,staged,0.15,0.1,quarterly,2000-05-30,2000-09-25,82,-0.0593906720661,-0.0224829709302,-0.067966635216,-0.0029590533853,0,0,0,2000_2002,1.12960874907,3.20679495541,0.352254748052
FIXED_90_10,UPRO,LAG1,0,staged,0.15,0.1,quarterly,2003-04-14,2004-07-21,319,0.525563380631,0.795766121155,0.585402373898,0.048876530302,1.01484614637,0.0194097918495,0,2007_2009,1.24465308509,0.208794836292,5.96112962943
FIXED_90_10,UPRO,LAG1,0,staged,0.15,0.1,quarterly,2004-10-27,2005-04-15,117,0.0597735052839,0.0266043683626,0.0580347034395,-0.000764279577574,0.34387780657,0.0198879943834,0,2007_2009,1.24465308509,0.208794836292,5.96112962943
FIXED_90_10,UPRO,LAG1,0,staged,0.15,0.1,quarterly,2005-04-29,2005-10-10,113,0.115378289519,0.054234337095,0.124822840216,0.00378599889153,0.130378979235,0.00848444705362,0,2007_2009,1.24465308509,0.208794836292,5.96112962943
FIXED_90_10,UPRO,LAG1,0,staged,0.15,0.1,quarterly,2005-10-28,2006-06-12,154,0.0718854807061,0.0453260823627,0.0739318401384,0.00118537272749,0.153800007448,0.00712425717586,0,2007_2009,1.24465308509,0.208794836292,5.96112962943
FIXED_90_10,UPRO,LAG1,0,staged,0.15,0.1,quarterly,2006-07-24,2007-08-03,259,0.283650807177,0.317611191399,0.308195966619,0.0194464600962,0.751011275072,0.0168532208701,0,2007_2009,1.24465308509,0.208794836292,5.96112962943
FIXED_90_10,UPRO,LAG1,0,staged,0.15,0.1,quarterly,2009-05-29,2010-05-20,246,0.470214782642,0.497320089825,0.513107827151,0.0280289191274,1.37403560759,0.0229545789227,0,2020,5.63060043421,46.6593987452,0.120674517581
FIXED_90_10,UPRO,LAG1,0,staged,0.15,0.1,quarterly,2010-09-10,2011-08-02,225,0.435804016417,0.421925436936,0.483484473934,0.0291581115159,1.03998079166,0.020515990221,0,2020,5.63060043421,46.6593987452,0.120674517581
FIXED_90_10,UPRO,LAG1,0,staged,0.15,0.1,quarterly,2011-12-22,2012-11-14,224,0.269981229694,0.257811944159,0.291007542589,0.0147461559249,1.14777759202,0.0240460162548,0,2020,5.63060043421,46.6593987452,0.120674517581
FIXED_90_10,UPRO,LAG1,0,staged,0.15,0.1,quarterly,2012-11-19,2014-10-13,477,0.550257406785,1.49437377391,0.618903891463,0.0822081547686,3.91461778818,0.0220538438893,36.6633707883,2020,5.63060043421,46.6593987452,0.120674517581
FIXED_90_10,UPRO,LAG1,0,staged,0.15,0.1,quarterly,2014-10-20,2015-08-20,210,0.238176672008,0.219022177942,0.268648318279,0.0202351602713,0.645366111941,0.00511577837175,9.1131214652,2020,5.63060043421,46.6593987452,0.120674517581
