frontier,basis,variant,cell,family,regime,maturity_months,roll_months,moneyness,premium_budget,cagr_p50,cagr_p5,median_max_drawdown,prob_drawdown_worse_than_60,mean_delta_exposure,option_turnover_per_year,theta_burden_per_year,vega_per_nav,mean_entry_years,cagr_per_volatility_point,on_growth_frontier,on_robust_frontier,on_frontier
SPX fixed budget,fixed,SPX_90_45_24M_R6,SPX_90_45,SPX,24m/6m,24,6,0.9,0.45,0.1532320536,0.06012081001,-0.5976920968,0.4906,1.875418449,0.8903954948,-0.06138329709,1.026269676,2.000433204,0.01008645795,False,False,False
SPX fixed budget,fixed,SPX_90_45_24M_R12,SPX_90_45,SPX,24m/12m,24,12,0.9,0.45,0.1625835689,0.06600507201,-0.6070192034,0.5264,1.904335925,0.4508331619,-0.05840800168,0.8347675159,2.004928131,0.009996765246,False,False,False
SPX fixed budget,fixed,SPX_90_45_30M_R12,SPX_90_45,SPX,30m/12m,30,12,0.9,0.45,0.1578984948,0.06964263218,-0.5671627493,0.367,1.749645137,0.4508331619,-0.05070800074,0.9822863686,2.490759754,0.009211834676,False,False,False
SPX fixed budget,fixed,SPX_90_45_30M_R18,SPX_90_45,SPX,30m/18m,30,18,0.9,0.45,0.1611320384,0.06962691233,-0.5825012439,0.4246,1.776101172,0.3043123843,-0.04432506093,0.7743463138,2.489010571,0.009459020247,True,False,True
NDX fixed budget,fixed,NASDAQ100_1X,NASDAQ100_1X,NDX,index,,,,,0.15016732,0.06787779699,-0.5630010958,0.376,,,,,,,False,False,False
NDX fixed budget,fixed,NDX_80_20_15M_R6,NDX_80_20,NDX,15m/6m,15,6,0.8,0.2,0.1278172858,0.06854161465,-0.3870188899,0.0216,0.6675708225,0.4007405884,-0.02960469264,0.1372300152,1.24705681,0.003119297985,False,False,False
NDX fixed budget,fixed,NDX_80_20_15M_R12,NDX_80_20,NDX,15m/12m,15,12,0.8,0.2,0.1337850676,0.0719104623,-0.4006793301,0.0244,0.6873037791,0.2003702942,-0.02721279802,0.09301555581,1.248596851,0.002635469565,False,True,True
NDX fixed budget,fixed,NDX_80_20_24M_R12,NDX_80_20,NDX,24m/12m,24,12,0.8,0.2,0.1247857387,0.07018388692,-0.3610821496,0.0102,0.5954839766,0.2003702942,-0.02223210411,0.1540756418,2.004928131,0.002761695633,False,False,False
NDX fixed budget,fixed,NDX_80_25_15M_R6,NDX_80_25,NDX,15m/6m,15,6,0.8,0.25,0.1411774575,0.07070097901,-0.4433161448,0.0686,0.8296526197,0.5009257354,-0.03704545637,0.1720363734,1.24705681,0.003834808242,False,False,False
NDX fixed budget,fixed,NDX_80_25_15M_R12,NDX_80_25,NDX,15m/12m,15,12,0.8,0.25,0.1476143736,0.07429407823,-0.4594053724,0.0878,0.8492653814,0.2504628677,-0.03409611687,0.1169295203,1.248596851,0.003223706344,True,False,True
NDX fixed budget,fixed,NDX_80_25_24M_R12,NDX_80_25,NDX,24m/12m,24,12,0.8,0.25,0.1377635797,0.07410993091,-0.407897365,0.0282,0.7366634526,0.2504628677,-0.02769418211,0.1925099171,2.004928131,0.003363553773,False,True,True
NDX fixed budget,fixed,NDX_80_30_15M_R6,NDX_80_30,NDX,15m/6m,15,6,0.8,0.3,0.1533586566,0.07223126333,-0.5039714782,0.1798,0.9904871644,0.6011108825,-0.04453661289,0.2071765635,1.24705681,0.004523371254,False,False,False
NDX fixed budget,fixed,NDX_80_30_15M_R12,NDX_80_30,NDX,15m/12m,15,12,0.8,0.3,0.1596502683,0.07510296729,-0.5208992469,0.2186,1.008840112,0.3005554413,-0.04106701576,0.1412388822,1.248596851,0.003786372922,False,False,False
NDX fixed budget,fixed,NDX_80_30_24M_R12,NDX_80_30,NDX,24m/12m,24,12,0.8,0.3,0.149422447,0.07600750699,-0.4587722575,0.0878,0.8759798171,0.3005554413,-0.03315401064,0.2310938645,2.004928131,0.003934437285,True,False,True
NDX fixed budget,fixed,NDX_80_35_15M_R6,NDX_80_35,NDX,15m/6m,15,6,0.8,0.35,0.1632833576,0.07083238983,-0.5638919939,0.3618,1.150435059,0.7012960296,-0.05209671252,0.2427256037,1.24705681,0.005183484493,False,False,False
NDX fixed budget,fixed,NDX_80_35_15M_R12,NDX_80_35,NDX,15m/12m,15,12,0.8,0.35,0.1700337283,0.07435374193,-0.5803435418,0.4226,1.166772452,0.3506480148,-0.04815511161,0.1660215811,1.248596851,0.004323547132,False,False,False
NDX fixed budget,fixed,NDX_80_35_24M_R12,NDX_80_35,NDX,24m/12m,24,12,0.8,0.35,0.1596552202,0.07675655873,-0.5120213771,0.1968,1.013716809,0.3506480148,-0.03862929801,0.2699228399,2.004928131,0.004474962216,True,False,True
NDX fixed budget,fixed,NDX_80_40_15M_R6,NDX_80_40,NDX,15m/6m,15,6,0.8,0.4,0.171523738,0.06756637859,-0.6235532181,0.5916,1.309224178,0.8014811767,-0.05974592376,0.2787663143,1.24705681,0.005813163575,False,False,False
NDX fixed budget,fixed,NDX_80_40_15M_R12,NDX_80_40,NDX,15m/12m,15,12,0.8,0.4,0.1790877941,0.07097246408,-0.6368154036,0.6416,1.323507171,0.4007405884,-0.05539310882,0.1913668988,1.248596851,0.004834747256,False,False,False
NDX fixed budget,fixed,NDX_80_40_24M_R12,NDX_80_40,NDX,24m/12m,24,12,0.8,0.4,0.1688352775,0.07635648112,-0.5651013793,0.3602,1.15000893,0.4007405884,-0.04413852327,0.3090987686,2.004928131,0.004985039657,True,False,True
NDX fixed budget,fixed,NDX_85_20_15M_R6,NDX_85_20,NDX,15m/6m,15,6,0.85,0.2,0.132155263,0.06815412623,-0.4074263499,0.0336,0.7294765261,0.4007405884,-0.03963413038,0.2052947041,1.24705681,0.004432703599,False,False,False
NDX fixed budget,fixed,NDX_85_20_15M_R12,NDX_85_20,NDX,15m/12m,15,12,0.85,0.2,0.1386766433,0.07104894137,-0.4254426819,0.045,0.7549101461,0.2003702942,-0.0370683193,0.1422678655,1.248596851,0.00401839955,False,False,False
NDX fixed budget,fixed,NDX_85_20_24M_R12,NDX_85_20,NDX,24m/12m,24,12,0.85,0.2,0.1285815621,0.07046966613,-0.3758061245,0.0128,0.6383761499,0.2003702942,-0.02818982058,0.2135342464,2.004928131,0.00364457187,False,False,False
NDX fixed budget,fixed,NDX_85_25_15M_R6,NDX_85_25,NDX,15m/6m,15,6,0.85,0.25,0.1462002775,0.07001327305,-0.4699179907,0.1106,0.9058656013,0.5009257354,-0.04955884961,0.2570968035,1.24705681,0.00544022421,False,False,False
NDX fixed budget,fixed,NDX_85_25_15M_R12,NDX_85_25,NDX,15m/12m,15,12,0.85,0.25,0.1528636528,0.07322445537,-0.490263291,0.1448,0.9318905336,0.2504628677,-0.04641733615,0.1785912375,1.248596851,0.004905668508,False,False,False
NDX fixed budget,fixed,NDX_85_25_24M_R12,NDX_85_25,NDX,24m/12m,24,12,0.85,0.25,0.1420765821,0.07414618121,-0.4266116607,0.0456,0.7888266114,0.2504628677,-0.03507728034,0.2664558601,2.004928131,0.004431463075,False,False,False
NDX fixed budget,fixed,NDX_85_30_15M_R6,NDX_85_30,NDX,15m/6m,15,6,0.85,0.3,0.1578032577,0.07041517789,-0.5346100936,0.2584,1.080808911,0.6011108825,-0.05953931767,0.3092985392,1.24705681,0.006406210572,False,False,False
NDX fixed budget,fixed,NDX_85_30_15M_R12,NDX_85_30,NDX,15m/12m,15,12,0.85,0.3,0.1649279435,0.07203264897,-0.5556739371,0.3254,1.106243747,0.3005554413,-0.05587870992,0.2154186212,1.248596851,0.005751097252,False,False,False
NDX fixed budget,fixed,NDX_85_30_24M_R12,NDX_85_30,NDX,24m/12m,24,12,0.85,0.3,0.1537531793,0.07571886639,-0.480981748,0.1216,0.9374511821,0.3005554413,-0.04195014692,0.3194650173,2.004928131,0.005176000543,True,False,True
NDX fixed budget,fixed,NDX_85_35_15M_R6,NDX_85_35,NDX,15m/6m,15,6,0.85,0.35,0.168096909,0.06815962728,-0.5972389025,0.4888,1.254487081,0.7012960296,-0.06960127168,0.3620128459,1.24705681,0.007328733616,False,False,False
NDX fixed budget,fixed,NDX_85_35_15M_R12,NDX_85_35,NDX,15m/12m,15,12,0.85,0.35,0.1751556102,0.06951694357,-0.6172325807,0.5644,1.277861021,0.3506480148,-0.06549400405,0.2528661788,1.248596851,0.006554963315,False,False,False
NDX fixed budget,fixed,NDX_85_35_24M_R12,NDX_85_35,NDX,24m/12m,24,12,0.85,0.35,0.1640205053,0.07598923976,-0.5358954249,0.2648,1.084194323,0.3506480148,-0.04883194047,0.3726987479,2.004928131,0.005879500145,True,False,True
NDX fixed budget,fixed,NDX_85_40_15M_R6,NDX_85_40,NDX,15m/6m,15,6,0.85,0.4,0.1761906993,0.06400666038,-0.657017974,0.7096,1.427462772,0.8014811767,-0.07977235722,0.4153626586,1.24705681,0.008205207839,False,False,False
NDX fixed budget,fixed,NDX_85_40_15M_R12,NDX_85_40,NDX,15m/12m,15,12,0.85,0.4,0.1832615643,0.06537140598,-0.6762224597,0.7674,1.448359635,0.4007405884,-0.07530879571,0.2910654196,1.248596851,0.007316541553,True,False,True
NDX fixed budget,fixed,NDX_85_40_24M_R12,NDX_85_40,NDX,24m/12m,24,12,0.85,0.4,0.1732214028,0.07446044445,-0.5898923716,0.457,1.229421401,0.4007405884,-0.05574688748,0.4263012681,2.004928131,0.006542293951,True,False,True
NDX fixed budget,fixed,NDX_90_20_15M_R6,NDX_90_20,NDX,15m/6m,15,6,0.9,0.2,0.1360389299,0.06681845092,-0.4296558793,0.0534,0.7940744409,0.4007405884,-0.05233898042,0.2963761286,1.24705681,0.006007451009,False,False,False
NDX fixed budget,fixed,NDX_90_20_15M_R12,NDX_90_20,NDX,15m/12m,15,12,0.9,0.2,0.1428596572,0.07001683112,-0.4524798733,0.0748,0.8262843811,0.2003702942,-0.05015787274,0.2111325976,1.248596851,0.005864039444,False,False,False
NDX fixed budget,fixed,NDX_90_20_24M_R12,NDX_90_20,NDX,24m/12m,24,12,0.9,0.2,0.1318125988,0.0704204835,-0.391625047,0.0194,0.6823078198,0.2003702942,-0.03535402626,0.2883010657,2.004928131,0.004637480065,False,False,False
NDX fixed budget,fixed,NDX_90_25_15M_R6,NDX_90_25,NDX,15m/6m,15,6,0.9,0.25,0.1500274742,0.06846269939,-0.4980949026,0.1672,0.9853833946,0.5009257354,-0.06538965525,0.3707682616,1.24705681,0.00735068265,False,False,False
NDX fixed budget,fixed,NDX_90_25_15M_R12,NDX_90_25,NDX,15m/12m,15,12,0.9,0.25,0.1570067251,0.06896593945,-0.5232936399,0.2246,1.018410048,0.2504628677,-0.06274997935,0.2646498914,1.248596851,0.007139135854,False,False,False
NDX fixed budget,fixed,NDX_90_25_24M_R12,NDX_90_25,NDX,24m/12m,24,12,0.9,0.25,0.1455986484,0.07350161686,-0.4461872825,0.0662,0.8423815283,0.2504628677,-0.04393916144,0.3592772235,2.004928131,0.005625055983,False,False,False
NDX fixed budget,fixed,NDX_90_30_15M_R6,NDX_90_30,NDX,15m/6m,15,6,0.9,0.3,0.1613585038,0.06718568123,-0.5661779786,0.3676,1.174840592,0.6011108825,-0.07849728084,0.44560275,1.24705681,0.008629947693,False,False,False
NDX fixed budget,fixed,NDX_90_30_15M_R12,NDX_90_30,NDX,15m/12m,15,12,0.9,0.3,0.168705902,0.06737315749,-0.592691022,0.4704,1.2077229,0.3005554413,-0.0754773232,0.3187712284,1.248596851,0.008348880622,False,False,False
NDX fixed budget,fixed,NDX_90_30_24M_R12,NDX_90_30,NDX,24m/12m,24,12,0.9,0.3,0.1572447273,0.07397699618,-0.50376422,0.1732,1.000580089,0.3005554413,-0.05249045756,0.4302157649,2.004928131,0.006555631155,True,False,True
NDX fixed budget,fixed,NDX_90_35_15M_R6,NDX_90_35,NDX,15m/6m,15,6,0.9,0.35,0.1709927759,0.06354635671,-0.631429323,0.6218,1.36311545,0.7012960296,-0.09169765481,0.5210495296,1.24705681,0.009843066415,False,False,False
NDX fixed budget,fixed,NDX_90_35_15M_R12,NDX_90_35,NDX,15m/12m,15,12,0.9,0.35,0.1780887063,0.0636675804,-0.6561676452,0.7034,1.394306167,0.3506480148,-0.0883978913,0.3736694157,1.248596851,0.009494679861,False,False,False
NDX fixed budget,fixed,NDX_90_35_24M_R12,NDX_90_35,NDX,24m/12m,24,12,0.9,0.35,0.1675249899,0.07451713459,-0.5602523336,0.3452,1.156139567,0.3506480148,-0.06103906544,0.5013123507,2.004928131,0.007431637906,True,False,True
NDX fixed budget,fixed,NDX_90_40_15M_R6,NDX_90_40,NDX,15m/6m,15,6,0.9,0.4,0.178619403,0.05717375539,-0.6913092422,0.8164,1.550063733,0.8014811767,-0.1050287492,0.5972910359,1.24705681,0.01098695282,False,False,False
NDX fixed budget,fixed,NDX_90_40_15M_R12,NDX_90_40,NDX,15m/12m,15,12,0.9,0.4,0.1847739568,0.05762649706,-0.7147047443,0.8752,1.579204854,0.4007405884,-0.1015746813,0.4295373156,1.248596851,0.01057623901,False,False,False
NDX fixed budget,fixed,NDX_90_40_24M_R12,NDX_90_40,NDX,24m/12m,24,12,0.9,0.4,0.1766332632,0.07167602679,-0.6148083349,0.5668,1.310583093,0.4007405884,-0.06961662179,0.572769603,2.004928131,0.008254147427,True,False,True
SPX matched delta,matched,SPX_80_25_15M_R6,SPX_80_25,SPX,15m/6m,15,6,0.8,0.25,0.1209793516,0.06832283072,-0.3831865804,0.016,0.9849595859,0.5009257354,-0.01825922224,0.159060613,1.24705681,0.0033189706,False,False,False
SPX matched delta,matched,SPX_80_30_15M_R6,SPX_80_30,SPX,15m/6m,15,6,0.8,0.3,0.1260086486,0.06930701201,-0.4065498445,0.03330904532,1.079674195,0.6011108825,-0.02200900398,0.1914561099,1.24705681,0.003912634799,False,False,False
SPX matched delta,matched,SPX_80_35_15M_R6,SPX_80_35,SPX,15m/6m,15,6,0.8,0.35,0.13448552,0.07062086,-0.4499932984,0.08040704184,1.250949533,0.7012960296,-0.02580823806,0.2241715586,1.24705681,0.004479187932,False,False,False
SPX matched delta,matched,SPX_80_25_15M_R12,SPX_80_25,SPX,15m/12m,15,12,0.8,0.25,0.127347875,0.07200647168,-0.3936561421,0.0194,1.002704059,0.2504628677,-0.01646531779,0.1080888948,1.248596851,0.002636470138,False,False,False
SPX matched delta,matched,SPX_80_30_15M_R12,SPX_80_30,SPX,15m/12m,15,12,0.8,0.3,0.1318070309,0.07315766558,-0.4149739472,0.03728746936,1.08402415,0.3005554413,-0.02006438603,0.1307765153,1.248596851,0.003108233776,False,False,False
SPX matched delta,matched,SPX_80_35_15M_R12,SPX_80_35,SPX,15m/12m,15,12,0.8,0.35,0.1409240567,0.0748897485,-0.4602896035,0.0917381942,1.256487922,0.3506480148,-0.02380291613,0.1539823805,1.248596851,0.003562002916,False,False,False
SPX matched delta,matched,SPX_80_25_18M_R6,SPX_80_25,SPX,18m/6m,18,6,0.8,0.25,0.1179745684,0.06701865306,-0.3734669859,0.0124,0.9435116381,0.5071873071,-0.01812805167,0.2016462534,1.495880549,0.003344668672,False,False,False
SPX matched delta,matched,SPX_80_30_18M_R6,SPX_80_30,SPX,18m/6m,18,6,0.8,0.3,0.1251593905,0.06851314188,-0.4062351803,0.03292447199,1.077076053,0.6086247686,-0.02181791656,0.2424201091,1.495880549,0.003961428271,False,False,False
SPX matched delta,matched,SPX_80_35_18M_R6,SPX_80_35,SPX,18m/6m,18,6,0.8,0.35,0.1333333711,0.06970912439,-0.449837904,0.07559181025,1.246971423,0.71006223,-0.02554058068,0.2834500823,1.495880549,0.004557400052,False,False,False
SPX matched delta,matched,SPX_80_25_18M_R12,SPX_80_25,SPX,18m/12m,18,12,0.8,0.25,0.1244001165,0.07133883315,-0.379456476,0.0146,0.9617123835,0.2567244394,-0.01696405429,0.1540170836,1.491594464,0.002926645682,False,True,True
SPX matched delta,matched,SPX_80_30_18M_R12,SPX_80_30,SPX,18m/12m,18,12,0.8,0.3,0.1315993586,0.07338715735,-0.4119575335,0.03507696128,1.090938626,0.3080693273,-0.02060330395,0.186141093,1.491594464,0.003441687774,False,False,False
SPX matched delta,matched,SPX_80_35_18M_R12,SPX_80_35,SPX,18m/12m,18,12,0.8,0.35,0.1405956217,0.07468319067,-0.4561484814,0.08473358255,1.261571951,0.3594142152,-0.02435257445,0.2188884171,1.491594464,0.003933170023,True,False,True
SPX matched delta,matched,SPX_80_25_24M_R6,SPX_80_25,SPX,24m/6m,24,6,0.8,0.25,0.1153968533,0.06622520485,-0.3637921304,0.008987483215,0.9013256861,0.4946641638,-0.01591416899,0.2651518133,2.000433204,0.003303502843,False,False,False
SPX matched delta,matched,SPX_80_30_24M_R6,SPX_80_30,SPX,24m/6m,24,6,0.8,0.3,0.1243741316,0.06836744456,-0.4038991896,0.02814306793,1.072557307,0.5935969965,-0.01912942645,0.3184130754,2.000433204,0.003908189875,False,False,False
SPX matched delta,matched,SPX_80_35_24M_R6,SPX_80_35,SPX,24m/6m,24,6,0.8,0.35,0.131493503,0.06957295372,-0.4415346747,0.0592,1.218233004,0.6925298293,-0.02236359802,0.3718681583,2.000433204,0.004491534124,False,False,False
SPX matched delta,matched,SPX_80_25_24M_R12,SPX_80_25,SPX,24m/12m,24,12,0.8,0.25,0.1201350522,0.07014075547,-0.3632403868,0.0068,0.8930707881,0.2504628677,-0.01429592937,0.2072062134,2.004928131,0.003148444951,False,False,False
SPX matched delta,matched,SPX_80_30_24M_R12,SPX_80_30,SPX,24m/12m,24,12,0.8,0.3,0.1302143178,0.07285277153,-0.4038651949,0.0222,1.064129455,0.3005554413,-0.01718943333,0.2488403003,2.004928131,0.003707136329,True,True,True
SPX matched delta,matched,SPX_80_35_24M_R12,SPX_80_35,SPX,24m/12m,24,12,0.8,0.35,0.1390796082,0.07471026331,-0.4470021168,0.0582,1.233599765,0.3506480148,-0.02010920806,0.2907094525,2.004928131,0.004242688552,True,False,True
SPX matched delta,matched,SPX_80_25_30M_R12,SPX_80_25,SPX,30m/12m,30,12,0.8,0.25,0.1207061917,0.07041559251,-0.3644273869,0.00802911494,0.9089133032,0.2504628677,-0.01356484535,0.2722674695,2.490759754,0.003167443558,False,False,False
SPX matched delta,matched,SPX_80_30_30M_R12,SPX_80_30,SPX,30m/12m,30,12,0.8,0.3,0.1303217346,0.07342590344,-0.4053440266,0.0255514485,1.080181088,0.3005554413,-0.01636504124,0.3274768413,2.490759754,0.003727486513,True,True,True
SPX matched delta,matched,SPX_80_35_30M_R12,SPX_80_35,SPX,30m/12m,30,12,0.8,0.35,0.1348459464,0.07458786627,-0.4260983077,0.0378,1.161715047,0.3506480148,-0.01920736676,0.3831437978,2.490759754,0.004263301049,True,True,True
SPX matched delta,matched,SPX_80_25_30M_R18,SPX_80_25,SPX,30m/18m,30,18,0.8,0.25,0.1202768606,0.07043807617,-0.362769876,0.007408892992,0.8831580684,0.1690624357,-0.01083555196,0.2057706569,2.489010571,0.003127863352,False,False,False
SPX matched delta,matched,SPX_80_30_30M_R18,SPX_80_30,SPX,30m/18m,30,18,0.8,0.3,0.1305085355,0.07375979641,-0.4040386004,0.0222587443,1.05493852,0.2028749229,-0.01302317839,0.2462528011,2.489010571,0.003669824813,True,True,True
SPX matched delta,matched,SPX_80_35_30M_R18,SPX_80_35,SPX,30m/18m,30,18,0.8,0.35,0.1370852349,0.07504973916,-0.435484389,0.0448,1.176186909,0.23668741,-0.01523308205,0.2867237088,2.489010571,0.004187116044,True,False,True
SPX matched delta,matched,SPX_85_25_15M_R6,SPX_85_25,SPX,15m/6m,15,6,0.85,0.25,0.1264761599,0.06697035227,-0.4124241895,0.0356,1.117472546,0.5009257354,-0.03041836426,0.2708989437,1.24705681,0.005438460329,False,False,False
SPX matched delta,matched,SPX_85_30_15M_R6,SPX_85_30,SPX,15m/6m,15,6,0.85,0.3,0.129973101,0.06753009562,-0.4313315522,0.05765952314,1.193771248,0.6011108825,-0.03660140516,0.3257675206,1.24705681,0.006414269317,False,False,False
SPX matched delta,matched,SPX_85_35_15M_R6,SPX_85_35,SPX,15m/6m,15,6,0.85,0.35,0.138406333,0.06829887699,-0.4782654012,0.126832809,1.382028253,0.7012960296,-0.0428451776,0.3810738121,1.24705681,0.007347215685,False,False,False
SPX matched delta,matched,SPX_85_40_15M_R6,SPX_85_40,SPX,15m/6m,15,6,0.85,0.4,0.1460762944,0.06718693935,-0.5255724531,0.2430473014,1.568286408,0.8014811767,-0.04916400288,0.4369221977,1.24705681,0.008233656233,False,False,False
SPX matched delta,matched,SPX_85_45_15M_R6,SPX_85_45,SPX,15m/6m,15,6,0.85,0.45,0.1527437417,0.06573373703,-0.5726202868,0.3945834627,1.752560132,0.9016663238,-0.05557424834,0.4934302205,1.24705681,0.009069162186,False,False,False
SPX matched delta,matched,SPX_85_25_15M_R12,SPX_85_25,SPX,15m/12m,15,12,0.85,0.25,0.1332402866,0.07050332563,-0.4290789167,0.0484,1.146747316,0.2504628677,-0.0276388453,0.1847399608,1.248596851,0.004536691609,False,False,False
SPX matched delta,matched,SPX_85_30_15M_R12,SPX_85_30,SPX,15m/12m,15,12,0.85,0.3,0.1356215454,0.0706667867,-0.4416159219,0.0668063198,1.196667863,0.3005554413,-0.0335418299,0.2230435351,1.248596851,0.005335610569,False,False,False
SPX matched delta,matched,SPX_85_35_15M_R12,SPX_85_35,SPX,15m/12m,15,12,0.85,0.35,0.1445953631,0.07109701083,-0.4894204875,0.1441569328,1.386156359,0.3506480148,-0.03963012852,0.2620612397,1.248596851,0.006100032569,False,False,False
SPX matched delta,matched,SPX_85_40_15M_R12,SPX_85_40,SPX,15m/12m,15,12,0.85,0.4,0.1529983981,0.07003671406,-0.5385840148,0.2794831588,1.574318993,0.4007405884,-0.04593830623,0.3019380961,1.248596851,0.00682943346,False,False,False
SPX matched delta,matched,SPX_85_45_15M_R12,SPX_85_45,SPX,15m/12m,15,12,0.85,0.45,0.16006194,0.06862004971,-0.5865975407,0.4495523103,1.761034799,0.4508331619,-0.0525078759,0.3428453189,1.248596851,0.007522668888,False,False,False
SPX matched delta,matched,SPX_85_25_18M_R6,SPX_85_25,SPX,18m/6m,18,6,0.85,0.25,0.1228566679,0.06659209488,-0.3980456401,0.026,1.056901313,0.5071873071,-0.02874699823,0.3241940665,1.495880549,0.005067448557,False,False,False
SPX matched delta,matched,SPX_85_30_18M_R6,SPX_85_30,SPX,18m/6m,18,6,0.85,0.3,0.1293180422,0.06730810058,-0.430971882,0.05550057651,1.191015865,0.6086247686,-0.03455891651,0.3895039473,1.495880549,0.005998169546,False,False,False
SPX matched delta,matched,SPX_85_35_18M_R6,SPX_85_35,SPX,18m/6m,18,6,0.85,0.35,0.1377360659,0.06776807693,-0.4780821199,0.125947288,1.377500332,0.71006223,-0.04041029773,0.4551504005,1.495880549,0.006896563507,False,False,False
SPX matched delta,matched,SPX_85_40_18M_R6,SPX_85_40,SPX,18m/6m,18,6,0.85,0.4,0.1451854943,0.06688514857,-0.5245416954,0.2401327629,1.562085975,0.8114996914,-0.0463104605,0.5212216618,1.495880549,0.007759935,False,False,False
SPX matched delta,matched,SPX_85_45_18M_R6,SPX_85_45,SPX,18m/6m,18,6,0.85,0.45,0.1516135855,0.06462557612,-0.5703185552,0.3913191671,1.74499981,0.9129371528,-0.05226976296,0.5878148391,1.495880549,0.008585157501,False,False,False
SPX matched delta,matched,SPX_85_25_18M_R12,SPX_85_25,SPX,18m/12m,18,12,0.85,0.25,0.1295819495,0.07025896573,-0.4090462845,0.0308,1.085025369,0.2567244394,-0.0273629685,0.248933105,1.491594464,0.004794458932,False,False,False
SPX matched delta,matched,SPX_85_30_18M_R12,SPX_85_30,SPX,18m/12m,18,12,0.85,0.3,0.1359888378,0.07136312511,-0.4390068573,0.06473586959,1.207588125,0.3080693273,-0.03312643929,0.3004527954,1.491594464,0.005634618216,False,False,False
SPX matched delta,matched,SPX_85_35_18M_R12,SPX_85_35,SPX,18m/12m,18,12,0.85,0.35,0.1448775781,0.0718819344,-0.4865873944,0.1432835752,1.395224233,0.3594142152,-0.03903098355,0.3528403244,1.491594464,0.006436381222,True,False,True
SPX matched delta,matched,SPX_85_40_18M_R12,SPX_85_40,SPX,18m/12m,18,12,0.85,0.4,0.1527073472,0.07111639471,-0.5341788276,0.2660503392,1.580279132,0.4107591031,-0.04510116659,0.4062511048,1.491594464,0.007198677672,False,False,False
SPX matched delta,matched,SPX_85_45_18M_R12,SPX_85_45,SPX,18m/12m,18,12,0.85,0.45,0.1598843058,0.06937951395,-0.5803785659,0.4263598629,1.76333915,0.4621039909,-0.05136597328,0.4608650581,1.491594464,0.007919593972,True,False,True
SPX matched delta,matched,SPX_85_25_24M_R6,SPX_85_25,SPX,24m/6m,24,6,0.85,0.25,0.1198493288,0.06630363314,-0.3848373039,0.01740690577,0.9985533061,0.4946641638,-0.02387773244,0.395632704,2.000433204,0.00456767174,False,False,False
SPX matched delta,matched,SPX_85_30_24M_R6,SPX_85_30,SPX,24m/6m,24,6,0.85,0.3,0.1293529658,0.0680045814,-0.4292911121,0.04958087927,1.187167395,0.5935969965,-0.02867454227,0.474871026,2.000433204,0.005397409232,False,False,False
SPX matched delta,matched,SPX_85_35_24M_R6,SPX_85_35,SPX,24m/6m,24,6,0.85,0.35,0.1375939652,0.068267959,-0.4766857122,0.1150523282,1.373291506,0.6925298293,-0.03349121629,0.5543299067,2.000433204,0.00619593655,False,False,False
SPX matched delta,matched,SPX_85_40_24M_R6,SPX_85_40,SPX,24m/6m,24,6,0.85,0.4,0.1447428157,0.06744826476,-0.5244025932,0.2298317882,1.557294843,0.791462662,-0.03833390826,0.6340959416,2.000433204,0.00696122233,False,False,False
SPX matched delta,matched,SPX_85_45_24M_R6,SPX_85_45,SPX,24m/6m,24,6,0.85,0.45,0.150314856,0.06540460494,-0.5635901306,0.3602,1.713023414,0.8903954948,-0.04320931452,0.7142623888,2.000433204,0.00769085097,False,False,False
SPX matched delta,matched,SPX_85_25_24M_R12,SPX_85_25,SPX,24m/12m,24,12,0.85,0.25,0.1247530264,0.07041085236,-0.385182402,0.014,0.987977867,0.2504628677,-0.02215271055,0.3152840687,2.004928131,0.004491390471,False,False,False
SPX matched delta,matched,SPX_85_30_24M_R12,SPX_85_30,SPX,24m/12m,24,12,0.85,0.3,0.1348371042,0.07277480346,-0.430445584,0.0396,1.176290443,0.3005554413,-0.02658355587,0.378241554,2.004928131,0.005277367564,False,False,False
SPX matched delta,matched,SPX_85_35_24M_R12,SPX_85_35,SPX,24m/12m,24,12,0.85,0.35,0.1438854066,0.07329130115,-0.4769632111,0.104,1.362930984,0.3506480148,-0.03103878019,0.4414382544,2.004928131,0.006027598259,True,False,True
SPX matched delta,matched,SPX_85_40_24M_R12,SPX_85_40,SPX,24m/12m,24,12,0.85,0.4,0.1521385178,0.07343769878,-0.5241144404,0.217,1.548190863,0.4007405884,-0.03553031149,0.505004941,2.004928131,0.006741704925,True,False,True
SPX matched delta,matched,SPX_85_45_24M_R12,SPX_85_45,SPX,24m/12m,24,12,0.85,0.45,0.159569333,0.0710000347,-0.5707886482,0.3866,1.732084218,0.4508331619,-0.04007147485,0.5690858632,2.004928131,0.00741873125,True,False,True
SPX matched delta,matched,SPX_85_25_30M_R12,SPX_85_25,SPX,30m/12m,30,12,0.85,0.25,0.1256030024,0.07053188888,-0.3860641719,0.01590447315,1.007566708,0.2504628677,-0.01993281435,0.3901643602,2.490759754,0.004299986335,False,False,False
SPX matched delta,matched,SPX_85_30_30M_R12,SPX_85_30,SPX,30m/12m,30,12,0.85,0.3,0.135672836,0.07266164996,-0.4313985558,0.04646491241,1.196222549,0.3005554413,-0.02399512298,0.4688300422,2.490759754,0.005055103342,False,False,False
