series,lag,execution,switch_cost_bps,period,entry_close,first_return,last_return,observations,cagr,max_drawdown,terminal_multiple,years,annualized_volatility,sharpe,longest_underwater_calendar_days,max_drawdown_peak,max_drawdown_trough,max_drawdown_recovery,max_drawdown_recovered,max_drawdown_recovery_days_from_trough,max_drawdown_recovery_days_from_peak,worst_calendar_year,worst_calendar_year_return,best_calendar_year,best_calendar_year_return,worst_rolling_1y_cagr,worst_rolling_5y_cagr,worst_rolling_10y_cagr,switch_count,switches_per_year,average_equity_exposure,terminal_wealth_10000,timing_cagr_difference,timing_terminal_ratio,fee_equal_control_cagr,fee_equal_timing_cagr_difference,matched_entry_close,matched_first_return,matched_last_return,matched_observations,matched_cagr,matched_max_drawdown,matched_terminal_multiple,matched_years,matched_annualized_volatility,matched_sharpe,matched_longest_underwater_calendar_days,matched_max_drawdown_peak,matched_max_drawdown_trough,matched_max_drawdown_recovery,matched_max_drawdown_recovered,matched_max_drawdown_recovery_days_from_trough,matched_max_drawdown_recovery_days_from_peak,matched_worst_calendar_year,matched_worst_calendar_year_return,matched_best_calendar_year,matched_best_calendar_year_return,matched_worst_rolling_1y_cagr,matched_worst_rolling_5y_cagr,matched_worst_rolling_10y_cagr,matched_switch_count,matched_switches_per_year
TREND_QUALITY,LAG2,WAIT_ONE_TRADING_DAY,0,2020_latest,2019-12-31,2020-01-02,2026-09-02,1676,0.121197033,-0.7297055685,2.145284899,6.672142368,0.4655550273,0.4270085941,807,2020-02-19,2020-03-23,2021-08-24,True,519,552,2022,-0.3195347364,2021,0.9825793327,-0.3615649481,0.1103418371,,10,1.498768978,2.431980907,21452.84899,-0.1259437567,0.4914996499,0.2503026015,-0.1291055685,2019-12-31,2020-01-02,2026-09-02,1676,0.2471407897,-0.6760518259,4.364774012,6.672142368,0.4935059425,0.6399199535,807,2020-02-19,2020-03-23,2020-12-02,True,254,287,2022,-0.4664588247,2021,0.7616239801,-0.4904331115,0.1600128067,,0,0
TREND_QUALITY,LAG2,WAIT_ONE_TRADING_DAY,25,1987_1999,1986-12-31,1987-01-02,1999-12-31,3286,0.1727570393,-0.7874252071,7.937016062,12.99931554,0.4327260817,0.4864016946,3087,1987-08-25,1987-10-26,1996-02-06,True,3025,3087,1987,-0.4022443289,1995,1.019778971,-0.7586463749,-0.1515381888,0.04872155798,30,2.307813816,2.57821059,79370.16062,-0.1189320687,0.2848914237,0.2941231664,-0.1213661271,1986-12-31,1987-01-02,1999-12-31,3286,0.291689108,-0.7320150695,27.8597929,12.99931554,0.4220482925,0.7033521904,1942,1987-08-25,1987-12-04,1992-12-18,True,1841,1942,1987,-0.2513774449,1995,1.012985545,-0.6464242395,-0.03244133459,0.1558217619,0,0
TREND_QUALITY,LAG2,WAIT_ONE_TRADING_DAY,25,2000_2009,1999-12-31,2000-01-03,2009-12-31,2515,-0.02478418487,-0.6869722654,0.7780230006,10.00136893,0.3663057166,0.0397015501,3570,2000-03-23,2003-03-11,,False,,,2000,-0.4067342384,2009,0.6953815627,-0.5120955537,-0.1273313845,-0.02478418487,20,1.999726252,1.939960239,7780.230006,0.07534511868,2.234879255,-0.09584892142,0.07106473655,1999-12-31,2000-01-03,2009-12-31,2515,-0.1001293035,-0.8721374592,0.3481275326,10.00136893,0.4312252722,-0.09331489609,3570,2000-03-23,2009-03-09,,False,,,2008,-0.6618710348,2003,0.5501530942,-0.7656647923,-0.2268988481,-0.1001293035,0,0
TREND_QUALITY,LAG2,WAIT_ONE_TRADING_DAY,25,2010_2019,2009-12-31,2010-01-04,2019-12-31,2516,0.2971443461,-0.3869715543,13.48119522,9.998631075,0.3390994757,0.9225498505,690,2018-01-26,2018-12-24,2019-12-17,True,358,690,2018,-0.1910222752,2013,1.18798752,-0.3084480683,0.180348651,0.2971443461,12,1.200164294,2.503974563,134811.9522,0.01174431733,1.095202963,0.2882482213,0.008896124786,2009-12-31,2010-01-04,2019-12-31,2516,0.2854000288,-0.4439693166,12.30931223,9.998631075,0.3699562749,0.8505537915,418,2011-04-29,2011-10-03,2012-03-15,True,164,321,2018,-0.1912155169,2013,0.9364155413,-0.3131312452,0.1239403969,0.2854000288,0,0
TREND_QUALITY,LAG2,WAIT_ONE_TRADING_DAY,25,2020_latest,2019-12-31,2020-01-02,2026-09-02,1676,0.1169986149,-0.7303813046,2.092252133,6.672142368,0.4655898848,0.4189211778,807,2020-02-19,2020-03-23,2021-08-25,True,520,553,2022,-0.3212358996,2021,0.9825793327,-0.3647466162,0.1070130099,,10,1.498768978,2.431980907,20922.52133,-0.1301421748,0.4793494753,0.2503026015,-0.1333039866,2019-12-31,2020-01-02,2026-09-02,1676,0.2471407897,-0.6760518259,4.364774012,6.672142368,0.4935059425,0.6399199535,807,2020-02-19,2020-03-23,2020-12-02,True,254,287,2022,-0.4664588247,2021,0.7616239801,-0.4904331115,0.1600128067,,0,0
LOW_CHURN,LAG2,WAIT_ONE_TRADING_DAY,0,1987_1999,1986-12-31,1987-01-02,1999-12-31,3286,0.2277839864,-0.7838791556,14.40537409,12.99931554,0.3711096082,0.6225941843,2870,1987-08-13,1987-12-04,1995-06-22,True,2757,2870,1987,-0.2737649474,1995,1.080836476,-0.6802852337,-0.134803549,0.09613237267,160,12.30834035,1.873402313,144053.7409,-0.02020360392,0.8088293906,0.2542615435,-0.02647755705,1986-12-31,1987-01-02,1999-12-31,3286,0.2479875904,-0.5774367466,17.81015163,12.99931554,0.3066685087,0.7033150995,1330,1987-08-25,1987-12-04,1991-04-16,True,1229,1330,1990,-0.1528047917,1995,0.6949031116,-0.4658933795,0.02709083048,0.1503780723,0,0
LOW_CHURN,LAG2,WAIT_ONE_TRADING_DAY,0,2000_2009,1999-12-31,2000-01-03,2009-12-31,2515,-0.09881120093,-0.8223652845,0.3532612475,10.00136893,0.331942777,-0.2306986225,3408,2000-09-01,2009-03-09,,False,,,2008,-0.5032230848,2009,0.4168715581,-0.6502236235,-0.182362042,-0.09881120093,127,12.6982617,1.305367793,3532.612475,-0.05776767055,0.537195022,-0.0337617076,-0.06504949334,1999-12-31,2000-01-03,2009-12-31,2515,-0.04104353039,-0.6742674268,0.6576033528,10.00136893,0.2901579532,-0.09494457959,3569,2000-03-24,2009-03-09,,False,,,2008,-0.4797538922,2003,0.362716624,-0.5909888782,-0.1327044224,-0.04104353039,0,0
LOW_CHURN,LAG2,WAIT_ONE_TRADING_DAY,0,2010_2019,2009-12-31,2010-01-04,2019-12-31,2516,0.1749564702,-0.5213037721,5.01327949,9.998631075,0.348015022,0.6227891085,566,2011-02-18,2011-10-03,2012-09-06,True,339,566,2018,-0.2973623043,2019,0.6424156442,-0.4166987354,0.009525946859,0.1749564702,132,13.20180723,1.905405405,50132.7949,-0.05162097304,0.6505693464,0.2325898554,-0.05763338517,2009-12-31,2010-01-04,2019-12-31,2516,0.2265774433,-0.3489364969,7.705987867,9.998631075,0.281516551,0.8476878336,414,2018-09-20,2018-12-24,2019-07-01,True,189,284,2018,-0.1316223309,2013,0.6642012146,-0.2342290379,0.1045887561,0.2265774433,0,0
LOW_CHURN,LAG2,WAIT_ONE_TRADING_DAY,0,2020_latest,2019-12-31,2020-01-02,2026-09-02,1676,0.202751898,-0.577433652,3.427251903,6.672142368,0.3703024794,0.6071966214,826,2022-03-29,2022-09-30,2024-07-02,True,641,826,2022,-0.4110456916,2024,0.6573096247,-0.4748560726,0.1132048563,,119,17.83535084,1.934367542,34272.51903,-0.02002580689,0.8956761161,0.2285671431,-0.02581524508,2019-12-31,2020-01-02,2026-09-02,1676,0.2227777049,-0.5774600896,3.8264411,6.672142368,0.392528575,0.637750447,780,2020-02-19,2020-03-23,2020-09-02,True,163,196,2022,-0.3742111221,2021,0.5810810531,-0.3967802577,0.1479139281,,0,0
LOW_CHURN,LAG2,WAIT_ONE_TRADING_DAY,25,1987_1999,1986-12-31,1987-01-02,1999-12-31,3286,0.1905335033,-0.786032273,9.651376066,12.99931554,0.3713199123,0.5397006205,2960,1987-08-13,1987-12-04,1995-09-20,True,2847,2960,1987,-0.2970167722,1995,1.044693812,-0.6950264131,-0.1566052259,0.06503312478,160,12.30834035,1.873402313,96513.76066,-0.05745408705,0.5419030824,0.2542615435,-0.06372804018,1986-12-31,1987-01-02,1999-12-31,3286,0.2479875904,-0.5774367466,17.81015163,12.99931554,0.3066685087,0.7033150995,1330,1987-08-25,1987-12-04,1991-04-16,True,1229,1330,1990,-0.1528047917,1995,0.6949031116,-0.4658933795,0.02709083048,0.1503780723,0,0
LOW_CHURN,LAG2,WAIT_ONE_TRADING_DAY,25,2000_2009,1999-12-31,2000-01-03,2009-12-31,2515,-0.1270053941,-0.8630790518,0.2570602064,10.00136893,0.332255343,-0.3259016014,3408,2000-09-01,2009-03-09,,False,,,2008,-0.5057038645,2009,0.371507665,-0.675544405,-0.2113129235,-0.1270053941,127,12.6982617,1.305367793,2570.602064,-0.08596186373,0.3909046468,-0.0337617076,-0.09324368653,1999-12-31,2000-01-03,2009-12-31,2515,-0.04104353039,-0.6742674268,0.6576033528,10.00136893,0.2901579532,-0.09494457959,3569,2000-03-24,2009-03-09,,False,,,2008,-0.4797538922,2003,0.362716624,-0.5909888782,-0.1327044224,-0.04104353039,0,0
LOW_CHURN,LAG2,WAIT_ONE_TRADING_DAY,25,2010_2019,2009-12-31,2010-01-04,2019-12-31,2516,0.1367635774,-0.5331374381,3.602676714,9.998631075,0.3478848091,0.5277626454,657,2011-02-18,2011-10-03,2012-09-13,True,346,573,2018,-0.3130144777,2019,0.5938150572,-0.4296312662,-0.02035088169,0.1367635774,132,13.20180723,1.905405405,36026.76714,-0.08981386589,0.4675165309,0.2325898554,-0.09582627802,2009-12-31,2010-01-04,2019-12-31,2516,0.2265774433,-0.3489364969,7.705987867,9.998631075,0.281516551,0.8476878336,414,2018-09-20,2018-12-24,2019-07-01,True,189,284,2018,-0.1316223309,2013,0.6642012146,-0.2342290379,0.1045887561,0.2265774433,0,0
LOW_CHURN,LAG2,WAIT_ONE_TRADING_DAY,25,2020_latest,2019-12-31,2020-01-02,2026-09-02,1676,0.1502369608,-0.5858113984,2.544378077,6.672142368,0.370363047,0.486155014,955,2022-03-29,2022-09-30,2024-11-08,True,770,955,2022,-0.4313274514,2024,0.5724420315,-0.4980075057,0.06325276779,,119,17.83535084,1.934367542,25443.78077,-0.07254074411,0.6649463589,0.2285671431,-0.0783301823,2019-12-31,2020-01-02,2026-09-02,1676,0.2227777049,-0.5774600896,3.8264411,6.672142368,0.392528575,0.637750447,780,2020-02-19,2020-03-23,2020-09-02,True,163,196,2022,-0.3742111221,2021,0.5810810531,-0.3967802577,0.1479139281,,0,0
AO,LAG2,WAIT_ONE_TRADING_DAY,0,1987_1999,1986-12-31,1987-01-02,1999-12-31,3286,0.2445789739,-0.501909339,17.18806298,12.99931554,0.354234431,0.6421759601,1330,1987-08-25,1988-08-22,1991-04-16,True,967,1330,1994,-0.1041135488,1995,1.177859162,-0.4968850789,-0.003627474173,0.1287941955,153,11.76985046,2.339622642,171880.6298,-0.0346855373,0.6995448606,0.2830260739,-0.03844709997,1986-12-31,1987-01-02,1999-12-31,3286,0.2792645112,-0.6839825987,24.57035131,12.99931554,0.3829903663,0.7033421424,1592,1987-08-25,1987-12-04,1992-01-03,True,1491,1592,1990,-0.2140655158,1995,0.899796593,-0.5883810465,-0.009387152803,0.1562490372,0,0
AO,LAG2,WAIT_ONE_TRADING_DAY,0,2000_2009,1999-12-31,2000-01-03,2009-12-31,2515,-0.04922240221,-0.7335861082,0.6036141264,10.00136893,0.3988764749,0.004219209529,3570,2000-03-23,2003-03-31,,False,,,2000,-0.3831893056,2003,0.4815233328,-0.5590310431,-0.136819945,-0.04922240221,104,10.39857651,2.132405567,6036.141264,0.07160526644,2.188244447,-0.1174381216,0.06821571944,1999-12-31,2000-01-03,2009-12-31,2515,-0.1208276686,-0.9070276025,0.2758440115,10.00136893,0.474005302,-0.0930123551,3570,2000-03-23,2009-03-09,,False,,,2008,-0.707409577,2003,0.6082242505,-0.805148412,-0.256489167,-0.1208276686,0,0
AO,LAG2,WAIT_ONE_TRADING_DAY,0,2010_2019,2009-12-31,2010-01-04,2019-12-31,2516,0.1894816934,-0.4416948873,5.668582419,9.998631075,0.3171501246,0.6900324386,733,2018-01-26,2018-12-24,,False,,,2018,-0.2632374517,2013,0.8577988309,-0.3587746335,0.06056144096,0.1894816934,106,10.60145126,2.361685215,56685.82419,-0.08260510117,0.5110343565,0.2757075033,-0.08622580993,2009-12-31,2010-01-04,2019-12-31,2516,0.2720867946,-0.4218687635,11.0923705,9.998631075,0.3489327485,0.8500041323,418,2011-04-29,2011-10-03,2012-03-13,True,162,319,2018,-0.1766316696,2013,0.8686800626,-0.29451087,0.1199423111,0.2720867946,0,0
AO,LAG2,WAIT_ONE_TRADING_DAY,0,2020_latest,2019-12-31,2020-01-02,2026-09-02,1676,0.2710333683,-0.5385719717,4.953931689,6.672142368,0.4020894979,0.7286521155,938,2021-11-18,2022-11-03,2024-06-13,True,588,938,2022,-0.4681921727,2023,0.5501729669,-0.5248671776,0.1668745146,,58,8.692860074,2.404534606,49539.31689,0.02489891294,1.14110962,0.2494260571,0.02160731128,2019-12-31,2020-01-02,2026-09-02,1676,0.2461344554,-0.6710969421,4.341328479,6.672142368,0.4879364377,0.6398236905,807,2020-02-19,2020-03-23,2020-12-01,True,253,286,2022,-0.461539321,2021,0.7513455621,-0.4854731704,0.1595545893,,0,0
AO,LAG2,WAIT_ONE_TRADING_DAY,25,1987_1999,1986-12-31,1987-01-02,1999-12-31,3286,0.2084467179,-0.5178566782,11.71929005,12.99931554,0.3545035539,0.5590668986,1942,1987-08-25,1988-08-22,1992-12-18,True,1579,1942,1994,-0.1306236515,1995,1.156162104,-0.512960804,-0.02922051468,0.0973258991,153,11.76985046,2.339622642,117192.9005,-0.07081779323,0.4769687623,0.2830260739,-0.07457935591,1986-12-31,1987-01-02,1999-12-31,3286,0.2792645112,-0.6839825987,24.57035131,12.99931554,0.3829903663,0.7033421424,1592,1987-08-25,1987-12-04,1992-01-03,True,1491,1592,1990,-0.2140655158,1995,0.899796593,-0.5883810465,-0.009387152803,0.1562490372,0,0
AO,LAG2,WAIT_ONE_TRADING_DAY,25,2000_2009,1999-12-31,2000-01-03,2009-12-31,2515,-0.07365088032,-0.7838451907,0.4652661408,10.00136893,0.3991458861,-0.06082714466,3570,2000-03-23,2009-03-09,,False,,,2000,-0.3999411533,2003,0.4412869143,-0.5699100074,-0.1619461763,-0.07365088032,104,10.39857651,2.132405567,4652.661408,0.04717678833,1.686700169,-0.1174381216,0.04378724133,1999-12-31,2000-01-03,2009-12-31,2515,-0.1208276686,-0.9070276025,0.2758440115,10.00136893,0.474005302,-0.0930123551,3570,2000-03-23,2009-03-09,,False,,,2008,-0.707409577,2003,0.6082242505,-0.805148412,-0.256489167,-0.1208276686,0,0
AO,LAG2,WAIT_ONE_TRADING_DAY,25,2010_2019,2009-12-31,2010-01-04,2019-12-31,2516,0.1583317779,-0.4568577927,4.347527397,9.998631075,0.3173138543,0.6060670576,782,2018-01-26,2018-12-24,,False,,,2018,-0.2832470497,2013,0.8118728979,-0.3776599489,0.03072128911,0.1583317779,106,10.60145126,2.361685215,43475.27397,-0.1137550167,0.3919385309,0.2757075033,-0.1173757255,2009-12-31,2010-01-04,2019-12-31,2516,0.2720867946,-0.4218687635,11.0923705,9.998631075,0.3489327485,0.8500041323,418,2011-04-29,2011-10-03,2012-03-13,True,162,319,2018,-0.1766316696,2013,0.8686800626,-0.29451087,0.1199423111,0.2720867946,0,0
AO,LAG2,WAIT_ONE_TRADING_DAY,25,2020_latest,2019-12-31,2020-01-02,2026-09-02,1676,0.2436752221,-0.5522260508,4.28448342,6.672142368,0.4022133803,0.6742383942,960,2021-11-18,2022-11-03,2024-07-05,True,610,960,2022,-0.4800388875,2023,0.5156408371,-0.53893628,0.1391649332,,58,8.692860074,2.404534606,42844.8342,-0.002459233312,0.9869060681,0.2494260571,-0.005750834972,2019-12-31,2020-01-02,2026-09-02,1676,0.2461344554,-0.6710969421,4.341328479,6.672142368,0.4879364377,0.6398236905,807,2020-02-19,2020-03-23,2020-12-01,True,253,286,2022,-0.461539321,2021,0.7513455621,-0.4854731704,0.1595545893,,0,0
UPRO_ALWAYS,LAG2,WAIT_ONE_TRADING_DAY,0,1987_1999,1986-12-31,1987-01-02,1999-12-31,3286,0.3066344008,-0.806563222,32.35367669,12.99931554,0.4910974009,0.7033660365,2348,1987-08-25,1987-12-04,1994-01-28,True,2247,2348,1987,-0.3732854515,1995,1.22788602,-0.7399986631,-0.0810500447,0.148489041,0,0,3,323536.7669,0,1,0.3066344008,0,1986-12-31,1987-01-02,1999-12-31,3286,0.3066344008,-0.806563222,32.35367669,12.99931554,0.4910974009,0.7033660365,2348,1987-08-25,1987-12-04,1994-01-28,True,2247,2348,1987,-0.3732854515,1995,1.22788602,-0.7399986631,-0.0810500447,0.148489041,0,0
UPRO_ALWAYS,LAG2,WAIT_ONE_TRADING_DAY,0,2000_2009,1999-12-31,2000-01-03,2009-12-31,2515,-0.2266489994,-0.9820109229,0.07649159444,10.00136893,0.6668695337,-0.09213035536,3570,2000-03-23,2009-03-09,,False,,,2008,-0.8597747321,2003,0.8731653747,-0.9227273643,-0.3916285461,-0.2266489994,0,0,3,764.9159444,0,1,-0.2266489994,0,1999-12-31,2000-01-03,2009-12-31,2515,-0.2266489994,-0.9820109229,0.07649159444,10.00136893,0.6668695337,-0.09213035536,3570,2000-03-23,2009-03-09,,False,,,2008,-0.8597747321,2003,0.8731653747,-0.9227273643,-0.3916285461,-0.2266489994,0,0
UPRO_ALWAYS,LAG2,WAIT_ONE_TRADING_DAY,0,2010_2019,2009-12-31,2010-01-04,2019-12-31,2516,0.3281877639,-0.5173312905,17.07756772,9.998631075,0.4432450125,0.8520622248,424,2011-04-29,2011-10-03,2012-04-02,True,182,339,2018,-0.2436814515,2013,1.18798752,-0.3770481292,0.13484204,0.3281877639,0,0,3,170775.6772,0,1,0.3281877639,0,2009-12-31,2010-01-04,2019-12-31,2516,0.3281877639,-0.5173312905,17.07756772,9.998631075,0.4432450125,0.8520622248,424,2011-04-29,2011-10-03,2012-04-02,True,182,339,2018,-0.2436814515,2013,1.18798752,-0.3770481292,0.13484204,0.3281877639,0,0
UPRO_ALWAYS,LAG2,WAIT_ONE_TRADING_DAY,0,2020_latest,2019-12-31,2020-01-02,2026-09-02,1676,0.2586669375,-0.7668301233,4.641082026,6.672142368,0.6087706406,0.6415167419,891,2020-02-19,2020-03-23,2021-01-07,True,290,323,2022,-0.5631810077,2021,0.9825793327,-0.5871593323,0.1639153848,,0,0,3,46410.82026,0,1,0.2586669375,0,2019-12-31,2020-01-02,2026-09-02,1676,0.2586669375,-0.7668301233,4.641082026,6.672142368,0.6087706406,0.6415167419,891,2020-02-19,2020-03-23,2021-01-07,True,290,323,2022,-0.5631810077,2021,0.9825793327,-0.5871593323,0.1639153848,,0,0
UPRO_ALWAYS,LAG2,WAIT_ONE_TRADING_DAY,25,1987_1999,1986-12-31,1987-01-02,1999-12-31,3286,0.3066344008,-0.806563222,32.35367669,12.99931554,0.4910974009,0.7033660365,2348,1987-08-25,1987-12-04,1994-01-28,True,2247,2348,1987,-0.3732854515,1995,1.22788602,-0.7399986631,-0.0810500447,0.148489041,0,0,3,323536.7669,0,1,0.3066344008,0,1986-12-31,1987-01-02,1999-12-31,3286,0.3066344008,-0.806563222,32.35367669,12.99931554,0.4910974009,0.7033660365,2348,1987-08-25,1987-12-04,1994-01-28,True,2247,2348,1987,-0.3732854515,1995,1.22788602,-0.7399986631,-0.0810500447,0.148489041,0,0
UPRO_ALWAYS,LAG2,WAIT_ONE_TRADING_DAY,25,2000_2009,1999-12-31,2000-01-03,2009-12-31,2515,-0.2266489994,-0.9820109229,0.07649159444,10.00136893,0.6668695337,-0.09213035536,3570,2000-03-23,2009-03-09,,False,,,2008,-0.8597747321,2003,0.8731653747,-0.9227273643,-0.3916285461,-0.2266489994,0,0,3,764.9159444,0,1,-0.2266489994,0,1999-12-31,2000-01-03,2009-12-31,2515,-0.2266489994,-0.9820109229,0.07649159444,10.00136893,0.6668695337,-0.09213035536,3570,2000-03-23,2009-03-09,,False,,,2008,-0.8597747321,2003,0.8731653747,-0.9227273643,-0.3916285461,-0.2266489994,0,0
UPRO_ALWAYS,LAG2,WAIT_ONE_TRADING_DAY,25,2010_2019,2009-12-31,2010-01-04,2019-12-31,2516,0.3281877639,-0.5173312905,17.07756772,9.998631075,0.4432450125,0.8520622248,424,2011-04-29,2011-10-03,2012-04-02,True,182,339,2018,-0.2436814515,2013,1.18798752,-0.3770481292,0.13484204,0.3281877639,0,0,3,170775.6772,0,1,0.3281877639,0,2009-12-31,2010-01-04,2019-12-31,2516,0.3281877639,-0.5173312905,17.07756772,9.998631075,0.4432450125,0.8520622248,424,2011-04-29,2011-10-03,2012-04-02,True,182,339,2018,-0.2436814515,2013,1.18798752,-0.3770481292,0.13484204,0.3281877639,0,0
UPRO_ALWAYS,LAG2,WAIT_ONE_TRADING_DAY,25,2020_latest,2019-12-31,2020-01-02,2026-09-02,1676,0.2586669375,-0.7668301233,4.641082026,6.672142368,0.6087706406,0.6415167419,891,2020-02-19,2020-03-23,2021-01-07,True,290,323,2022,-0.5631810077,2021,0.9825793327,-0.5871593323,0.1639153848,,0,0,3,46410.82026,0,1,0.2586669375,0,2019-12-31,2020-01-02,2026-09-02,1676,0.2586669375,-0.7668301233,4.641082026,6.672142368,0.6087706406,0.6415167419,891,2020-02-19,2020-03-23,2021-01-07,True,290,323,2022,-0.5631810077,2021,0.9825793327,-0.5871593323,0.1639153848,,0,0
SP500_1X,LAG2,WAIT_ONE_TRADING_DAY,0,1987_1999,1986-12-31,1987-01-02,1999-12-31,3286,0.1797352651,-0.3306415614,8.573342392,12.99931554,0.1636973099,0.7574336346,631,1987-08-25,1987-10-19,1989-05-17,True,576,631,1990,-0.03104820291,1995,0.3757620118,-0.2084043343,0.0764684367,0.1291453964,0,0,1,85733.42392,0.01045383901,1.122661923,0.1797352651,0,1986-12-31,1987-01-02,1999-12-31,3286,0.1692814261,-0.3318943892,7.636619906,12.99931554,0.1636943333,0.703196201,646,1987-08-25,1987-12-04,1989-06-01,True,545,646,1990,-0.03967693121,1995,0.3636203132,-0.2154393196,0.06692403496,0.119137571,0,0
SP500_1X,LAG2,WAIT_ONE_TRADING_DAY,0,2000_2009,1999-12-31,2000-01-03,2009-12-31,2515,-0.009491800267,-0.5525024107,0.9090234381,10.00136893,0.2222697112,-0.05632058135,2243,2007-10-09,2009-03-09,,False,,,2008,-0.3699761113,2003,0.2868423796,-0.4751914483,-0.08198823669,-0.009491800267,0,0,1,9090.234381,0.008785433191,1.09319446,-0.009491800267,0,1999-12-31,2000-01-03,2009-12-31,2515,-0.01827723346,-0.5581297259,0.8315294959,10.00136893,0.2222767667,-0.09646588203,2518,2007-10-09,2009-03-09,,False,,,2008,-0.3755887752,2003,0.2754552404,-0.4798663438,-0.090134313,-0.01827723346,0,0
SP500_1X,LAG2,WAIT_ONE_TRADING_DAY,0,2010_2019,2009-12-31,2010-01-04,2019-12-31,2516,0.1356189194,-0.1936348981,3.566568612,9.998631075,0.1477353441,0.8972367424,280,2018-09-20,2018-12-24,2019-04-12,True,109,204,2018,-0.04384233325,2013,0.3238848467,-0.1060500338,0.07285874511,0.1356189194,0,0,1,35665.68612,0.01006560982,1.093100786,0.1356189194,0,2009-12-31,2010-01-04,2019-12-31,2516,0.1255533096,-0.1955078892,3.262799422,9.998631075,0.1477415086,0.8368329127,318,2018-09-20,2018-12-24,2019-04-23,True,120,215,2018,-0.05236525718,2013,0.3121640878,-0.1139835103,0.06334744784,0.1255533096,0,0
SP500_1X,LAG2,WAIT_ONE_TRADING_DAY,0,2020_latest,2019-12-31,2020-01-02,2026-09-02,1676,0.1553736354,-0.3379046365,2.621157615,6.672142368,0.2029250113,0.6718826412,709,2020-02-19,2020-03-23,2020-08-10,True,140,173,2022,-0.1811088889,2021,0.2870536926,-0.1966703289,0.1142978984,,0,0,1,26211.57615,0.01023961968,1.061195553,0.1553736354,0,2019-12-31,2020-01-02,2026-09-02,1676,0.1451340157,-0.338452084,2.470004335,6.672142368,0.2029260088,0.6278431786,714,2020-02-19,2020-03-23,2020-08-12,True,142,175,2022,-0.1883544399,2021,0.2756597549,-0.2038028339,0.1044209402,,0,0
SP500_1X,LAG2,WAIT_ONE_TRADING_DAY,25,1987_1999,1986-12-31,1987-01-02,1999-12-31,3286,0.1797352651,-0.3306415614,8.573342392,12.99931554,0.1636973099,0.7574336346,631,1987-08-25,1987-10-19,1989-05-17,True,576,631,1990,-0.03104820291,1995,0.3757620118,-0.2084043343,0.0764684367,0.1291453964,0,0,1,85733.42392,0.01045383901,1.122661923,0.1797352651,0,1986-12-31,1987-01-02,1999-12-31,3286,0.1692814261,-0.3318943892,7.636619906,12.99931554,0.1636943333,0.703196201,646,1987-08-25,1987-12-04,1989-06-01,True,545,646,1990,-0.03967693121,1995,0.3636203132,-0.2154393196,0.06692403496,0.119137571,0,0
SP500_1X,LAG2,WAIT_ONE_TRADING_DAY,25,2000_2009,1999-12-31,2000-01-03,2009-12-31,2515,-0.009491800267,-0.5525024107,0.9090234381,10.00136893,0.2222697112,-0.05632058135,2243,2007-10-09,2009-03-09,,False,,,2008,-0.3699761113,2003,0.2868423796,-0.4751914483,-0.08198823669,-0.009491800267,0,0,1,9090.234381,0.008785433191,1.09319446,-0.009491800267,0,1999-12-31,2000-01-03,2009-12-31,2515,-0.01827723346,-0.5581297259,0.8315294959,10.00136893,0.2222767667,-0.09646588203,2518,2007-10-09,2009-03-09,,False,,,2008,-0.3755887752,2003,0.2754552404,-0.4798663438,-0.090134313,-0.01827723346,0,0
SP500_1X,LAG2,WAIT_ONE_TRADING_DAY,25,2010_2019,2009-12-31,2010-01-04,2019-12-31,2516,0.1356189194,-0.1936348981,3.566568612,9.998631075,0.1477353441,0.8972367424,280,2018-09-20,2018-12-24,2019-04-12,True,109,204,2018,-0.04384233325,2013,0.3238848467,-0.1060500338,0.07285874511,0.1356189194,0,0,1,35665.68612,0.01006560982,1.093100786,0.1356189194,0,2009-12-31,2010-01-04,2019-12-31,2516,0.1255533096,-0.1955078892,3.262799422,9.998631075,0.1477415086,0.8368329127,318,2018-09-20,2018-12-24,2019-04-23,True,120,215,2018,-0.05236525718,2013,0.3121640878,-0.1139835103,0.06334744784,0.1255533096,0,0
SP500_1X,LAG2,WAIT_ONE_TRADING_DAY,25,2020_latest,2019-12-31,2020-01-02,2026-09-02,1676,0.1553736354,-0.3379046365,2.621157615,6.672142368,0.2029250113,0.6718826412,709,2020-02-19,2020-03-23,2020-08-10,True,140,173,2022,-0.1811088889,2021,0.2870536926,-0.1966703289,0.1142978984,,0,0,1,26211.57615,0.01023961968,1.061195553,0.1553736354,0,2019-12-31,2020-01-02,2026-09-02,1676,0.1451340157,-0.338452084,2.470004335,6.672142368,0.2029260088,0.6278431786,714,2020-02-19,2020-03-23,2020-08-12,True,142,175,2022,-0.1883544399,2021,0.2756597549,-0.2038028339,0.1044209402,,0,0
