series,fund,lag,cost_bps,deployment,cap,harvest,rebalance,period,entry_close,first_return,last_return,observations,cagr,max_drawdown,terminal_multiple,years,annualized_volatility,sharpe,longest_underwater_calendar_days,max_drawdown_peak,max_drawdown_trough,max_drawdown_recovery,max_drawdown_recovered,max_drawdown_recovery_days_from_trough,max_drawdown_recovery_days_from_peak,worst_calendar_year,worst_calendar_year_return,best_calendar_year,best_calendar_year_return,worst_rolling_1y_cagr,worst_rolling_5y_cagr,worst_rolling_10y_cagr,switch_count,switches_per_year,terminal_ratio_vs_no_reserve
NO_RESERVE,UPRO,LAG2,0,staged,0.15,0.1,rule,2000_2009,1999-12-31,2000-01-03,2009-12-31,2515,-0.0268206000652,-0.7190567122,0.761926203932,10.0013689254,0.373856568771,0.0409761355616,2581,2007-07-13,2009-03-09,,False,,,2000,-0.422025036205,2003,0.935054038419,-0.600675818558,-0.155287472582,-0.0268206000652,0,0,1
NO_RESERVE,UPRO,LAG2,0,staged,0.15,0.1,rule,2010_2019,2009-12-31,2010-01-04,2019-12-31,2516,0.224944846563,-0.482587924934,7.60404580532,9.99863107461,0.358728947935,0.731710199322,867,2010-04-23,2010-08-26,2012-09-06,True,742,867,2018,-0.212552955358,2013,1.18798751954,-0.326766907458,0.0925566710813,0.224944846563,0,0,1
NO_RESERVE,UPRO,LAG2,0,staged,0.15,0.1,rule,2020_latest,2019-12-31,2020-01-02,2026-09-02,1676,0.287154329378,-0.545998462798,5.38854006782,6.67214236824,0.410371384336,0.753530313816,891,2022-01-03,2023-03-13,2024-06-12,True,457,891,2022,-0.467357296225,2021,0.982579332736,-0.481996251966,0.151494118639,,0,0,1
NO_RESERVE,UPRO,LAG2,0,staged,0.15,0.1,rule,2010_latest,2009-12-31,2010-01-04,2026-09-02,4192,0.249473691651,-0.545998462798,40.9747054995,16.6707734428,0.380176888236,0.739592773881,891,2022-01-03,2023-03-13,2024-06-12,True,457,891,2022,-0.467357296225,2013,1.18798751954,-0.481996251966,0.0387592226502,0.145641774159,0,0,1
FIXED_90_10,UPRO,LAG2,0,staged,0.15,0.1,quarterly,1987_1999,1986-12-31,1987-01-02,1999-12-31,3286,0.24023003886,-0.711184558378,16.4234804624,12.9993155373,0.37470661357,0.63239580427,2330,1987-08-25,1987-10-19,1994-01-10,True,2275,2330,1987,-0.366678259378,1995,1.08107893427,-0.696247319038,-0.067121531791,0.119646202581,0,0,0.969382457155
FIXED_90_10,UPRO,LAG2,0,staged,0.15,0.1,quarterly,2000_2009,1999-12-31,2000-01-03,2009-12-31,2515,-0.017468904977,-0.674885728281,0.838402491593,10.0013689254,0.334342291861,0.0323556957054,2317,2007-07-13,2009-03-09,,False,,,2000,-0.383227159584,2003,0.826194476205,-0.556112226918,-0.134828262794,-0.017468904977,0,0,1.10037230281
FIXED_90_10,UPRO,LAG2,0,staged,0.15,0.1,quarterly,2010_2019,2009-12-31,2010-01-04,2019-12-31,2516,0.208803265812,-0.440441488025,6.65952889948,9.99863107461,0.322170127928,0.734264513706,630,2010-04-23,2010-08-26,2011-04-28,True,245,370,2015,-0.184794707833,2013,1.03478766243,-0.294041409959,0.089338513149,0.208803265812,0,0,0.875787583344
FIXED_90_10,UPRO,LAG2,0,staged,0.15,0.1,quarterly,2020_latest,2019-12-31,2020-01-02,2026-09-02,1676,0.268471415224,-0.502882554466,4.88768753011,6.67214236824,0.369446407185,0.753445749652,890,2022-01-03,2023-03-13,2024-06-11,True,456,890,2022,-0.426916888466,2021,0.862871735568,-0.44120008011,0.146106992915,,0,0,0.907052275495
FIXED_90_10,UPRO,LAG2,0,staged,0.15,0.1,quarterly,2010_latest,2009-12-31,2010-01-04,2026-09-02,4192,0.232339757739,-0.502882554466,32.5496963584,16.6707734428,0.341819811437,0.740954050134,890,2022-01-03,2023-03-13,2024-06-11,True,456,890,2022,-0.426916888466,2013,1.03478766243,-0.44120008011,0.0449158192976,0.139847914129,0,0,0.794385120323
FIXED_85_15,UPRO,LAG2,0,staged,0.15,0.1,quarterly,1987_1999,1986-12-31,1987-01-02,1999-12-31,3286,0.236454880595,-0.67507151113,15.7853588295,12.9993155373,0.352330706408,0.635942797465,2191,1987-08-25,1987-10-19,1993-08-24,True,2136,2191,1987,-0.317073560694,1995,1.0104003752,-0.660727408136,-0.0508086691676,0.122419311841,0,0,0.93171785142
FIXED_85_15,UPRO,LAG2,0,staged,0.15,0.1,quarterly,2000_2009,1999-12-31,2000-01-03,2009-12-31,2515,-0.0131078635773,-0.650813838964,0.876373104573,10.0013689254,0.314863996434,0.0282469444845,2266,2007-07-13,2009-03-09,,False,,,2000,-0.363118787172,2003,0.773180437009,-0.532557573248,-0.124751393781,-0.0131078635773,0,0,1.15020732986
FIXED_85_15,UPRO,LAG2,0,staged,0.15,0.1,quarterly,2010_2019,2009-12-31,2010-01-04,2019-12-31,2516,0.200114501431,-0.418895395726,6.1960995286,9.99863107461,0.304005142076,0.735396720427,630,2010-04-23,2010-08-26,2011-04-28,True,245,370,2015,-0.174754357181,2013,0.961449196275,-0.279531020591,0.0872301350712,0.200114501431,0,0,0.814842478232
FIXED_85_15,UPRO,LAG2,0,staged,0.15,0.1,quarterly,2020_latest,2019-12-31,2020-01-02,2026-09-02,1676,0.258406581835,-0.480252825729,4.63468046424,6.67214236824,0.349111967361,0.753208233046,884,2022-01-03,2023-03-13,2024-06-05,True,450,884,2022,-0.406023012514,2021,0.804938552273,-0.420061778904,0.14288499227,,0,0,0.860099471455
FIXED_85_15,UPRO,LAG2,0,staged,0.15,0.1,quarterly,2010_latest,2009-12-31,2010-01-04,2026-09-02,4192,0.223113440552,-0.480252825729,28.7169414397,16.6707734428,0.322761541928,0.741462303011,884,2022-01-03,2023-03-13,2024-06-05,True,450,884,2022,-0.406023012514,2013,0.961449196275,-0.420061778904,0.0471167926829,0.136106783911,0,0,0.700845584846
HWM_RESERVE,UPRO,LAG2,0,staged,0.15,0.1,rule,1987_1999,1986-12-31,1987-01-02,1999-12-31,3286,0.2468120112,-0.763408090698,17.5932929454,12.9993155373,0.409319371113,0.634042028925,2836,1987-08-25,1987-10-19,1995-05-31,True,2781,2836,1987,-0.442004982471,1995,1.21550742121,-0.747891306698,-0.0932433257307,0.116558499109,0,0,1.03842967902
HWM_RESERVE,UPRO,LAG2,0,staged,0.15,0.1,rule,2000_2009,1999-12-31,2000-01-03,2009-12-31,2515,-0.0265374903347,-0.718377852031,0.764145948178,10.0013689254,0.373610062572,0.0415303733321,2581,2007-07-13,2009-03-09,,False,,,2000,-0.421507290713,2003,0.935054038419,-0.600442921052,-0.154918982179,-0.0265374903347,0,0,1.00291333233
HWM_RESERVE,UPRO,LAG2,0,staged,0.15,0.1,rule,2010_2019,2009-12-31,2010-01-04,2019-12-31,2516,0.222550272297,-0.482587924934,7.45671948337,9.99863107461,0.353722434065,0.731369910525,867,2010-04-23,2010-08-26,2012-09-06,True,742,867,2018,-0.206451621174,2013,1.16273889054,-0.321337344451,0.0932891426973,0.222550272297,0,0,0.980625271634
HWM_RESERVE,UPRO,LAG2,0,staged,0.15,0.1,rule,2020_latest,2019-12-31,2020-01-02,2026-09-02,1676,0.286749247584,-0.535041211863,5.37723531906,6.67214236824,0.403421786584,0.758618700776,890,2022-01-03,2023-03-13,2024-06-11,True,456,890,2022,-0.455238121737,2021,0.927027046263,-0.469749075292,0.154611505869,,0,0,0.997902075773
HWM_RESERVE,UPRO,LAG2,0,staged,0.15,0.1,rule,2010_latest,2009-12-31,2010-01-04,2026-09-02,4192,0.247850955096,-0.535041211863,40.0965353703,16.6707734428,0.374344417505,0.741649193672,890,2022-01-03,2023-03-13,2024-06-11,True,456,890,2022,-0.455238121737,2013,1.16273889054,-0.469749075292,0.0401585264522,0.144273153591,0,0,0.97856799412
ASYMMETRIC_RESERVE_BAND,UPRO,LAG2,0,staged,0.2,0.1,rule,1987_1999,1986-12-31,1987-01-02,1999-12-31,3286,0.25099711326,-0.718944722331,18.3766113167,12.9993155373,0.394468320837,0.643216521099,2242,1987-08-25,1987-10-19,1993-10-14,True,2187,2242,1987,-0.378975975236,1995,1.17506984412,-0.707389371272,-0.065967926423,0.126806432566,0,0,1.08466440309
ASYMMETRIC_RESERVE_BAND,UPRO,LAG2,0,staged,0.2,0.1,rule,2000_2009,1999-12-31,2000-01-03,2009-12-31,2515,-0.0242507281492,-0.710313362784,0.782289972559,10.0013689254,0.371081553055,0.0455632001831,2569,2007-07-13,2009-03-09,,False,,,2000,-0.419949798542,2003,0.935054038419,-0.597743520406,-0.151073938826,-0.0242507281492,0,0,1.02672669416
ASYMMETRIC_RESERVE_BAND,UPRO,LAG2,0,staged,0.2,0.1,rule,2010_2019,2009-12-31,2010-01-04,2019-12-31,2516,0.218467843331,-0.482587924934,7.21146082624,9.99863107461,0.347311553312,0.728681316286,867,2010-04-23,2010-08-26,2012-09-06,True,742,867,2018,-0.208413588207,2013,1.09943904411,-0.315050409193,0.0930666859541,0.218467843331,0,0,0.948371565725
ASYMMETRIC_RESERVE_BAND,UPRO,LAG2,0,staged,0.2,0.1,rule,2020_latest,2019-12-31,2020-01-02,2026-09-02,1676,0.282710850789,-0.530124229989,5.26563240912,6.67214236824,0.385529689488,0.766964868319,884,2022-01-03,2023-03-13,2024-06-05,True,450,884,2022,-0.449811742424,2021,0.888834403098,-0.464256857433,0.152176464328,,0,0,0.977190916807
ASYMMETRIC_RESERVE_BAND,UPRO,LAG2,0,staged,0.2,0.1,rule,2010_latest,2009-12-31,2010-01-04,2026-09-02,4192,0.243784331148,-0.530124229989,37.9729018437,16.6707734428,0.363035076139,0.744052641675,884,2022-01-03,2023-03-13,2024-06-05,True,450,884,2022,-0.449811742424,2013,1.09943904411,-0.464256857433,0.0461840875953,0.144728710222,0,0,0.926740079784
HWM_DRAWDOWN,UPRO,LAG2,0,drawdown,0.15,0.1,rule,1987_1999,1986-12-31,1987-01-02,1999-12-31,3286,0.235853515708,-0.742611102308,15.6858485665,12.9993155373,0.385495239491,0.621248498147,2820,1987-08-25,1987-12-04,1995-05-15,True,2719,2820,1987,-0.401685596045,1995,1.1424670319,-0.723258307949,-0.0856128977306,0.114153883333,0,0,0.925844339804
HWM_DRAWDOWN,UPRO,LAG2,0,drawdown,0.15,0.1,rule,2000_2009,1999-12-31,2000-01-03,2009-12-31,2515,-0.00691212888671,-0.694779380152,0.932980687141,10.0013689254,0.346946694423,0.074434213009,2036,2007-07-13,2009-03-09,,False,,,2008,-0.369971532707,2003,0.853376957432,-0.570341475776,-0.143384068628,-0.00691212888671,0,0,1.22450269111
HWM_DRAWDOWN,UPRO,LAG2,0,drawdown,0.15,0.1,rule,2010_2019,2009-12-31,2010-01-04,2019-12-31,2516,0.215444664879,-0.482587924934,7.03454351395,9.99863107461,0.342890786154,0.726234396314,867,2010-04-23,2010-08-26,2012-09-06,True,742,867,2015,-0.190616341908,2013,1.15509879253,-0.302190103661,0.0889337624873,0.215444664879,0,0,0.925105357602
HWM_DRAWDOWN,UPRO,LAG2,0,drawdown,0.15,0.1,rule,2020_latest,2019-12-31,2020-01-02,2026-09-02,1676,0.274665877964,-0.504194329078,5.04916450021,6.67214236824,0.37462998816,0.761307232522,890,2022-01-03,2023-03-13,2024-06-11,True,456,890,2022,-0.429798457508,2021,0.891556410214,-0.44394920662,0.145216444574,,0,0,0.937019013809
HWM_DRAWDOWN,UPRO,LAG2,0,drawdown,0.15,0.1,rule,2010_latest,2009-12-31,2010-01-04,2026-09-02,4192,0.238809164501,-0.504194329078,35.5185673859,16.6707734428,0.355880928034,0.740388727394,890,2022-01-03,2023-03-13,2024-06-11,True,456,890,2022,-0.429798457508,2013,1.15509879253,-0.44394920662,0.0416573320053,0.143570468541,0,0,0.866841309849
BAND_DRAWDOWN,UPRO,LAG2,0,drawdown,0.2,0.1,rule,1987_1999,1986-12-31,1987-01-02,1999-12-31,3286,0.233836246151,-0.74023837187,15.3562563423,12.9993155373,0.387219206566,0.615599942341,2820,1987-08-25,1987-12-04,1995-05-15,True,2719,2820,1987,-0.417135464123,1995,1.12158335193,-0.720750563606,-0.0844503904551,0.113469963183,0,0,0.906390429236
BAND_DRAWDOWN,UPRO,LAG2,0,drawdown,0.2,0.1,rule,2000_2009,1999-12-31,2000-01-03,2009-12-31,2515,-0.00462055140857,-0.674044056898,0.954737417911,10.0013689254,0.350243172106,0.0836093175095,2198,2007-07-13,2009-03-09,,False,,,2000,-0.38544576737,2003,0.878185394311,-0.544666645089,-0.131893874963,-0.00462055140857,0,0,1.25305759663
BAND_DRAWDOWN,UPRO,LAG2,0,drawdown,0.2,0.1,rule,2010_2019,2009-12-31,2010-01-04,2019-12-31,2516,0.211743884589,-0.482587924934,6.8232955468,9.99863107461,0.337236705926,0.723571029511,867,2010-04-23,2010-08-26,2012-09-06,True,742,867,2015,-0.184813294189,2013,1.09943904411,-0.293162106966,0.0897109327976,0.211743884589,0,0,0.897324361463
BAND_DRAWDOWN,UPRO,LAG2,0,drawdown,0.2,0.1,rule,2020_latest,2019-12-31,2020-01-02,2026-09-02,1676,0.274436810129,-0.49981834708,5.04311344334,6.67214236824,0.373242542185,0.762228624464,890,2022-01-03,2023-03-13,2024-06-11,True,456,890,2022,-0.425875690399,2021,0.888834403098,-0.439969066801,0.146982119056,,0,0,0.935896064587
BAND_DRAWDOWN,UPRO,LAG2,0,drawdown,0.2,0.1,rule,2010_latest,2009-12-31,2010-01-04,2026-09-02,4192,0.236456556309,-0.49981834708,34.4106534999,16.6707734428,0.352036034351,0.739134774499,890,2022-01-03,2023-03-13,2024-06-11,True,456,890,2022,-0.425875690399,2013,1.09943904411,-0.439969066801,0.0419852323133,0.140216213355,0,0,0.839802338552
NO_RESERVE,UPRO,LAG2,10,staged,0.15,0.1,rule,1987_1999,1986-12-31,1987-01-02,1999-12-31,3286,0.238139475564,-0.782448214197,16.0672265781,12.9993155373,0.421207154939,0.615804258756,2873,1987-08-25,1987-12-04,1995-07-07,True,2772,2873,1987,-0.477832661828,1995,1.22788602039,-0.76564565917,-0.110581814023,0.104848635645,0,0,1
NO_RESERVE,UPRO,LAG2,10,staged,0.15,0.1,rule,2000_2009,1999-12-31,2000-01-03,2009-12-31,2515,-0.0349640149526,-0.72379473018,0.700509325093,10.0013689254,0.373802485656,0.0184077169879,2667,2007-07-13,2009-03-09,,False,,,2000,-0.430634235482,2003,0.921549228625,-0.605037580285,-0.163865182831,-0.0349640149526,0,0,1
NO_RESERVE,UPRO,LAG2,10,staged,0.15,0.1,rule,2010_2019,2009-12-31,2010-01-04,2019-12-31,2516,0.218343779056,-0.488251085298,7.20412249157,9.99863107461,0.358801704224,0.716552424766,868,2010-04-23,2010-08-26,2012-09-07,True,743,868,2018,-0.219611696712,2013,1.18798751954,-0.332773177261,0.0864515755746,0.218343779056,0,0,1
NO_RESERVE,UPRO,LAG2,10,staged,0.15,0.1,rule,2020_latest,2019-12-31,2020-01-02,2026-09-02,1676,0.280224646443,-0.554101397312,5.19790924683,6.67214236824,0.410386397594,0.74032189744,896,2022-01-03,2023-03-13,2024-06-17,True,462,896,2022,-0.475291250924,2021,0.982579332736,-0.489717398058,0.144601462602,,0,0,1
NO_RESERVE,UPRO,LAG2,10,staged,0.15,0.1,rule,2010_latest,2009-12-31,2010-01-04,2026-09-02,4192,0.242743014658,-0.554101397312,37.4463749142,16.6707734428,0.380224559723,0.725311109144,896,2022-01-03,2023-03-13,2024-06-17,True,462,896,2022,-0.475291250924,2013,1.18798751954,-0.489717398058,0.0323382656177,0.138899946615,0,0,1
FIXED_90_10,UPRO,LAG2,10,staged,0.15,0.1,quarterly,1987_1999,1986-12-31,1987-01-02,1999-12-31,3286,0.23568207218,-0.711188901919,15.657585377,12.9993155373,0.374712416843,0.622611015527,2348,1987-08-25,1987-10-19,1994-01-28,True,2293,2348,1987,-0.367718180871,1995,1.08094484375,-0.696791130689,-0.0714548590501,0.11542999641,0,0,0.974504548181
FIXED_90_10,UPRO,LAG2,10,staged,0.15,0.1,quarterly,2000_2009,1999-12-31,2000-01-03,2009-12-31,2515,-0.0248113290351,-0.679734335922,0.777806443101,10.0013689254,0.334297081448,0.0098353139692,2589,2007-07-13,2009-03-09,,False,,,2000,-0.391297095928,2003,0.814639389552,-0.560395256015,-0.142653253602,-0.0248113290351,0,0,1.11034416708
FIXED_90_10,UPRO,LAG2,10,staged,0.15,0.1,quarterly,2010_2019,2009-12-31,2010-01-04,2019-12-31,2516,0.202942182506,-0.445859131627,6.34362778473,9.99863107461,0.322234660114,0.719074089718,710,2010-04-23,2010-08-26,2012-04-02,True,585,710,2015,-0.190650946631,2013,1.03470880924,-0.299749688681,0.0838763690271,0.202942182506,0,0,0.880555236555
FIXED_90_10,UPRO,LAG2,10,staged,0.15,0.1,quarterly,2020_latest,2019-12-31,2020-01-02,2026-09-02,1676,0.262327905061,-0.510805484545,4.73189618255,6.67214236824,0.36946268655,0.740243932642,891,2022-01-03,2023-03-13,2024-06-12,True,457,891,2022,-0.434519656212,2021,0.862760704922,-0.44861840461,0.139949830193,,0,0,0.910346056048
FIXED_90_10,UPRO,LAG2,10,staged,0.15,0.1,quarterly,2010_latest,2009-12-31,2010-01-04,2026-09-02,4192,0.226367230571,-0.510805484545,30.0173880981,16.6707734428,0.341863340675,0.72665908468,891,2022-01-03,2023-03-13,2024-06-12,True,457,891,2022,-0.434519656212,2013,1.03470880924,-0.44861840461,0.0391372799451,0.13382637103,0,0,0.801609986731
FIXED_85_15,UPRO,LAG2,10,staged,0.15,0.1,quarterly,1987_1999,1986-12-31,1987-01-02,1999-12-31,3286,0.232168758291,-0.675078492214,15.088652239,12.9993155373,0.352335907096,0.62610666676,2198,1987-08-25,1987-10-19,1993-08-31,True,2143,2198,1987,-0.3181048659,1995,1.0102157773,-0.661303521602,-0.0549648959176,0.118429838052,0,0,0.939095005951
FIXED_85_15,UPRO,LAG2,10,staged,0.15,0.1,quarterly,2000_2009,1999-12-31,2000-01-03,2009-12-31,2515,-0.0200478280176,-0.655690455744,0.816651489238,10.0013689254,0.314822868379,0.00575205664089,2540,2007-07-13,2009-03-09,,False,,,2000,-0.370897170015,2003,0.762544322021,-0.53677918339,-0.132190077643,-0.0200478280176,0,0,1.16579674243
FIXED_85_15,UPRO,LAG2,10,staged,0.15,0.1,quarterly,2010_2019,2009-12-31,2010-01-04,2019-12-31,2516,0.194618019614,-0.424165458785,5.91813534084,9.99863107461,0.304065687,0.720188820149,631,2010-04-23,2010-08-26,2011-04-29,True,246,371,2015,-0.180356927951,2013,0.961340724793,-0.28503726345,0.0820878957623,0.194618019614,0,0,0.821492881023
FIXED_85_15,UPRO,LAG2,10,staged,0.15,0.1,quarterly,2020_latest,2019-12-31,2020-01-02,2026-09-02,1676,0.252649619737,-0.488048163628,4.49503514608,6.67214236824,0.349128517005,0.740010452059,891,2022-01-03,2023-03-13,2024-06-12,True,457,891,2022,-0.413429187216,2021,0.804784542733,-0.427297828967,0.137092562547,,0,0,0.864777535086
FIXED_85_15,UPRO,LAG2,10,staged,0.15,0.1,quarterly,2010_latest,2009-12-31,2010-01-04,2026-09-02,4192,0.217514151141,-0.488048163628,26.6022263563,16.6707734428,0.322802915606,0.727160592805,891,2022-01-03,2023-03-13,2024-06-12,True,457,891,2022,-0.413429187216,2013,0.961340724793,-0.427297828967,0.0416624095025,0.130443931595,0,0,0.710408588742
HWM_RESERVE,UPRO,LAG2,10,staged,0.15,0.1,rule,1987_1999,1986-12-31,1987-01-02,1999-12-31,3286,0.241897875769,-0.763411680854,16.7129108582,12.9993155373,0.409392035337,0.62438011436,2855,1987-08-25,1987-10-19,1995-06-19,True,2800,2855,1987,-0.443074551366,1995,1.21778658181,-0.748364360601,-0.0979317679292,0.11202938074,0,0,1.0401864178
HWM_RESERVE,UPRO,LAG2,10,staged,0.15,0.1,rule,2000_2009,1999-12-31,2000-01-03,2009-12-31,2515,-0.0348594435123,-0.723736557255,0.701268872287,10.0013689254,0.373737718967,0.0186337212118,2667,2007-07-13,2009-03-09,,False,,,2000,-0.430128341604,2003,0.921549228625,-0.605017109163,-0.163830026324,-0.0348594435123,0,0,1.00108427849
HWM_RESERVE,UPRO,LAG2,10,staged,0.15,0.1,rule,2010_2019,2009-12-31,2010-01-04,2019-12-31,2516,0.216304725355,-0.488251085298,7.08447257046,9.99863107461,0.35400368877,0.716583314022,868,2010-04-23,2010-08-26,2012-09-07,True,743,868,2018,-0.213416493496,2013,1.16657761433,-0.327408946841,0.0872891273015,0.216304725355,0,0,0.983391464923
HWM_RESERVE,UPRO,LAG2,10,staged,0.15,0.1,rule,2020_latest,2019-12-31,2020-01-02,2026-09-02,1676,0.279914404304,-0.543203882523,5.18951058433,6.67214236824,0.403703234854,0.745142016337,891,2022-01-03,2023-03-13,2024-06-12,True,457,891,2022,-0.463195434429,2021,0.92736964203,-0.477503559191,0.147814502875,,0,0,0.998384222945
HWM_RESERVE,UPRO,LAG2,10,staged,0.15,0.1,rule,2010_latest,2009-12-31,2010-01-04,2026-09-02,4192,0.241374720801,-0.543203882523,36.7649453889,16.6707734428,0.374625086795,0.727458221514,891,2022-01-03,2023-03-13,2024-06-12,True,457,891,2022,-0.463195434429,2013,1.16657761433,-0.477503559191,0.0337323791315,0.137793407564,0,0,0.981802523557
ASYMMETRIC_RESERVE_BAND,UPRO,LAG2,10,staged,0.2,0.1,rule,1987_1999,1986-12-31,1987-01-02,1999-12-31,3286,0.245915582398,-0.718944722331,17.4295698436,12.9993155373,0.394478607259,0.63291647311,2317,1987-08-25,1987-10-19,1993-12-28,True,2262,2317,1987,-0.380171157454,1995,1.17485233713,-0.707865919405,-0.0707625918379,0.122062112794,0,0,1.08479019443
ASYMMETRIC_RESERVE_BAND,UPRO,LAG2,10,staged,0.2,0.1,rule,2000_2009,1999-12-31,2000-01-03,2009-12-31,2515,-0.0323808121652,-0.715060673552,0.719490640184,10.0013689254,0.371030443406,0.0229268650647,2667,2007-07-13,2009-03-09,,False,,,2000,-0.428605712441,2003,0.921549228625,-0.602104231108,-0.159629713386,-0.0323808121652,0,0,1.02709644884
ASYMMETRIC_RESERVE_BAND,UPRO,LAG2,10,staged,0.2,0.1,rule,2010_2019,2009-12-31,2010-01-04,2019-12-31,2516,0.211958459486,-0.488251085298,6.83538617447,9.99863107461,0.347384209283,0.713158826545,868,2010-04-23,2010-08-26,2012-09-07,True,743,868,2018,-0.215276833967,2013,1.0992291002,-0.320960892491,0.0870932237356,0.211958459486,0,0,0.948815929
ASYMMETRIC_RESERVE_BAND,UPRO,LAG2,10,staged,0.2,0.1,rule,2020_latest,2019-12-31,2020-01-02,2026-09-02,1676,0.275932423029,-0.538247483392,5.08273309208,6.67214236824,0.385547324066,0.753159398952,891,2022-01-03,2023-03-13,2024-06-12,True,457,891,2022,-0.457706089329,2021,0.888739463183,-0.471949166519,0.145407473368,,0,0,0.977841830382
ASYMMETRIC_RESERVE_BAND,UPRO,LAG2,10,staged,0.2,0.1,rule,2010_latest,2009-12-31,2010-01-04,2026-09-02,4192,0.237168479442,-0.538247483392,34.7424435061,16.6707734428,0.363084279309,0.729279439542,891,2022-01-03,2023-03-13,2024-06-12,True,457,891,2022,-0.457706089329,2013,1.0992291002,-0.471949166519,0.0399316202684,0.138079585224,0,0,0.927791904709
HWM_DRAWDOWN,UPRO,LAG2,10,drawdown,0.15,0.1,rule,1987_1999,1986-12-31,1987-01-02,1999-12-31,3286,0.231550929162,-0.743016030266,14.990598748,12.9993155373,0.385828265771,0.612063694568,2841,1987-08-25,1987-12-04,1995-06-05,True,2740,2841,1987,-0.403102978067,1995,1.14503336562,-0.723938060502,-0.0900470568733,0.110008148972,0,0,0.932992304252
HWM_DRAWDOWN,UPRO,LAG2,10,drawdown,0.15,0.1,rule,2000_2009,1999-12-31,2000-01-03,2009-12-31,2515,-0.0154773825982,-0.702478692618,0.855554544855,10.0013689254,0.347793053202,0.0501564475291,2201,2007-07-13,2009-03-09,,False,,,2008,-0.374817633185,2003,0.842837447977,-0.578297652175,-0.153065029069,-0.0154773825982,0,0,1.22133212822
HWM_DRAWDOWN,UPRO,LAG2,10,drawdown,0.15,0.1,rule,2010_2019,2009-12-31,2010-01-04,2019-12-31,2516,0.209763338329,-0.488251085298,6.71260327997,9.99863107461,0.343511234254,0.711891311938,868,2010-04-23,2010-08-26,2012-09-07,True,743,868,2015,-0.197059501413,2013,1.16015625937,-0.308671110896,0.0836181293471,0.209763338329,0,0,0.931772507731
HWM_DRAWDOWN,UPRO,LAG2,10,drawdown,0.15,0.1,rule,2020_latest,2019-12-31,2020-01-02,2026-09-02,1676,0.268818860285,-0.512567429392,4.89662699615,6.67214236824,0.375438230686,0.748202514434,891,2022-01-03,2023-03-13,2024-06-12,True,457,891,2022,-0.437826448191,2021,0.89294614881,-0.451800028319,0.139287905139,,0,0,0.942037800898
HWM_DRAWDOWN,UPRO,LAG2,10,drawdown,0.15,0.1,rule,2010_latest,2009-12-31,2010-01-04,2026-09-02,4192,0.2330618492,-0.512567429392,32.8691144352,16.6707734428,0.356579743532,0.726576404609,891,2022-01-03,2023-03-13,2024-06-12,True,457,891,2022,-0.437826448191,2013,1.16015625937,-0.451800028319,0.0357769150137,0.137514383258,0,0,0.87776492412
BAND_DRAWDOWN,UPRO,LAG2,10,drawdown,0.2,0.1,rule,1987_1999,1986-12-31,1987-01-02,1999-12-31,3286,0.22922484631,-0.740467080922,14.6266861109,12.9993155373,0.387225005102,0.60594992206,2841,1987-08-25,1987-12-04,1995-06-05,True,2740,2841,1987,-0.418172111168,1995,1.12145935277,-0.721244712786,-0.0887815293753,0.109156135047,0,0,0.910342929426
BAND_DRAWDOWN,UPRO,LAG2,10,drawdown,0.2,0.1,rule,2000_2009,1999-12-31,2000-01-03,2009-12-31,2515,-0.0123375084787,-0.678893165252,0.883238981428,10.0013689254,0.350234386337,0.0613383541329,2317,2007-07-13,2009-03-09,,False,,,2000,-0.393607218715,2003,0.8663021177,-0.548994157508,-0.140169591299,-0.0123375084787,0,0,1.26085256797
BAND_DRAWDOWN,UPRO,LAG2,10,drawdown,0.2,0.1,rule,2010_2019,2009-12-31,2010-01-04,2019-12-31,2516,0.205604286657,-0.488251085298,6.48539857221,9.99863107461,0.337313247504,0.708401469435,868,2010-04-23,2010-08-26,2012-09-07,True,743,868,2015,-0.190581255056,2013,1.0992291002,-0.298782271706,0.0843563018346,0.205604286657,0,0,0.900234356065
BAND_DRAWDOWN,UPRO,LAG2,10,drawdown,0.2,0.1,rule,2020_latest,2019-12-31,2020-01-02,2026-09-02,1676,0.268291647547,-0.507734080159,4.88306770956,6.67214236824,0.373262694911,0.749214678768,891,2022-01-03,2023-03-13,2024-06-12,True,457,891,2022,-0.433477218363,2021,0.888739463183,-0.447389040389,0.140848709623,,0,0,0.939429196947
BAND_DRAWDOWN,UPRO,LAG2,10,drawdown,0.2,0.1,rule,2010_latest,2009-12-31,2010-01-04,2026-09-02,4192,0.230312919765,-0.507734080159,31.6686403516,16.6707734428,0.352088614456,0.724897574508,891,2022-01-03,2023-03-13,2024-06-12,True,457,891,2022,-0.433477218363,2013,1.0992291002,-0.447389040389,0.0363193748086,0.133939776297,0,0,0.845706438183
NO_RESERVE,UPRO,LAG2,25,staged,0.15,0.1,rule,1987_1999,1986-12-31,1987-01-02,1999-12-31,3286,0.230577290205,-0.78277486853,14.8372690891,12.9993155373,0.421232906857,0.601283607813,2933,1987-08-25,1987-12-04,1995-09-05,True,2832,2933,1987,-0.479399554682,1995,1.22788602039,-0.766345549301,-0.117501527861,0.0978987904587,0,0,1
