signal,lag,signal_close,execution_close,first_affected_return,into,upro_return,sp500_return,other_signal_state,signals_disagree,audit_period
total_return,2,2018-12-04,2018-12-06,2018-12-07,risk_off,-0.06980961015,-0.02316089503,0,False,2018
total_return,2,2019-02-04,2019-02-05,2019-02-06,UPRO,-0.006487695749,-0.002127911704,0,True,
total_return,2,2019-02-07,2019-02-08,2019-02-11,risk_off,0.001848428835,0.0007191466971,0,False,
total_return,2,2019-02-12,2019-02-13,2019-02-14,UPRO,-0.007700770077,-0.002304084095,1,False,
total_return,2,2019-05-31,2019-06-03,2019-06-04,risk_off,0.06424706943,0.02148604357,0,False,
total_return,2,2019-06-04,2019-06-05,2019-06-06,UPRO,0.01881331404,0.00640867564,1,False,
total_return,2,2020-02-27,2020-02-28,2020-03-02,risk_off,0.1375559128,0.04606164235,0,False,2020
total_return,2,2020-03-02,2020-03-03,2020-03-04,UPRO,0.1266359054,0.04225741539,1,False,2020
total_return,2,2020-03-03,2020-03-04,2020-03-05,risk_off,-0.1014706097,-0.0337140057,0,False,2020
total_return,2,2020-03-04,2020-03-05,2020-03-06,UPRO,-0.05121286999,-0.01702199827,1,False,2020
total_return,2,2020-03-05,2020-03-06,2020-03-09,risk_off,-0.228085239,-0.0758675853,0,False,2020
total_return,2,2020-05-26,2020-05-27,2020-05-28,UPRO,-0.006053180848,-0.001990514917,0,True,2020
