case,arm,dial,block_days,iv_premium,roll,treasury_leverage,horizon_years,paths,strategy,family,underlying,moneyness,premium_budget,mean_cagr,max_drawdown_median,worst_max_drawdown,prob_negative_cagr,prob_below_own_underlying,prob_below_sp500,cagr_p5,terminal_wealth_p5,cagr_p10,terminal_wealth_p10,cagr_p50,terminal_wealth_p50,cagr_p90,terminal_wealth_p90,cagr_p95,terminal_wealth_p95,max_drawdown_p90,max_drawdown_p95,prob_drawdown_worse_than_40,prob_drawdown_worse_than_50,prob_drawdown_worse_than_60,prob_drawdown_worse_than_75,mean_delta_exposure,mean_option_weight,treasury_notional,gross_notional,on_growth_frontier,on_robust_frontier,on_frontier,adjacent_lower_risk,prob_beat_adjacent_lower_risk
primary,baseline,none,63,0.03,12m,1,30,15000,NDX_80_40,NDX LEAPS,NASDAQ100_1X,0.8,0.4,0.1713036267,-0.5647760596,-0.9601010702,0.0008666666667,0.1418666667,0.06933333333,0.07469831515,8.682401656,0.09475068779,15.11856681,0.1690160211,108.3195238,0.2519103182,845.9216439,0.2751810104,1469.940277,-0.7055966814,-0.7468308558,0.9852,0.7618666667,0.3651333333,0.04726666667,1.149536443,0.4189132906,0.5810867094,1.72997747,True,False,True,NDX_90_35,0.5942
primary,baseline,none,63,0.03,12m,1,30,15000,NDX_80_45,NDX LEAPS,NASDAQ100_1X,0.8,0.45,0.1798656432,-0.615774533,-0.9781275717,0.001866666667,0.09573333333,0.06966666667,0.0722098184,8.099064327,0.09429478234,14.93081217,0.1769429345,132.6658186,0.2696558163,1290.393936,0.2962496127,2403.33025,-0.7581443211,-0.7973234359,0.9978,0.9006,0.5630666667,0.1134666667,1.284969151,0.4668684454,0.5331315546,1.817500227,True,False,True,NDX_90_40,0.5027333333
primary,baseline,none,63,0.03,12m,1,30,15000,NDX_80_50,NDX LEAPS,NASDAQ100_1X,0.8,0.5,0.1872336168,-0.6637781941,-0.9883880179,0.0038,0.08886666667,0.0736,0.06821980536,7.241991454,0.09230865679,14.13883936,0.1839004172,158.3272148,0.2868143421,1930.308395,0.3156970905,3756.994376,-0.8047692099,-0.8407553774,0.9998,0.9697333333,0.7362666667,0.2166666667,1.419799625,0.5143082326,0.4856917674,1.904923401,True,False,True,NDX_85_45,0.7692
primary,baseline,none,63,0.03,12m,1,30,15000,NDX_85_20,NDX LEAPS,NASDAQ100_1X,0.85,0.2,0.1290323651,-0.3775682976,-0.8460222705,6.666666667e-05,0.7741333333,0.2807333333,0.07003490068,7.620413833,0.08256027595,10.80462671,0.1282831954,37.37793918,0.1772546034,133.7238715,0.1916040917,192.337429,-0.4967323627,-0.5356317367,0.3902,0.09506666667,0.01326666667,0.0002666666667,0.6383891736,0.2205664147,0.7794335853,1.417621949,False,False,False,,
primary,baseline,none,63,0.03,12m,1,30,15000,NDX_85_25,NDX LEAPS,NASDAQ100_1X,0.85,0.25,0.1428573771,-0.4281314037,-0.8801400085,0.0001333333333,0.6338,0.1571333333,0.07295172735,8.268892792,0.08788925401,12.51960677,0.1415615951,53.0956817,0.2002947969,239.1917796,0.2171490643,363.4376518,-0.554965458,-0.5947706176,0.6376666667,0.2207333333,0.04573333333,0.001666666667,0.7888055253,0.2715409182,0.7284590818,1.517101629,False,True,True,,
primary,baseline,none,63,0.03,12m,1,30,15000,NDX_85_30,NDX LEAPS,NASDAQ100_1X,0.85,0.3,0.1552930894,-0.4811468702,-0.9072332305,0.0003333333333,0.4104666667,0.102,0.07463949477,8.668156158,0.09139196839,13.78715349,0.1537472395,73.01385402,0.222514129,414.7019391,0.2421709792,669.2221733,-0.6157608723,-0.6555717824,0.8567333333,0.4228,0.1274666667,0.006866666667,0.9372140623,0.3214390331,0.6785609669,1.615455908,True,False,True,NDX_80_30,0.8832
primary,baseline,none,63,0.03,12m,1,30,15000,NDX_85_35,NDX LEAPS,NASDAQ100_1X,0.85,0.35,0.1663810927,-0.5365597886,-0.9437650469,0.0006,0.2146,0.0794,0.07455934651,8.648781774,0.09331418698,14.53458213,0.164164696,95.61435862,0.2435068544,691.154431,0.2658259563,1178.584375,-0.675310678,-0.7159757337,0.9644,0.657,0.2724,0.02626666667,1.083962997,0.3704767807,0.6295232193,1.712940147,True,False,True,NDX_80_35,0.8583333333
primary,baseline,none,63,0.03,12m,1,30,15000,NDX_85_40,NDX LEAPS,NASDAQ100_1X,0.85,0.4,0.1761432643,-0.5902840289,-0.9695920328,0.001466666667,0.1288666667,0.07226666667,0.07302843365,8.286649427,0.09383884833,14.74530061,0.1733071103,120.9055106,0.263431592,1113.501956,0.2890385207,2032.955241,-0.7310475703,-0.7718335461,0.9945333333,0.8417333333,0.4605333333,0.07233333333,1.229130477,0.4186336312,0.5813663688,1.809990476,True,False,True,NDX_80_40,0.8284666667
primary,baseline,none,63,0.03,12m,1,30,15000,NDX_85_45,NDX LEAPS,NASDAQ100_1X,0.85,0.45,0.1845835448,-0.6419456426,-0.9840846981,0.003066666667,0.1033333333,0.07506666667,0.06933845685,7.473007708,0.09249991645,14.21330155,0.1811744348,147.7475071,0.2821354084,1730.472023,0.3109483472,3370.764406,-0.7842603917,-0.8210246458,0.9996,0.9458,0.6576666667,0.1662,1.373705528,0.4662966071,0.5337033929,1.90673512,True,False,True,NDX_80_45,0.7928666667
primary,baseline,none,63,0.03,12m,1,30,15000,NDX_85_50,NDX LEAPS,NASDAQ100_1X,0.85,0.5,0.1916882507,-0.6905847755,-0.9919664029,0.005466666667,0.1031333333,0.08226666667,0.06415350055,6.459000377,0.08960184948,13.12459745,0.1875819765,173.7841692,0.2996356215,2598.986385,0.3311975592,5338.822253,-0.8290970791,-0.8629356732,1,0.9858666667,0.8192666667,0.2896666667,1.517454764,0.5134440357,0.4865559643,2.003361135,True,False,True,NDX_90_45,0.7914666667
primary,baseline,none,63,0.03,12m,1,30,15000,NDX_90_20,NDX LEAPS,NASDAQ100_1X,0.9,0.2,0.1326544447,-0.3931971215,-0.8598397665,0.0001333333333,0.7445333333,0.2460666667,0.06986405444,7.583994964,0.0828239174,10.88384897,0.1315856043,40.80335836,0.1844674819,160.6182887,0.1998748049,236.6935121,-0.5149590322,-0.5539834146,0.4656666667,0.1265333333,0.02053333333,0.0006666666667,0.6823400966,0.2210630613,0.7789369387,1.461168431,False,False,False,,
primary,baseline,none,63,0.03,12m,1,30,15000,NDX_90_25,NDX LEAPS,NASDAQ100_1X,0.9,0.25,0.146830201,-0.4476307576,-0.8934031507,0.0002,0.5693333333,0.1426666667,0.07227189946,8.113144852,0.0877800396,12.48195437,0.1451832176,58.38883972,0.2088713541,296.1524753,0.2269689116,462.5177232,-0.5769336282,-0.6164653454,0.726,0.2852,0.066,0.002933333333,0.8424301037,0.2718749465,0.7281250535,1.570725324,False,False,False,,
primary,baseline,none,63,0.03,12m,1,30,15000,NDX_90_30,NDX LEAPS,NASDAQ100_1X,0.9,0.3,0.1594456182,-0.5037628338,-0.9194505118,0.0004,0.3363333333,0.09913333333,0.07302756986,8.286446381,0.09089372965,13.59956719,0.1574274902,80.33424425,0.2320470598,523.5316741,0.2534215025,877.098795,-0.6395422782,-0.6797785643,0.9144,0.5152666667,0.1778,0.01306666667,1.000251589,0.3214988988,0.6785011012,1.678579946,True,False,True,NDX_85_30,0.8391333333
primary,baseline,none,63,0.03,12m,1,30,15000,NDX_90_35,NDX LEAPS,NASDAQ100_1X,0.9,0.35,0.1705537652,-0.5604909628,-0.95531172,0.001,0.1871333333,0.08353333333,0.07204411697,8.061597246,0.09225160207,14.11669974,0.1677196291,104.7730535,0.2539090742,887.392751,0.2784369197,1586.811042,-0.7003467057,-0.739870914,0.9835333333,0.7491333333,0.3522666667,0.0424,1.15594307,0.37020882,0.62979118,1.785417049,True,False,True,NDX_85_35,0.8063333333
primary,baseline,none,63,0.03,12m,1,30,15000,NDX_90_40,NDX LEAPS,NASDAQ100_1X,0.9,0.4,0.1801835891,-0.6155432493,-0.9768556134,0.002266666667,0.1321333333,0.07913333333,0.06957313551,7.522368081,0.09182768055,13.95324614,0.1766454377,131.6634316,0.2744299905,1444.187856,0.3024193688,2771.293162,-0.7564152107,-0.7954865915,0.9984666667,0.9036666667,0.5628,0.1112666667,1.310255625,0.4180944984,0.5819055016,1.891777873,True,False,True,NDX_85_40,0.7668666667
primary,baseline,none,63,0.03,12m,1,30,15000,NDX_90_45,NDX LEAPS,NASDAQ100_1X,0.9,0.45,0.1883424738,-0.6677647193,-0.9884410136,0.004933333333,0.1182,0.0834,0.06512205216,6.637718033,0.08930664423,13.01833476,0.1842159481,159.5980894,0.2932406063,2241.469827,0.3243786121,4576.482281,-0.8079002358,-0.8431016454,0.9998666667,0.9742666667,0.7512,0.2286,1.463928255,0.465429471,0.534570529,1.997769426,True,False,True,NDX_80_50,0.5456
primary,baseline,none,63,0.03,12m,1,30,15000,NDX_90_50,NDX LEAPS,NASDAQ100_1X,0.9,0.5,0.1950168969,-0.7159602631,-0.9944566898,0.007666666667,0.1246,0.0932,0.05903636099,5.589336439,0.08561518697,11.75780233,0.1903280597,186.2531934,0.3109226953,3368.787868,0.3455790906,7369.761932,-0.8518622621,-0.8831572577,1,0.9945333333,0.8829333333,0.3756666667,1.616596643,0.5122954424,0.4877045576,2.104061351,True,False,True,NDX_85_50,0.6733333333
primary,baseline,none,63,0.03,12m,1,30,15000,NDX_95_20,NDX LEAPS,NASDAQ100_1X,0.95,0.2,0.1359534477,-0.4103477843,-0.8727333173,0.0001333333333,0.7128,0.2212,0.0694309064,7.49241533,0.0828897906,10.90373079,0.1345369692,44.11990897,0.1915021327,191.8442954,0.2082668054,291.7412299,-0.5334215452,-0.5731271799,0.5503333333,0.1680666667,0.02866666667,0.0009333333333,0.7270332179,0.2213718263,0.7786281737,1.505748794,False,False,False,,
primary,baseline,none,63,0.03,12m,1,30,15000,NDX_95_25,NDX LEAPS,NASDAQ100_1X,0.95,0.25,0.1503421398,-0.4680089184,-0.9054733192,0.0002666666667,0.5063333333,0.136,0.07100130819,7.829622433,0.08720750154,12.28635099,0.1484092818,63.53061892,0.2172375532,364.2312004,0.2370897591,591.7834872,-0.5989840687,-0.6382761631,0.8040666667,0.3645333333,0.09766666667,0.005,0.8968055778,0.2719501348,0.7280498652,1.624987128,False,False,False,NDX_80_30,0.4401333333
primary,baseline,none,63,0.03,12m,1,30,15000,NDX_95_30,NDX LEAPS,NASDAQ100_1X,0.95,0.3,0.1629884722,-0.5269021324,-0.9308356875,0.0007333333333,0.2934,0.1010666667,0.07104064338,7.838254317,0.08979774809,13.1955747,0.1605650192,87.13102546,0.2409262069,649.3921357,0.2644921438,1141.888184,-0.6639927216,-0.7041625462,0.9535333333,0.6174666667,0.2394,0.0202,1.063904808,0.3212898723,0.6787101277,1.742858836,False,False,False,NDX_80_35,0.5499333333
primary,baseline,none,63,0.03,12m,1,30,15000,NDX_95_35,NDX LEAPS,NASDAQ100_1X,0.95,0.35,0.1739593113,-0.5849370695,-0.9644296965,0.0018,0.1825333333,0.08973333333,0.06911915835,7.427166473,0.09022020166,13.34991691,0.1705333457,112.6178757,0.2633536794,1111.443693,0.290565474,2106.45858,-0.7251224972,-0.765028377,0.9931333333,0.8266666667,0.4415333333,0.06393333333,1.22871611,0.3696408021,0.6303591979,1.859004443,False,False,False,NDX_80_40,0.5927333333
primary,baseline,none,63,0.03,12m,1,30,15000,NDX_95_40,NDX LEAPS,NASDAQ100_1X,0.95,0.4,0.1832922141,-0.641293067,-0.9823551515,0.004266666667,0.1445333333,0.08893333333,0.06505602172,6.625383741,0.08890866782,12.87639499,0.178948445,139.6182825,0.2840004641,1807.607195,0.3148950466,3688.887949,-0.7816397776,-0.8182815532,0.9996666667,0.9466,0.6576666667,0.1638666667,1.392243376,0.4171990301,0.5828009699,1.974494571,False,False,False,NDX_80_45,0.603
primary,baseline,none,63,0.03,12m,1,30,15000,NDX_95_45,NDX LEAPS,NASDAQ100_1X,0.95,0.45,0.1909990199,-0.6933065296,-0.9915919874,0.0068,0.1382,0.0958,0.05998229622,5.741072041,0.08547674994,11.71290271,0.1860809566,167.3136794,0.3030302245,2810.554763,0.3375665473,6160.768235,-0.8313052523,-0.8644539016,1,0.9878666667,0.8289333333,0.2983333333,1.554835265,0.4642086739,0.5357913261,2.090053223,False,False,False,NDX_85_50,0.4215333333
primary,baseline,none,63,0.03,12m,1,30,15000,NDX_95_50,NDX LEAPS,NASDAQ100_1X,0.95,0.5,0.1970669893,-0.741039444,-0.9961701617,0.0106,0.1471333333,0.1068666667,0.05258554515,4.653209292,0.08041599141,10.18066377,0.1916308515,192.4670508,0.3212449163,4262.511585,0.3583304411,9780.141198,-0.8728058035,-0.9018366586,1,0.998,0.9296666667,0.4680666667,1.716753936,0.5107776434,0.4892223566,2.205694997,False,False,False,NDX_90_50,0.5824
