case,arm,dial,block_days,iv_premium,roll,treasury_leverage,horizon_years,paths,strategy,family,underlying,moneyness,premium_budget,mean_cagr,max_drawdown_median,worst_max_drawdown,prob_negative_cagr,prob_below_own_underlying,prob_below_sp500,cagr_p5,terminal_wealth_p5,cagr_p10,terminal_wealth_p10,cagr_p50,terminal_wealth_p50,cagr_p90,terminal_wealth_p90,cagr_p95,terminal_wealth_p95,max_drawdown_p90,max_drawdown_p95,prob_drawdown_worse_than_40,prob_drawdown_worse_than_50,prob_drawdown_worse_than_60,prob_drawdown_worse_than_75,mean_delta_exposure,mean_option_weight,treasury_notional,gross_notional,on_growth_frontier,on_robust_frontier,on_frontier,adjacent_lower_risk,prob_beat_adjacent_lower_risk
primary,baseline,none,63,0.03,12m,1,20,15000,SPX_95_35,SP500 LEAPS,SP500_1X,0.95,0.35,0.152202652,-0.5045949952,-0.9280668151,0.007133333333,0.1342,0.1342,0.04483299809,2.404017403,0.06655588967,3.628042527,0.1483785162,15.91113582,0.2421420656,76.45843298,0.2693935861,118.0119516,-0.6440222886,-0.6874857248,0.9044666667,0.5195333333,0.1826666667,0.01466666667,1.6404574,0.3674103201,0.6325896799,2.272601675,False,False,False,NDX_85_35,0.3596666667
primary,baseline,none,63,0.03,12m,1,20,15000,SPX_95_40,SP500 LEAPS,SP500_1X,0.95,0.4,0.1604807137,-0.5551852848,-0.9456716164,0.0124,0.1296666667,0.1296666667,0.03936890401,2.164683414,0.06408557883,3.463627276,0.1559362003,18.14167138,0.2621510531,105.2511348,0.2929684928,170.5135293,-0.699757534,-0.7434709525,0.9723333333,0.7248666667,0.3374,0.0452,1.861697697,0.4157403545,0.5842596455,2.444770129,False,False,False,NDX_85_40,0.362
primary,baseline,none,63,0.03,12m,1,20,15000,SPX_95_45,SP500 LEAPS,SP500_1X,0.95,0.45,0.167559323,-0.6046298567,-0.9601506821,0.01786666667,0.1406,0.1406,0.03271054003,1.903584665,0.0600566742,3.210566694,0.1622212664,20.21977688,0.2812571159,142.1431107,0.3157730965,241.891219,-0.7524934487,-0.7944614603,0.9939333333,0.873,0.5166666667,0.1030666667,2.08110826,0.4635021017,0.5364978983,2.616368039,False,False,False,NDX_85_45,0.3652
primary,baseline,none,63,0.03,12m,1,20,15000,SPX_95_50,SP500 LEAPS,SP500_1X,0.95,0.5,0.1734261829,-0.6508639815,-0.9710150349,0.0268,0.1542666667,0.1542666667,0.02396527002,1.605848385,0.05443400711,2.886610152,0.1676218347,22.18421958,0.29907166,187.3536568,0.3379997927,338.1589811,-0.8009995659,-0.8391259534,0.9993333333,0.951,0.6907333333,0.1984,2.299532941,0.5109574226,0.4890425774,2.787610811,False,False,False,NDX_85_50,0.3689333333
primary,baseline,none,63,0.03,12m,1,20,15000,NDX_80_20,NDX LEAPS,NASDAQ100_1X,0.8,0.2,0.1254645405,-0.333818473,-0.8313951541,0.0008,0.7576666667,0.3552666667,0.05751617304,3.0601334,0.07205414866,4.021003371,0.1244408912,10.44077221,0.1800738604,27.42734756,0.1965527396,36.19402728,-0.4529696676,-0.4934984288,0.2228,0.04406666667,0.0058,6.666666667e-05,0.5948686013,0.2199020664,0.7800979336,1.37465752,False,True,True,,
primary,baseline,none,63,0.03,12m,1,20,15000,NDX_80_25,NDX LEAPS,NASDAQ100_1X,0.8,0.25,0.1389002565,-0.3784292112,-0.865747469,0.001066666667,0.6603333333,0.2264666667,0.05967110677,3.187292054,0.07605326896,4.3318701,0.137681299,13.19509089,0.2033736143,40.55175877,0.2226929728,55.76328176,-0.5058398596,-0.5457122531,0.4002666667,0.1084,0.01846666667,0.0006666666667,0.7359648365,0.2710773819,0.7289226181,1.464460895,False,True,True,,
primary,baseline,none,63,0.03,12m,1,20,15000,NDX_80_30,NDX LEAPS,NASDAQ100_1X,0.8,0.3,0.1511287598,-0.4269404768,-0.8936663212,0.0016,0.5074,0.1581333333,0.05979813205,3.194942116,0.07829680166,4.516129057,0.1496700768,16.27288507,0.2260154404,58.87335686,0.2495237065,86.07757114,-0.5619650384,-0.6044600696,0.6269333333,0.2308,0.054,0.002533333333,0.8748554816,0.3211917454,0.6788082546,1.553317717,True,False,True,,
primary,baseline,none,63,0.03,12m,1,20,15000,NDX_80_35,NDX LEAPS,NASDAQ100_1X,0.8,0.35,0.1621820533,-0.4768247916,-0.916323816,0.0036,0.315,0.1242,0.05787224179,3.080806584,0.07910355295,4.584188939,0.1603260605,19.57045529,0.2479243662,83.90064608,0.2752803281,129.4533327,-0.6180568791,-0.6618657493,0.8201333333,0.4058,0.1331333333,0.009666666667,1.011967808,0.3704532879,0.6295467121,1.641395706,True,False,True,NDX_85_30,0.8870666667
primary,baseline,none,63,0.03,12m,1,20,15000,NDX_80_40,NDX LEAPS,NASDAQ100_1X,0.8,0.4,0.17207655,-0.5269302713,-0.9348995875,0.005866666667,0.187,0.1122,0.05457922752,2.894571365,0.07867294668,4.547741676,0.1694030076,22.87094608,0.269453704,118.1237818,0.2999702283,189.9626259,-0.6740491929,-0.715386223,0.9378,0.6034666667,0.2515333333,0.02693333333,1.148259892,0.4190444567,0.5809555433,1.729034841,True,False,True,NDX_90_35,0.5906
primary,baseline,none,63,0.03,12m,1,20,15000,NDX_80_45,NDX LEAPS,NASDAQ100_1X,0.8,0.45,0.1808142609,-0.5752749911,-0.9498158717,0.0092,0.1423333333,0.1108,0.04964503722,2.63541575,0.07685779813,4.397108275,0.1776644548,26.32881922,0.2898936341,162.58407,0.3236051802,272.3762127,-0.7270655116,-0.7673614296,0.9828666667,0.7777333333,0.4136,0.06866666667,1.283717395,0.4669919764,0.5330080236,1.816355272,True,False,True,NDX_85_40,0.7951333333
primary,baseline,none,63,0.03,12m,1,20,15000,NDX_80_50,NDX LEAPS,NASDAQ100_1X,0.8,0.5,0.1883828994,-0.6222449589,-0.9667160919,0.01486666667,0.1354,0.1155333333,0.04396144705,2.364227231,0.0729982837,4.092423307,0.1844323232,29.52602737,0.3090157252,218.2213755,0.3468780446,385.9806026,-0.7752947878,-0.8131531692,0.9958,0.8987333333,0.576,0.1394666667,1.418823533,0.5144929435,0.4855070565,1.903867925,True,False,True,NDX_85_45,0.7312666667
primary,baseline,none,63,0.03,12m,1,20,15000,NDX_85_20,NDX LEAPS,NASDAQ100_1X,0.85,0.2,0.1293573026,-0.3481997747,-0.8460222705,0.0008666666667,0.733,0.3166666667,0.05705283378,3.033429581,0.07244853491,4.050691852,0.1280055901,11.12307941,0.1876000324,31.14612453,0.2054284677,41.95936173,-0.4693494815,-0.5096678001,0.2724,0.05933333333,0.0082,6.666666667e-05,0.6377056224,0.2205568877,0.7794431123,1.416678847,False,False,False,,
primary,baseline,none,63,0.03,12m,1,20,15000,NDX_85_25,NDX LEAPS,NASDAQ100_1X,0.85,0.25,0.1432794885,-0.3960552071,-0.8801400085,0.0012,0.6136,0.2052,0.05852837082,3.119249044,0.07602717158,4.329769385,0.14164138,14.14470966,0.2125637889,47.21629394,0.2342566804,67.31467208,-0.5261223622,-0.5665794276,0.4811333333,0.1466666667,0.02753333333,0.001,0.7881395205,0.2716032677,0.7283967323,1.516083297,False,False,False,,
primary,baseline,none,63,0.03,12m,1,20,15000,NDX_85_30,NDX LEAPS,NASDAQ100_1X,0.85,0.3,0.1558393709,-0.4473487845,-0.9072332305,0.0024,0.4291333333,0.1450666667,0.05729857336,3.047564676,0.07769522878,4.466004983,0.1537921084,17.48039668,0.2369065943,70.26484668,0.2626275999,106.0487548,-0.5854905153,-0.6274043328,0.716,0.296,0.07926666667,0.004,0.9362728327,0.3215285847,0.6784714153,1.61455064,True,False,True,NDX_80_30,0.8295333333
primary,baseline,none,63,0.03,12m,1,20,15000,NDX_85_35,NDX LEAPS,NASDAQ100_1X,0.85,0.35,0.1670780865,-0.4992122881,-0.928877641,0.004666666667,0.2588,0.1226666667,0.05487465031,2.910831883,0.07767869978,4.46463529,0.1645000588,21.02762865,0.259987187,101.7003801,0.2900593343,163.0022921,-0.644490878,-0.6857994566,0.8864,0.497,0.1813333333,0.01446666667,1.082428295,0.3705953972,0.6294046028,1.711782693,True,False,True,NDX_80_35,0.8020666667
primary,baseline,none,63,0.03,12m,1,20,15000,NDX_85_40,NDX LEAPS,NASDAQ100_1X,0.85,0.4,0.1770175873,-0.5509296659,-0.9460408707,0.007533333333,0.1753333333,0.1167333333,0.05121200578,2.71522773,0.07665931889,4.380927616,0.1739890696,24.73324442,0.2824763281,144.8729351,0.315272432,240.0569858,-0.7014182936,-0.7415841292,0.9666,0.6980666667,0.326,0.04213333333,1.227492342,0.418825968,0.581174032,1.80849079,True,False,True,NDX_80_40,0.7718
primary,baseline,none,63,0.03,12m,1,20,15000,NDX_85_45,NDX LEAPS,NASDAQ100_1X,0.85,0.45,0.1856623869,-0.6000811176,-0.9609396502,0.01293333333,0.1498666667,0.1180666667,0.04525094408,2.423323389,0.07378624456,4.15295032,0.1818283663,28.25453796,0.3038187043,201.5320627,0.3405271198,351.1657041,-0.7528205642,-0.7918900283,0.9933333333,0.8502666667,0.5000666667,0.1046,1.371758253,0.4664990905,0.5335009095,1.905096902,True,False,True,NDX_90_40,0.8058666667
primary,baseline,none,63,0.03,12m,1,20,15000,NDX_85_50,NDX LEAPS,NASDAQ100_1X,0.85,0.5,0.1929998916,-0.6478408584,-0.9753372569,0.01833333333,0.152,0.1250666667,0.03830058285,2.120615805,0.06923602994,3.814799343,0.1882035326,31.4642066,0.3229621078,269.7417103,0.3647016751,502.0587002,-0.7991884152,-0.8372178745,0.9988666667,0.9418,0.67,0.1912,1.515754785,0.5136982077,0.4863017923,2.001763162,True,False,True,NDX_90_45,0.7527333333
primary,baseline,none,63,0.03,12m,1,20,15000,NDX_90_20,NDX LEAPS,NASDAQ100_1X,0.9,0.2,0.1330035883,-0.3628444165,-0.8598397665,0.0012,0.7104,0.2872666667,0.05654848723,3.004613894,0.07219823454,4.03182577,0.1313121498,11.79367147,0.1955996563,35.62178118,0.2145700092,48.80351077,-0.4868634952,-0.5271023938,0.3313333333,0.08093333333,0.01266666667,0.0004,0.6815619782,0.2210084005,0.7789915995,1.459945524,False,False,False,,
primary,baseline,none,63,0.03,12m,1,20,15000,NDX_90_25,NDX LEAPS,NASDAQ100_1X,0.9,0.25,0.1472948566,-0.414267437,-0.8934031507,0.001733333333,0.5646,0.1925333333,0.05679972691,3.018935598,0.07555838882,4.292198891,0.1452545676,15.06748095,0.2217190608,54.8816291,0.2459254248,81.25329313,-0.5469140896,-0.5882740056,0.5675333333,0.1937333333,0.0402,0.001866666667,0.8414785347,0.271838905,0.728161095,1.569033278,False,False,False,,
primary,baseline,none,63,0.03,12m,1,20,15000,NDX_90_30,NDX LEAPS,NASDAQ100_1X,0.9,0.3,0.160056409,-0.4683930224,-0.9194505118,0.003733333333,0.3717333333,0.1434666667,0.05467290916,2.899718372,0.07644962193,4.363894123,0.1573379399,18.58676524,0.2473876801,83.18193357,0.2757937135,130.4995962,-0.6082330339,-0.6506224998,0.7974666667,0.3718,0.1137333333,0.007733333333,0.9990295618,0.3215431033,0.6784568967,1.676938372,False,False,False,NDX_85_30,0.7822
primary,baseline,none,63,0.03,12m,1,20,15000,NDX_90_35,NDX LEAPS,NASDAQ100_1X,0.9,0.35,0.1713406292,-0.5226658317,-0.9398726981,0.006466666667,0.2334,0.1272666667,0.05138050511,2.723945414,0.07571653792,4.304838966,0.1681591372,22.38928406,0.2715648855,122.115434,0.3042439572,202.850772,-0.6694743731,-0.7107196947,0.9322,0.5903333333,0.2404,0.02286666667,1.154260341,0.3703565359,0.6296434641,1.78378264,True,False,True,NDX_85_35,0.7502
primary,baseline,none,63,0.03,12m,1,20,15000,NDX_90_40,NDX LEAPS,NASDAQ100_1X,0.9,0.4,0.1811764278,-0.5754264891,-0.9555194897,0.01053333333,0.1791333333,0.1250666667,0.04644946186,2.479506103,0.07353943654,4.13390101,0.1773562905,26.19136733,0.2948991916,175.6787365,0.3308025771,303.5796567,-0.7266597235,-0.7660536465,0.9836,0.7809333333,0.4120666667,0.06726666667,1.308308516,0.4183181875,0.5816818125,1.889840664,True,False,True,NDX_80_45,0.4888
primary,baseline,none,63,0.03,12m,1,20,15000,NDX_90_45,NDX LEAPS,NASDAQ100_1X,0.9,0.45,0.1895717504,-0.6249222896,-0.9699372173,0.01693333333,0.1674666667,0.1294,0.03946903989,2.168858287,0.06983555578,3.857807491,0.1847838448,29.70177981,0.3169263109,246.1668962,0.3570580099,448.7125993,-0.7775628618,-0.8163676161,0.9975333333,0.9065333333,0.5931333333,0.1469333333,1.461294467,0.4656221978,0.5343778022,1.995759583,True,False,True,NDX_80_50,0.5258
primary,baseline,none,63,0.03,12m,1,20,15000,NDX_90_50,NDX LEAPS,NASDAQ100_1X,0.9,0.5,0.1965142472,-0.6732184575,-0.9817766389,0.02273333333,0.1740666667,0.1389333333,0.03109570312,1.844928512,0.06445495292,3.487753193,0.190640295,32.78019455,0.3366440605,331.3717379,0.3811032936,637.5631971,-0.8222698097,-0.8594312492,0.9992666667,0.9675333333,0.7521333333,0.2544,1.614321812,0.5125129839,0.4874870161,2.101775133,False,False,False,NDX_85_50,0.6344
primary,baseline,none,63,0.03,12m,1,20,15000,NDX_95_20,NDX LEAPS,NASDAQ100_1X,0.95,0.2,0.1363333162,-0.3783841331,-0.8727333173,0.001533333333,0.6823333333,0.2651333333,0.05498905597,2.917152241,0.07138444012,3.971062251,0.1342179221,12.41452503,0.2031478349,40.39986178,0.2241191971,57.07871377,-0.5047978957,-0.545096606,0.4004,0.1086666667,0.01733333333,0.0004666666667,0.7260349413,0.2213032358,0.7786967642,1.504303173,False,False,False,,
primary,baseline,none,63,0.03,12m,1,20,15000,NDX_95_25,NDX LEAPS,NASDAQ100_1X,0.95,0.25,0.1508585459,-0.4335130045,-0.9054733192,0.002666666667,0.5138666667,0.1839333333,0.05428645132,2.878541591,0.074285422,4.191733359,0.1481148145,15.83822165,0.2305382199,63.37269058,0.2573107189,97.46582457,-0.5686610514,-0.610266358,0.6582,0.2514,0.05953333333,0.003,0.8957273103,0.271838599,0.728161401,1.623176787,False,False,False,NDX_80_30,0.4423333333
primary,baseline,none,63,0.03,12m,1,20,15000,NDX_95_30,NDX LEAPS,NASDAQ100_1X,0.95,0.3,0.1636757521,-0.4902470614,-0.9304377053,0.005,0.335,0.1478666667,0.05121015455,2.715132032,0.07455379403,4.21272636,0.1602258165,19.53666806,0.2571084098,97.1526464,0.2885992854,159.3520858,-0.6326796724,-0.6751108886,0.8614666667,0.4598666667,0.1574666667,0.01093333333,1.062254134,0.3212791404,0.6787208596,1.740512988,False,False,False,NDX_80_35,0.5286
primary,baseline,none,63,0.03,12m,1,20,15000,NDX_95_35,NDX LEAPS,NASDAQ100_1X,0.95,0.35,0.1748508267,-0.5456117868,-0.9493426753,0.0086,0.2308,0.1372666667,0.04687491806,2.499746179,0.07276837604,4.07492158,0.1707479846,23.40282998,0.2825566637,145.0545121,0.3184444814,251.9051028,-0.6948090807,-0.7351316721,0.9621333333,0.6796,0.3094666667,0.037,1.226856801,0.369781881,0.630218119,1.856770053,False,False,False,NDX_80_40,0.5622666667
primary,baseline,none,63,0.03,12m,1,20,15000,NDX_95_40,NDX LEAPS,NASDAQ100_1X,0.95,0.4,0.1844211395,-0.5993647779,-0.9634719641,0.015,0.1938,0.1362,0.0405357941,2.21381073,0.06961526121,3.841950953,0.1797554926,27.27973681,0.3060630675,208.5849604,0.3455122261,378.2273919,-0.7515914797,-0.7897812652,0.9934666667,0.8499333333,0.4976666667,0.1029333333,1.389979917,0.4174418881,0.5825581119,1.972128155,False,False,False,NDX_90_40,0.6483333333
primary,baseline,none,63,0.03,12m,1,20,15000,NDX_95_45,NDX LEAPS,NASDAQ100_1X,0.95,0.45,0.1923990512,-0.6496609902,-0.9768381716,0.02113333333,0.1895333333,0.1438,0.03246209772,1.894446522,0.06495112111,3.520412092,0.186618499,30.63531091,0.3285983794,293.6799972,0.3719808146,558.4197872,-0.8005507543,-0.8384648234,0.9992,0.9450666667,0.6816666667,0.1977333333,1.552126195,0.4644223247,0.5355776753,2.087421582,False,False,False,NDX_85_50,0.4288
primary,baseline,none,63,0.03,12m,1,20,15000,NDX_95_50,NDX LEAPS,NASDAQ100_1X,0.95,0.5,0.1987730573,-0.6986384453,-0.9865252646,0.02993333333,0.2024,0.1553333333,0.02322058683,1.582651855,0.05865485955,3.126712202,0.1917856183,33.41664212,0.348398352,394.7883065,0.3973669501,805.7668092,-0.8440344635,-0.8794609901,0.9999333333,0.9836666667,0.8214,0.3289333333,1.713930772,0.5109702048,0.4890297952,2.20276044,False,False,False,NDX_85_50,0.5972
primary,baseline,none,63,0.03,12m,1,30,15000,SP500_1X,index,SP500_1X,,,0.1122430639,-0.4173123851,-0.8406408759,0.0001333333333,0,0,0.06142098541,5.979509161,0.0726607967,8.201890287,0.1121930569,24.29229825,0.1518371655,69.47309786,0.1632641559,93.4200931,-0.5494767792,-0.5931438698,0.5845333333,0.2014,0.0452,0.0014,,,,,,,False,,
primary,baseline,none,63,0.03,12m,1,30,15000,NASDAQ100_1X,index,NASDAQ100_1X,,,0.1502176355,-0.5653377394,-0.9496384925,0.0006666666667,0,0.1036,0.06750820164,7.098645258,0.08516707046,11.61306319,0.1495298663,65.41700046,0.2163898247,356.6972986,0.2356328963,571.2282172,-0.719182815,-0.7624925413,0.9688666667,0.7471333333,0.3819333333,0.0628,,,,,,,False,NDX_80_40,0.1418666667
primary,baseline,none,63,0.03,12m,1,30,15000,SPX_80_25,SP500 LEAPS,SP500_1X,0.8,0.25,0.1204294627,-0.3632060892,-0.8033741105,0,0.3349333333,0.3349333333,0.06939809132,7.485520922,0.07971046223,9.983087667,0.1200139264,29.97575062,0.1608301945,87.73028655,0.1728341726,119.4519173,-0.474225328,-0.5129328268,0.315,0.06326666667,0.007266666667,0.0002,0.8923531357,0.2677668495,0.7322331505,1.624466939,False,True,True,,
primary,baseline,none,63,0.03,12m,1,30,15000,SPX_85_30,SP500 LEAPS,SP500_1X,0.85,0.3,0.1355709749,-0.4298890266,-0.8591502929,6.666666667e-05,0.1165333333,0.1165333333,0.07147548674,7.934293002,0.08445448927,11.38644439,0.1346503557,44.25239021,0.1876438718,174.0560822,0.2026742415,253.8341216,-0.5499520329,-0.5900377798,0.6542666667,0.2105333333,0.04126666667,0.0014,1.17546364,0.3188172945,0.6811827055,1.8565984,False,False,False,,
primary,baseline,none,63,0.03,12m,1,30,15000,SPX_85_35,SP500 LEAPS,SP500_1X,0.85,0.35,0.1451835799,-0.4766506229,-0.8831393214,0.0001333333333,0.06233333333,0.06233333333,0.07193632502,8.037314198,0.08717832324,12.27646262,0.1440537726,56.68565062,0.2047664305,267.4216132,0.2223716484,413.2543609,-0.6047985418,-0.6449370104,0.8532666667,0.3896,0.1067333333,0.004733333333,1.361961176,0.3684215774,0.6315784226,1.993585921,False,False,False,NDX_80_30,0.4257333333
primary,baseline,none,63,0.03,12m,1,30,15000,SPX_85_40,SP500 LEAPS,SP500_1X,0.85,0.4,0.1538993934,-0.5235053437,-0.9125995635,0.0007333333333,0.04393333333,0.04393333333,0.07166723662,7.977003091,0.08882979205,12.84844188,0.1524352981,70.56363098,0.2211430405,400.9728243,0.2411544179,652.9846458,-0.6594602679,-0.6997715482,0.9581333333,0.6115333333,0.2178666667,0.01926666667,1.54692294,0.417380822,0.582619178,2.129575095,False,False,False,NDX_80_35,0.4062666667
primary,baseline,none,63,0.03,12m,1,30,15000,SPX_85_45,SP500 LEAPS,SP500_1X,0.85,0.45,0.1617150794,-0.5705960678,-0.9450515879,0.0014,0.0412,0.0412,0.06934031385,7.473397103,0.08876990477,12.82725737,0.1596790979,85.15751087,0.2366528038,585.5444792,0.2594782004,1013.577143,-0.7110204299,-0.7515578897,0.992,0.8045333333,0.3832666667,0.0518,1.730636671,0.4658599793,0.5341400207,2.264945181,False,False,False,NDX_80_40,0.3977333333
primary,baseline,none,63,0.03,12m,1,30,15000,SPX_85_50,SP500 LEAPS,SP500_1X,0.85,0.5,0.1686180325,-0.6166252475,-0.9678267982,0.002266666667,0.0464,0.0464,0.06606412534,6.816130595,0.08772931593,12.46450586,0.1665037973,101.5491444,0.2519500435,846.7273287,0.2772677634,1543.846297,-0.7593634681,-0.7994367569,0.9984666667,0.9238,0.569,0.1152666667,1.914152189,0.5139120536,0.4860879464,2.400258492,False,False,False,NDX_80_45,0.3905333333
primary,baseline,none,63,0.03,12m,1,30,15000,SPX_90_30,SP500 LEAPS,SP500_1X,0.9,0.3,0.1395924987,-0.4569319073,-0.8849992087,0.0001333333333,0.1074666667,0.1074666667,0.06943737137,7.493774243,0.08324561039,11.01173308,0.1383523022,48.79527289,0.1974596698,222.809656,0.2141735236,337.7056252,-0.5818033379,-0.622664632,0.7764,0.3108666667,0.07473333333,0.002666666667,1.294465645,0.3188870237,0.6811129763,1.975367294,False,False,False,,
primary,baseline,none,63,0.03,12m,1,30,15000,SPX_90_35,SP500 LEAPS,SP500_1X,0.9,0.35,0.1492365336,-0.5072931731,-0.9073276984,0.0006666666667,0.06886666667,0.06886666667,0.06876602895,7.353917845,0.08480165364,11.49631245,0.1476207165,62.23479198,0.2155185441,349.1111429,0.2352604241,566.084738,-0.6395140265,-0.681108926,0.9302666667,0.5335333333,0.173,0.01233333333,1.498563159,0.3682005347,0.6317994653,2.13048155,False,False,False,NDX_90_30,0.3768666667
primary,baseline,none,63,0.03,12m,1,30,15000,SPX_90_40,SP500 LEAPS,SP500_1X,0.9,0.4,0.1578276145,-0.5575262039,-0.9409489594,0.0014,0.0584,0.0584,0.06693484206,6.985145578,0.08567367468,11.77682147,0.1557311729,76.87601606,0.2327464368,532.5214156,0.2551647031,914.4430746,-0.6955304468,-0.7376327002,0.9852,0.7484,0.3327333333,0.0388,1.701300029,0.4169012305,0.5830987695,2.284544846,False,False,False,NDX_85_35,0.4040666667
primary,baseline,none,63,0.03,12m,1,30,15000,SPX_90_45,SP500 LEAPS,SP500_1X,0.9,0.45,0.1653644641,-0.6067360017,-0.9651147225,0.0024,0.06146666667,0.06146666667,0.0634725422,6.336143822,0.08454456905,11.41485424,0.162756137,92.20380868,0.2490582499,789.9743713,0.2744288396,1444.148671,-0.7479783186,-0.7896889871,0.9978,0.8996666667,0.5248666667,0.09726666667,1.902833005,0.4650403282,0.5349596718,2.437630529,False,False,False,NDX_85_40,0.3917333333
primary,baseline,none,63,0.03,12m,1,30,15000,SPX_90_50,SP500 LEAPS,SP500_1X,0.9,0.5,0.1718338633,-0.6538629438,-0.9798739963,0.004066666667,0.06966666667,0.06966666667,0.05929246717,5.630030787,0.08219039673,10.69441987,0.1690125411,108.3098492,0.2646054597,1144.962208,0.2933036752,2244.751602,-0.7958889312,-0.8345754597,0.9996666667,0.9699333333,0.7179333333,0.1901333333,2.103659246,0.5127089796,0.4872910204,2.590798236,False,False,False,NDX_85_45,0.3854666667
primary,baseline,none,63,0.03,12m,1,30,15000,SPX_95_30,SP500 LEAPS,SP500_1X,0.95,0.3,0.1422021153,-0.4864804974,-0.907454488,0.0006,0.1160666667,0.1160666667,0.06552664138,6.71378021,0.0802536721,10.13487584,0.1405499027,51.70195294,0.2059074355,275.1252837,0.2254020569,445.121937,-0.6157619141,-0.6575200361,0.8779333333,0.4356666667,0.1272666667,0.0072,1.418064111,0.3184434807,0.6815565193,2.099414327,False,False,False,NDX_85_30,0.3282666667
primary,baseline,none,63,0.03,12m,1,30,15000,SPX_95_35,SP500 LEAPS,SP500_1X,0.95,0.35,0.1515547243,-0.5398415648,-0.9313208923,0.001533333333,0.0894,0.0894,0.06389153944,6.411468121,0.08067840293,10.25510949,0.1492819815,64.99510636,0.2246075125,436.5440202,0.2473241825,757.7250966,-0.6765120314,-0.7175255426,0.9721333333,0.6772666667,0.2708,0.0266,1.640591072,0.3673401088,0.6326598912,2.273185957,False,False,False,NDX_85_35,0.3314666667
primary,baseline,none,63,0.03,12m,1,30,15000,SPX_95_40,SP500 LEAPS,SP500_1X,0.95,0.4,0.1596830251,-0.5922498304,-0.9609776094,0.0026,0.08613333333,0.08613333333,0.06027213267,5.788355677,0.08014596451,10.10460311,0.1567458582,78.92692253,0.242344631,672.0346775,0.2684597079,1254.416263,-0.7343734315,-0.7763782179,0.9958666667,0.8642,0.4704666667,0.0778,1.861428879,0.4156545566,0.5843454434,2.4458838,False,False,False,NDX_85_40,0.3354666667
primary,baseline,none,63,0.03,12m,1,30,15000,SPX_95_45,SP500 LEAPS,SP500_1X,0.95,0.45,0.1665889407,-0.6436133727,-0.9784346278,0.004666666667,0.0912,0.0912,0.05538067708,5.038557261,0.07793614897,9.502452551,0.1630410334,92.88400321,0.259035697,1002.947656,0.2882805421,1997.39552,-0.7859302422,-0.8252728809,0.9997333333,0.9578666667,0.6748,0.165,2.081215037,0.4634440428,0.5365559572,2.617946737,False,False,False,NDX_85_45,0.3394
primary,baseline,none,63,0.03,12m,1,30,15000,SPX_95_50,SP500 LEAPS,SP500_1X,0.95,0.5,0.1722591938,-0.6922325097,-0.988592026,0.008066666667,0.1055333333,0.1055333333,0.04960921987,4.274230285,0.07423361057,8.570470514,0.1683179256,106.3956055,0.2745459441,1448.13512,0.3064650236,3041.533213,-0.831933978,-0.8670281491,0.9999333333,0.9895333333,0.8365333333,0.298,2.299990359,0.5108127958,0.4891872042,2.789608164,False,False,False,NDX_85_50,0.3436
primary,baseline,none,63,0.03,12m,1,30,15000,NDX_80_20,NDX LEAPS,NASDAQ100_1X,0.8,0.2,0.1251581034,-0.3625010427,-0.8313951541,6.666666667e-05,0.801,0.3258,0.0695308463,7.513450135,0.08168171863,10.54463074,0.1245969732,33.88263048,0.1701743484,111.5862394,0.1834664025,156.5950911,-0.4791908836,-0.5179171229,0.3209333333,0.06973333333,0.0094,0.0002,0.5954038782,0.2199228849,0.7800771151,1.375215979,False,True,True,,
primary,baseline,none,63,0.03,12m,1,30,15000,NDX_80_25,NDX LEAPS,NASDAQ100_1X,0.8,0.25,0.1385123555,-0.4096614289,-0.865747469,0.0001333333333,0.6908666667,0.1816666667,0.07322326209,8.331905628,0.08722743006,12.29311104,0.1373895175,47.57219347,0.1916155932,192.3931307,0.2073713101,285.3235297,-0.5343905513,-0.5724339305,0.5475333333,0.1680666667,0.03013333333,0.001133333333,0.7363766216,0.2710664041,0.7289335959,1.465064153,False,True,True,,
primary,baseline,none,63,0.03,12m,1,30,15000,NDX_80_30,NDX LEAPS,NASDAQ100_1X,0.8,0.3,0.1506358416,-0.4596297707,-0.8936663212,0.0002,0.4998666667,0.111,0.07551677408,8.882984975,0.09104701578,13.65701473,0.1492982631,65.02273612,0.212735077,325.9063696,0.2307705159,507.4999057,-0.5912491813,-0.6315867309,0.7796,0.336,0.08713333333,0.004,0.8756724414,0.3211727028,0.6788272972,1.553937189,True,False,True,,
primary,baseline,none,63,0.03,12m,1,30,15000,NDX_80_35,NDX LEAPS,NASDAQ100_1X,0.8,0.35,0.1615608437,-0.5120956494,-0.9292980651,0.0004,0.2722,0.08073333333,0.07583918955,8.963224604,0.09384124481,14.74626983,0.1598830195,85.60791086,0.2327562408,532.648492,0.253338545,875.3588602,-0.6493448862,-0.6904148006,0.9282,0.5523333333,0.2040666667,0.01613333333,1.013174103,0.3704342134,0.6295657866,1.642260845,True,False,True,NDX_90_30,0.737
